ortholog_1 gene-HOLleu_00014 AFI21291.1
ortholog_4527 gene-HOLleu_20644 AFI26808.1
ortholog_4528 gene-HOLleu_20645 AFI26885.1
ortholog_4529 gene-HOLleu_20648 AFI27312.1
ortholog_4530 gene-HOLleu_20650 AFI12368.1
ortholog_4531 gene-HOLleu_20652 AFI26755.2
ortholog_4532 gene-HOLleu_20653 AFI26600.1
ortholog_4533 gene-HOLleu_20658 AFI26550.1
ortholog_4534 gene-HOLleu_20662 AFI11905.1
ortholog_4535 gene-HOLleu_20678 AFI27296.2
ortholog_4536 gene-HOLleu_20686 AFI26563.1
ortholog_4537 gene-HOLleu_20691 AFI18972.4
ortholog_4538 gene-HOLleu_20696 AFI11323.1
ortholog_4539 gene-HOLleu_20700 AFI04783.1
ortholog_4540 gene-HOLleu_20702 AFI26869.1
ortholog_4541 gene-HOLleu_20705 AFI26602.1
ortholog_4542 gene-HOLleu_20706 AFI26466.9
ortholog_4543 gene-HOLleu_20707 AFI30908.1
ortholog_4544 gene-HOLleu_20708 AFI31841.1
ortholog_4545 gene-HOLleu_20710 AFI15046.1
ortholog_4546 gene-HOLleu_20714 AFI31326.1
ortholog_4547 gene-HOLleu_20715 AFI26701.1
ortholog_4548 gene-HOLleu_20716 AFI31203.1
ortholog_4549 gene-HOLleu_20718 AFI26841.4
ortholog_4550 gene-HOLleu_20721 AFI31926.1
ortholog_4551 gene-HOLleu_20725 AFI27405.1
ortholog_4552 gene-HOLleu_20732 AFI31172.2
ortholog_4553 gene-HOLleu_20734 AFI30165.1
ortholog_4554 gene-HOLleu_20742 AFI11888.3
ortholog_4555 gene-HOLleu_20741 AFI26617.2
ortholog_4556 gene-HOLleu_20743 AFI31656.1
ortholog_4557 gene-HOLleu_20747 AFI18807.1
ortholog_4558 gene-HOLleu_20748 AFI11563.1
ortholog_4559 gene-HOLleu_20752 AFI26612.1
ortholog_4560 gene-HOLleu_20753 AFI26968.2
ortholog_4561 gene-HOLleu_20762 AFI12179.1
ortholog_4562 gene-HOLleu_20764 AFI26608.2
ortholog_4563 gene-HOLleu_20766 AFI26352.1
ortholog_4564 gene-HOLleu_20773 AFI26547.1
ortholog_4565 gene-HOLleu_20785 AFI01543.1
ortholog_4566 gene-HOLleu_20787 AFI26725.1
ortholog_4567 gene-HOLleu_20789 AFI27171.33
ortholog_4568 gene-HOLleu_20799 AFI30110.1
ortholog_4569 gene-HOLleu_20803 AFI31379.1
ortholog_4570 gene-HOLleu_20804 AFI26405.1
ortholog_4571 gene-HOLleu_20805 AFI30355.1
ortholog_4572 gene-HOLleu_20806 AFI29684.1
ortholog_4573 gene-HOLleu_20807 AFI30843.3
ortholog_4574 gene-HOLleu_20808 AFI31355.1
ortholog_4575 gene-HOLleu_20825 AFI13706.5
ortholog_4576 gene-HOLleu_20842 AFI31813.2
ortholog_4577 gene-HOLleu_20875 AFI23337.1
ortholog_4578 gene-HOLleu_20880 AFI28779.1
ortholog_4579 gene-HOLleu_20883 AFI23783.1
ortholog_4580 gene-HOLleu_20898 AFI24132.1
ortholog_4581 gene-HOLleu_20919 AFI23988.1
ortholog_4582 gene-HOLleu_20940 AFI23374.1
ortholog_4583 gene-HOLleu_20943 AFI03884.1
ortholog_4584 gene-HOLleu_20944 AFI23139.1
ortholog_4585 gene-HOLleu_20953 AFI32924.1
ortholog_4586 gene-HOLleu_20992 AFI10895.1
ortholog_4587 gene-HOLleu_20993 AFI11704.1
ortholog_4588 gene-HOLleu_21001 AFI07064.1
ortholog_4589 gene-HOLleu_21004 AFI12152.1
ortholog_4590 gene-HOLleu_21019 AFI33325.1
ortholog_4591 gene-HOLleu_21026 AFI01579.1
ortholog_4592 gene-HOLleu_21033 AFI23599.1
ortholog_4593 gene-HOLleu_21035 AFI01038.1
ortholog_4594 gene-HOLleu_21052 AFI26084.1
ortholog_4595 gene-HOLleu_21068 AFI06270.1
ortholog_4596 gene-HOLleu_21078 AFI23703.1
ortholog_4597 gene-HOLleu_21080 AFI24073.1
ortholog_4598 gene-HOLleu_21094 AFI23954.1
ortholog_4599 gene-HOLleu_21095 AFI24017.6
ortholog_4600 gene-HOLleu_21099 AFI01750.1
ortholog_4601 gene-HOLleu_21100 AFI23921.1
ortholog_4602 gene-HOLleu_21102 AFI21918.1
ortholog_4603 gene-HOLleu_21129 AFI23233.1
ortholog_4604 gene-HOLleu_21133 AFI12361.1
ortholog_4605 gene-HOLleu_21135 AFI23278.1
ortholog_4606 gene-HOLleu_21139 AFI05689.1
ortholog_4607 gene-HOLleu_21152 AFI23788.11
ortholog_4608 gene-HOLleu_21188 AFI04639.1
ortholog_4609 gene-HOLleu_21203 AFI19882.1
ortholog_4610 gene-HOLleu_21217 AFI22993.1
ortholog_4611 gene-HOLleu_21218 AFI23326.3
ortholog_4612 gene-HOLleu_21272 AFI29875.1
ortholog_4613 gene-HOLleu_21298 AFI10671.1
ortholog_4614 gene-HOLleu_21311 AFI23193.1
ortholog_4615 gene-HOLleu_21312 AFI24141.1
ortholog_4616 gene-HOLleu_21313 AFI23792.1
ortholog_4617 gene-HOLleu_21315 AFI09831.2
ortholog_4618 gene-HOLleu_21317 AFI23738.1
ortholog_4619 gene-HOLleu_21318 AFI22900.1
ortholog_4620 gene-HOLleu_21319 AFI23352.1
ortholog_4621 gene-HOLleu_21342 AFI23138.1
ortholog_4622 gene-HOLleu_21352 AFI24131.1
ortholog_4623 gene-HOLleu_21354 AFI22954.1
ortholog_4624 gene-HOLleu_21385 AFI23561.1
ortholog_4625 gene-HOLleu_21402 AFI18908.1
ortholog_4626 gene-HOLleu_21403 AFI01574.1
ortholog_4627 gene-HOLleu_21404 AFI00964.1
ortholog_4628 gene-HOLleu_21427 AFI23231.1
ortholog_4629 gene-HOLleu_21428 AFI23370.1
ortholog_4630 gene-HOLleu_21437 AFI23190.2
ortholog_4631 gene-HOLleu_21438 AFI23556.2
ortholog_4632 gene-HOLleu_21440 AFI23392.2
ortholog_4633 gene-HOLleu_21441 AFI24331.2
ortholog_4634 gene-HOLleu_21454 AFI16065.1
ortholog_4635 gene-HOLleu_21493 AFI23220.1
ortholog_4636 gene-HOLleu_21512 AFI24118.2
ortholog_4637 gene-HOLleu_21521 AFI23414.1
ortholog_4638 gene-HOLleu_21523 AFI24029.1
ortholog_4639 gene-HOLleu_21524 AFI05155.1
ortholog_4640 gene-HOLleu_21527 AFI31853.1
ortholog_4641 gene-HOLleu_21528 AFI23407.1
ortholog_4642 gene-HOLleu_21529 AFI24127.1
ortholog_4643 gene-HOLleu_21560 AFI10488.1
ortholog_4644 gene-HOLleu_21567 AFI23194.1
ortholog_4645 gene-HOLleu_21568 AFI23584.1
ortholog_4646 gene-HOLleu_21576 AFI23459.1
ortholog_4647 gene-HOLleu_21599 AFI15829.1
ortholog_4648 gene-HOLleu_21601 AFI23525.3
ortholog_4649 gene-HOLleu_21609 AFI31385.1
ortholog_4650 gene-HOLleu_21610 AFI24191.1
ortholog_4651 gene-HOLleu_21630 AFI23457.3
ortholog_4652 gene-HOLleu_21655 AFI23618.1
ortholog_4653 gene-HOLleu_21658 AFI23685.1
ortholog_4654 gene-HOLleu_21659 AFI24258.1
ortholog_4655 gene-HOLleu_21704 AFI02428.1
ortholog_4656 gene-HOLleu_21709 AFI24143.1
ortholog_4657 gene-HOLleu_21710 AFI21278.1
ortholog_4658 gene-HOLleu_21712 AFI05828.1
ortholog_4659 gene-HOLleu_21718 AFI03793.1
ortholog_4660 gene-HOLleu_21729 AFI24168.1
ortholog_4661 gene-HOLleu_21730 AFI22968.1
ortholog_4662 gene-HOLleu_21731 AFI23806.1
ortholog_4663 gene-HOLleu_21732 AFI01827.1
ortholog_4664 gene-HOLleu_21735 AFI28988.1
ortholog_4665 gene-HOLleu_21740 AFI23158.1
ortholog_4666 gene-HOLleu_21745 AFI22982.1
ortholog_4667 gene-HOLleu_21746 AFI23157.1
ortholog_4668 gene-HOLleu_21748 AFI24046.1
ortholog_4669 gene-HOLleu_21776 AFI23036.1
ortholog_4670 gene-HOLleu_21780 AFI24012.1
ortholog_4671 gene-HOLleu_21786 AFI23238.1
ortholog_4672 gene-HOLleu_21793 AFI23063.1
ortholog_4673 gene-HOLleu_21796 AFI28298.1
ortholog_4674 gene-HOLleu_21803 AFI23576.1
ortholog_4675 gene-HOLleu_21816 AFI23827.1
ortholog_4676 gene-HOLleu_21819 AFI13637.2
ortholog_4677 gene-HOLleu_21824 AFI24082.1
ortholog_4678 gene-HOLleu_21825 AFI22952.1
ortholog_4679 gene-HOLleu_21826 AFI23281.1
ortholog_4680 gene-HOLleu_21828 AFI14328.1
ortholog_4681 gene-HOLleu_21831 AFI24115.1
ortholog_4682 gene-HOLleu_21843 AFI10034.2
ortholog_4683 gene-HOLleu_21845 AFI01763.1
ortholog_4684 gene-HOLleu_21847 AFI07615.1
ortholog_4685 gene-HOLleu_21850 AFI24020.1
ortholog_4686 gene-HOLleu_21851 AFI24262.1
ortholog_4687 gene-HOLleu_21853 AFI24330.1
ortholog_4688 gene-HOLleu_21857 AFI00871.1
ortholog_4689 gene-HOLleu_21859 AFI24148.1
ortholog_4690 gene-HOLleu_21860 AFI04988.1
ortholog_4691 gene-HOLleu_21872 AFI23667.1
ortholog_4692 gene-HOLleu_21880 AFI24192.1
ortholog_4693 gene-HOLleu_21881 AFI23871.2
ortholog_4694 gene-HOLleu_21893 AFI24074.1
ortholog_4695 gene-HOLleu_21897 AFI01627.1
ortholog_4696 gene-HOLleu_21906 AFI01348.1
ortholog_4697 gene-HOLleu_21915 AFI23603.1
ortholog_4698 gene-HOLleu_21916 AFI11494.1
ortholog_4699 gene-HOLleu_21919 AFI22845.2
ortholog_4700 gene-HOLleu_21930 AFI23533.1
ortholog_4701 gene-HOLleu_21931 AFI23751.2
ortholog_4702 gene-HOLleu_21934 AFI23140.1
ortholog_4703 gene-HOLleu_21938 AFI00840.1
ortholog_4704 gene-HOLleu_21940 AFI00305.1
ortholog_4705 gene-HOLleu_21943 AFI22929.1
ortholog_4706 gene-HOLleu_21944 AFI22921.1
ortholog_4707 gene-HOLleu_21952 AFI24099.2
ortholog_4708 gene-HOLleu_21953 AFI01753.2
ortholog_4709 gene-HOLleu_21960 AFI14489.1
ortholog_4710 gene-HOLleu_21971 AFI09300.1
ortholog_4711 gene-HOLleu_22000 AFI23648.1
ortholog_4712 gene-HOLleu_22010 AFI19837.1
ortholog_4713 gene-HOLleu_22020 AFI23750.2
ortholog_4714 gene-HOLleu_22028 AFI26076.1
ortholog_4715 gene-HOLleu_22066 AFI28283.1
ortholog_4716 gene-HOLleu_22076 AFI22939.1
ortholog_4717 gene-HOLleu_22077 AFI23239.1
ortholog_4718 gene-HOLleu_22086 AFI22902.1
ortholog_4719 gene-HOLleu_22104 AFI23253.1
ortholog_4720 gene-HOLleu_22110 AFI23031.1
ortholog_4721 gene-HOLleu_22116 AFI28981.1
ortholog_4722 gene-HOLleu_22121 AFI24144.2
ortholog_4723 gene-HOLleu_22122 AFI22927.1
ortholog_4724 gene-HOLleu_22124 AFI23826.1
ortholog_4725 gene-HOLleu_22139 AFI26492.1
ortholog_4726 gene-HOLleu_22161 AFI23736.1
ortholog_4727 gene-HOLleu_22270 AFI28269.1
ortholog_4728 gene-HOLleu_22273 AFI23987.1
ortholog_4729 gene-HOLleu_22277 AFI10588.1
ortholog_4730 gene-HOLleu_22279 AFI23265.1
ortholog_4731 gene-HOLleu_22286 AFI23350.1
ortholog_4732 gene-HOLleu_22287 AFI23858.1
ortholog_4733 gene-HOLleu_22303 AFI09267.1
ortholog_4734 gene-HOLleu_22314 AFI24086.1
ortholog_4735 gene-HOLleu_22330 AFI23731.1
ortholog_4736 gene-HOLleu_22357 AFI24318.3
ortholog_4737 gene-HOLleu_22358 AFI24321.1
ortholog_4738 gene-HOLleu_22361 AFI23201.1
ortholog_4739 gene-HOLleu_22362 AFI23441.6
ortholog_4740 gene-HOLleu_22397 AFI25062.2
ortholog_4741 gene-HOLleu_22400 AFI23346.1
ortholog_4742 gene-HOLleu_22401 AFI01488.1
ortholog_4743 gene-HOLleu_22405 AFI01236.1
ortholog_4744 gene-HOLleu_22406 AFI24043.1
ortholog_4745 gene-HOLleu_22408 AFI24216.1
ortholog_4746 gene-HOLleu_22412 AFI24008.1
ortholog_4747 gene-HOLleu_22420 AFI23424.3
ortholog_4748 gene-HOLleu_22424 AFI24134.1
ortholog_4749 gene-HOLleu_22425 AFI00501.1
ortholog_4750 gene-HOLleu_22433 AFI23566.1
ortholog_4751 gene-HOLleu_22434 AFI23003.1
ortholog_4752 gene-HOLleu_22439 AFI23453.2
ortholog_4753 gene-HOLleu_22441 AFI24209.1
ortholog_4754 gene-HOLleu_22443 AFI22846.1
ortholog_4755 gene-HOLleu_22445 AFI23399.1
ortholog_4756 gene-HOLleu_22457 AFI24234.2
ortholog_4757 gene-HOLleu_22461 AFI23965.1
ortholog_4758 gene-HOLleu_22464 AFI24072.2
ortholog_4759 gene-HOLleu_22466 AFI23421.1
ortholog_4760 gene-HOLleu_22497 AFI23398.1
ortholog_4761 gene-HOLleu_22498 AFI23553.1
ortholog_4762 gene-HOLleu_22501 AFI23377.1
ortholog_4763 gene-HOLleu_22502 AFI23329.1
ortholog_4764 gene-HOLleu_22504 AFI23000.1
ortholog_4765 gene-HOLleu_22510 AFI06248.1
ortholog_4766 gene-HOLleu_22512 AFI24069.1
ortholog_4767 gene-HOLleu_22516 AFI04315.1
ortholog_4768 gene-HOLleu_22517 AFI27375.1
ortholog_4769 gene-HOLleu_22520 AFI15905.1
ortholog_4770 gene-HOLleu_22523 AFI23766.1
ortholog_4771 gene-HOLleu_22528 AFI13056.1
ortholog_4772 gene-HOLleu_22531 AFI23904.1
ortholog_4773 gene-HOLleu_22549 AFI29599.1
ortholog_4774 gene-HOLleu_22551 AFI24024.2
ortholog_4775 gene-HOLleu_22560 AFI23368.1
ortholog_4776 gene-HOLleu_22561 AFI24149.1
ortholog_4777 gene-HOLleu_22562 AFI23512.1
ortholog_4778 gene-HOLleu_22564 AFI23422.1
ortholog_4779 gene-HOLleu_22565 AFI23429.1
ortholog_4780 gene-HOLleu_22573 AFI27632.1
ortholog_4781 gene-HOLleu_22576 AFI24159.1
ortholog_4782 gene-HOLleu_22598 AFI22923.1
ortholog_4783 gene-HOLleu_22617 AFI01999.1
ortholog_4784 gene-HOLleu_22643 AFI08644.3
ortholog_4785 gene-HOLleu_22649 AFI23222.1
ortholog_4786 gene-HOLleu_22652 AFI22886.1
ortholog_4787 gene-HOLleu_22653 AFI23205.1
ortholog_4788 gene-HOLleu_22654 AFI23082.1
ortholog_4789 gene-HOLleu_22664 AFI12185.1
ortholog_4790 gene-HOLleu_22665 AFI23369.1
ortholog_4791 gene-HOLleu_22666 AFI09151.1
ortholog_4792 gene-HOLleu_22668 AFI22925.1
ortholog_4793 gene-HOLleu_22671 AFI11688.1
ortholog_4794 gene-HOLleu_22676 AFI24222.1
ortholog_4795 gene-HOLleu_22677 AFI15961.1
ortholog_4796 gene-HOLleu_22704 AFI28040.2
ortholog_4797 gene-HOLleu_22749 AFI22844.1
ortholog_4798 gene-HOLleu_22750 AFI23860.1
ortholog_4799 gene-HOLleu_22753 AFI23524.1
ortholog_4800 gene-HOLleu_22754 AFI26818.1
ortholog_4801 gene-HOLleu_22758 AFI05641.1
ortholog_4802 gene-HOLleu_22771 AFI02200.1
ortholog_4803 gene-HOLleu_22815 AFI27486.1
ortholog_4804 gene-HOLleu_22819 AFI30202.1
ortholog_4805 gene-HOLleu_22830 AFI21138.1
ortholog_4806 gene-HOLleu_22831 AFI21254.1
ortholog_4807 gene-HOLleu_22834 AFI20890.2
ortholog_4808 gene-HOLleu_22835 AFI20735.1
ortholog_4809 gene-HOLleu_22836 AFI20053.1
ortholog_4810 gene-HOLleu_22837 AFI28494.1
ortholog_4811 gene-HOLleu_22840 AFI20269.1
ortholog_4812 gene-HOLleu_22849 AFI20678.1
ortholog_4813 gene-HOLleu_22851 AFI02846.1
ortholog_4814 gene-HOLleu_22852 AFI20657.1
ortholog_4815 gene-HOLleu_22855 AFI07256.1
ortholog_4816 gene-HOLleu_22862 AFI20477.2
ortholog_4817 gene-HOLleu_22863 AFI20610.1
ortholog_4818 gene-HOLleu_22865 AFI20350.10
ortholog_4819 gene-HOLleu_22869 AFI10710.1
ortholog_4820 gene-HOLleu_22870 AFI19907.1
ortholog_4821 gene-HOLleu_22871 AFI20939.1
ortholog_4822 gene-HOLleu_22873 AFI14383.1
ortholog_4823 gene-HOLleu_22875 AFI16201.1
ortholog_4824 gene-HOLleu_22891 AFI13229.1
ortholog_4825 gene-HOLleu_22894 AFI03181.4
ortholog_4826 gene-HOLleu_22896 AFI20907.1
ortholog_4827 gene-HOLleu_22904 AFI02207.1
ortholog_4828 gene-HOLleu_22909 AFI03276.1
ortholog_4829 gene-HOLleu_22911 AFI15789.1
ortholog_4830 gene-HOLleu_22916 AFI02712.1
ortholog_4831 gene-HOLleu_22932 AFI03030.1
ortholog_4832 gene-HOLleu_22933 AFI02541.1
ortholog_4833 gene-HOLleu_22937 AFI21429.1
ortholog_4834 gene-HOLleu_22938 AFI20851.1
ortholog_4835 gene-HOLleu_22940 AFI20435.1
ortholog_4836 gene-HOLleu_22941 AFI13262.1
ortholog_4837 gene-HOLleu_22945 AFI20709.1
ortholog_4838 gene-HOLleu_22948 AFI14409.1
ortholog_4839 gene-HOLleu_22955 AFI13544.1
ortholog_4840 gene-HOLleu_22957 AFI14152.1
ortholog_4841 gene-HOLleu_22959 AFI20799.2
ortholog_4842 gene-HOLleu_22969 AFI02664.1
ortholog_4843 gene-HOLleu_22970 AFI02582.1
ortholog_4844 gene-HOLleu_22974 AFI21277.1
ortholog_4845 gene-HOLleu_22992 AFI13168.1
ortholog_4846 gene-HOLleu_22993 AFI13934.1
ortholog_4847 gene-HOLleu_22997 AFI19917.1
ortholog_4848 gene-HOLleu_22998 AFI20060.1
ortholog_4849 gene-HOLleu_23006 AFI21152.2
ortholog_4850 gene-HOLleu_23008 AFI14350.2
ortholog_4851 gene-HOLleu_23019 AFI14219.1
ortholog_4852 gene-HOLleu_23020 AFI20475.1
ortholog_4853 gene-HOLleu_23021 AFI20313.1
ortholog_4854 gene-HOLleu_23023 AFI07714.1
ortholog_4855 gene-HOLleu_23024 AFI18609.1
ortholog_4856 gene-HOLleu_23041 AFI20491.1
ortholog_4857 gene-HOLleu_23044 AFI13876.1
ortholog_4858 gene-HOLleu_23046 AFI14324.1
ortholog_4859 gene-HOLleu_23057 AFI20105.3
ortholog_4860 gene-HOLleu_23058 AFI22764.1
ortholog_4861 gene-HOLleu_23059 AFI13787.1
ortholog_4862 gene-HOLleu_23060 AFI20760.1
ortholog_4863 gene-HOLleu_23062 AFI21105.1
ortholog_4864 gene-HOLleu_23066 AFI20274.1
ortholog_4865 gene-HOLleu_23067 AFI20205.3
ortholog_4866 gene-HOLleu_23070 AFI01520.1
ortholog_4867 gene-HOLleu_23084 AFI13500.1
ortholog_4868 gene-HOLleu_23088 AFI16605.1
ortholog_4869 gene-HOLleu_23090 AFI13742.1
ortholog_4870 gene-HOLleu_23091 AFI21132.1
ortholog_4871 gene-HOLleu_23099 AFI02731.1
ortholog_4872 gene-HOLleu_23102 AFI25462.1
ortholog_4873 gene-HOLleu_23108 AFI20050.1
ortholog_4874 gene-HOLleu_23110 AFI07920.1
ortholog_4875 gene-HOLleu_23113 AFI19961.1
ortholog_4876 gene-HOLleu_23117 AFI16031.1
ortholog_4877 gene-HOLleu_23120 AFI02202.1
ortholog_4878 gene-HOLleu_23121 AFI20390.1
ortholog_4879 gene-HOLleu_23124 AFI14428.1
ortholog_4880 gene-HOLleu_23128 AFI13384.1
ortholog_4881 gene-HOLleu_23131 AFI18131.1
ortholog_4882 gene-HOLleu_23133 AFI17181.1
ortholog_4883 gene-HOLleu_23135 AFI16712.1
ortholog_4884 gene-HOLleu_23137 AFI16565.1
ortholog_4885 gene-HOLleu_23138 AFI18091.1
ortholog_4886 gene-HOLleu_23139 AFI20500.1
ortholog_4887 gene-HOLleu_23159 AFI05312.1
ortholog_4888 gene-HOLleu_23164 AFI00310.2
ortholog_4889 gene-HOLleu_23187 AFI14274.1
ortholog_4890 gene-HOLleu_23189 AFI13746.1
ortholog_4891 gene-HOLleu_23195 AFI33682.1
ortholog_4892 gene-HOLleu_23204 AFI14032.1
ortholog_4893 gene-HOLleu_23208 AFI17552.1
ortholog_4894 gene-HOLleu_23212 AFI16011.1
ortholog_4895 gene-HOLleu_23215 AFI19902.2
ortholog_4896 gene-HOLleu_23216 AFI21225.1
ortholog_4897 gene-HOLleu_23217 AFI19892.3
ortholog_4898 gene-HOLleu_23220 AFI21377.1
ortholog_4899 gene-HOLleu_23221 AFI13103.1
ortholog_4900 gene-HOLleu_23226 AFI02723.1
ortholog_4901 gene-HOLleu_23227 AFI03145.1
ortholog_4902 gene-HOLleu_23237 AFI13275.1
ortholog_4903 gene-HOLleu_23253 AFI21195.1
ortholog_4904 gene-HOLleu_23265 AFI23870.1
ortholog_4905 gene-HOLleu_23271 AFI10192.1
ortholog_4906 gene-HOLleu_23279 AFI13755.1
ortholog_4907 gene-HOLleu_23283 AFI02327.1
ortholog_4908 gene-HOLleu_23284 AFI02870.1
ortholog_4909 gene-HOLleu_23285 AFI03236.2
ortholog_4910 gene-HOLleu_23300 AFI20629.1
ortholog_4911 gene-HOLleu_23301 AFI20872.1
ortholog_4912 gene-HOLleu_23309 AFI26979.1
ortholog_4913 gene-HOLleu_23333 AFI21288.1
ortholog_4914 gene-HOLleu_23335 AFI21083.1
ortholog_4915 gene-HOLleu_23338 AFI02539.8
ortholog_4916 gene-HOLleu_23343 AFI20052.1
ortholog_4917 gene-HOLleu_23341 AFI19993.1
ortholog_4918 gene-HOLleu_23344 AFI20333.1
ortholog_4919 gene-HOLleu_23345 AFI10889.1
ortholog_4920 gene-HOLleu_23348 AFI20537.1
ortholog_4921 gene-HOLleu_23350 AFI20031.1
ortholog_4922 gene-HOLleu_23351 AFI02070.1
ortholog_4923 gene-HOLleu_23366 AFI20573.1
ortholog_4924 gene-HOLleu_23367 AFI20740.1
ortholog_4925 gene-HOLleu_23368 AFI14035.1
ortholog_4926 gene-HOLleu_23369 AFI13820.1
ortholog_4927 gene-HOLleu_23370 AFI20569.1
ortholog_4928 gene-HOLleu_23373 AFI21241.11
ortholog_4929 gene-HOLleu_23385 AFI03019.1
ortholog_4930 gene-HOLleu_23390 AFI02321.1
ortholog_4931 gene-HOLleu_23395 AFI20125.1
ortholog_4932 gene-HOLleu_23399 AFI13291.1
ortholog_4933 gene-HOLleu_23400 AFI03054.1
ortholog_4934 gene-HOLleu_23406 AFI16409.1
ortholog_4935 gene-HOLleu_23407 AFI20476.1
ortholog_4936 gene-HOLleu_23410 AFI03656.1
ortholog_4937 gene-HOLleu_23412 AFI17040.1
ortholog_4938 gene-HOLleu_23414 AFI17159.1
ortholog_4939 gene-HOLleu_23418 AFI05574.1
ortholog_4940 gene-HOLleu_23436 AFI16346.1
ortholog_4941 gene-HOLleu_23447 AFI20282.1
ortholog_4942 gene-HOLleu_23449 AFI17697.1
ortholog_4943 gene-HOLleu_23451 AFI13982.2
ortholog_4944 gene-HOLleu_23452 AFI14018.1
ortholog_4945 gene-HOLleu_23458 AFI20691.2
ortholog_4946 gene-HOLleu_23484 AFI02567.2
ortholog_4947 gene-HOLleu_23492 AFI16615.1
ortholog_4948 gene-HOLleu_23494 AFI17048.1
ortholog_4949 gene-HOLleu_23500 AFI32762.1
ortholog_4950 gene-HOLleu_23504 AFI21075.1
ortholog_4951 gene-HOLleu_23505 AFI20874.1
ortholog_4952 gene-HOLleu_23522 AFI20419.3
ortholog_4953 gene-HOLleu_23524 AFI21050.1
ortholog_4954 gene-HOLleu_23525 AFI14122.2
ortholog_4955 gene-HOLleu_23526 AFI21186.1
ortholog_4956 gene-HOLleu_23531 AFI14382.1
ortholog_4957 gene-HOLleu_23536 AFI13405.1
ortholog_4958 gene-HOLleu_23537 AFI13603.1
ortholog_4959 gene-HOLleu_23539 AFI13943.4
ortholog_4960 gene-HOLleu_23545 AFI23568.1
ortholog_4961 gene-HOLleu_23552 AFI13170.1
ortholog_4962 gene-HOLleu_23554 AFI19953.1
ortholog_4963 gene-HOLleu_23556 AFI21182.1
ortholog_4964 gene-HOLleu_23558 AFI20319.1
ortholog_4965 gene-HOLleu_23559 AFI21026.4
ortholog_4966 gene-HOLleu_23561 AFI20438.1
ortholog_4967 gene-HOLleu_23563 AFI20305.1
ortholog_4968 gene-HOLleu_23613 AFI13330.4
ortholog_4969 gene-HOLleu_23617 AFI20008.1
ortholog_4970 gene-HOLleu_23618 AFI20157.1
ortholog_4971 gene-HOLleu_23621 AFI20315.1
ortholog_4972 gene-HOLleu_23626 AFI20101.1
ortholog_4973 gene-HOLleu_23627 AFI16207.1
ortholog_4974 gene-HOLleu_23629 AFI17723.4
ortholog_4975 gene-HOLleu_23648 AFI20436.1
ortholog_4976 gene-HOLleu_23696 AFI21194.4
ortholog_4977 gene-HOLleu_23698 AFI19880.1
ortholog_4978 gene-HOLleu_23701 AFI20096.1
ortholog_4979 gene-HOLleu_23707 AFI21161.1
ortholog_4980 gene-HOLleu_23708 AFI20444.1
ortholog_4981 gene-HOLleu_23713 AFI14286.1
ortholog_4982 gene-HOLleu_23721 AFI27303.1
ortholog_4983 gene-HOLleu_23724 AFI14372.1
ortholog_4984 gene-HOLleu_23726 AFI14210.1
ortholog_4985 gene-HOLleu_23728 AFI14160.1
ortholog_4986 gene-HOLleu_23737 AFI13919.1
ortholog_4987 gene-HOLleu_23752 AFI05473.1
ortholog_4988 gene-HOLleu_23753 AFI15585.1
ortholog_4989 gene-HOLleu_23781 AFI21036.1
ortholog_4990 gene-HOLleu_23782 AFI10346.1
ortholog_4991 gene-HOLleu_23784 AFI20342.1
ortholog_4992 gene-HOLleu_23794 AFI20931.1
ortholog_4993 gene-HOLleu_23795 AFI21270.1
ortholog_4994 gene-HOLleu_23796 AFI21400.1
ortholog_4995 gene-HOLleu_23834 AFI13731.1
ortholog_4996 gene-HOLleu_23840 AFI04887.1
ortholog_4997 gene-HOLleu_23854 AFI02498.1
ortholog_4998 gene-HOLleu_23878 AFI13535.3
ortholog_4999 gene-HOLleu_23913 AFI02999.1
ortholog_5000 gene-HOLleu_23918 AFI02987.1
ortholog_5001 gene-HOLleu_23919 AFI14109.1
ortholog_5002 gene-HOLleu_23938 AFI20363.1
ortholog_5003 gene-HOLleu_23943 AFI03142.25
ortholog_5004 gene-HOLleu_23944 AFI03403.1
ortholog_5005 gene-HOLleu_23945 AFI02330.1
ortholog_5006 gene-HOLleu_23967 AFI21298.1
ortholog_5007 gene-HOLleu_23989 AFI05170.1
ortholog_5008 gene-HOLleu_23990 AFI14253.1
ortholog_5009 gene-HOLleu_23997 AFI00268.1
ortholog_5010 gene-HOLleu_23999 AFI07875.1
ortholog_5011 gene-HOLleu_24000 AFI20877.1
ortholog_5012 gene-HOLleu_24001 AFI21313.1
ortholog_5013 gene-HOLleu_24002 AFI20570.1
ortholog_5014 gene-HOLleu_24003 AFI20543.1
ortholog_5015 gene-HOLleu_24005 AFI25007.1
ortholog_5016 gene-HOLleu_24006 AFI21272.1
ortholog_5017 gene-HOLleu_24010 AFI20354.3
ortholog_5018 gene-HOLleu_24013 AFI17452.1
ortholog_5019 gene-HOLleu_24015 AFI16991.1
ortholog_5020 gene-HOLleu_24016 AFI16847.1
ortholog_5021 gene-HOLleu_24018 AFI20811.1
ortholog_5022 gene-HOLleu_24022 AFI02892.1
ortholog_5023 gene-HOLleu_24023 AFI16978.2
ortholog_5024 gene-HOLleu_24024 AFI20092.1
ortholog_5025 gene-HOLleu_24025 AFI13251.1
