ortholog_1 SCH01409.1 BL15770
ortholog_3887 SCH12771.1 BL17719
ortholog_3888 SCH12808.1 BL17717
ortholog_3889 SCH12957.1 BL17856
ortholog_3890 SCH13425.1 BL12001
ortholog_3891 SCH13128.1 BL05765
ortholog_3892 SCH13619.1 BL22917
ortholog_3893 SCH13777.1 BL15707
ortholog_3894 SCH12918.1 BL21236
ortholog_3895 SCH13360.1 BL15254
ortholog_3896 SCH13058.1 BL17756
ortholog_3897 SCH14626.1 BL13548
ortholog_3898 SCH14377.1 BL13550
ortholog_3899 SCH13927.1 BL13491
ortholog_3900 SCH14185.1 BL06137
ortholog_3901 SCH14049.1 BL23403
ortholog_3902 SCH14067.1 BL23476
ortholog_3903 SCH14647.1 BL13462
ortholog_3904 SCH14144.1 BL13460
ortholog_3905 SCH14120.1 BL13457
ortholog_3906 SCH14164.1 BL13458
ortholog_3907 SCH13880.1 BL23543
ortholog_3908 SCH14599.1 BL01584
ortholog_3909 SCH14303.1 BL20791
ortholog_3910 SCH14444.1 BL19104
ortholog_3911 SCH14435.1 BL23432
ortholog_3912 SCH14043.1 BL23513
ortholog_3913 SCH14276.1 BL13467
ortholog_3914 SCH14310.1 BL16339
ortholog_3915 SCH14245.1 BL23534
ortholog_3916 SCH14398.1 BL17987
ortholog_3917 SCH14432.1 BL23533
ortholog_3918 SCH14441.1 BL14817
ortholog_3919 SCH13870.1 BL15432
ortholog_3920 SCH14605.1 BL15307
ortholog_3921 SCH14698.1 BL00001
ortholog_3922 SCH14525.1 BL14792
ortholog_3923 SCH14524.1 BL16131
ortholog_3924 SCH13905.1 BL15155
ortholog_3925 SCH14032.1 BL14950
ortholog_3926 SCH13998.1 BL15300
ortholog_3927 SCH14101.1 BL14985
ortholog_3928 SCH13996.1 BL14787
ortholog_3929 SCH14577.1 BL15326
ortholog_3930 SCH13945.1 BL15384
ortholog_3931 SCH13964.1 BL15440
ortholog_3932 SCH14113.1 BL14875
ortholog_3933 SCH14489.1 BL21416
ortholog_3934 SCH13938.1 BL14969
ortholog_3935 SCH14155.1 BL26743
ortholog_3936 SCH13991.1 BL16129
ortholog_3937 SCH14667.1 BL15372
ortholog_3938 SCH14545.1 BL26742
ortholog_3939 SCH14598.1 BL25400
ortholog_3940 SCH14410.1 BL22859
ortholog_3941 SCH14651.1 BL14870
ortholog_3942 SCH14096.1 BL22871
ortholog_3943 SCH14207.1 BL10542
ortholog_3944 SCH14172.1 BL14569
ortholog_3945 SCH14504.1 BL15071
ortholog_3946 SCH14143.1 BL15116
ortholog_3947 SCH13979.1 BL22861
ortholog_3948 SCH14405.1 BL14813
ortholog_3949 SCH14213.1 BL15041
ortholog_3950 SCH14488.1 BL14796
ortholog_3951 SCH14287.1 BL15223
ortholog_3952 SCH14401.1 BL18616
ortholog_3953 SCH14665.1 BL22877
ortholog_3954 SCH14682.1 BL15180
ortholog_3955 SCH14038.1 BL15178
ortholog_3956 SCH14321.1 BL25150
ortholog_3957 SCH14383.1 BL15306
ortholog_3958 SCH13893.1 BL15106
ortholog_3959 SCH14210.1 BL15107
ortholog_3960 SCH14151.1 BL24162
ortholog_3961 SCH14594.1 BL14851
ortholog_3962 SCH14198.1 BL15064
ortholog_3963 SCH14539.1 BL07248
ortholog_3964 SCH14546.1 BL25499
ortholog_3965 SCH13970.1 BL04456
ortholog_3966 SCH14095.1 BL16120
ortholog_3967 SCH14642.1 BL24210
ortholog_3968 SCH14637.1 BL24906
ortholog_3969 SCH14674.1 BL15217
ortholog_3970 SCH14726.1 BL15365
ortholog_3971 SCH14429.1 BL15043
ortholog_3972 SCH13878.1 BL14856
ortholog_3973 SCH14455.1 BL15211
ortholog_3974 SCH14566.1 BL15433
ortholog_3975 SCH13859.1 BL14990
ortholog_3976 SCH14484.1 BL15141
ortholog_3977 SCH14344.1 BL07250
ortholog_3978 SCH14319.1 BL14971
ortholog_3979 SCH14585.1 BL27008
ortholog_3980 SCH13848.1 BL14949
ortholog_3981 SCH14341.1 BL16128
ortholog_3982 SCH14613.1 BL26451
ortholog_3983 SCH14353.1 BL15191
ortholog_3984 SCH13985.1 BL14804
ortholog_3985 SCH14503.1 BL15242
ortholog_3986 SCH14491.1 BL15799
ortholog_3987 SCH14654.1 BL15265
ortholog_3988 SCH14535.1 BL18780
ortholog_3989 SCH14357.1 BL10726
ortholog_3990 SCH14414.1 BL15124
ortholog_3991 SCH14582.1 BL14844
ortholog_3992 SCH14248.1 BL14845
ortholog_3993 SCH14452.1 BL15451
ortholog_3994 SCH14340.1 BL22881
ortholog_3995 SCH14312.1 BL15081
ortholog_3996 SCH14186.1 BL15405
ortholog_3997 SCH14437.1 BL13317
ortholog_3998 SCH14145.1 BL26652
ortholog_3999 SCH14268.1 BL15724
ortholog_4000 SCH14363.1 BL15301
ortholog_4001 SCH14051.1 BL15316
ortholog_4002 SCH14389.1 BL23466
ortholog_4003 SCH14388.1 BL24622
ortholog_4004 SCH14680.1 BL10499
ortholog_4005 SCH13941.1 BL15320
ortholog_4006 SCH13992.1 BL15408
ortholog_4007 SCH14641.1 BL08475
ortholog_4008 SCH14595.1 BL25028
ortholog_4009 SCH14596.1 BL26729
ortholog_4010 SCH14203.1 BL15302
ortholog_4011 SCH14494.1 BL15445
ortholog_4012 SCH14040.1 BL14794
ortholog_4013 SCH14115.1 BL23670
ortholog_4014 SCH14660.1 BL15376
ortholog_4015 SCH14305.1 BL14895
ortholog_4016 SCH14224.1 BL27313
ortholog_4017 SCH14298.1 BL12219
ortholog_4018 SCH14202.1 BL14812
ortholog_4019 SCH14290.1 BL15279
ortholog_4020 SCH14498.1 BL05000
ortholog_4021 SCH14330.1 BL01338
ortholog_4022 SCH14324.1 BL15344
ortholog_4023 SCH14505.1 BL24972
ortholog_4024 SCH14542.1 BL05030
ortholog_4025 SCH14521.1 BL15230
ortholog_4026 SCH14493.1 BL14786
ortholog_4027 SCH14421.1 BL14773
ortholog_4028 SCH14090.1 BL14793
ortholog_4029 SCH14066.1 BL15182
ortholog_4030 SCH14062.1 BL15183
ortholog_4031 SCH13959.1 BL15345
ortholog_4032 SCH13989.1 BL22867
ortholog_4033 SCH14015.1 BL26765
ortholog_4034 SCH13851.1 BL22865
ortholog_4035 SCH14293.1 BL27968
ortholog_4036 SCH14159.1 BL26720
ortholog_4037 SCH14554.1 BL22895
ortholog_4038 SCH14547.1 BL08454
ortholog_4039 SCH13983.1 BL15099
ortholog_4040 SCH13901.1 BL20070
ortholog_4041 SCH13967.1 BL14418
ortholog_4042 SCH14286.1 BL15388
ortholog_4043 SCH14495.1 BL15154
ortholog_4044 SCH14574.1 BL21405
ortholog_4045 SCH14037.1 BL15331
ortholog_4046 SCH14348.1 BL15328
ortholog_4047 SCH14384.1 BL15364
ortholog_4048 SCH14471.1 BL15122
ortholog_4049 SCH14701.1 BL08761
ortholog_4050 SCH14055.1 BL25038
ortholog_4051 SCH14555.1 BL14926
ortholog_4052 SCH14725.1 BL14925
ortholog_4053 SCH14252.1 BL14876
ortholog_4054 SCH14181.1 BL25813
ortholog_4055 SCH14695.1 BL15319
ortholog_4056 SCH14182.1 BL15362
ortholog_4057 SCH14619.1 BL15395
ortholog_4058 SCH13982.1 BL14973
ortholog_4059 SCH14687.1 BL22983
ortholog_4060 SCH13849.1 BL05631
ortholog_4061 SCH14534.1 BL13936
ortholog_4062 SCH14688.1 BL14962
ortholog_4063 SCH14716.1 BL14963
ortholog_4064 SCH14624.1 BL20170
ortholog_4065 SCH14683.1 BL15356
ortholog_4066 SCH13993.1 BL14816
ortholog_4067 SCH14333.1 BL19223
ortholog_4068 SCH14423.1 BL14914
ortholog_4069 SCH14485.1 BL15035
ortholog_4070 SCH14448.1 BL22855
ortholog_4071 SCH14396.1 BL15034
ortholog_4072 SCH14192.1 BL11060
ortholog_4073 SCH14459.1 BL08200
ortholog_4074 SCH14291.1 BL15248
ortholog_4075 SCH14453.1 BL15246
ortholog_4076 SCH14440.1 BL15198
ortholog_4077 SCH13918.1 BL15347
ortholog_4078 SCH14029.1 BL25472
ortholog_4079 SCH14022.1 BL17849
ortholog_4080 SCH14076.1 BL15309
ortholog_4081 SCH13913.1 BL15139
ortholog_4082 SCH13935.1 BL25011
ortholog_4083 SCH13885.1 BL25010
ortholog_4084 SCH14193.1 BL15377
ortholog_4085 SCH14625.1 BL26264
ortholog_4086 SCH14046.1 BL25033
ortholog_4087 SCH14289.1 BL26053
ortholog_4088 SCH14199.1 BL15250
ortholog_4089 SCH14196.1 BL01021
ortholog_4090 SCH14304.1 BL26775
ortholog_4091 SCH14100.1 BL15202
ortholog_4092 SCH14013.1 BL14898
ortholog_4093 SCH14379.1 BL25027
ortholog_4094 SCH14241.1 BL01071
ortholog_4095 SCH14337.1 BL03012
ortholog_4096 SCH14215.1 BL09316
ortholog_4097 SCH14669.1 BL14981
ortholog_4098 SCH14675.1 BL26748
ortholog_4099 SCH13915.1 BL26764
ortholog_4100 SCH14265.1 BL15091
ortholog_4101 SCH13898.1 BL15028
ortholog_4102 SCH14270.1 BL04553
ortholog_4103 SCH13856.1 BL25030
ortholog_4104 SCH14302.1 BL22849
ortholog_4105 SCH14346.1 BL14958
ortholog_4106 SCH14084.1 BL15142
ortholog_4107 SCH13900.1 BL15390
ortholog_4108 SCH14707.1 BL15389
ortholog_4109 SCH14622.1 BL15228
ortholog_4110 SCH14601.1 BL22858
ortholog_4111 SCH14083.1 BL15439
ortholog_4112 SCH14188.1 BL15039
ortholog_4113 SCH13994.1 BL15059
ortholog_4114 SCH13903.1 BL14904
ortholog_4115 SCH14507.1 BL14900
ortholog_4116 SCH14636.1 BL16130
ortholog_4117 SCH14672.1 BL15283
ortholog_4118 SCH14121.1 BL15355
ortholog_4119 SCH14072.1 BL07685
ortholog_4120 SCH14184.1 BL14853
ortholog_4121 SCH14085.1 BL14852
ortholog_4122 SCH14591.1 BL01382
ortholog_4123 SCH14465.1 BL09725
ortholog_4124 SCH14703.1 BL14970
ortholog_4125 SCH14479.1 BL15403
ortholog_4126 SCH13865.1 BL05197
ortholog_4127 SCH14349.1 BL16135
ortholog_4128 SCH14657.1 BL16134
ortholog_4129 SCH14285.1 BL16133
ortholog_4130 SCH14510.1 BL14989
ortholog_4131 SCH13980.1 BL26723
ortholog_4132 SCH14509.1 BL15066
ortholog_4133 SCH14658.1 BL14807
ortholog_4134 SCH14163.1 BL15143
ortholog_4135 SCH14589.1 BL04594
ortholog_4136 SCH14328.1 BL14901
ortholog_4137 SCH14443.1 BL26734
ortholog_4138 SCH14227.1 BL26735
ortholog_4139 SCH14231.1 BL15060
ortholog_4140 SCH14544.1 BL14892
ortholog_4141 SCH14375.1 BL14959
ortholog_4142 SCH14132.1 BL04412
ortholog_4143 SCH14526.1 BL26772
ortholog_4144 SCH14035.1 BL26773
ortholog_4145 SCH13908.1 BL15379
ortholog_4146 SCH14364.1 BL22875
ortholog_4147 SCH14454.1 BL15195
ortholog_4148 SCH14257.1 BL16892
ortholog_4149 SCH14109.1 BL15386
ortholog_4150 SCH14179.1 BL04742
ortholog_4151 SCH14399.1 BL14882
ortholog_4152 SCH14058.1 BL14880
ortholog_4153 SCH14078.1 BL06107
ortholog_4154 SCH14048.1 BL22848
ortholog_4155 SCH14021.1 BL16165
ortholog_4156 SCH15450.1 BL27991
ortholog_4157 SCH15346.1 BL23700
ortholog_4158 SCH15642.1 BL27629
ortholog_4159 SCH15340.1 BL27599
ortholog_4160 SCH15433.1 BL27774
ortholog_4161 SCH15006.1 BL28011
ortholog_4162 SCH15142.1 BL15426
ortholog_4163 SCH15105.1 BL27692
ortholog_4164 SCH15721.1 BL27380
ortholog_4165 SCH15960.1 BL27624
ortholog_4166 SCH16003.1 BL27494
ortholog_4167 SCH16098.1 BL22870
ortholog_4168 SCH15223.1 BL10976
ortholog_4169 SCH15295.1 BL27759
ortholog_4170 SCH15561.1 BL27924
ortholog_4171 SCH15275.1 BL09393
ortholog_4172 SCH15255.1 BL10844
ortholog_4173 SCH15568.1 BL27983
ortholog_4174 SCH14760.1 BL27951
ortholog_4175 SCH16047.1 BL27930
ortholog_4176 SCH14877.1 BL01092
ortholog_4177 SCH15407.1 BL17505
ortholog_4178 SCH15894.1 BL17515
ortholog_4179 SCH15776.1 BL17475
ortholog_4180 SCH15662.1 BL27404
ortholog_4181 SCH15302.1 BL27673
ortholog_4182 SCH15700.1 BL21563
ortholog_4183 SCH15740.1 BL09262
ortholog_4184 SCH15786.1 BL09261
ortholog_4185 SCH15143.1 BL27657
ortholog_4186 SCH15624.1 BL27526
ortholog_4187 SCH15212.1 BL27525
ortholog_4188 SCH15565.1 BL27529
ortholog_4189 SCH15162.1 BL27763
ortholog_4190 SCH15608.1 BL27669
ortholog_4191 SCH14799.1 BL09348
ortholog_4192 SCH15201.1 BL09347
ortholog_4193 SCH15262.1 BL09783
ortholog_4194 SCH15172.1 BL27948
ortholog_4195 SCH15136.1 BL27950
ortholog_4196 SCH15337.1 BL23886
ortholog_4197 SCH15374.1 BL27347
ortholog_4198 SCH16042.1 BL04187
ortholog_4199 SCH14839.1 BL27555
ortholog_4200 SCH15939.1 BL11937
ortholog_4201 SCH15173.1 BL28122
ortholog_4202 SCH15203.1 BL27532
ortholog_4203 SCH15445.1 BL14548
ortholog_4204 SCH15999.1 BL27072
ortholog_4205 SCH15898.1 BL27834
ortholog_4206 SCH15264.1 BL28014
ortholog_4207 SCH15603.1 BL28013
ortholog_4208 SCH14797.1 BL28015
ortholog_4209 SCH15422.1 BL27549
ortholog_4210 SCH14802.1 BL27832
ortholog_4211 SCH15701.1 BL27828
ortholog_4212 SCH15657.1 BL03924
ortholog_4213 SCH15466.1 BL19916
ortholog_4214 SCH15797.1 BL26313
ortholog_4215 SCH15419.1 BL09466
ortholog_4216 SCH15464.1 BL00289
ortholog_4217 SCH15563.1 BL11918
ortholog_4218 SCH15427.1 BL27551
ortholog_4219 SCH15100.1 BL27546
ortholog_4220 SCH15137.1 BL28039
ortholog_4221 SCH15401.1 BL18406
ortholog_4222 SCH15473.1 BL12578
ortholog_4223 SCH15539.1 BL11936
ortholog_4224 SCH15924.1 BL11940
ortholog_4225 SCH15139.1 BL27872
ortholog_4226 SCH14963.1 BL02862
ortholog_4227 SCH15439.1 BL13068
ortholog_4228 SCH16022.1 BL28143
ortholog_4229 SCH14812.1 BL28144
ortholog_4230 SCH15750.1 BL23736
ortholog_4231 SCH15675.1 BL16045
ortholog_4232 SCH15276.1 BL16042
ortholog_4233 SCH14841.1 BL12586
ortholog_4234 SCH15238.1 BL27862
ortholog_4235 SCH15268.1 BL27491
ortholog_4236 SCH15296.1 BL18250
ortholog_4237 SCH15331.1 BL11952
ortholog_4238 SCH15090.1 BL28002
ortholog_4239 SCH15134.1 BL28001
ortholog_4240 SCH15091.1 BL27988
ortholog_4241 SCH14863.1 BL27377
ortholog_4242 SCH14907.1 BL09314
ortholog_4243 SCH15068.1 BL27620
ortholog_4244 SCH15034.1 BL09423
ortholog_4245 SCH15383.1 BL09422
ortholog_4246 SCH15424.1 BL09421
ortholog_4247 SCH15892.1 BL27334
ortholog_4248 SCH16017.1 BL27884
ortholog_4249 SCH16065.1 BL28091
ortholog_4250 SCH15946.1 BL09328
ortholog_4251 SCH15025.1 BL28010
ortholog_4252 SCH15075.1 BL02132
ortholog_4253 SCH15726.1 BL27946
ortholog_4254 SCH15648.1 BL27698
ortholog_4255 SCH14912.1 BL27888
ortholog_4256 SCH14968.1 BL25156
ortholog_4257 SCH15044.1 BL27896
ortholog_4258 SCH16066.1 BL10960
ortholog_4259 SCH15968.1 BL10959
ortholog_4260 SCH14961.1 BL18128
ortholog_4261 SCH14813.1 BL27985
ortholog_4262 SCH14987.1 BL27984
ortholog_4263 SCH15256.1 BL23898
ortholog_4264 SCH15030.1 BL09404
ortholog_4265 SCH14969.1 BL28023
ortholog_4266 SCH15781.1 BL06999
ortholog_4267 SCH15024.1 BL27368
ortholog_4268 SCH15627.1 BL27438
ortholog_4269 SCH15746.1 BL21991
ortholog_4270 SCH14890.1 BL21211
ortholog_4271 SCH14845.1 BL09264
ortholog_4272 SCH15447.1 BL14528
ortholog_4273 SCH15076.1 BL09353
ortholog_4274 SCH14743.1 BL27739
ortholog_4275 SCH15872.1 BL02907
ortholog_4276 SCH15819.1 BL20891
ortholog_4277 SCH15774.1 BL27987
ortholog_4278 SCH16057.1 BL21228
ortholog_4279 SCH15791.1 BL27890
ortholog_4280 SCH15594.1 BL23897
ortholog_4281 SCH15754.1 BL27857
ortholog_4282 SCH15318.1 BL21187
ortholog_4283 SCH14808.1 BL26146
ortholog_4284 SCH14757.1 BL27969
ortholog_4285 SCH15508.1 BL27533
ortholog_4286 SCH15130.1 BL27559
ortholog_4287 SCH15082.1 BL27552
ortholog_4288 SCH14950.1 BL05072
ortholog_4289 SCH15581.1 BL05603
ortholog_4290 SCH14850.1 BL27531
ortholog_4291 SCH14754.1 BL27538
ortholog_4292 SCH15146.1 BL27537
ortholog_4293 SCH15067.1 BL27338
ortholog_4294 SCH16012.1 BL27871
ortholog_4295 SCH14765.1 BL11938
ortholog_4296 SCH15270.1 BL28028
ortholog_4297 SCH15983.1 BL27434
ortholog_4298 SCH15415.1 BL27435
ortholog_4299 SCH15545.1 BL17610
ortholog_4300 SCH14820.1 BL15991
ortholog_4301 SCH15221.1 BL27938
ortholog_4302 SCH15972.1 BL04186
ortholog_4303 SCH15661.1 BL27384
ortholog_4304 SCH15301.1 BL27744
ortholog_4305 SCH14942.1 BL14241
ortholog_4306 SCH15226.1 BL01912
ortholog_4307 SCH14873.1 BL01393
ortholog_4308 SCH14893.1 BL27643
ortholog_4309 SCH14944.1 BL28080
ortholog_4310 SCH15126.1 BL28081
ortholog_4311 SCH15235.1 BL06176
ortholog_4312 SCH14996.1 BL27604
ortholog_4313 SCH15950.1 BL27510
ortholog_4314 SCH15368.1 BL09360
ortholog_4315 SCH15410.1 BL15932
ortholog_4316 SCH15107.1 BL27427
ortholog_4317 SCH16080.1 BL09485
ortholog_4318 SCH16035.1 BL21218
ortholog_4319 SCH15762.1 BL27428
ortholog_4320 SCH15315.1 BL28095
ortholog_4321 SCH16030.1 BL28156
ortholog_4322 SCH15498.1 BL10149
ortholog_4323 SCH15732.1 BL27674
ortholog_4324 SCH14848.1 BL21208
ortholog_4325 SCH15366.1 BL27378
ortholog_4326 SCH15803.1 BL17516
ortholog_4327 SCH15329.1 BL16979
ortholog_4328 SCH14891.1 BL28179
ortholog_4329 SCH14962.1 BL21628
ortholog_4330 SCH15048.1 BL19605
ortholog_4331 SCH15864.1 BL16434
ortholog_4332 SCH14783.1 BL05423
ortholog_4333 SCH15416.1 BL27642
ortholog_4334 SCH15041.1 BL27641
ortholog_4335 SCH16072.1 BL18802
ortholog_4336 SCH15694.1 BL08523
ortholog_4337 SCH14895.1 BL23326
ortholog_4338 SCH16005.1 BL27458
ortholog_4339 SCH15412.1 BL27918
ortholog_4340 SCH15133.1 BL27281
ortholog_4341 SCH15089.1 BL10974
ortholog_4342 SCH15717.1 BL17311
ortholog_4343 SCH15503.1 BL20111
ortholog_4344 SCH14831.1 BL16024
ortholog_4345 SCH15294.1 BL19352
ortholog_4346 SCH14778.1 BL09337
ortholog_4347 SCH15880.1 BL09336
ortholog_4348 SCH16038.1 BL07625
ortholog_4349 SCH15839.1 BL09478
ortholog_4350 SCH14966.1 BL27906
ortholog_4351 SCH15553.1 BL28167
ortholog_4352 SCH15357.1 BL28166
ortholog_4353 SCH15297.1 BL27541
ortholog_4354 SCH15285.1 BL12576
ortholog_4355 SCH15517.1 BL27426
ortholog_4356 SCH15271.1 BL25074
ortholog_4357 SCH16056.1 BL28133
ortholog_4358 SCH15189.1 BL19695
ortholog_4359 SCH15480.1 BL27568
ortholog_4360 SCH15493.1 BL09692
ortholog_4361 SCH15551.1 BL27775
ortholog_4362 SCH15458.1 BL07884
ortholog_4363 SCH16037.1 BL09402
ortholog_4364 SCH15812.1 BL03925
ortholog_4365 SCH16004.1 BL12048
ortholog_4366 SCH14745.1 BL28162
ortholog_4367 SCH15496.1 BL27952
ortholog_4368 SCH15548.1 BL27953
ortholog_4369 SCH14948.1 BL27954
ortholog_4370 SCH15633.1 BL27346
ortholog_4371 SCH14896.1 BL04009
ortholog_4372 SCH14849.1 BL27410
ortholog_4373 SCH14806.1 BL09428
ortholog_4374 SCH14923.1 BL09419
ortholog_4375 SCH15033.1 BL28004
ortholog_4376 SCH14824.1 BL27453
ortholog_4377 SCH15937.1 BL19304
ortholog_4378 SCH15998.1 BL28152
ortholog_4379 SCH15861.1 BL27777
ortholog_4380 SCH15871.1 BL23878
ortholog_4381 SCH15371.1 BL28071
ortholog_4382 SCH15215.1 BL17513
ortholog_4383 SCH15109.1 BL17511
ortholog_4384 SCH14811.1 BL27854
ortholog_4385 SCH16014.1 BL01311
ortholog_4386 SCH15711.1 BL16011
ortholog_4387 SCH15932.1 BL17905
ortholog_4388 SCH16025.1 BL09425
ortholog_4389 SCH14954.1 BL04944
ortholog_4390 SCH15771.1 BL27488
ortholog_4391 SCH15579.1 BL25175
ortholog_4392 SCH15818.1 BL03192
ortholog_4393 SCH14798.1 BL03433
ortholog_4394 SCH15670.1 BL09320
ortholog_4395 SCH14829.1 BL28092
ortholog_4396 SCH15738.1 BL04452
ortholog_4397 SCH15695.1 BL09944
ortholog_4398 SCH15428.1 BL27354
ortholog_4399 SCH15461.1 BL09284
ortholog_4400 SCH15071.1 BL17726
ortholog_4401 SCH14826.1 BL09285
ortholog_4402 SCH16100.1 BL27902
ortholog_4403 SCH16040.1 BL27905
ortholog_4404 SCH14790.1 BL27904
ortholog_4405 SCH15724.1 BL23138
ortholog_4406 SCH14871.1 BL10471
ortholog_4407 SCH15767.1 BL27376
ortholog_4408 SCH15934.1 BL27855
ortholog_4409 SCH15653.1 BL25623
ortholog_4410 SCH16061.1 BL27961
ortholog_4411 SCH14756.1 BL27804
ortholog_4412 SCH14884.1 BL10317
ortholog_4413 SCH15124.1 BL09335
ortholog_4414 SCH15747.1 BL27972
ortholog_4415 SCH15813.1 BL27597
ortholog_4416 SCH15869.1 BL27600
ortholog_4417 SCH15908.1 BL27602
ortholog_4418 SCH15654.1 BL27603
ortholog_4419 SCH14837.1 BL09301
ortholog_4420 SCH15583.1 BL15995
ortholog_4421 SCH15115.1 BL20284
ortholog_4422 SCH15886.1 BL27699
ortholog_4423 SCH16049.1 BL28027
ortholog_4424 SCH15980.1 BL27836
ortholog_4425 SCH15394.1 BL27817
ortholog_4426 SCH14819.1 BL27925
ortholog_4427 SCH14763.1 BL18020
ortholog_4428 SCH15704.1 BL09321
ortholog_4429 SCH16106.1 BL22425
ortholog_4430 SCH15406.1 BL15997
ortholog_4431 SCH15486.1 BL15999
ortholog_4432 SCH14807.1 BL27262
ortholog_4433 SCH16019.1 BL22866
ortholog_4434 SCH16074.1 BL09275
ortholog_4435 SCH14870.1 BL27385
ortholog_4436 SCH15979.1 BL27751
ortholog_4437 SCH15832.1 BL27765
ortholog_4438 SCH15884.1 BL27766
ortholog_4439 SCH15054.1 BL27522
ortholog_4440 SCH15338.1 BL19394
ortholog_4441 SCH15273.1 BL27713
ortholog_4442 SCH15045.1 BL27708
ortholog_4443 SCH15954.1 BL27893
ortholog_4444 SCH15666.1 BL01108
ortholog_4445 SCH15613.1 BL16978
ortholog_4446 SCH14921.1 BL09438
ortholog_4447 SCH15009.1 BL28033
ortholog_4448 SCH14910.1 BL27273
ortholog_4449 SCH15744.1 BL23901
ortholog_4450 SCH14906.1 BL27907
ortholog_4451 SCH15122.1 BL27908
ortholog_4452 SCH15056.1 BL27527
ortholog_4453 SCH15504.1 BL16975
ortholog_4454 SCH15523.1 BL16973
ortholog_4455 SCH16083.1 BL09482
ortholog_4456 SCH15794.1 BL28067
ortholog_4457 SCH15569.1 BL27965
ortholog_4458 SCH15039.1 BL27550
ortholog_4459 SCH14956.1 BL27553
ortholog_4460 SCH15863.1 BL27647
ortholog_4461 SCH15196.1 BL28082
ortholog_4462 SCH16032.1 BL21869
ortholog_4463 SCH15953.1 BL27622
ortholog_4464 SCH14997.1 BL27441
ortholog_4465 SCH14905.1 BL21207
ortholog_4466 SCH16060.1 BL11795
ortholog_4467 SCH16031.1 BL27539
ortholog_4468 SCH15567.1 BL18115
ortholog_4469 SCH15395.1 BL27612
ortholog_4470 SCH14889.1 BL09361
ortholog_4471 SCH15562.1 BL07348
ortholog_4472 SCH15183.1 BL28155
ortholog_4473 SCH15607.1 BL27830
ortholog_4474 SCH16044.1 BL21501
ortholog_4475 SCH14780.1 BL08846
ortholog_4476 SCH15989.1 BL01572
ortholog_4477 SCH15992.1 BL01571
ortholog_4478 SCH15205.1 BL28141
ortholog_4479 SCH14981.1 BL27803
ortholog_4480 SCH15169.1 BL27964
ortholog_4481 SCH14926.1 BL27805
ortholog_4482 SCH15121.1 BL17225
ortholog_4483 SCH15854.1 BL27808
ortholog_4484 SCH15916.1 BL27821
ortholog_4485 SCH15283.1 BL27826
ortholog_4486 SCH15646.1 BL27418
ortholog_4487 SCH15510.1 BL28121
ortholog_4488 SCH15002.1 BL21151
ortholog_4489 SCH14861.1 BL00803
ortholog_4490 SCH14768.1 BL27735
ortholog_4491 SCH16029.1 BL27277
ortholog_4492 SCH15977.1 BL27274
ortholog_4493 SCH15191.1 BL28036
ortholog_4494 SCH15236.1 BL25201
ortholog_4495 SCH15462.1 BL27520
ortholog_4496 SCH14894.1 BL27454
ortholog_4497 SCH14750.1 BL11985
ortholog_4498 SCH14805.1 BL00692
ortholog_4499 SCH15957.1 BL08314
ortholog_4500 SCH14866.1 BL16020
ortholog_4501 SCH14994.1 BL28123
ortholog_4502 SCH14836.1 BL27840
ortholog_4503 SCH14945.1 BL27841
ortholog_4504 SCH15390.1 BL11925
ortholog_4505 SCH15384.1 BL00290
ortholog_4506 SCH15248.1 BL09363
ortholog_4507 SCH15190.1 BL27843
ortholog_4508 SCH15844.1 BL17922
ortholog_4509 SCH15057.1 BL09319
ortholog_4510 SCH15664.1 BL27257
ortholog_4511 SCH14809.1 BL27414
ortholog_4512 SCH14937.1 BL27561
ortholog_4513 SCH15625.1 BL09410
ortholog_4514 SCH15494.1 BL01849
ortholog_4515 SCH15971.1 BL23896
ortholog_4516 SCH15856.1 BL02633
ortholog_4517 SCH15005.1 BL12579
ortholog_4518 SCH15046.1 BL18650
ortholog_4519 SCH15780.1 BL18830
ortholog_4520 SCH15936.1 BL28171
ortholog_4521 SCH15680.1 BL28170
ortholog_4522 SCH15547.1 BL27401
ortholog_4523 SCH15873.1 BL27820
ortholog_4524 SCH15914.1 BL27864
ortholog_4525 SCH15258.1 BL27865
ortholog_4526 SCH15290.1 BL27866
ortholog_4527 SCH14818.1 BL15987
ortholog_4528 SCH16063.1 BL09374
ortholog_4529 SCH15027.1 BL27443
ortholog_4530 SCH15479.1 BL09304
ortholog_4531 SCH15691.1 BL27444
ortholog_4532 SCH15688.1 BL17489
ortholog_4533 SCH15621.1 BL28000
ortholog_4534 SCH15585.1 BL27997
ortholog_4535 SCH14947.1 BL09293
ortholog_4536 SCH14995.1 BL09297
ortholog_4537 SCH15737.1 BL27729
ortholog_4538 SCH15829.1 BL09289
ortholog_4539 SCH16027.1 BL28016
ortholog_4540 SCH15023.1 BL11921
ortholog_4541 SCH15815.1 BL14213
ortholog_4542 SCH15770.1 BL27634
ortholog_4543 SCH15578.1 BL09325
ortholog_4544 SCH14938.1 BL23355
ortholog_4545 SCH14888.1 BL07281
ortholog_4546 SCH15575.1 BL28017
ortholog_4547 SCH15571.1 BL27819
ortholog_4548 SCH15806.1 BL25611
ortholog_4549 SCH14878.1 BL13570
ortholog_4550 SCH15522.1 BL25728
ortholog_4551 SCH15037.1 BL28007
