ortholog_1 g320 BL22201
ortholog_4483 g116798 BL17614
ortholog_4484 g116808 BL23987
ortholog_4485 g116823 BL25148
ortholog_4486 g116834 BL21321
ortholog_4487 g116871 BL07928
ortholog_4488 g116874 BL20770
ortholog_4489 g116887 BL21398
ortholog_4490 g116893 BL21924
ortholog_4491 g117010 BL21812
ortholog_4492 g117019 BL06715
ortholog_4493 g117022 BL02053
ortholog_4494 g117038 BL06730
ortholog_4495 g117040 BL06731
ortholog_4496 g117088 BL21968
ortholog_4497 g117089 BL22941
ortholog_4498 g117101 BL00799
ortholog_4499 g117114 BL00076
ortholog_4500 g117119 BL21411
ortholog_4501 g117131 BL21669
ortholog_4502 g117147 BL21992
ortholog_4503 g117157 BL21441
ortholog_4504 g117170 BL06720
ortholog_4505 g117189 BL21327
ortholog_4506 g117252 BL10662
ortholog_4507 g117258 BL09321
ortholog_4508 g117265 BL21984
ortholog_4509 g117277 BL21884
ortholog_4510 g117295 BL21952
ortholog_4511 g117300 BL21953
ortholog_4512 g117302 BL06729
ortholog_4513 g117310 BL21448
ortholog_4514 g117313 BL21747
ortholog_4515 g117314 BL26094
ortholog_4516 g117338 BL21930
ortholog_4517 g117382 BL05649
ortholog_4518 g117385 BL25374
ortholog_4519 g117388 BL27026
ortholog_4520 g117403 BL21500
ortholog_4521 g117425 BL21671
ortholog_4522 g117451 BL10101
ortholog_4523 g117489 BL27093
ortholog_4524 g117542 BL06510
ortholog_4525 g117565 BL07506
ortholog_4526 g117641 BL21874
ortholog_4527 g117649 BL17578
ortholog_4528 g117657 BL21717
ortholog_4529 g117680 BL17329
ortholog_4530 g117701 BL21379
ortholog_4531 g117705 BL17606
ortholog_4532 g117733 BL21630
ortholog_4533 g117758 BL21815
ortholog_4534 g117761 BL08180
ortholog_4535 g117766 BL21478
ortholog_4536 g117772 BL19422
ortholog_4537 g117784 BL06726
ortholog_4538 g117791 BL21749
ortholog_4539 g117798 BL21368
ortholog_4540 g117807 BL10143
ortholog_4541 g117845 BL09903
ortholog_4542 g117857 BL21417
ortholog_4543 g117862 BL08783
ortholog_4544 g117865 BL08782
ortholog_4545 g117867 BL08785
ortholog_4546 g117891 BL21913
ortholog_4547 g117901 BL21670
ortholog_4548 g117951 BL21482
ortholog_4549 g117958 BL21480
ortholog_4550 g117961 BL21479
ortholog_4551 g117977 BL25999
ortholog_4552 g117983 BL00552
ortholog_4553 g118000 BL08108
ortholog_4554 g118006 BL08121
ortholog_4555 g118014 BL03949
ortholog_4556 g118019 BL21837
ortholog_4557 g118024 BL21452
ortholog_4558 g118028 BL21961
ortholog_4559 g118033 BL21776
ortholog_4560 g118049 BL09666
ortholog_4561 g118059 BL06723
ortholog_4562 g118064 BL21378
ortholog_4563 g118068 BL21681
ortholog_4564 g118136 BL08103
ortholog_4565 g118208 BL08078
ortholog_4566 g118219 BL08925
ortholog_4567 g118231 BL21429
ortholog_4568 g118236 BL21427
ortholog_4569 g118266 BL21906
ortholog_4570 g118271 BL21329
ortholog_4571 g118296 BL14639
ortholog_4572 g118333 BL21931
ortholog_4573 g118344 BL21932
ortholog_4574 g118367 BL06732
ortholog_4575 g118372 BL17600
ortholog_4576 g118397 BL21511
ortholog_4577 g118588 BL19491
ortholog_4578 g118619 BL21430
ortholog_4579 g118625 BL21431
ortholog_4580 g118630 BL21714
ortholog_4581 g118640 BL21463
ortholog_4582 g118645 BL08104
ortholog_4583 g118659 BL06724
ortholog_4584 g118679 BL09689
ortholog_4585 g118720 BL21447
ortholog_4586 g118771 BL21437
ortholog_4587 g118774 BL21185
ortholog_4588 g118777 BL02274
ortholog_4589 g118789 BL16424
ortholog_4590 g118806 BL17605
ortholog_4591 g118809 BL21444
ortholog_4592 g118813 BL21445
ortholog_4593 g118825 BL16433
ortholog_4594 g118837 BL24828
ortholog_4595 g118841 BL16875
ortholog_4596 g118850 BL21765
ortholog_4597 g118878 BL11145
ortholog_4598 g118883 BL17568
ortholog_4599 g118890 BL21966
ortholog_4600 g118916 BL01528
ortholog_4601 g118962 BL09653
ortholog_4602 g119073 BL13068
ortholog_4603 g119091 BL21446
ortholog_4604 g119126 BL21835
ortholog_4605 g119133 BL26696
ortholog_4606 g119254 BL21683
ortholog_4607 g119263 BL07991
ortholog_4608 g119290 BL21654
ortholog_4609 g119295 BL18817
ortholog_4610 g119308 BL09822
ortholog_4611 g119326 BL08178
ortholog_4612 g119350 BL08827
ortholog_4613 g119356 BL04720
ortholog_4614 g119387 BL21402
ortholog_4615 g119431 BL21947
ortholog_4616 g119465 BL21784
ortholog_4617 g119675 BL21388
ortholog_4618 g119685 BL21453
ortholog_4619 g119694 BL21384
ortholog_4620 g119697 BL17603
ortholog_4621 g119706 BL17602
ortholog_4622 g119762 BL21415
ortholog_4623 g119872 BL09597
ortholog_4624 g119889 BL21761
ortholog_4625 g119900 BL21763
ortholog_4626 g119975 BL03533
ortholog_4627 g119992 BL21389
ortholog_4628 g120028 BL16888
ortholog_4629 g120033 BL08176
ortholog_4630 g120060 BL21821
ortholog_4631 g120257 BL27793
ortholog_4632 g120269 BL18829
ortholog_4633 g120293 BL08124
ortholog_4634 g120297 BL08123
ortholog_4635 g120309 BL17579
ortholog_4636 g120311 BL07238
ortholog_4637 g120326 BL21412
ortholog_4638 g120331 BL21193
ortholog_4639 g120362 BL06850
ortholog_4640 g120366 BL21312
ortholog_4641 g120367 BL17564
ortholog_4642 g120382 BL21987
ortholog_4643 g120446 BL21845
ortholog_4644 g120458 BL21198
ortholog_4645 g120503 BL18806
ortholog_4646 g120620 BL06683
ortholog_4647 g120637 BL09276
ortholog_4648 g120675 BL27909
ortholog_4649 g120721 BL21375
ortholog_4650 g120744 BL21691
ortholog_4651 g120821 BL08835
ortholog_4652 g120845 BL21359
ortholog_4653 g120874 BL21684
ortholog_4654 g120890 BL08114
ortholog_4655 g120900 BL08113
ortholog_4656 g120914 BL24230
ortholog_4657 g120923 BL18115
ortholog_4658 g120962 BL18824
ortholog_4659 g121123 BL03967
ortholog_4660 g121130 BL06744
ortholog_4661 g121152 BL06745
ortholog_4662 g121176 BL17565
ortholog_4663 g121192 BL17566
ortholog_4664 g121195 BL01203
ortholog_4665 g121222 BL08085
ortholog_4666 g121229 BL21473
ortholog_4667 g121267 BL02484
ortholog_4668 g121286 BL05745
ortholog_4669 g121358 BL12974
ortholog_4670 g121367 BL21297
ortholog_4671 g121388 BL07469
ortholog_4672 g121401 BL16417
ortholog_4673 g121407 BL21688
ortholog_4674 g121408 BL21687
ortholog_4675 g121425 BL13616
ortholog_4676 g121442 BL17749
ortholog_4677 g121444 BL09034
ortholog_4678 g121475 BL02479
ortholog_4679 g121477 BL18826
ortholog_4680 g121542 BL21638
ortholog_4681 g121656 BL16223
ortholog_4682 g121713 BL21982
ortholog_4683 g121722 BL21928
ortholog_4684 g121743 BL16505
ortholog_4685 g121749 BL21794
ortholog_4686 g121757 BL21792
ortholog_4687 g121759 BL21195
ortholog_4688 g121821 BL10093
ortholog_4689 g121834 BL21833
ortholog_4690 g121839 BL21832
ortholog_4691 g121852 BL06739
ortholog_4692 g121853 BL06097
ortholog_4693 g121861 BL13587
ortholog_4694 g121865 BL01177
ortholog_4695 g122023 BL21886
ortholog_4696 g122055 BL21927
ortholog_4697 g122144 BL21192
ortholog_4698 g122147 BL21451
ortholog_4699 g122149 BL06719
ortholog_4700 g122152 BL18782
ortholog_4701 g122154 BL21414
ortholog_4702 g122201 BL21493
ortholog_4703 g122249 BL23950
ortholog_4704 g122303 BL10562
ortholog_4705 g122309 BL16522
ortholog_4706 g122323 BL09646
ortholog_4707 g122333 BL21865
ortholog_4708 g122340 BL21863
ortholog_4709 g122341 BL15981
ortholog_4710 g122384 BL21466
ortholog_4711 g122438 BL21458
ortholog_4712 g122444 BL21636
ortholog_4713 g122456 BL21764
ortholog_4714 g122487 BL21309
ortholog_4715 g122515 BL21308
ortholog_4716 g122530 BL06727
ortholog_4717 g122532 BL12337
ortholog_4718 g122542 BL21347
ortholog_4719 g122664 BL21877
ortholog_4720 g122703 BL08095
ortholog_4721 g122972 BL12251
ortholog_4722 g123077 BL05916
ortholog_4723 g123294 BL17224
ortholog_4724 g123561 BL09481
ortholog_4725 g123577 BL23488
ortholog_4726 g123620 BL24665
ortholog_4727 g123776 BL15916
ortholog_4728 g123926 BL08496
ortholog_4729 g123965 BL04891
ortholog_4730 g124093 BL04719
ortholog_4731 g124155 BL13717
ortholog_4732 g124330 BL00900
ortholog_4733 g124469 BL15971
ortholog_4734 g124618 BL25811
ortholog_4735 g124794 BL00875
ortholog_4736 g125009 BL02040
ortholog_4737 g125027 BL19977
ortholog_4738 g125208 BL02939
ortholog_4739 g125218 BL13093
ortholog_4740 g125230 BL08631
ortholog_4741 g125243 BL19463
ortholog_4742 g125273 BL19898
ortholog_4743 g125370 BL15826
ortholog_4744 g125602 BL06595
ortholog_4745 g125761 BL10433
ortholog_4746 g125766 BL06876
ortholog_4747 g125879 BL01193
ortholog_4748 g126136 BL16321
ortholog_4749 g126236 BL11843
ortholog_4750 g126283 BL17787
ortholog_4751 g126338 BL06751
ortholog_4752 g126460 BL12195
ortholog_4753 g126624 BL08447
ortholog_4754 g126842 BL23122
ortholog_4755 g126934 BL14878
ortholog_4756 g127004 BL17767
ortholog_4757 g127025 BL19751
ortholog_4758 g127235 BL01878
ortholog_4759 g127257 BL05414
ortholog_4760 g127272 BL13786
ortholog_4761 g127494 BL18424
ortholog_4762 g127512 BL18061
ortholog_4763 g127523 BL20422
ortholog_4764 g127538 BL18494
ortholog_4765 g127603 BL26940
ortholog_4766 g127605 BL27017
ortholog_4767 g127636 BL04432
ortholog_4768 g127655 BL11973
ortholog_4769 g127664 BL18418
ortholog_4770 g127691 BL21264
ortholog_4771 g127696 BL18407
ortholog_4772 g127715 BL18303
ortholog_4773 g127718 BL26887
ortholog_4774 g127735 BL21266
ortholog_4775 g127739 BL04607
ortholog_4776 g127741 BL27000
ortholog_4777 g127743 BL03151
ortholog_4778 g127756 BL18251
ortholog_4779 g127760 BL18252
ortholog_4780 g127764 BL21810
ortholog_4781 g127766 BL21808
ortholog_4782 g127768 BL26977
ortholog_4783 g127769 BL20110
ortholog_4784 g127775 BL23665
ortholog_4785 g127799 BL18069
ortholog_4786 g127809 BL27399
ortholog_4787 g127825 BL18168
ortholog_4788 g127906 BL26964
ortholog_4789 g127924 BL17556
ortholog_4790 g127978 BL27069
ortholog_4791 g128006 BL07371
ortholog_4792 g128013 BL08532
ortholog_4793 g128018 BL14130
ortholog_4794 g128020 BL18529
ortholog_4795 g128051 BL18511
ortholog_4796 g128053 BL26044
ortholog_4797 g128066 BL21238
ortholog_4798 g128076 BL04032
ortholog_4799 g128157 BL01789
ortholog_4800 g128160 BL11981
ortholog_4801 g128163 BL18448
ortholog_4802 g128175 BL26989
ortholog_4803 g128205 BL11976
ortholog_4804 g128237 BL16098
ortholog_4805 g128244 BL26845
ortholog_4806 g128257 BL03483
ortholog_4807 g128290 BL05437
ortholog_4808 g128351 BL11064
ortholog_4809 g128361 BL10609
ortholog_4810 g128363 BL12998
ortholog_4811 g128367 BL11168
ortholog_4812 g128404 BL10622
ortholog_4813 g128413 BL11389
ortholog_4814 g128457 BL19862
ortholog_4815 g128469 BL15794
ortholog_4816 g128480 BL11250
ortholog_4817 g128522 BL10701
ortholog_4818 g128535 BL12567
ortholog_4819 g128542 BL18300
ortholog_4820 g128571 BL11760
ortholog_4821 g128573 BL15321
ortholog_4822 g128679 BL15491
ortholog_4823 g128682 BL21247
ortholog_4824 g128736 BL18042
ortholog_4825 g128750 BL27066
ortholog_4826 g128751 BL00082
ortholog_4827 g128755 BL26986
ortholog_4828 g128782 BL18339
ortholog_4829 g128791 BL26799
ortholog_4830 g128812 BL09568
ortholog_4831 g128839 BL22725
ortholog_4832 g128883 BL22719
ortholog_4833 g128892 BL19902
ortholog_4834 g128931 BL11025
ortholog_4835 g128947 BL24385
ortholog_4836 g128964 BL11215
ortholog_4837 g128971 BL10660
ortholog_4838 g129032 BL08451
ortholog_4839 g129037 BL10620
ortholog_4840 g129056 BL17979
ortholog_4841 g129057 BL15118
ortholog_4842 g129083 BL11379
ortholog_4843 g129091 BL11378
ortholog_4844 g129105 BL19834
ortholog_4845 g129113 BL05569
ortholog_4846 g129124 BL11967
ortholog_4847 g129139 BL25104
ortholog_4848 g129142 BL11317
ortholog_4849 g129147 BL11318
ortholog_4850 g129159 BL03387
ortholog_4851 g129188 BL19856
ortholog_4852 g129191 BL11240
ortholog_4853 g129207 BL15593
ortholog_4854 g129242 BL11114
ortholog_4855 g129266 BL20442
ortholog_4856 g129283 BL08821
ortholog_4857 g129288 BL21003
ortholog_4858 g129381 BL18223
ortholog_4859 g129399 BL18218
ortholog_4860 g129416 BL18144
ortholog_4861 g129432 BL11767
ortholog_4862 g129442 BL18371
ortholog_4863 g129452 BL26949
ortholog_4864 g129459 BL22220
ortholog_4865 g129481 BL26709
ortholog_4866 g129492 BL06382
ortholog_4867 g129517 BL27056
ortholog_4868 g129518 BL13048
ortholog_4869 g129524 BL13095
ortholog_4870 g129550 BL18242
ortholog_4871 g129574 BL18033
ortholog_4872 g129575 BL18032
ortholog_4873 g129579 BL18283
ortholog_4874 g129589 BL23664
ortholog_4875 g129606 BL22246
ortholog_4876 g129637 BL26915
ortholog_4877 g129719 BL11174
ortholog_4878 g129748 BL10618
ortholog_4879 g129761 BL15422
ortholog_4880 g129763 BL10611
ortholog_4881 g129765 BL11295
ortholog_4882 g129767 BL11069
ortholog_4883 g129773 BL21376
ortholog_4884 g129792 BL19830
ortholog_4885 g129862 BL24951
ortholog_4886 g129870 BL18545
ortholog_4887 g129877 BL18055
ortholog_4888 g129886 BL18456
ortholog_4889 g129919 BL18389
ortholog_4890 g129947 BL27055
ortholog_4891 g129949 BL13177
ortholog_4892 g129954 BL18310
ortholog_4893 g129956 BL26982
ortholog_4894 g129958 BL26981
ortholog_4895 g129965 BL18072
ortholog_4896 g129982 BL22715
ortholog_4897 g129995 BL19622
ortholog_4898 g129999 BL24329
ortholog_4899 g130001 BL24332
ortholog_4900 g130032 BL23671
ortholog_4901 g130070 BL18089
ortholog_4902 g130098 BL26784
ortholog_4903 g130108 BL18311
ortholog_4904 g130112 BL18312
ortholog_4905 g130118 BL18333
ortholog_4906 g130125 BL27049
ortholog_4907 g130165 BL13119
ortholog_4908 g130193 BL11717
ortholog_4909 g130200 BL21240
ortholog_4910 g130266 BL18475
ortholog_4911 g130273 BL06295
ortholog_4912 g130307 BL04595
ortholog_4913 g130315 BL11144
ortholog_4914 g130325 BL11323
ortholog_4915 g130333 BL19956
ortholog_4916 g130334 BL19784
ortholog_4917 g130341 BL23387
ortholog_4918 g130346 BL25064
ortholog_4919 g130361 BL01485
ortholog_4920 g130388 BL18281
ortholog_4921 g130425 BL09606
ortholog_4922 g130427 BL09605
ortholog_4923 g130433 BL18257
ortholog_4924 g130438 BL02468
ortholog_4925 g130465 BL18361
ortholog_4926 g130489 BL27004
ortholog_4927 g130503 BL18272
ortholog_4928 g130508 BL18273
ortholog_4929 g130533 BL26994
ortholog_4930 g130544 BL18370
ortholog_4931 g130556 BL13173
ortholog_4932 g130566 BL11759
ortholog_4933 g130571 BL26951
ortholog_4934 g130615 BL26991
ortholog_4935 g130651 BL18525
ortholog_4936 g130661 BL23291
ortholog_4937 g130688 BL24324
ortholog_4938 g130690 BL24330
ortholog_4939 g130699 BL01117
ortholog_4940 g130701 BL01583
ortholog_4941 g130714 BL26818
ortholog_4942 g130734 BL25675
ortholog_4943 g130774 BL20639
ortholog_4944 g130779 BL18150
ortholog_4945 g130782 BL18428
ortholog_4946 g130783 BL18123
ortholog_4947 g130788 BL26942
ortholog_4948 g130795 BL17888
ortholog_4949 g130804 BL26893
ortholog_4950 g130817 BL13202
ortholog_4951 g130819 BL11948
ortholog_4952 g130820 BL10661
ortholog_4953 g130842 BL18404
ortholog_4954 g130843 BL18403
ortholog_4955 g130873 BL24522
ortholog_4956 g130901 BL18214
ortholog_4957 g130905 BL18393
ortholog_4958 g131083 BL11046
ortholog_4959 g131157 BL25075
ortholog_4960 g131180 BL25077
ortholog_4961 g131209 BL11185
ortholog_4962 g131214 BL12860
ortholog_4963 g131246 BL00282
ortholog_4964 g131257 BL11143
ortholog_4965 g131265 BL26934
ortholog_4966 g131267 BL18570
ortholog_4967 g131268 BL01525
ortholog_4968 g131271 BL18569
ortholog_4969 g131284 BL13076
ortholog_4970 g131291 BL13144
ortholog_4971 g131318 BL26865
ortholog_4972 g131323 BL21661
ortholog_4973 g131330 BL21660
ortholog_4974 g131364 BL19763
ortholog_4975 g131368 BL19823
ortholog_4976 g131381 BL18184
ortholog_4977 g131383 BL11272
ortholog_4978 g131396 BL21243
ortholog_4979 g131401 BL18119
ortholog_4980 g131403 BL18116
ortholog_4981 g131408 BL18118
ortholog_4982 g131412 BL11995
ortholog_4983 g131415 BL11999
ortholog_4984 g131449 BL03144
ortholog_4985 g131464 BL18275
ortholog_4986 g131469 BL26908
ortholog_4987 g131471 BL26888
ortholog_4988 g131473 BL26892
ortholog_4989 g131484 BL18262
ortholog_4990 g131497 BL26879
ortholog_4991 g131601 BL08152
ortholog_4992 g131605 BL24684
ortholog_4993 g131612 BL11382
ortholog_4994 g131620 BL10632
ortholog_4995 g131621 BL26681
ortholog_4996 g131635 BL15453
ortholog_4997 g131638 BL03553
ortholog_4998 g131677 BL21239
ortholog_4999 g131684 BL18076
ortholog_5000 g131686 BL12577
ortholog_5001 g131696 BL13194
ortholog_5002 g131780 BL18087
ortholog_5003 g131792 BL00771
ortholog_5004 g131805 BL18051
ortholog_5005 g131831 BL27053
ortholog_5006 g131833 BL05575
ortholog_5007 g131837 BL18105
ortholog_5008 g131866 BL18301
ortholog_5009 g131891 BL23535
ortholog_5010 g131911 BL18048
ortholog_5011 g131918 BL18146
ortholog_5012 g131953 BL10598
ortholog_5013 g131956 BL12772
ortholog_5014 g131958 BL18313
ortholog_5015 g131963 BL10590
ortholog_5016 g132030 BL22257
ortholog_5017 g132051 BL18125
ortholog_5018 g132060 BL18473
ortholog_5019 g132162 BL11133
ortholog_5020 g132164 BL11301
ortholog_5021 g132167 BL25046
ortholog_5022 g132178 BL10568
ortholog_5023 g132222 BL11399
ortholog_5024 g132236 BL11141
ortholog_5025 g132239 BL19855
ortholog_5026 g132247 BL11083
ortholog_5027 g132258 BL11082
ortholog_5028 g132284 BL11319
ortholog_5029 g132297 BL18066
ortholog_5030 g132298 BL15333
ortholog_5031 g132302 BL18522
ortholog_5032 g132303 BL18064
ortholog_5033 g132366 BL16070
ortholog_5034 g132378 BL26730
ortholog_5035 g132401 BL22708
ortholog_5036 g132416 BL11777
ortholog_5037 g132419 BL19445
ortholog_5038 g132424 BL18562
ortholog_5039 g132428 BL18563
ortholog_5040 g132475 BL26870
ortholog_5041 g132486 BL01710
ortholog_5042 g132531 BL07889
ortholog_5043 g132552 BL05709
ortholog_5044 g132581 BL13054
ortholog_5045 g132582 BL13043
ortholog_5046 g132624 BL18435
ortholog_5047 g132626 BL18434
ortholog_5048 g132635 BL18503
ortholog_5049 g132642 BL22707
ortholog_5050 g132648 BL18355
ortholog_5051 g132666 BL18508
ortholog_5052 g132676 BL11982
ortholog_5053 g132682 BL11983
ortholog_5054 g132684 BL18324
ortholog_5055 g132689 BL19833
ortholog_5056 g132695 BL26947
ortholog_5057 g132722 BL18491
ortholog_5058 g132727 BL18484
ortholog_5059 g132760 BL03364
ortholog_5060 g132768 BL06297
ortholog_5061 g132780 BL10699
ortholog_5062 g132788 BL11338
ortholog_5063 g132805 BL11284
ortholog_5064 g132839 BL11241
ortholog_5065 g132847 BL19813
ortholog_5066 g132850 BL16608
ortholog_5067 g132856 BL10577
ortholog_5068 g132883 BL11125
ortholog_5069 g132951 BL18209
ortholog_5070 g132973 BL11245
ortholog_5071 g132987 BL23828
ortholog_5072 g133001 BL11355
ortholog_5073 g133024 BL11148
ortholog_5074 g133027 BL10659
ortholog_5075 g133059 BL06799
ortholog_5076 g133077 BL18208
ortholog_5077 g133082 BL26939
ortholog_5078 g133084 BL26769
ortholog_5079 g133087 BL22714
ortholog_5080 g133126 BL18246
ortholog_5081 g133130 BL18277
ortholog_5082 g133136 BL24515
ortholog_5083 g133139 BL10679
ortholog_5084 g133146 BL18421
ortholog_5085 g133153 BL18369
ortholog_5086 g133163 BL11784
ortholog_5087 g133189 BL11785
ortholog_5088 g133226 BL13232
ortholog_5089 g133248 BL13293
ortholog_5090 g133260 BL26803
ortholog_5091 g133263 BL15647
ortholog_5092 g133273 BL11017
ortholog_5093 g133287 BL10657
ortholog_5094 g133341 BL11369
ortholog_5095 g133440 BL19792
ortholog_5096 g133446 BL04146
ortholog_5097 g133458 BL03361
ortholog_5098 g133472 BL03358
ortholog_5099 g133490 BL10597
ortholog_5100 g133532 BL10672
ortholog_5101 g133569 BL03130
ortholog_5102 g133577 BL00492
ortholog_5103 g133609 BL18187
ortholog_5104 g133632 BL13047
ortholog_5105 g133652 BL22694
ortholog_5106 g133678 BL22700
ortholog_5107 g133707 BL18249
ortholog_5108 g133722 BL11772
ortholog_5109 g133729 BL26352
ortholog_5110 g133730 BL11770
ortholog_5111 g133745 BL18299
ortholog_5112 g133789 BL10786
ortholog_5113 g133792 BL18155
ortholog_5114 g133798 BL05721
ortholog_5115 g133823 BL21262
ortholog_5116 g133838 BL18083
ortholog_5117 g133849 BL18082
ortholog_5118 g133856 BL22702
ortholog_5119 g133862 BL26943
ortholog_5120 g133870 BL18417
ortholog_5121 g133880 BL26900
ortholog_5122 g133899 BL18158
ortholog_5123 g133952 BL21237
ortholog_5124 g133958 BL21241
ortholog_5125 g133979 BL18568
ortholog_5126 g133987 BL18134
ortholog_5127 g133994 BL11993
ortholog_5128 g133999 BL26358
ortholog_5129 g134007 BL11971
ortholog_5130 g134021 BL18565
ortholog_5131 g134024 BL06532
ortholog_5132 g134028 BL18250
ortholog_5133 g134035 BL18255
ortholog_5134 g134037 BL18253
ortholog_5135 g134053 BL10837
ortholog_5136 g134150 BL10849
ortholog_5137 g134177 BL10633
ortholog_5138 g134206 BL23395
ortholog_5139 g134240 BL07768
ortholog_5140 g134272 BL26867
ortholog_5141 g134309 BL26866
ortholog_5142 g134325 BL26968
ortholog_5143 g134344 BL25698
ortholog_5144 g134365 BL13204
ortholog_5145 g134415 BL18101
ortholog_5146 g134437 BL15404
ortholog_5147 g134463 BL09742
ortholog_5148 g134474 BL27639
ortholog_5149 g134515 BL18329
ortholog_5150 g134523 BL27106
ortholog_5151 g134536 BL26890
ortholog_5152 g134539 BL18524
ortholog_5153 g134541 BL04197
ortholog_5154 g134555 BL26830
ortholog_5155 g134560 BL18196
ortholog_5156 g134581 BL22710
ortholog_5157 g134582 BL22724
ortholog_5158 g134598 BL18543
ortholog_5159 g134600 BL18544
ortholog_5160 g134605 BL11786
ortholog_5161 g134633 BL27623
ortholog_5162 g134641 BL21275
ortholog_5163 g134646 BL21276
ortholog_5164 g134659 BL18342
ortholog_5165 g134699 BL13415
ortholog_5166 g134703 BL23139
ortholog_5167 g134714 BL08118
ortholog_5168 g134771 BL26996
ortholog_5169 g134804 BL25715
ortholog_5170 g134816 BL25070
ortholog_5171 g134853 BL11344
ortholog_5172 g134888 BL11764
ortholog_5173 g134910 BL18177
ortholog_5174 g134914 BL13861
ortholog_5175 g134916 BL22704
ortholog_5176 g134925 BL26945
ortholog_5177 g134958 BL09946
ortholog_5178 g134962 BL18036
ortholog_5179 g134973 BL26844
ortholog_5180 g134987 BL13143
ortholog_5181 g134992 BL13060
ortholog_5182 g135012 BL13056
ortholog_5183 g135017 BL18373
ortholog_5184 g135026 BL18375
ortholog_5185 g135027 BL18376
ortholog_5186 g135037 BL07805
ortholog_5187 g135041 BL18247
ortholog_5188 g135046 BL22109
ortholog_5189 g135105 BL18182
ortholog_5190 g135114 BL21663
ortholog_5191 g135168 BL18039
ortholog_5192 g135173 BL24322
ortholog_5193 g135175 BL11716
ortholog_5194 g135187 BL01146
ortholog_5195 g135189 BL06292
ortholog_5196 g135197 BL18514
ortholog_5197 g135214 BL11073
ortholog_5198 g135223 BL10588
ortholog_5199 g135240 BL21248
ortholog_5200 g135262 BL18440
ortholog_5201 g135265 BL18439
ortholog_5202 g135274 BL18347
ortholog_5203 g135340 BL21270
ortholog_5204 g135343 BL21279
ortholog_5205 g135344 BL18190
ortholog_5206 g135347 BL20886
ortholog_5207 g135367 BL18335
ortholog_5208 g135381 BL13051
ortholog_5209 g135390 BL13084
ortholog_5210 g135394 BL26936
ortholog_5211 g135397 BL26935
ortholog_5212 g135515 BL02113
ortholog_5213 g135526 BL11979
ortholog_5214 g135535 BL10916
ortholog_5215 g135540 BL15342
ortholog_5216 g135542 BL22688
ortholog_5217 g135557 BL22685
ortholog_5218 g135609 BL18443
ortholog_5219 g135635 BL17492
ortholog_5220 g135639 BL18775
ortholog_5221 g135662 BL18426
ortholog_5222 g135669 BL18078
ortholog_5223 g135680 BL18161
ortholog_5224 g135690 BL08588
ortholog_5225 g135693 BL26825
ortholog_5226 g135698 BL26824
ortholog_5227 g135703 BL26843
ortholog_5228 g135704 BL26875
ortholog_5229 g135710 BL18237
ortholog_5230 g135739 BL18130
ortholog_5231 g135851 BL16609
ortholog_5232 g135899 BL25722
ortholog_5233 g135907 BL26817
ortholog_5234 g135920 BL18523
ortholog_5235 g135926 BL18564
ortholog_5236 g135997 BL14607
ortholog_5237 g135999 BL06168
ortholog_5238 g136003 BL20662
ortholog_5239 g136010 BL00839
ortholog_5240 g136014 BL05833
ortholog_5241 g136026 BL00838
ortholog_5242 g136035 BL26850
ortholog_5243 g136061 BL27057
ortholog_5244 g136074 BL13091
ortholog_5245 g136096 BL26873
ortholog_5246 g136099 BL26828
ortholog_5247 g136120 BL02905
ortholog_5248 g136154 BL18176
ortholog_5249 g136166 BL26957
ortholog_5250 g136179 BL18282
ortholog_5251 g136191 BL26815
ortholog_5252 g136196 BL18126
ortholog_5253 g136249 BL19800
ortholog_5254 g136254 BL07607
ortholog_5255 g136260 BL06296
ortholog_5256 g136273 BL11226
ortholog_5257 g136286 BL11313
ortholog_5258 g136300 BL10584
ortholog_5259 g136353 BL22684
ortholog_5260 g136369 BL15595
ortholog_5261 g136370 BL06273
ortholog_5262 g136412 BL05391
ortholog_5263 g136494 BL16442
ortholog_5264 g136579 BL26816
ortholog_5265 g136639 BL08748
ortholog_5266 g136659 BL20870
ortholog_5267 g136707 BL10655
ortholog_5268 g136736 BL11300
ortholog_5269 g136739 BL11297
ortholog_5270 g136746 BL10648
ortholog_5271 g136761 BL11053
ortholog_5272 g136772 BL11055
ortholog_5273 g136790 BL25080
ortholog_5274 g136796 BL10608
ortholog_5275 g136816 BL11393
ortholog_5276 g136834 BL11127
ortholog_5277 g136839 BL11128
ortholog_5278 g136881 BL11134
ortholog_5279 g136893 BL11292
ortholog_5280 g136908 BL11044
ortholog_5281 g136930 BL19829
ortholog_5282 g136959 BL25060
ortholog_5283 g137008 BL19799
ortholog_5284 g137014 BL26997
ortholog_5285 g137082 BL00500
ortholog_5286 g137090 BL10581
ortholog_5287 g137122 BL16460
ortholog_5288 g137160 BL09560
ortholog_5289 g137201 BL11434
ortholog_5290 g137224 BL19860
ortholog_5291 g137229 BL25886
ortholog_5292 g137230 BL25885
ortholog_5293 g137241 BL10724
ortholog_5294 g137243 BL10719
ortholog_5295 g137253 BL11351
ortholog_5296 g137261 BL10667
ortholog_5297 g137291 BL10563
ortholog_5298 g137308 BL15281
ortholog_5299 g137314 BL10721
ortholog_5300 g137316 BL11337
ortholog_5301 g137331 BL11097
ortholog_5302 g137339 BL23330
ortholog_5303 g137341 BL01055
ortholog_5304 g137360 BL19788
