ortholog_1 MGL00634.1 SCH19313.1
ortholog_4572 MGL10495.1 SCH18001.1
ortholog_4573 MGL10694.1 SCH17493.1
ortholog_4574 MGL10654.1 SCH17505.1
ortholog_4575 MGL10429.1 SCH17868.1
ortholog_4576 MGL10595.1 SCH18399.1
ortholog_4577 MGL10623.1 SCH17856.1
ortholog_4578 MGL10105.1 SCH18023.1
ortholog_4579 MGL10068.1 SCH18049.1
ortholog_4580 MGL10029.1 SCH18523.1
ortholog_4581 MGL09983.1 SCH18563.1
ortholog_4582 MGL10671.1 SCH17991.1
ortholog_4583 MGL09925.1 SCH17486.1
ortholog_4584 MGL10967.1 SCH17328.1
ortholog_4585 MGL10933.1 SCH17375.1
ortholog_4586 MGL10908.1 SCH17543.1
ortholog_4587 MGL10881.1 SCH17573.1
ortholog_4588 MGL10829.1 SCH18393.1
ortholog_4589 MGL10848.1 SCH17426.1
ortholog_4590 MGL10816.1 SCH17636.1
ortholog_4591 MGL10757.1 SCH18214.1
ortholog_4592 MGL10721.1 SCH17484.1
ortholog_4593 MGL10646.1 SCH17592.1
ortholog_4594 MGL10617.1 SCH17374.1
ortholog_4595 MGL10519.1 SCH17506.1
ortholog_4596 MGL10476.1 SCH17413.1
ortholog_4597 MGL10446.1 SCH17564.1
ortholog_4598 MGL10313.1 SCH05340.1
ortholog_4599 MGL10219.1 SCH17686.1
ortholog_4600 MGL10239.1 SCH17534.1
ortholog_4601 MGL10170.1 SCH18171.1
ortholog_4602 MGL09953.1 SCH17487.1
ortholog_4603 MGL10564.1 SCH18063.1
ortholog_4604 MGL10892.1 SCH14604.1
ortholog_4605 MGL10067.1 SCH24167.1
ortholog_4606 MGL10867.1 SCH19940.1
ortholog_4607 MGL10907.1 SCH20576.1
ortholog_4608 MGL10237.1 SCH05467.1
ortholog_4609 MGL10157.1 SCH18129.1
ortholog_4610 MGL10131.1 SCH18427.1
ortholog_4611 MGL10103.1 SCH18510.1
ortholog_4612 MGL10181.1 SCH18547.1
ortholog_4613 MGL10215.1 SCH17817.1
ortholog_4614 MGL10248.1 SCH17602.1
ortholog_4615 MGL10321.1 SCH18016.1
ortholog_4616 MGL10260.1 SCH10209.1
ortholog_4617 MGL10094.1 SCH18266.1
ortholog_4618 MGL10122.1 SCH17933.1
ortholog_4619 MGL10193.1 SCH18219.1
ortholog_4620 MGL10645.1 SCH17340.1
ortholog_4621 MGL10834.1 SCH17816.1
ortholog_4622 MGL10305.1 SCH18249.1
ortholog_4623 MGL10264.1 SCH18543.1
ortholog_4624 MGL10230.1 SCH18018.1
ortholog_4625 MGL10196.1 SCH18053.1
ortholog_4626 MGL10575.1 SCH18283.1
ortholog_4627 MGL10124.1 SCH18089.1
ortholog_4628 MGL10096.1 SCH18276.1
ortholog_4629 MGL10659.1 SCH17835.1
ortholog_4630 MGL10871.1 SCH02539.1
ortholog_4631 MGL10459.1 SCH18303.1
ortholog_4632 MGL10541.1 SCH18417.1
ortholog_4633 MGL10770.1 SCH18244.1
ortholog_4634 MGL10743.1 SCH18113.1
ortholog_4635 MGL10707.1 SCH17951.1
ortholog_4636 MGL10673.1 SCH07889.1
ortholog_4637 MGL10400.1 SCH17894.1
ortholog_4638 MGL10430.1 SCH18339.1
ortholog_4639 MGL09916.1 SCH18246.1
ortholog_4640 MGL10682.1 SCH18324.1
ortholog_4641 MGL10480.1 SCH17667.1
ortholog_4642 MGL09998.1 SCH18342.1
ortholog_4643 MGL10592.1 SCH18480.1
ortholog_4644 MGL10787.1 SCH18273.1
ortholog_4645 MGL10819.1 SCH17462.1
ortholog_4646 MGL10334.1 SCH17713.1
ortholog_4647 MGL10910.1 SCH12136.1
ortholog_4648 MGL10936.1 SCH18493.1
ortholog_4649 MGL10970.1 SCH18316.1
ortholog_4650 MGL09928.1 SCH18197.1
ortholog_4651 MGL10929.1 SCH18180.1
ortholog_4652 MGL10964.1 SCH18269.1
ortholog_4653 MGL09919.1 SCH17508.1
ortholog_4654 MGL10609.1 SCH18379.1
ortholog_4655 MGL10636.1 SCH17861.1
ortholog_4656 MGL10675.1 SCH18009.1
ortholog_4657 MGL10709.1 SCH18251.1
ortholog_4658 MGL10578.1 SCH18506.1
ortholog_4659 MGL10363.1 SCH18521.1
ortholog_4660 MGL10435.1 SCH17820.1
ortholog_4661 MGL10428.1 SCH21237.1
ortholog_4662 MGL10358.1 SCH01643.1
ortholog_4663 MGL10228.1 SCH17717.1
ortholog_4664 MGL10194.1 SCH17680.1
ortholog_4665 MGL10670.1 SCH17745.1
ortholog_4666 MGL10011.1 SCH02794.1
ortholog_4667 MGL10290.1 SCH18386.1
ortholog_4668 MGL10585.1 SCH17714.1
ortholog_4669 MGL10898.1 SCH18481.1
ortholog_4670 MGL10804.1 SCH18224.1
ortholog_4671 MGL10808.1 SCH22432.1
ortholog_4672 MGL10571.1 SCH22431.1
ortholog_4673 MGL10162.1 SCH17756.1
ortholog_4674 MGL10304.1 SCH18293.1
ortholog_4675 MGL10433.1 SCH21974.1
ortholog_4676 MGL10464.1 SCH22495.1
ortholog_4677 MGL10703.1 SCH18176.1
ortholog_4678 MGL10862.1 SCH13875.1
ortholog_4679 MGL10940.1 SCH18131.1
ortholog_4680 MGL10073.1 SCH17874.1
ortholog_4681 MGL10110.1 SCH17829.1
ortholog_4682 MGL10138.1 SCH17341.1
ortholog_4683 MGL10177.1 SCH18581.1
ortholog_4684 MGL10212.1 SCH17688.1
ortholog_4685 MGL10245.1 SCH18128.1
ortholog_4686 MGL10279.1 SCH18013.1
ortholog_4687 MGL10351.1 SCH17479.1
ortholog_4688 MGL10416.1 SCH18144.1
ortholog_4689 MGL10661.1 SCH18185.1
ortholog_4690 MGL10735.1 SCH17368.1
ortholog_4691 MGL10483.1 SCH17620.1
ortholog_4692 MGL10526.1 SCH17475.1
ortholog_4693 MGL10560.1 SCH06345.1
ortholog_4694 MGL10621.1 SCH17607.1
ortholog_4695 MGL10810.1 SCH17519.1
ortholog_4696 MGL10838.1 SCH17452.1
ortholog_4697 MGL10873.1 SCH17541.1
ortholog_4698 MGL10335.1 SCH18279.1
ortholog_4699 MGL10927.1 SCH17474.1
ortholog_4700 MGL10223.1 SCH17603.1
ortholog_4701 MGL09918.1 SCH17357.1
ortholog_4702 MGL10730.1 SCH18448.1
ortholog_4703 MGL10095.1 SCH18566.1
ortholog_4704 MGL10893.1 SCH05755.1
ortholog_4705 MGL10948.1 SCH18062.1
ortholog_4706 MGL10195.1 SCH17431.1
ortholog_4707 MGL10229.1 SCH18240.1
ortholog_4708 MGL10866.1 SCH17695.1
ortholog_4709 MGL10016.1 SCH21152.1
ortholog_4710 MGL10263.1 SCH17617.1
ortholog_4711 MGL10389.1 SCH17401.1
ortholog_4712 MGL09937.1 SCH17654.1
ortholog_4713 MGL10047.1 SCH18426.1
ortholog_4714 MGL10240.1 SCH17421.1
ortholog_4715 MGL10025.1 SCH18378.1
ortholog_4716 MGL09980.1 SCH17473.1
ortholog_4717 MGL09950.1 SCH17416.1
ortholog_4718 MGL09921.1 SCH17673.1
ortholog_4719 MGL10700.1 SCH13340.1
ortholog_4720 MGL10954.1 SCH02081.1
ortholog_4721 MGL10461.1 SCH02507.1
ortholog_4722 MGL10830.1 SCH02842.1
ortholog_4723 MGL10813.1 SCH17553.1
ortholog_4724 MGL10780.1 SCH17675.1
ortholog_4725 MGL10717.1 SCH17436.1
ortholog_4726 MGL10553.1 SCH17457.1
ortholog_4727 MGL10376.1 SCH18270.1
ortholog_4728 MGL10125.1 SCH17854.1
ortholog_4729 MGL10265.1 SCH17415.1
ortholog_4730 MGL10058.1 SCH17895.1
ortholog_4731 MGL10801.1 SCH17492.1
ortholog_4732 MGL10365.1 SCH17739.1
ortholog_4733 MGL10928.1 SCH17975.1
ortholog_4734 MGL10902.1 SCH18218.1
ortholog_4735 MGL10874.1 SCH17987.1
ortholog_4736 MGL09948.1 SCH12443.1
ortholog_4737 MGL10672.1 SCH09970.1
ortholog_4738 MGL10534.1 SCH13383.1
ortholog_4739 MGL10320.1 SCH06854.1
ortholog_4740 MGL10418.1 SCH17532.1
ortholog_4741 MGL10452.1 SCH22807.1
ortholog_4742 MGL10352.1 SCH17889.1
ortholog_4743 MGL10484.1 SCH18415.1
ortholog_4744 MGL10451.1 SCH17936.1
ortholog_4745 MGL10594.1 SCH18465.1
ortholog_4746 MGL10252.1 SCH17850.1
ortholog_4747 MGL10653.1 SCH17343.1
ortholog_4748 MGL10693.1 SCH17403.1
ortholog_4749 MGL10793.1 SCH18487.1
ortholog_4750 MGL10852.1 SCH18152.1
ortholog_4751 MGL10820.1 SCH18488.1
ortholog_4752 MGL10690.1 SCH17830.1
ortholog_4753 MGL10726.1 SCH18416.1
ortholog_4754 MGL10704.1 SCH18261.1
ortholog_4755 MGL10789.1 SCH17567.1
ortholog_4756 MGL10005.1 SCH18453.1
ortholog_4757 MGL09957.1 SCH17454.1
ortholog_4758 MGL10035.1 SCH17523.1
ortholog_4759 MGL10828.1 SCH18698.1
ortholog_4760 MGL10574.1 SCH17676.1
ortholog_4761 MGL10084.1 SCH03067.1
ortholog_4762 MGL10663.1 SCH21959.1
ortholog_4763 MGL10450.1 SCH17957.1
ortholog_4764 MGL10482.1 SCH18286.1
ortholog_4765 MGL10525.1 SCH20101.1
ortholog_4766 MGL10945.1 SCH05180.1
ortholog_4767 MGL10791.1 SCH17741.1
ortholog_4768 MGL10822.1 SCH18403.1
ortholog_4769 MGL10854.1 SCH18413.1
ortholog_4770 MGL10398.1 SCH17870.1
ortholog_4771 MGL10913.1 SCH17330.1
ortholog_4772 MGL10739.1 SCH18462.1
ortholog_4773 MGL10139.1 SCH08916.1
ortholog_4774 MGL10178.1 SCH17325.1
ortholog_4775 MGL10213.1 SCH17942.1
ortholog_4776 MGL10246.1 SCH18044.1
ortholog_4777 MGL10962.1 SCH09011.1
ortholog_4778 MGL10872.1 SCH17983.1
ortholog_4779 MGL10837.1 SCH17946.1
ortholog_4780 MGL10658.1 SCH18034.1
ortholog_4781 MGL10744.1 SCH17897.1
ortholog_4782 MGL10037.1 SCH17685.1
ortholog_4783 MGL09988.1 SCH17464.1
ortholog_4784 MGL09959.1 SCH23027.1
ortholog_4785 MGL10008.1 SCH04388.1
ortholog_4786 MGL09942.1 SCH18106.1
ortholog_4787 MGL10823.1 SCH18045.1
ortholog_4788 MGL10792.1 SCH17913.1
ortholog_4789 MGL10692.1 SCH18035.1
ortholog_4790 MGL10911.1 SCH17647.1
ortholog_4791 MGL10937.1 SCH17966.1
ortholog_4792 MGL10731.1 SCH17932.1
ortholog_4793 MGL10426.1 SCH18041.1
ortholog_4794 MGL09956.1 SCH18095.1
ortholog_4795 MGL09985.1 SCH17433.1
ortholog_4796 MGL10033.1 SCH18252.1
ortholog_4797 MGL10070.1 SCH18323.1
ortholog_4798 MGL10108.1 SCH17781.1
ortholog_4799 MGL10449.1 SCH17378.1
ortholog_4800 MGL09975.1 SCH17453.1
ortholog_4801 MGL10855.1 SCH06887.1
ortholog_4802 MGL10530.1 SCH17702.1
ortholog_4803 MGL10596.1 SCH18156.1
ortholog_4804 MGL10656.1 SCH17584.1
ortholog_4805 MGL10899.1 SCH17937.1
ortholog_4806 MGL10284.1 SCH00981.1
ortholog_4807 MGL10040.1 SCH18555.1
ortholog_4808 MGL09992.1 SCH18360.1
ortholog_4809 MGL09935.1 SCH22858.1
ortholog_4810 MGL10975.1 SCH18460.1
ortholog_4811 MGL10915.1 SCH17700.1
ortholog_4812 MGL10857.1 SCH17619.1
ortholog_4813 MGL10395.1 SCH17893.1
ortholog_4814 MGL10949.1 SCH17846.1
ortholog_4815 MGL10357.1 SCH18432.1
ortholog_4816 MGL10826.1 SCH17411.1
ortholog_4817 MGL10148.1 SCH08173.1
ortholog_4818 MGL10186.1 SCH05159.1
ortholog_4819 MGL10796.1 SCH17528.1
ortholog_4820 MGL10007.1 SCH17444.1
ortholog_4821 MGL10566.1 SCH17423.1
ortholog_4822 MGL10283.1 SCH13450.1
ortholog_4823 MGL10453.1 SCH18217.1
ortholog_4824 MGL10562.1 SCH18092.1
ortholog_4825 MGL10218.1 SCH17563.1
ortholog_4826 MGL10624.1 SCH17665.1
ortholog_4827 MGL10655.1 SCH17707.1
ortholog_4828 MGL10247.1 SCH18435.1
ortholog_4829 MGL10745.1 SCH18358.1
ortholog_4830 MGL10710.1 SCH18292.1
ortholog_4831 MGL10158.1 SCH17718.1
ortholog_4832 MGL10508.1 SCH17737.1
ortholog_4833 MGL10059.1 SCH17380.1
ortholog_4834 MGL10232.1 SCH18381.1
ortholog_4835 MGL10297.1 SCH18370.1
ortholog_4836 MGL10890.1 SCH18469.1
ortholog_4837 MGL10916.1 SCH17445.1
ortholog_4838 MGL10943.1 SCH22114.1
ortholog_4839 MGL09993.1 SCH20188.1
ortholog_4840 MGL09962.1 SCH18513.1
ortholog_4841 MGL09936.1 SCH17705.1
ortholog_4842 MGL10142.1 SCH18003.1
ortholog_4843 MGL10576.1 SCH17947.1
ortholog_4844 MGL10316.1 SCH17542.1
ortholog_4845 MGL10348.1 SCH17839.1
ortholog_4846 MGL10141.1 SCH18097.1
ortholog_4847 MGL10112.1 SCH17653.1
ortholog_4848 MGL09930.1 SCH20885.1
ortholog_4849 MGL10912.1 SCH18215.1
ortholog_4850 MGL10885.1 SCH17406.1
ortholog_4851 MGL10821.1 SCH17655.1
ortholog_4852 MGL10727.1 SCH18560.1
ortholog_4853 MGL10691.1 SCH17844.1
ortholog_4854 MGL10317.1 SCH18206.1
ortholog_4855 MGL10349.1 SCH18438.1
ortholog_4856 MGL10383.1 SCH05341.1
ortholog_4857 MGL10415.1 SCH17855.1
ortholog_4858 MGL09973.1 SCH18397.1
ortholog_4859 MGL10481.1 SCH17993.1
ortholog_4860 MGL10524.1 SCH17621.1
ortholog_4861 MGL10652.1 SCH18172.1
ortholog_4862 MGL10938.1 SCH18126.1
ortholog_4863 MGL10980.1 SCH18578.1
ortholog_4864 MGL10662.1 SCH17823.1
ortholog_4865 MGL10034.1 SCH18213.1
ortholog_4866 MGL10175.1 SCH18490.1
ortholog_4867 MGL09917.1 SCH17877.1
ortholog_4868 MGL09947.1 SCH18079.1
ortholog_4869 MGL10382.1 SCH17974.1
ortholog_4870 MGL10479.1 SCH18369.1
ortholog_4871 MGL10523.1 SCH17598.1
ortholog_4872 MGL10558.1 SCH18061.1
ortholog_4873 MGL09912.1 SCH18404.1
ortholog_4874 MGL10090.1 SCH17626.1
ortholog_4875 MGL10788.1 SCH17837.1
ortholog_4876 MGL10760.1 SCH18479.1
ortholog_4877 MGL10620.1 SCH22564.1
ortholog_4878 MGL10288.1 SCH17867.1
ortholog_4879 MGL10140.1 SCH17701.1
ortholog_4880 MGL10914.1 SCH17517.1
ortholog_4881 MGL10887.1 SCH17409.1
ortholog_4882 MGL10364.1 SCH17596.1
ortholog_4883 MGL10179.1 SCH18562.1
ortholog_4884 MGL09933.1 SCH18452.1
ortholog_4885 MGL10974.1 SCH08515.1
ortholog_4886 MGL10545.1 SCH14129.1
ortholog_4887 MGL10944.1 SCH21927.1
ortholog_4888 MGL10253.1 SCH19947.1
ortholog_4889 MGL10287.1 SCH02387.1
ortholog_4890 MGL11418.1 SCH04138.1
ortholog_4891 MGL12018.1 SCH17178.1
ortholog_4892 MGL12050.1 SCH16574.1
ortholog_4893 MGL12077.1 SCH16887.1
ortholog_4894 MGL10994.1 SCH16494.1
ortholog_4895 MGL11024.1 SCH08540.1
ortholog_4896 MGL11883.1 SCH17199.1
ortholog_4897 MGL11099.1 SCH17009.1
ortholog_4898 MGL11138.1 SCH16186.1
ortholog_4899 MGL11178.1 SCH16714.1
ortholog_4900 MGL11213.1 SCH16773.1
ortholog_4901 MGL12008.1 SCH16927.1
ortholog_4902 MGL11124.1 SCH16405.1
ortholog_4903 MGL11490.1 SCH16648.1
ortholog_4904 MGL11525.1 SCH16341.1
ortholog_4905 MGL11514.1 SCH16629.1
ortholog_4906 MGL11561.1 SCH16621.1
ortholog_4907 MGL11591.1 SCH16940.1
ortholog_4908 MGL11667.1 SCH17154.1
ortholog_4909 MGL11709.1 SCH16244.1
ortholog_4910 MGL11742.1 SCH16310.1
ortholog_4911 MGL11781.1 SCH16268.1
ortholog_4912 MGL11271.1 SCH16386.1
ortholog_4913 MGL11823.1 SCH17135.1
ortholog_4914 MGL11890.1 SCH16895.1
ortholog_4915 MGL11947.1 SCH16547.1
ortholog_4916 MGL10995.1 SCH16553.1
ortholog_4917 MGL11087.1 SCH17191.1
ortholog_4918 MGL11062.1 SCH16682.1
ortholog_4919 MGL11100.1 SCH16160.1
ortholog_4920 MGL11139.1 SCH16354.1
ortholog_4921 MGL11247.1 SCH17226.1
ortholog_4922 MGL11278.1 SCH16954.1
ortholog_4923 MGL11313.1 SCH16874.1
ortholog_4924 MGL11858.1 SCH17117.1
ortholog_4925 MGL11424.1 SCH16723.1
ortholog_4926 MGL11562.1 SCH16802.1
ortholog_4927 MGL11668.1 SCH16299.1
ortholog_4928 MGL11710.1 SCH17090.1
ortholog_4929 MGL11743.1 SCH16404.1
ortholog_4930 MGL11782.1 SCH16632.1
ortholog_4931 MGL11824.1 SCH17000.1
ortholog_4932 MGL11917.1 SCH16745.1
ortholog_4933 MGL11891.1 SCH16435.1
ortholog_4934 MGL11922.1 SCH16481.1
ortholog_4935 MGL11986.1 SCH16866.1
ortholog_4936 MGL11948.1 SCH16637.1
ortholog_4937 MGL12020.1 SCH22206.1
ortholog_4938 MGL12051.1 SCH17221.1
ortholog_4939 MGL12079.1 SCH17258.1
ortholog_4940 MGL11816.1 SCH16777.1
ortholog_4941 MGL11025.1 SCH08662.1
ortholog_4942 MGL11733.1 SCH14739.1
ortholog_4943 MGL12067.1 SCH16853.1
ortholog_4944 MGL11375.1 SCH16257.1
ortholog_4945 MGL11140.1 SCH16809.1
ortholog_4946 MGL11101.1 SCH16500.1
ortholog_4947 MGL11923.1 SCH16910.1
ortholog_4948 MGL12075.1 SCH16487.1
ortholog_4949 MGL10996.1 SCH17036.1
ortholog_4950 MGL11026.1 SCH16968.1
ortholog_4951 MGL11636.1 SCH16169.1
ortholog_4952 MGL11570.1 SCH16229.1
ortholog_4953 MGL11534.1 SCH16134.1
ortholog_4954 MGL11814.1 SCH08756.1
ortholog_4955 MGL12043.1 SCH07694.1
ortholog_4956 MGL11330.1 SCH22673.1
ortholog_4957 MGL11625.1 SCH18981.1
ortholog_4958 MGL11176.1 SCH00685.1
ortholog_4959 MGL11243.1 SCH13136.1
ortholog_4960 MGL11557.1 SCH23020.1
ortholog_4961 MGL11662.1 SCH00871.1
ortholog_4962 MGL11017.1 SCH01269.1
ortholog_4963 MGL11255.1 SCH16376.1
ortholog_4964 MGL11223.1 SCH16302.1
ortholog_4965 MGL11185.1 SCH06680.1
ortholog_4966 MGL11147.1 SCH16516.1
ortholog_4967 MGL11978.1 SCH17163.1
ortholog_4968 MGL11493.1 SCH16483.1
ortholog_4969 MGL11454.1 SCH16332.1
ortholog_4970 MGL11173.1 SCH21647.1
ortholog_4971 MGL11426.1 SCH16945.1
ortholog_4972 MGL11382.1 SCH06038.1
ortholog_4973 MGL11343.1 SCH16610.1
ortholog_4974 MGL11314.1 SCH17025.1
ortholog_4975 MGL11279.1 SCH17071.1
ortholog_4976 MGL11360.1 SCH17231.1
ortholog_4977 MGL11328.1 SCH16764.1
ortholog_4978 MGL11293.1 SCH16369.1
ortholog_4979 MGL11196.1 SCH16326.1
ortholog_4980 MGL11107.1 SCH16701.1
ortholog_4981 MGL11145.1 SCH16307.1
ortholog_4982 MGL11184.1 SCH16926.1
ortholog_4983 MGL11222.1 SCH16891.1
ortholog_4984 MGL11253.1 SCH16183.1
ortholog_4985 MGL11208.1 SCH16274.1
ortholog_4986 MGL12052.1 SCH16842.1
ortholog_4987 MGL11988.1 SCH16321.1
ortholog_4988 MGL11950.1 SCH16140.1
ortholog_4989 MGL11893.1 SCH16944.1
ortholog_4990 MGL11158.1 SCH17122.1
ortholog_4991 MGL11588.1 SCH16715.1
ortholog_4992 MGL12096.1 SCH16680.1
ortholog_4993 MGL11045.1 SCH14640.1
ortholog_4994 MGL11157.1 SCH16828.1
ortholog_4995 MGL11195.1 SCH16643.1
ortholog_4996 MGL11235.1 SCH16654.1
ortholog_4997 MGL11772.1 SCH17110.1
ortholog_4998 MGL11265.1 SCH16453.1
ortholog_4999 MGL11292.1 SCH17130.1
ortholog_5000 MGL11327.1 SCH16478.1
ortholog_5001 MGL11611.1 SCH16678.1
ortholog_5002 MGL11687.1 SCH16776.1
ortholog_5003 MGL11724.1 SCH16845.1
ortholog_5004 MGL11800.1 SCH17155.1
ortholog_5005 MGL11843.1 SCH16959.1
ortholog_5006 MGL11907.1 SCH16338.1
ortholog_5007 MGL11935.1 SCH16227.1
ortholog_5008 MGL11966.1 SCH16611.1
ortholog_5009 MGL11240.1 SCH16835.1
ortholog_5010 MGL12001.1 SCH16726.1
ortholog_5011 MGL11564.1 SCH17063.1
ortholog_5012 MGL11054.1 SCH17248.1
ortholog_5013 MGL11270.1 SCH16385.1
ortholog_5014 MGL11495.1 SCH16919.1
ortholog_5015 MGL11456.1 SCH16718.1
ortholog_5016 MGL11281.1 SCH16438.1
ortholog_5017 MGL11250.1 SCH16608.1
ortholog_5018 MGL11219.1 SCH17192.1
ortholog_5019 MGL11181.1 SCH17182.1
ortholog_5020 MGL11142.1 SCH16551.1
ortholog_5021 MGL11105.1 SCH16370.1
ortholog_5022 MGL11951.1 SCH16839.1
ortholog_5023 MGL12082.1 SCH16390.1
ortholog_5024 MGL11029.1 SCH17245.1
ortholog_5025 MGL12084.1 SCH16380.1
ortholog_5026 MGL11990.1 SCH17064.1
ortholog_5027 MGL11634.1 SCH16854.1
ortholog_5028 MGL11496.1 SCH16981.1
ortholog_5029 MGL11428.1 SCH17082.1
ortholog_5030 MGL11478.1 SCH16892.1
ortholog_5031 MGL11774.1 SCH16131.1
ortholog_5032 MGL11221.1 SCH17060.1
ortholog_5033 MGL11183.1 SCH17014.1
ortholog_5034 MGL11989.1 SCH16195.1
ortholog_5035 MGL11952.1 SCH17109.1
ortholog_5036 MGL11926.1 SCH16902.1
ortholog_5037 MGL11828.1 SCH17073.1
ortholog_5038 MGL11785.1 SCH17249.1
ortholog_5039 MGL11747.1 SCH17214.1
ortholog_5040 MGL11345.1 SCH16489.1
ortholog_5041 MGL11769.1 SCH16421.1
ortholog_5042 MGL11143.1 SCH16975.1
ortholog_5043 MGL11220.1 SCH23700.1
ortholog_5044 MGL11251.1 SCH16233.1
ortholog_5045 MGL11895.1 SCH02458.1
ortholog_5046 MGL11865.1 SCH16712.1
ortholog_5047 MGL11671.1 SCH16230.1
ortholog_5048 MGL11827.1 SCH13042.1
ortholog_5049 MGL11825.1 SCH16969.1
ortholog_5050 MGL11552.1 SCH17250.1
ortholog_5051 MGL11199.1 SCH16288.1
ortholog_5052 MGL11744.1 SCH16915.1
ortholog_5053 MGL11711.1 SCH17101.1
ortholog_5054 MGL11669.1 SCH23581.1
ortholog_5055 MGL11632.1 SCH08566.1
ortholog_5056 MGL11695.1 SCH20830.1
ortholog_5057 MGL11594.1 SCH16583.1
ortholog_5058 MGL11194.1 SCH16554.1
ortholog_5059 MGL11118.1 SCH16622.1
ortholog_5060 MGL11042.1 SCH16157.1
ortholog_5061 MGL12095.1 SCH16154.1
ortholog_5062 MGL11280.1 SCH09328.1
ortholog_5063 MGL11702.1 SCH16931.1
ortholog_5064 MGL11427.1 SCH16388.1
ortholog_5065 MGL11846.1 SCH20999.1
ortholog_5066 MGL11494.1 SCH16604.1
ortholog_5067 MGL11379.1 SCH16235.1
ortholog_5068 MGL11423.1 SCH16470.1
ortholog_5069 MGL11450.1 SCH16432.1
ortholog_5070 MGL11489.1 SCH16579.1
ortholog_5071 MGL11524.1 SCH16893.1
ortholog_5072 MGL11627.1 SCH04631.1
ortholog_5073 MGL11708.1 SCH16855.1
ortholog_5074 MGL11125.1 SCH16180.1
ortholog_5075 MGL11741.1 SCH16430.1
ortholog_5076 MGL11822.1 SCH17096.1
ortholog_5077 MGL11860.1 SCH16533.1
ortholog_5078 MGL11889.1 SCH16743.1
ortholog_5079 MGL11651.1 SCH16496.1
ortholog_5080 MGL11630.1 SCH16237.1
ortholog_5081 MGL11399.1 SCH16529.1
ortholog_5082 MGL11470.1 SCH16557.1
ortholog_5083 MGL11510.1 SCH16367.1
ortholog_5084 MGL11545.1 SCH16995.1
ortholog_5085 MGL11581.1 SCH16617.1
ortholog_5086 MGL11725.1 SCH16562.1
ortholog_5087 MGL11688.1 SCH16843.1
ortholog_5088 MGL11612.1 SCH16740.1
ortholog_5089 MGL11453.1 SCH16352.1
ortholog_5090 MGL11492.1 SCH17107.1
ortholog_5091 MGL11527.1 SCH17255.1
ortholog_5092 MGL11442.1 SCH06771.1
ortholog_5093 MGL11459.1 SCH16752.1
ortholog_5094 MGL11429.1 SCH17066.1
ortholog_5095 MGL11385.1 SCH17037.1
ortholog_5096 MGL11347.1 SCH16318.1
ortholog_5097 MGL11567.1 SCH16324.1
ortholog_5098 MGL11854.1 SCH17125.1
ortholog_5099 MGL11673.1 SCH21354.1
ortholog_5100 MGL11749.1 SCH16786.1
ortholog_5101 MGL11065.1 SCH17211.1
ortholog_5102 MGL11894.1 SCH16907.1
ortholog_5103 MGL11864.1 SCH16567.1
ortholog_5104 MGL11826.1 SCH16736.1
ortholog_5105 MGL11944.1 SCH16356.1
ortholog_5106 MGL11670.1 SCH16869.1
ortholog_5107 MGL12074.1 SCH16245.1
ortholog_5108 MGL11633.1 SCH16782.1
ortholog_5109 MGL11595.1 SCH17002.1
ortholog_5110 MGL11000.1 SCH16901.1
ortholog_5111 MGL12056.1 SCH16304.1
ortholog_5112 MGL11810.1 SCH16279.1
ortholog_5113 MGL12026.1 SCH01831.1
ortholog_5114 MGL11690.1 SCH09126.1
ortholog_5115 MGL11968.1 SCH23740.1
ortholog_5116 MGL11868.1 SCH23916.1
ortholog_5117 MGL11831.1 SCH23743.1
ortholog_5118 MGL11788.1 SCH16867.1
ortholog_5119 MGL11599.1 SCH16517.1
ortholog_5120 MGL11569.1 SCH16381.1
ortholog_5121 MGL11533.1 SCH16558.1
ortholog_5122 MGL11498.1 SCH04134.1
ortholog_5123 MGL11298.1 SCH16242.1
ortholog_5124 MGL11336.1 SCH16147.1
ortholog_5125 MGL11892.1 SCH16125.1
ortholog_5126 MGL11497.1 SCH16293.1
ortholog_5127 MGL11532.1 SCH16416.1
ortholog_5128 MGL11674.1 SCH16909.1
ortholog_5129 MGL11928.1 SCH16531.1
ortholog_5130 MGL11897.1 SCH16427.1
ortholog_5131 MGL11851.1 SCH16856.1
ortholog_5132 MGL11830.1 SCH16287.1
ortholog_5133 MGL11787.1 SCH16472.1
ortholog_5134 MGL12025.1 SCH16251.1
ortholog_5135 MGL11991.1 SCH16220.1
ortholog_5136 MGL11477.1 SCH16655.1
ortholog_5137 MGL11097.1 SCH08219.1
ortholog_5138 MGL12000.1 SCH16586.1
ortholog_5139 MGL11934.1 SCH16497.1
ortholog_5140 MGL11654.1 SCH16584.1
ortholog_5141 MGL11067.1 SCH16211.1
ortholog_5142 MGL11663.1 SCH18736.1
ortholog_5143 MGL11167.1 SCH20052.1
ortholog_5144 MGL12039.1 SCH16886.1
ortholog_5145 MGL11146.1 SCH16759.1
ortholog_5146 MGL12093.1 SCH16980.1
ortholog_5147 MGL11283.1 SCH17015.1
ortholog_5148 MGL11348.1 SCH16164.1
ortholog_5149 MGL11386.1 SCH16871.1
ortholog_5150 MGL11430.1 SCH17017.1
ortholog_5151 MGL11783.1 SCH16841.1
ortholog_5152 MGL11134.1 SCH16792.1
ortholog_5153 MGL11216.1 SCH16754.1
