ortholog_1 MGL01089.1 BL00872
ortholog_3648 MGL10200.1 BL24855
ortholog_3649 MGL10165.1 BL24805
ortholog_3650 MGL10127.1 BL24079
ortholog_3651 MGL10842.1 BL12834
ortholog_3652 MGL10061.1 BL24789
ortholog_3653 MGL10397.1 BL24106
ortholog_3654 MGL10776.1 BL24878
ortholog_3655 MGL10747.1 BL24879
ortholog_3656 MGL10712.1 BL24206
ortholog_3657 MGL10677.1 BL24732
ortholog_3658 MGL10120.1 BL02871
ortholog_3659 MGL10572.1 BL27955
ortholog_3660 MGL10906.1 BL22623
ortholog_3661 MGL10815.1 BL08997
ortholog_3662 MGL10782.1 BL24862
ortholog_3663 MGL10958.1 BL19344
ortholog_3664 MGL10957.1 BL19339
ortholog_3665 MGL10554.1 BL05267
ortholog_3666 MGL10517.1 BL19237
ortholog_3667 MGL10444.1 BL19236
ortholog_3668 MGL10410.1 BL19590
ortholog_3669 MGL10298.1 BL08655
ortholog_3670 MGL10740.1 BL19542
ortholog_3671 MGL10408.1 BL12849
ortholog_3672 MGL10342.1 BL12850
ortholog_3673 MGL10309.1 BL19246
ortholog_3674 MGL10533.1 BL19046
ortholog_3675 MGL10236.1 BL24654
ortholog_3676 MGL10203.1 BL09011
ortholog_3677 MGL10012.1 BL09012
ortholog_3678 MGL10923.1 BL19255
ortholog_3679 MGL10101.1 BL22144
ortholog_3680 MGL10064.1 BL24664
ortholog_3681 MGL10024.1 BL24665
ortholog_3682 MGL09979.1 BL24666
ortholog_3683 MGL10965.1 BL02405
ortholog_3684 MGL10905.1 BL24160
ortholog_3685 MGL09938.1 BL12815
ortholog_3686 MGL10779.1 BL25962
ortholog_3687 MGL10751.1 BL19215
ortholog_3688 MGL10584.1 BL19012
ortholog_3689 MGL10190.1 BL19017
ortholog_3690 MGL10442.1 BL19040
ortholog_3691 MGL10154.1 BL19041
ortholog_3692 MGL10079.1 BL17848
ortholog_3693 MGL10270.1 BL26472
ortholog_3694 MGL09997.1 BL15895
ortholog_3695 MGL10977.1 BL03984
ortholog_3696 MGL10497.1 BL08090
ortholog_3697 MGL10023.1 BL19400
ortholog_3698 MGL10715.1 BL08994
ortholog_3699 MGL09972.1 BL08993
ortholog_3700 MGL10599.1 BL09002
ortholog_3701 MGL10583.1 BL19556
ortholog_3702 MGL10552.1 BL19616
ortholog_3703 MGL10512.1 BL04572
ortholog_3704 MGL10441.1 BL09145
ortholog_3705 MGL10406.1 BL09075
ortholog_3706 MGL10604.1 BL09074
ortholog_3707 MGL10341.1 BL19244
ortholog_3708 MGL10235.1 BL24975
ortholog_3709 MGL09945.1 BL19025
ortholog_3710 MGL10714.1 BL19213
ortholog_3711 MGL10582.1 BL24384
ortholog_3712 MGL10405.1 BL19220
ortholog_3713 MGL10340.1 BL02404
ortholog_3714 MGL10269.1 BL24947
ortholog_3715 MGL10234.1 BL19350
ortholog_3716 MGL10956.1 BL08998
ortholog_3717 MGL10062.1 BL12852
ortholog_3718 MGL10021.1 BL19325
ortholog_3719 MGL09920.1 BL02387
ortholog_3720 MGL10603.1 BL19321
ortholog_3721 MGL10930.1 BL19320
ortholog_3722 MGL10713.1 BL19219
ortholog_3723 MGL10748.1 BL19509
ortholog_3724 MGL10169.1 BL13590
ortholog_3725 MGL10206.1 BL24709
ortholog_3726 MGL10238.1 BL09013
ortholog_3727 MGL10345.1 BL12796
ortholog_3728 MGL10379.1 BL24796
ortholog_3729 MGL10445.1 BL24797
ortholog_3730 MGL10475.1 BL24799
ortholog_3731 MGL10518.1 BL24968
ortholog_3732 MGL10555.1 BL24777
ortholog_3733 MGL10333.1 BL19511
ortholog_3734 MGL10684.1 BL19340
ortholog_3735 MGL10380.1 BL24850
ortholog_3736 MGL10314.1 BL19586
ortholog_3737 MGL10844.1 BL09097
ortholog_3738 MGL10812.1 BL08992
ortholog_3739 MGL10802.1 BL12844
ortholog_3740 MGL10272.1 BL19516
ortholog_3741 MGL10896.1 BL09252
ortholog_3742 MGL10168.1 BL09121
ortholog_3743 MGL10839.1 BL09119
ortholog_3744 MGL10504.1 BL19258
ortholog_3745 MGL10465.1 BL23585
ortholog_3746 MGL10402.1 BL02410
ortholog_3747 MGL10337.1 BL05367
ortholog_3748 MGL10189.1 BL19260
ortholog_3749 MGL09940.1 BL19408
ortholog_3750 MGL09951.1 BL24893
ortholog_3751 MGL10966.1 BL20408
ortholog_3752 MGL10931.1 BL12840
ortholog_3753 MGL10879.1 BL19206
ortholog_3754 MGL10814.1 BL19528
ortholog_3755 MGL10781.1 BL19527
ortholog_3756 MGL10755.1 BL19525
ortholog_3757 MGL10586.1 BL08417
ortholog_3758 MGL10409.1 BL19342
ortholog_3759 MGL10344.1 BL19597
ortholog_3760 MGL10312.1 BL02443
ortholog_3761 MGL09939.1 BL09090
ortholog_3762 MGL10049.1 BL12803
ortholog_3763 MGL10088.1 BL13436
ortholog_3764 MGL10130.1 BL24946
ortholog_3765 MGL10065.1 BL24156
ortholog_3766 MGL10026.1 BL24157
ortholog_3767 MGL09981.1 BL24931
ortholog_3768 MGL09922.1 BL24932
ortholog_3769 MGL10783.1 BL02401
ortholog_3770 MGL10756.1 BL02400
ortholog_3771 MGL10413.1 BL21702
ortholog_3772 MGL10448.1 BL19524
ortholog_3773 MGL10295.1 BL19479
ortholog_3774 MGL10648.1 BL12158
ortholog_3775 MGL10220.1 BL19225
ortholog_3776 MGL10688.1 BL12847
ortholog_3777 MGL10619.1 BL09017
ortholog_3778 MGL10421.1 BL09016
ortholog_3779 MGL10014.1 BL09029
ortholog_3780 MGL10080.1 BL23366
ortholog_3781 MGL10478.1 BL24812
ortholog_3782 MGL10242.1 BL19465
ortholog_3783 MGL10767.1 BL19266
ortholog_3784 MGL10231.1 BL12794
ortholog_3785 MGL10934.1 BL25006
ortholog_3786 MGL10171.1 BL09688
ortholog_3787 MGL10133.1 BL24807
ortholog_3788 MGL10106.1 BL24808
ortholog_3789 MGL10294.1 BL24809
ortholog_3790 MGL10427.1 BL24758
ortholog_3791 MGL10817.1 BL23682
ortholog_3792 MGL10849.1 BL23685
ortholog_3793 MGL10785.1 BL24768
ortholog_3794 MGL10399.1 BL19536
ortholog_3795 MGL10722.1 BL25493
ortholog_3796 MGL10686.1 BL19548
ortholog_3797 MGL10697.1 BL00694
ortholog_3798 MGL10447.1 BL24828
ortholog_3799 MGL10412.1 BL24825
ortholog_3800 MGL10381.1 BL19351
ortholog_3801 MGL10315.1 BL19603
ortholog_3802 MGL10241.1 BL19574
ortholog_3803 MGL10968.1 BL19602
ortholog_3804 MGL09926.1 BL19601
ortholog_3805 MGL09954.1 BL16741
ortholog_3806 MGL10882.1 BL19427
ortholog_3807 MGL10935.1 BL19275
ortholog_3808 MGL10209.1 BL19276
ortholog_3809 MGL10134.1 BL09134
ortholog_3810 MGL09927.1 BL14197
ortholog_3811 MGL10969.1 BL24787
ortholog_3812 MGL10173.1 BL00996
ortholog_3813 MGL10135.1 BL19557
ortholog_3814 MGL10039.1 BL19349
ortholog_3815 MGL10737.1 BL19297
ortholog_3816 MGL10942.1 BL17985
ortholog_3817 MGL10868.1 BL19336
ortholog_3818 MGL10888.1 BL19334
ortholog_3819 MGL10495.1 BL19267
ortholog_3820 MGL10694.1 BL15575
ortholog_3821 MGL10654.1 BL02441
ortholog_3822 MGL10429.1 BL19359
ortholog_3823 MGL10595.1 BL19483
ortholog_3824 MGL10623.1 BL24111
ortholog_3825 MGL10105.1 BL17982
ortholog_3826 MGL10068.1 BL17992
ortholog_3827 MGL10029.1 BL17991
ortholog_3828 MGL09983.1 BL24170
ortholog_3829 MGL10671.1 BL24171
ortholog_3830 MGL10967.1 BL19533
ortholog_3831 MGL10933.1 BL09052
ortholog_3832 MGL10908.1 BL09051
ortholog_3833 MGL10881.1 BL24897
ortholog_3834 MGL10848.1 BL24896
ortholog_3835 MGL10721.1 BL15049
ortholog_3836 MGL10685.1 BL12795
ortholog_3837 MGL10617.1 BL19593
ortholog_3838 MGL10589.1 BL24119
ortholog_3839 MGL10519.1 BL19540
ortholog_3840 MGL10476.1 BL19539
ortholog_3841 MGL10446.1 BL06092
ortholog_3842 MGL10313.1 BL03379
ortholog_3843 MGL10219.1 BL19228
ortholog_3844 MGL10239.1 BL19227
ortholog_3845 MGL09953.1 BL21484
ortholog_3846 MGL10067.1 BL22295
ortholog_3847 MGL10907.1 BL26887
ortholog_3848 MGL10131.1 BL19600
ortholog_3849 MGL10103.1 BL01877
ortholog_3850 MGL10181.1 BL07387
ortholog_3851 MGL10215.1 BL24769
ortholog_3852 MGL10280.1 BL09007
ortholog_3853 MGL10321.1 BL24743
ortholog_3854 MGL10260.1 BL12359
ortholog_3855 MGL10094.1 BL24818
ortholog_3856 MGL10122.1 BL24835
ortholog_3857 MGL10193.1 BL24836
ortholog_3858 MGL10645.1 BL02431
ortholog_3859 MGL10718.1 BL02430
ortholog_3860 MGL10834.1 BL19301
ortholog_3861 MGL10373.1 BL24087
ortholog_3862 MGL10305.1 BL12797
ortholog_3863 MGL10264.1 BL24697
ortholog_3864 MGL10230.1 BL19032
ortholog_3865 MGL10196.1 BL19033
ortholog_3866 MGL10575.1 BL24692
ortholog_3867 MGL10490.1 BL04946
ortholog_3868 MGL10124.1 BL19034
ortholog_3869 MGL10659.1 BL19363
ortholog_3870 MGL10809.1 BL06989
ortholog_3871 MGL10057.1 BL24788
ortholog_3872 MGL10871.1 BL02531
ortholog_3873 MGL10836.1 BL24696
ortholog_3874 MGL10541.1 BL16271
ortholog_3875 MGL10770.1 BL10278
ortholog_3876 MGL10743.1 BL19252
ortholog_3877 MGL10707.1 BL19410
ortholog_3878 MGL10400.1 BL09006
ortholog_3879 MGL10430.1 BL07727
ortholog_3880 MGL09916.1 BL19422
ortholog_3881 MGL10480.1 BL06259
ortholog_3882 MGL10819.1 BL24689
ortholog_3883 MGL10334.1 BL24727
ortholog_3884 MGL10910.1 BL21384
ortholog_3885 MGL10936.1 BL04081
ortholog_3886 MGL09928.1 BL19415
ortholog_3887 MGL10032.1 BL24728
ortholog_3888 MGL10824.1 BL04552
ortholog_3889 MGL10840.1 BL19369
ortholog_3890 MGL10903.1 BL19347
ortholog_3891 MGL10929.1 BL19346
ortholog_3892 MGL10964.1 BL24811
ortholog_3893 MGL09919.1 BL12838
ortholog_3894 MGL10609.1 BL24970
ortholog_3895 MGL10636.1 BL02439
ortholog_3896 MGL10675.1 BL19425
ortholog_3897 MGL10547.1 BL19426
ortholog_3898 MGL10435.1 BL24681
ortholog_3899 MGL10228.1 BL24889
ortholog_3900 MGL10194.1 BL24977
ortholog_3901 MGL10670.1 BL24678
ortholog_3902 MGL10290.1 BL24964
ortholog_3903 MGL10585.1 BL24960
ortholog_3904 MGL10898.1 BL19232
ortholog_3905 MGL10808.1 BL04244
ortholog_3906 MGL10322.1 BL03766
ortholog_3907 MGL10571.1 BL19555
ortholog_3908 MGL10162.1 BL19251
ortholog_3909 MGL10261.1 BL10166
ortholog_3910 MGL10401.1 BL24892
ortholog_3911 MGL10703.1 BL19312
ortholog_3912 MGL10940.1 BL22415
ortholog_3913 MGL09958.1 BL04412
ortholog_3914 MGL10073.1 BL02408
ortholog_3915 MGL10110.1 BL12836
ortholog_3916 MGL10138.1 BL12835
ortholog_3917 MGL10245.1 BL12075
ortholog_3918 MGL10351.1 BL09071
ortholog_3919 MGL10385.1 BL02908
ortholog_3920 MGL10661.1 BL24161
ortholog_3921 MGL10735.1 BL24163
ortholog_3922 MGL10483.1 BL24101
ortholog_3923 MGL10526.1 BL20757
ortholog_3924 MGL10560.1 BL24099
ortholog_3925 MGL10621.1 BL24100
ortholog_3926 MGL10810.1 BL19406
ortholog_3927 MGL10838.1 BL19404
ortholog_3928 MGL10873.1 BL19407
ortholog_3929 MGL10335.1 BL19575
ortholog_3930 MGL10927.1 BL19571
ortholog_3931 MGL10223.1 BL19572
ortholog_3932 MGL10730.1 BL19390
ortholog_3933 MGL10056.1 BL02388
ortholog_3934 MGL10095.1 BL05285
ortholog_3935 MGL10195.1 BL19308
ortholog_3936 MGL10229.1 BL19307
ortholog_3937 MGL10303.1 BL08005
ortholog_3938 MGL10866.1 BL22633
ortholog_3939 MGL10389.1 BL24147
ortholog_3940 MGL09937.1 BL24953
ortholog_3941 MGL10091.1 BL24833
ortholog_3942 MGL10208.1 BL19077
ortholog_3943 MGL10240.1 BL12801
ortholog_3944 MGL10025.1 BL19022
ortholog_3945 MGL09980.1 BL12802
ortholog_3946 MGL09950.1 BL24854
ortholog_3947 MGL09921.1 BL09127
ortholog_3948 MGL10121.1 BL24694
ortholog_3949 MGL10830.1 BL03582
ortholog_3950 MGL10845.1 BL24894
ortholog_3951 MGL10813.1 BL08447
ortholog_3952 MGL10780.1 BL27689
ortholog_3953 MGL10376.1 BL19229
ortholog_3954 MGL10125.1 BL15030
ortholog_3955 MGL10058.1 BL19214
ortholog_3956 MGL10627.1 BL22313
ortholog_3957 MGL10018.1 BL13756
ortholog_3958 MGL10538.1 BL24852
ortholog_3959 MGL10928.1 BL19360
ortholog_3960 MGL10902.1 BL24655
ortholog_3961 MGL10874.1 BL24701
ortholog_3962 MGL09948.1 BL21830
ortholog_3963 MGL09967.1 BL22325
ortholog_3964 MGL10534.1 BL14564
ortholog_3965 MGL10320.1 BL08526
ortholog_3966 MGL10418.1 BL15038
ortholog_3967 MGL10452.1 BL03765
ortholog_3968 MGL10352.1 BL12798
ortholog_3969 MGL10484.1 BL09025
ortholog_3970 MGL10451.1 BL24872
ortholog_3971 MGL10594.1 BL09022
ortholog_3972 MGL10653.1 BL24792
ortholog_3973 MGL10693.1 BL09138
ortholog_3974 MGL10793.1 BL12092
ortholog_3975 MGL10852.1 BL19371
ortholog_3976 MGL10820.1 BL19370
ortholog_3977 MGL10143.1 BL23460
ortholog_3978 MGL10690.1 BL24755
ortholog_3979 MGL10704.1 BL19610
ortholog_3980 MGL10789.1 BL19611
ortholog_3981 MGL10005.1 BL19065
ortholog_3982 MGL09957.1 BL24080
ortholog_3983 MGL10574.1 BL24916
ortholog_3984 MGL10282.1 BL06995
ortholog_3985 MGL10634.1 BL27012
ortholog_3986 MGL10350.1 BL02195
ortholog_3987 MGL10450.1 BL19230
ortholog_3988 MGL10482.1 BL27358
ortholog_3989 MGL10822.1 BL19514
ortholog_3990 MGL10854.1 BL12830
ortholog_3991 MGL10398.1 BL06257
ortholog_3992 MGL10739.1 BL19531
ortholog_3993 MGL10139.1 BL16023
ortholog_3994 MGL10213.1 BL24652
ortholog_3995 MGL10246.1 BL24120
ortholog_3996 MGL10962.1 BL00079
ortholog_3997 MGL10872.1 BL02705
ortholog_3998 MGL10259.1 BL12821
ortholog_3999 MGL10744.1 BL24736
ortholog_4000 MGL10708.1 BL24737
ortholog_4001 MGL10111.1 BL09708
ortholog_4002 MGL10037.1 BL23483
ortholog_4003 MGL09959.1 BL14711
ortholog_4004 MGL09942.1 BL19221
ortholog_4005 MGL10823.1 BL19264
ortholog_4006 MGL10792.1 BL26580
ortholog_4007 MGL10692.1 BL04611
ortholog_4008 MGL10331.1 BL19493
ortholog_4009 MGL10883.1 BL07156
ortholog_4010 MGL10911.1 BL09010
ortholog_4011 MGL10937.1 BL19366
ortholog_4012 MGL10731.1 BL19550
ortholog_4013 MGL10426.1 BL19549
ortholog_4014 MGL09956.1 BL19241
ortholog_4015 MGL09985.1 BL19240
ortholog_4016 MGL10033.1 BL19242
ortholog_4017 MGL10070.1 BL24904
ortholog_4018 MGL10449.1 BL19546
ortholog_4019 MGL09975.1 BL19541
ortholog_4020 MGL10855.1 BL25767
ortholog_4021 MGL10530.1 BL02444
ortholog_4022 MGL10656.1 BL19288
ortholog_4023 MGL10216.1 BL19327
ortholog_4024 MGL09992.1 BL24105
ortholog_4025 MGL10915.1 BL24130
ortholog_4026 MGL10357.1 BL23690
ortholog_4027 MGL10148.1 BL23691
ortholog_4028 MGL10566.1 BL23692
ortholog_4029 MGL10453.1 BL24688
ortholog_4030 MGL10562.1 BL24969
ortholog_4031 MGL10218.1 BL02429
ortholog_4032 MGL10624.1 BL02445
ortholog_4033 MGL10655.1 BL02426
ortholog_4034 MGL10745.1 BL24136
ortholog_4035 MGL10710.1 BL24827
ortholog_4036 MGL10158.1 BL11264
ortholog_4037 MGL10508.1 BL02385
ortholog_4038 MGL10224.1 BL17297
ortholog_4039 MGL10019.1 BL24915
ortholog_4040 MGL10626.1 BL08741
ortholog_4041 MGL10198.1 BL12485
ortholog_4042 MGL10232.1 BL18999
ortholog_4043 MGL10916.1 BL09126
ortholog_4044 MGL09993.1 BL24751
ortholog_4045 MGL09962.1 BL24752
ortholog_4046 MGL09936.1 BL24081
ortholog_4047 MGL10113.1 BL24131
ortholog_4048 MGL10953.1 BL18510
ortholog_4049 MGL10142.1 BL19348
ortholog_4050 MGL10576.1 BL19253
ortholog_4051 MGL10316.1 BL09058
ortholog_4052 MGL10348.1 BL09056
ortholog_4053 MGL10141.1 BL02419
ortholog_4054 MGL10912.1 BL19461
ortholog_4055 MGL10885.1 BL19460
ortholog_4056 MGL10727.1 BL19063
ortholog_4057 MGL10691.1 BL24839
ortholog_4058 MGL10317.1 BL03775
ortholog_4059 MGL10383.1 BL24116
ortholog_4060 MGL09973.1 BL19380
ortholog_4061 MGL10481.1 BL09044
ortholog_4062 MGL10524.1 BL09045
ortholog_4063 MGL10652.1 BL19379
ortholog_4064 MGL10980.1 BL19373
ortholog_4065 MGL10662.1 BL19374
ortholog_4066 MGL10071.1 BL09041
ortholog_4067 MGL10175.1 BL09039
ortholog_4068 MGL09947.1 BL19582
ortholog_4069 MGL10159.1 BL14016
ortholog_4070 MGL10479.1 BL24754
ortholog_4071 MGL10523.1 BL24744
ortholog_4072 MGL10558.1 BL24745
ortholog_4073 MGL09912.1 BL19231
ortholog_4074 MGL10788.1 BL19503
ortholog_4075 MGL10689.1 BL09670
ortholog_4076 MGL10288.1 BL19031
ortholog_4077 MGL10140.1 BL24838
ortholog_4078 MGL10914.1 BL19512
ortholog_4079 MGL10887.1 BL08837
ortholog_4080 MGL10364.1 BL09064
ortholog_4081 MGL10179.1 BL19269
ortholog_4082 MGL09933.1 BL24651
ortholog_4083 MGL10974.1 BL10823
ortholog_4084 MGL09913.1 BL02305
ortholog_4085 MGL10253.1 BL08335
ortholog_4086 MGL12018.1 BL02874
ortholog_4087 MGL12050.1 BL02580
ortholog_4088 MGL11024.1 BL22569
ortholog_4089 MGL11099.1 BL02894
ortholog_4090 MGL11138.1 BL02682
ortholog_4091 MGL11372.1 BL02736
ortholog_4092 MGL11312.1 BL02560
ortholog_4093 MGL11124.1 BL03109
ortholog_4094 MGL11451.1 BL03110
ortholog_4095 MGL11525.1 BL02665
ortholog_4096 MGL11561.1 BL02958
ortholog_4097 MGL11628.1 BL26615
ortholog_4098 MGL11667.1 BL24444
ortholog_4099 MGL11709.1 BL22536
ortholog_4100 MGL11742.1 BL03041
ortholog_4101 MGL11781.1 BL24470
ortholog_4102 MGL11823.1 BL03042
ortholog_4103 MGL12078.1 BL02677
ortholog_4104 MGL10995.1 BL03171
ortholog_4105 MGL11087.1 BL03011
ortholog_4106 MGL11062.1 BL03015
ortholog_4107 MGL11100.1 BL02883
ortholog_4108 MGL11139.1 BL27399
ortholog_4109 MGL11179.1 BL03117
ortholog_4110 MGL11247.1 BL02712
ortholog_4111 MGL11313.1 BL02890
ortholog_4112 MGL11858.1 BL01358
ortholog_4113 MGL11424.1 BL02916
ortholog_4114 MGL11562.1 BL23200
ortholog_4115 MGL11629.1 BL16289
ortholog_4116 MGL11668.1 BL02539
ortholog_4117 MGL11710.1 BL03034
ortholog_4118 MGL11743.1 BL02577
ortholog_4119 MGL11782.1 BL02594
ortholog_4120 MGL11824.1 BL02576
ortholog_4121 MGL11891.1 BL02601
ortholog_4122 MGL12020.1 BL02870
ortholog_4123 MGL11025.1 BL05565
ortholog_4124 MGL11914.1 BL03155
ortholog_4125 MGL11375.1 BL27079
ortholog_4126 MGL10993.1 BL24474
ortholog_4127 MGL11140.1 BL03075
ortholog_4128 MGL11101.1 BL02671
ortholog_4129 MGL11923.1 BL03157
ortholog_4130 MGL12075.1 BL02556
ortholog_4131 MGL10996.1 BL26544
ortholog_4132 MGL11026.1 BL12982
ortholog_4133 MGL11600.1 BL02666
ortholog_4134 MGL12104.1 BL20112
ortholog_4135 MGL11556.1 BL20219
ortholog_4136 MGL11554.1 BL27193
ortholog_4137 MGL12002.1 BL01728
ortholog_4138 MGL11223.1 BL15424
ortholog_4139 MGL11185.1 BL09329
ortholog_4140 MGL11109.1 BL03108
ortholog_4141 MGL11068.1 BL00449
ortholog_4142 MGL11978.1 BL03071
ortholog_4143 MGL11493.1 BL02632
ortholog_4144 MGL11426.1 BL02963
ortholog_4145 MGL11343.1 BL03205
ortholog_4146 MGL11314.1 BL03198
ortholog_4147 MGL11360.1 BL02900
ortholog_4148 MGL11328.1 BL02901
ortholog_4149 MGL11293.1 BL02971
ortholog_4150 MGL11196.1 BL02540
ortholog_4151 MGL11107.1 BL03086
ortholog_4152 MGL11145.1 BL25191
ortholog_4153 MGL11184.1 BL02550
ortholog_4154 MGL11222.1 BL02553
ortholog_4155 MGL11253.1 BL02710
ortholog_4156 MGL11282.1 BL04493
ortholog_4157 MGL11208.1 BL03132
ortholog_4158 MGL12052.1 BL02954
ortholog_4159 MGL11988.1 BL02930
ortholog_4160 MGL11950.1 BL24499
ortholog_4161 MGL11893.1 BL22604
ortholog_4162 MGL11863.1 BL22597
ortholog_4163 MGL11588.1 BL02656
ortholog_4164 MGL11010.1 BL11860
ortholog_4165 MGL12096.1 BL11864
ortholog_4166 MGL11157.1 BL03009
ortholog_4167 MGL11195.1 BL00397
ortholog_4168 MGL11235.1 BL02744
ortholog_4169 MGL11292.1 BL02739
ortholog_4170 MGL11327.1 BL02975
ortholog_4171 MGL11611.1 BL21364
ortholog_4172 MGL11724.1 BL06023
ortholog_4173 MGL11800.1 BL02877
ortholog_4174 MGL11843.1 BL22614
ortholog_4175 MGL11907.1 BL03160
ortholog_4176 MGL11935.1 BL02788
ortholog_4177 MGL11966.1 BL22594
ortholog_4178 MGL11240.1 BL11805
ortholog_4179 MGL12001.1 BL11804
ortholog_4180 MGL11596.1 BL02544
ortholog_4181 MGL11054.1 BL02561
ortholog_4182 MGL11495.1 BL02564
ortholog_4183 MGL11456.1 BL02567
ortholog_4184 MGL11383.1 BL08586
ortholog_4185 MGL11281.1 BL03036
ortholog_4186 MGL11250.1 BL26584
ortholog_4187 MGL11219.1 BL15256
ortholog_4188 MGL11181.1 BL02879
ortholog_4189 MGL11142.1 BL02878
ortholog_4190 MGL11105.1 BL02880
ortholog_4191 MGL11951.1 BL12983
ortholog_4192 MGL12082.1 BL03189
ortholog_4193 MGL11029.1 BL03185
ortholog_4194 MGL11264.1 BL10921
ortholog_4195 MGL12084.1 BL16942
ortholog_4196 MGL11990.1 BL22636
ortholog_4197 MGL11953.1 BL20142
ortholog_4198 MGL11634.1 BL13113
ortholog_4199 MGL11496.1 BL24465
ortholog_4200 MGL11458.1 BL24464
ortholog_4201 MGL11428.1 BL03072
ortholog_4202 MGL11478.1 BL18396
ortholog_4203 MGL11774.1 BL02745
ortholog_4204 MGL11221.1 BL02774
ortholog_4205 MGL11989.1 BL03089
ortholog_4206 MGL11952.1 BL02875
ortholog_4207 MGL11785.1 BL02753
ortholog_4208 MGL11855.1 BL20918
ortholog_4209 MGL11205.1 BL03733
ortholog_4210 MGL11384.1 BL23847
ortholog_4211 MGL12024.1 BL14975
ortholog_4212 MGL11769.1 BL11806
ortholog_4213 MGL11030.1 BL02638
ortholog_4214 MGL11251.1 BL24469
ortholog_4215 MGL11291.1 BL24466
ortholog_4216 MGL11437.1 BL27914
ortholog_4217 MGL11865.1 BL02942
ortholog_4218 MGL11825.1 BL00444
ortholog_4219 MGL11711.1 BL03200
ortholog_4220 MGL11669.1 BL02846
ortholog_4221 MGL11695.1 BL02801
ortholog_4222 MGL11594.1 BL26545
ortholog_4223 MGL11194.1 BL02999
ortholog_4224 MGL11156.1 BL02998
ortholog_4225 MGL11118.1 BL02976
ortholog_4226 MGL11064.1 BL24675
ortholog_4227 MGL11104.1 BL06461
ortholog_4228 MGL11702.1 BL26444
ortholog_4229 MGL11427.1 BL26445
ortholog_4230 MGL11846.1 BL02578
ortholog_4231 MGL11494.1 BL15904
ortholog_4232 MGL11379.1 BL03186
ortholog_4233 MGL11423.1 BL03187
ortholog_4234 MGL11450.1 BL03193
ortholog_4235 MGL11524.1 BL02675
ortholog_4236 MGL11627.1 BL19772
ortholog_4237 MGL11125.1 BL03128
ortholog_4238 MGL11741.1 BL02679
ortholog_4239 MGL11780.1 BL16288
ortholog_4240 MGL11822.1 BL27398
ortholog_4241 MGL11860.1 BL02704
ortholog_4242 MGL11889.1 BL02703
ortholog_4243 MGL11651.1 BL02701
ortholog_4244 MGL11399.1 BL02834
ortholog_4245 MGL11470.1 BL24540
ortholog_4246 MGL11510.1 BL24537
ortholog_4247 MGL11545.1 BL26497
ortholog_4248 MGL11725.1 BL24527
ortholog_4249 MGL11688.1 BL24526
ortholog_4250 MGL11453.1 BL02855
ortholog_4251 MGL11492.1 BL24573
ortholog_4252 MGL11442.1 BL24983
ortholog_4253 MGL11459.1 BL00432
ortholog_4254 MGL11429.1 BL24483
ortholog_4255 MGL11385.1 BL02914
ortholog_4256 MGL11347.1 BL02678
ortholog_4257 MGL11567.1 BL06646
ortholog_4258 MGL11597.1 BL02854
ortholog_4259 MGL11854.1 BL22543
ortholog_4260 MGL11749.1 BL19613
ortholog_4261 MGL11065.1 BL03182
ortholog_4262 MGL11864.1 BL03010
ortholog_4263 MGL11670.1 BL02904
ortholog_4264 MGL12074.1 BL04961
ortholog_4265 MGL11595.1 BL09359
ortholog_4266 MGL11810.1 BL02743
ortholog_4267 MGL11968.1 BL02995
ortholog_4268 MGL11868.1 BL02983
ortholog_4269 MGL11831.1 BL02982
ortholog_4270 MGL11599.1 BL02945
ortholog_4271 MGL11569.1 BL02974
ortholog_4272 MGL11533.1 BL02973
ortholog_4273 MGL11336.1 BL02902
ortholog_4274 MGL11949.1 BL04329
ortholog_4275 MGL11910.1 BL14753
ortholog_4276 MGL11363.1 BL25676
ortholog_4277 MGL11497.1 BL24443
ortholog_4278 MGL11674.1 BL25035
ortholog_4279 MGL11750.1 BL13853
ortholog_4280 MGL11928.1 BL22595
ortholog_4281 MGL11851.1 BL03047
ortholog_4282 MGL11787.1 BL02938
ortholog_4283 MGL12025.1 BL24602
ortholog_4284 MGL11991.1 BL24601
ortholog_4285 MGL12000.1 BL03052
ortholog_4286 MGL11965.1 BL04669
ortholog_4287 MGL11654.1 BL14848
ortholog_4288 MGL11067.1 BL26583
ortholog_4289 MGL11663.1 BL04453
ortholog_4290 MGL12039.1 BL26581
ortholog_4291 MGL11146.1 BL03043
ortholog_4292 MGL12093.1 BL02853
ortholog_4293 MGL11283.1 BL02711
ortholog_4294 MGL11316.1 BL03201
ortholog_4295 MGL11348.1 BL02748
ortholog_4296 MGL11430.1 BL26450
ortholog_4297 MGL11631.1 BL03007
ortholog_4298 MGL11134.1 BL10828
ortholog_4299 MGL11216.1 BL11638
ortholog_4300 MGL11102.1 BL02618
ortholog_4301 MGL11675.1 BL02402
ortholog_4302 MGL11751.1 BL15885
ortholog_4303 MGL12086.1 BL02810
ortholog_4304 MGL11032.1 BL02955
ortholog_4305 MGL11069.1 BL02962
ortholog_4306 MGL11148.1 BL02964
ortholog_4307 MGL11186.1 BL02965
ortholog_4308 MGL11224.1 BL02966
ortholog_4309 MGL11256.1 BL03184
ortholog_4310 MGL12015.1 BL03183
ortholog_4311 MGL11388.1 BL02967
ortholog_4312 MGL11833.1 BL07594
