ortholog_1 gene-HOLleu_00018 PL21831
ortholog_4575 gene-HOLleu_20652 PL06363
ortholog_4576 gene-HOLleu_20653 PL05855
ortholog_4577 gene-HOLleu_20656 PL07762
ortholog_4578 gene-HOLleu_20658 PL05805
ortholog_4579 gene-HOLleu_20660 PL07202
ortholog_4580 gene-HOLleu_20666 PL06838
ortholog_4581 gene-HOLleu_20678 PL07658
ortholog_4582 gene-HOLleu_20686 PL05555
ortholog_4583 gene-HOLleu_20691 PL20502
ortholog_4584 gene-HOLleu_20696 PL07790
ortholog_4585 gene-HOLleu_20697 PL19674
ortholog_4586 gene-HOLleu_20700 PL36561
ortholog_4587 gene-HOLleu_20702 PL33004
ortholog_4588 gene-HOLleu_20705 PL07118
ortholog_4589 gene-HOLleu_20706 PL05885
ortholog_4590 gene-HOLleu_20707 PL06633
ortholog_4591 gene-HOLleu_20708 PL06665
ortholog_4592 gene-HOLleu_20710 PL07675
ortholog_4593 gene-HOLleu_20714 PL05527
ortholog_4594 gene-HOLleu_20715 PL07409
ortholog_4595 gene-HOLleu_20716 PL06772
ortholog_4596 gene-HOLleu_20718 PL07594
ortholog_4597 gene-HOLleu_20721 PL40941
ortholog_4598 gene-HOLleu_20725 PL06448
ortholog_4599 gene-HOLleu_20732 PL06447
ortholog_4600 gene-HOLleu_20734 PL07415
ortholog_4601 gene-HOLleu_20742 PL14313
ortholog_4602 gene-HOLleu_20741 PL07506
ortholog_4603 gene-HOLleu_20743 PL14171
ortholog_4604 gene-HOLleu_20747 PL37480
ortholog_4605 gene-HOLleu_20748 PL07783
ortholog_4606 gene-HOLleu_20752 PL21067
ortholog_4607 gene-HOLleu_20762 PL06183
ortholog_4608 gene-HOLleu_20763 PL06121
ortholog_4609 gene-HOLleu_20766 PL05309
ortholog_4610 gene-HOLleu_20773 PL06505
ortholog_4611 gene-HOLleu_20785 PL20305
ortholog_4612 gene-HOLleu_20787 PL05659
ortholog_4613 gene-HOLleu_20789 PL06133
ortholog_4614 gene-HOLleu_20799 PL06038
ortholog_4615 gene-HOLleu_20803 PL06429
ortholog_4616 gene-HOLleu_20804 PL05394
ortholog_4617 gene-HOLleu_20805 PL07105
ortholog_4618 gene-HOLleu_20807 PL05650
ortholog_4619 gene-HOLleu_20831 PL40719
ortholog_4620 gene-HOLleu_20852 PL04019
ortholog_4621 gene-HOLleu_20870 PL16237
ortholog_4622 gene-HOLleu_20875 PL09857
ortholog_4623 gene-HOLleu_20880 PL32205
ortholog_4624 gene-HOLleu_20883 PL08135
ortholog_4625 gene-HOLleu_20898 PL10183
ortholog_4626 gene-HOLleu_20922 PL32541
ortholog_4627 gene-HOLleu_20940 PL09728
ortholog_4628 gene-HOLleu_20944 PL11318
ortholog_4629 gene-HOLleu_20966 PL11160
ortholog_4630 gene-HOLleu_20993 PL09688
ortholog_4631 gene-HOLleu_21026 PL10910
ortholog_4632 gene-HOLleu_21031 PL09175
ortholog_4633 gene-HOLleu_21033 PL09268
ortholog_4634 gene-HOLleu_21036 PL09712
ortholog_4635 gene-HOLleu_21042 PL35366
ortholog_4636 gene-HOLleu_21052 PL11364
ortholog_4637 gene-HOLleu_21053 PL40315
ortholog_4638 gene-HOLleu_21068 PL13616
ortholog_4639 gene-HOLleu_21069 PL09321
ortholog_4640 gene-HOLleu_21078 PL10203
ortholog_4641 gene-HOLleu_21080 PL11067
ortholog_4642 gene-HOLleu_21093 PL09292
ortholog_4643 gene-HOLleu_21094 PL11285
ortholog_4644 gene-HOLleu_21095 PL11361
ortholog_4645 gene-HOLleu_21099 PL09730
ortholog_4646 gene-HOLleu_21100 PL09538
ortholog_4647 gene-HOLleu_21101 PL11570
ortholog_4648 gene-HOLleu_21124 PL22850
ortholog_4649 gene-HOLleu_21129 PL09323
ortholog_4650 gene-HOLleu_21133 PL31642
ortholog_4651 gene-HOLleu_21152 PL10684
ortholog_4652 gene-HOLleu_21217 PL08488
ortholog_4653 gene-HOLleu_21218 PL09898
ortholog_4654 gene-HOLleu_21226 PL39388
ortholog_4655 gene-HOLleu_21271 PL33367
ortholog_4656 gene-HOLleu_21276 PL03368
ortholog_4657 gene-HOLleu_21311 PL10138
ortholog_4658 gene-HOLleu_21312 PL08348
ortholog_4659 gene-HOLleu_21313 PL09885
ortholog_4660 gene-HOLleu_21317 PL11231
ortholog_4661 gene-HOLleu_21318 PL10004
ortholog_4662 gene-HOLleu_21319 PL09890
ortholog_4663 gene-HOLleu_21334 PL18476
ortholog_4664 gene-HOLleu_21342 PL08334
ortholog_4665 gene-HOLleu_21352 PL08820
ortholog_4666 gene-HOLleu_21354 PL09212
ortholog_4667 gene-HOLleu_21385 PL09058
ortholog_4668 gene-HOLleu_21402 PL13802
ortholog_4669 gene-HOLleu_21403 PL14177
ortholog_4670 gene-HOLleu_21404 PL14031
ortholog_4671 gene-HOLleu_21408 PL18336
ortholog_4672 gene-HOLleu_21427 PL07829
ortholog_4673 gene-HOLleu_21428 PL10669
ortholog_4674 gene-HOLleu_21436 PL40104
ortholog_4675 gene-HOLleu_21437 PL08826
ortholog_4676 gene-HOLleu_21438 PL09129
ortholog_4677 gene-HOLleu_21440 PL08754
ortholog_4678 gene-HOLleu_21493 PL08925
ortholog_4679 gene-HOLleu_21498 PL23472
ortholog_4680 gene-HOLleu_21504 PL01609
ortholog_4681 gene-HOLleu_21512 PL10091
ortholog_4682 gene-HOLleu_21521 PL08549
ortholog_4683 gene-HOLleu_21523 PL08749
ortholog_4684 gene-HOLleu_21524 PL10123
ortholog_4685 gene-HOLleu_21527 PL22197
ortholog_4686 gene-HOLleu_21528 PL09074
ortholog_4687 gene-HOLleu_21529 PL11119
ortholog_4688 gene-HOLleu_21567 PL11296
ortholog_4689 gene-HOLleu_21568 PL10714
ortholog_4690 gene-HOLleu_21576 PL08591
ortholog_4691 gene-HOLleu_21593 PL33620
ortholog_4692 gene-HOLleu_21601 PL30761
ortholog_4693 gene-HOLleu_21610 PL11077
ortholog_4694 gene-HOLleu_21643 PL14165
ortholog_4695 gene-HOLleu_21655 PL10470
ortholog_4696 gene-HOLleu_21658 PL10508
ortholog_4697 gene-HOLleu_21659 PL08714
ortholog_4698 gene-HOLleu_21660 PL37666
ortholog_4699 gene-HOLleu_21710 PL11348
ortholog_4700 gene-HOLleu_21729 PL08584
ortholog_4701 gene-HOLleu_21730 PL08075
ortholog_4702 gene-HOLleu_21731 PL11103
ortholog_4703 gene-HOLleu_21732 PL08823
ortholog_4704 gene-HOLleu_21737 PL10010
ortholog_4705 gene-HOLleu_21740 PL08156
ortholog_4706 gene-HOLleu_21745 PL09429
ortholog_4707 gene-HOLleu_21746 PL09670
ortholog_4708 gene-HOLleu_21748 PL09503
ortholog_4709 gene-HOLleu_21764 PL34255
ortholog_4710 gene-HOLleu_21770 PL41361
ortholog_4711 gene-HOLleu_21776 PL10616
ortholog_4712 gene-HOLleu_21780 PL10629
ortholog_4713 gene-HOLleu_21784 PL08821
ortholog_4714 gene-HOLleu_21786 PL08557
ortholog_4715 gene-HOLleu_21793 PL10489
ortholog_4716 gene-HOLleu_21796 PL26338
ortholog_4717 gene-HOLleu_21803 PL10708
ortholog_4718 gene-HOLleu_21816 PL09995
ortholog_4719 gene-HOLleu_21819 PL17934
ortholog_4720 gene-HOLleu_21821 PL34960
ortholog_4721 gene-HOLleu_21824 PL09428
ortholog_4722 gene-HOLleu_21825 PL10574
ortholog_4723 gene-HOLleu_21830 PL11108
ortholog_4724 gene-HOLleu_21831 PL09542
ortholog_4725 gene-HOLleu_21845 PL08941
ortholog_4726 gene-HOLleu_21847 PL09602
ortholog_4727 gene-HOLleu_21850 PL09695
ortholog_4728 gene-HOLleu_21851 PL09564
ortholog_4729 gene-HOLleu_21853 PL09055
ortholog_4730 gene-HOLleu_21857 PL09334
ortholog_4731 gene-HOLleu_21859 PL09967
ortholog_4732 gene-HOLleu_21860 PL09698
ortholog_4733 gene-HOLleu_21871 PL09383
ortholog_4734 gene-HOLleu_21880 PL09259
ortholog_4735 gene-HOLleu_21881 PL11087
ortholog_4736 gene-HOLleu_21889 PL29875
ortholog_4737 gene-HOLleu_21892 PL08474
ortholog_4738 gene-HOLleu_21893 PL09418
ortholog_4739 gene-HOLleu_21895 PL29441
ortholog_4740 gene-HOLleu_21906 PL10281
ortholog_4741 gene-HOLleu_21909 PL29658
ortholog_4742 gene-HOLleu_21911 PL01496
ortholog_4743 gene-HOLleu_21915 PL08502
ortholog_4744 gene-HOLleu_21916 PL08285
ortholog_4745 gene-HOLleu_21919 PL08732
ortholog_4746 gene-HOLleu_21921 PL28347
ortholog_4747 gene-HOLleu_21930 PL09541
ortholog_4748 gene-HOLleu_21931 PL10980
ortholog_4749 gene-HOLleu_21934 PL10558
ortholog_4750 gene-HOLleu_21938 PL10325
ortholog_4751 gene-HOLleu_21940 PL10412
ortholog_4752 gene-HOLleu_21941 PL10757
ortholog_4753 gene-HOLleu_21943 PL09771
ortholog_4754 gene-HOLleu_21946 PL10405
ortholog_4755 gene-HOLleu_21949 PL23879
ortholog_4756 gene-HOLleu_21952 PL11193
ortholog_4757 gene-HOLleu_21953 PL14136
ortholog_4758 gene-HOLleu_21992 PL16513
ortholog_4759 gene-HOLleu_22000 PL09654
ortholog_4760 gene-HOLleu_22020 PL09886
ortholog_4761 gene-HOLleu_22029 PL25258
ortholog_4762 gene-HOLleu_22066 PL23010
ortholog_4763 gene-HOLleu_22071 PL21580
ortholog_4764 gene-HOLleu_22076 PL09400
ortholog_4765 gene-HOLleu_22077 PL09054
ortholog_4766 gene-HOLleu_22086 PL08323
ortholog_4767 gene-HOLleu_22104 PL30654
ortholog_4768 gene-HOLleu_22116 PL25793
ortholog_4769 gene-HOLleu_22121 PL08023
ortholog_4770 gene-HOLleu_22122 PL08773
ortholog_4771 gene-HOLleu_22124 PL10357
ortholog_4772 gene-HOLleu_22139 PL07332
ortholog_4773 gene-HOLleu_22161 PL11097
ortholog_4774 gene-HOLleu_22256 PL10471
ortholog_4775 gene-HOLleu_22273 PL10817
ortholog_4776 gene-HOLleu_22279 PL10312
ortholog_4777 gene-HOLleu_22286 PL10632
ortholog_4778 gene-HOLleu_22287 PL08784
ortholog_4779 gene-HOLleu_22303 PL03126
ortholog_4780 gene-HOLleu_22314 PL09720
ortholog_4781 gene-HOLleu_22357 PL08363
ortholog_4782 gene-HOLleu_22358 PL08340
ortholog_4783 gene-HOLleu_22360 PL09784
ortholog_4784 gene-HOLleu_22361 PL10165
ortholog_4785 gene-HOLleu_22362 PL09458
ortholog_4786 gene-HOLleu_22400 PL10546
ortholog_4787 gene-HOLleu_22401 PL09938
ortholog_4788 gene-HOLleu_22405 PL31992
ortholog_4789 gene-HOLleu_22406 PL08930
ortholog_4790 gene-HOLleu_22408 PL09844
ortholog_4791 gene-HOLleu_22412 PL11329
ortholog_4792 gene-HOLleu_22420 PL09480
ortholog_4793 gene-HOLleu_22421 PL08641
ortholog_4794 gene-HOLleu_22422 PL10521
ortholog_4795 gene-HOLleu_22424 PL11207
ortholog_4796 gene-HOLleu_22425 PL08007
ortholog_4797 gene-HOLleu_22426 PL06689
ortholog_4798 gene-HOLleu_22433 PL08333
ortholog_4799 gene-HOLleu_22434 PL10382
ortholog_4800 gene-HOLleu_22438 PL26224
ortholog_4801 gene-HOLleu_22441 PL10734
ortholog_4802 gene-HOLleu_22443 PL09115
ortholog_4803 gene-HOLleu_22445 PL08072
ortholog_4804 gene-HOLleu_22449 PL18606
ortholog_4805 gene-HOLleu_22457 PL10454
ortholog_4806 gene-HOLleu_22461 PL08159
ortholog_4807 gene-HOLleu_22464 PL09792
ortholog_4808 gene-HOLleu_22466 PL08655
ortholog_4809 gene-HOLleu_22497 PL20523
ortholog_4810 gene-HOLleu_22501 PL39252
ortholog_4811 gene-HOLleu_22502 PL10993
ortholog_4812 gene-HOLleu_22504 PL10058
ortholog_4813 gene-HOLleu_22510 PL09682
ortholog_4814 gene-HOLleu_22512 PL10601
ortholog_4815 gene-HOLleu_22516 PL40255
ortholog_4816 gene-HOLleu_22517 PL09506
ortholog_4817 gene-HOLleu_22523 PL10626
ortholog_4818 gene-HOLleu_22528 PL08728
ortholog_4819 gene-HOLleu_22531 PL10226
ortholog_4820 gene-HOLleu_22546 PL41156
ortholog_4821 gene-HOLleu_22551 PL09230
ortholog_4822 gene-HOLleu_22552 PL11051
ortholog_4823 gene-HOLleu_22555 PL09070
ortholog_4824 gene-HOLleu_22560 PL10071
ortholog_4825 gene-HOLleu_22561 PL08921
ortholog_4826 gene-HOLleu_22562 PL09992
ortholog_4827 gene-HOLleu_22564 PL10922
ortholog_4828 gene-HOLleu_22565 PL09024
ortholog_4829 gene-HOLleu_22598 PL08011
ortholog_4830 gene-HOLleu_22634 PL21962
ortholog_4831 gene-HOLleu_22652 PL10826
ortholog_4832 gene-HOLleu_22653 PL10619
ortholog_4833 gene-HOLleu_22654 PL10351
ortholog_4834 gene-HOLleu_22665 PL11358
ortholog_4835 gene-HOLleu_22668 PL11154
ortholog_4836 gene-HOLleu_22671 PL40503
ortholog_4837 gene-HOLleu_22676 PL11109
ortholog_4838 gene-HOLleu_22677 PL09569
ortholog_4839 gene-HOLleu_22704 PL40167
ortholog_4840 gene-HOLleu_22709 PL11339
ortholog_4841 gene-HOLleu_22750 PL08205
ortholog_4842 gene-HOLleu_22753 PL07985
ortholog_4843 gene-HOLleu_22762 PL40874
ortholog_4844 gene-HOLleu_22810 PL22593
ortholog_4845 gene-HOLleu_22830 PL30897
ortholog_4846 gene-HOLleu_22831 PL19792
ortholog_4847 gene-HOLleu_22834 PL19367
ortholog_4848 gene-HOLleu_22836 PL19341
ortholog_4849 gene-HOLleu_22837 PL16080
ortholog_4850 gene-HOLleu_22840 PL20410
ortholog_4851 gene-HOLleu_22849 PL19342
ortholog_4852 gene-HOLleu_22851 PL20402
ortholog_4853 gene-HOLleu_22855 PL19303
ortholog_4854 gene-HOLleu_22859 PL19970
ortholog_4855 gene-HOLleu_22863 PL19316
ortholog_4856 gene-HOLleu_22865 PL19023
ortholog_4857 gene-HOLleu_22870 PL19948
ortholog_4858 gene-HOLleu_22873 PL19472
ortholog_4859 gene-HOLleu_22875 PL22741
ortholog_4860 gene-HOLleu_22891 PL20303
ortholog_4861 gene-HOLleu_22894 PL19933
ortholog_4862 gene-HOLleu_22896 PL20816
ortholog_4863 gene-HOLleu_22904 PL25680
ortholog_4864 gene-HOLleu_22909 PL03071
ortholog_4865 gene-HOLleu_22911 PL20691
ortholog_4866 gene-HOLleu_22912 PL19401
ortholog_4867 gene-HOLleu_22916 PL25681
ortholog_4868 gene-HOLleu_22917 PL26543
ortholog_4869 gene-HOLleu_22918 PL20097
ortholog_4870 gene-HOLleu_22933 PL19229
ortholog_4871 gene-HOLleu_22937 PL19047
ortholog_4872 gene-HOLleu_22938 PL20643
ortholog_4873 gene-HOLleu_22940 PL20465
ortholog_4874 gene-HOLleu_22941 PL19918
ortholog_4875 gene-HOLleu_22945 PL19828
ortholog_4876 gene-HOLleu_22954 PL20712
ortholog_4877 gene-HOLleu_22955 PL20672
ortholog_4878 gene-HOLleu_22957 PL19923
ortholog_4879 gene-HOLleu_22959 PL19579
ortholog_4880 gene-HOLleu_22967 PL19716
ortholog_4881 gene-HOLleu_22974 PL19452
ortholog_4882 gene-HOLleu_22992 PL20141
ortholog_4883 gene-HOLleu_22993 PL19678
ortholog_4884 gene-HOLleu_22997 PL19368
ortholog_4885 gene-HOLleu_22998 PL19714
ortholog_4886 gene-HOLleu_23006 PL19566
ortholog_4887 gene-HOLleu_23008 PL20486
ortholog_4888 gene-HOLleu_23009 PL19035
ortholog_4889 gene-HOLleu_23019 PL19349
ortholog_4890 gene-HOLleu_23020 PL19079
ortholog_4891 gene-HOLleu_23021 PL19696
ortholog_4892 gene-HOLleu_23041 PL19811
ortholog_4893 gene-HOLleu_23044 PL19494
ortholog_4894 gene-HOLleu_23046 PL19632
ortholog_4895 gene-HOLleu_23057 PL12857
ortholog_4896 gene-HOLleu_23058 PL19998
ortholog_4897 gene-HOLleu_23059 PL19441
ortholog_4898 gene-HOLleu_23060 PL19336
ortholog_4899 gene-HOLleu_23062 PL19212
ortholog_4900 gene-HOLleu_23066 PL19174
ortholog_4901 gene-HOLleu_23067 PL19709
ortholog_4902 gene-HOLleu_23071 PL19648
ortholog_4903 gene-HOLleu_23073 PL03093
ortholog_4904 gene-HOLleu_23083 PL20388
ortholog_4905 gene-HOLleu_23088 PL20602
ortholog_4906 gene-HOLleu_23090 PL19273
ortholog_4907 gene-HOLleu_23091 PL19279
ortholog_4908 gene-HOLleu_23092 PL20678
ortholog_4909 gene-HOLleu_23099 PL26285
ortholog_4910 gene-HOLleu_23108 PL19985
ortholog_4911 gene-HOLleu_23110 PL02213
ortholog_4912 gene-HOLleu_23113 PL23737
ortholog_4913 gene-HOLleu_23114 PL19005
ortholog_4914 gene-HOLleu_23120 PL19518
ortholog_4915 gene-HOLleu_23121 PL20322
ortholog_4916 gene-HOLleu_23124 PL19763
ortholog_4917 gene-HOLleu_23128 PL20260
ortholog_4918 gene-HOLleu_23131 PL20464
ortholog_4919 gene-HOLleu_23133 PL20217
ortholog_4920 gene-HOLleu_23135 PL20300
ortholog_4921 gene-HOLleu_23137 PL20447
ortholog_4922 gene-HOLleu_23138 PL20033
ortholog_4923 gene-HOLleu_23139 PL19251
ortholog_4924 gene-HOLleu_23187 PL19015
ortholog_4925 gene-HOLleu_23189 PL19561
ortholog_4926 gene-HOLleu_23191 PL20550
ortholog_4927 gene-HOLleu_23195 PL20269
ortholog_4928 gene-HOLleu_23204 PL20274
ortholog_4929 gene-HOLleu_23208 PL20663
ortholog_4930 gene-HOLleu_23215 PL20099
ortholog_4931 gene-HOLleu_23216 PL19250
ortholog_4932 gene-HOLleu_23217 PL19748
ortholog_4933 gene-HOLleu_23220 PL20645
ortholog_4934 gene-HOLleu_23222 PL11130
ortholog_4935 gene-HOLleu_23226 PL20793
ortholog_4936 gene-HOLleu_23227 PL19820
ortholog_4937 gene-HOLleu_23229 PL30343
ortholog_4938 gene-HOLleu_23231 PL20362
ortholog_4939 gene-HOLleu_23247 PL20760
ortholog_4940 gene-HOLleu_23253 PL19147
ortholog_4941 gene-HOLleu_23265 PL20302
ortholog_4942 gene-HOLleu_23277 PL26688
ortholog_4943 gene-HOLleu_23279 PL20196
ortholog_4944 gene-HOLleu_23283 PL19991
ortholog_4945 gene-HOLleu_23284 PL19554
ortholog_4946 gene-HOLleu_23285 PL20862
ortholog_4947 gene-HOLleu_23299 PL01080
ortholog_4948 gene-HOLleu_23300 PL20029
ortholog_4949 gene-HOLleu_23301 PL20284
ortholog_4950 gene-HOLleu_23333 PL20747
ortholog_4951 gene-HOLleu_23335 PL28232
ortholog_4952 gene-HOLleu_23338 PL19096
ortholog_4953 gene-HOLleu_23343 PL20385
ortholog_4954 gene-HOLleu_23341 PL20277
ortholog_4955 gene-HOLleu_23344 PL20229
ortholog_4956 gene-HOLleu_23345 PL20134
ortholog_4957 gene-HOLleu_23348 PL19218
ortholog_4958 gene-HOLleu_23350 PL19893
ortholog_4959 gene-HOLleu_23351 PL38244
ortholog_4960 gene-HOLleu_23366 PL19393
ortholog_4961 gene-HOLleu_23367 PL19259
ortholog_4962 gene-HOLleu_23369 PL19381
ortholog_4963 gene-HOLleu_23370 PL20391
ortholog_4964 gene-HOLleu_23372 PL19816
ortholog_4965 gene-HOLleu_23373 PL19046
ortholog_4966 gene-HOLleu_23385 PL19291
ortholog_4967 gene-HOLleu_23390 PL20740
ortholog_4968 gene-HOLleu_23395 PL19780
ortholog_4969 gene-HOLleu_23399 PL19353
ortholog_4970 gene-HOLleu_23403 PL19026
ortholog_4971 gene-HOLleu_23404 PL19068
ortholog_4972 gene-HOLleu_23414 PL19975
ortholog_4973 gene-HOLleu_23428 PL20802
ortholog_4974 gene-HOLleu_23432 PL05042
ortholog_4975 gene-HOLleu_23436 PL20621
ortholog_4976 gene-HOLleu_23439 PL20500
ortholog_4977 gene-HOLleu_23445 PL20439
ortholog_4978 gene-HOLleu_23447 PL19453
ortholog_4979 gene-HOLleu_23449 PL20287
ortholog_4980 gene-HOLleu_23452 PL19874
ortholog_4981 gene-HOLleu_23458 PL17568
ortholog_4982 gene-HOLleu_23484 PL19157
ortholog_4983 gene-HOLleu_23494 PL19165
ortholog_4984 gene-HOLleu_23504 PL19704
ortholog_4985 gene-HOLleu_23507 PL19524
ortholog_4986 gene-HOLleu_23522 PL20721
ortholog_4987 gene-HOLleu_23524 PL19006
ortholog_4988 gene-HOLleu_23525 PL20852
ortholog_4989 gene-HOLleu_23526 PL19827
ortholog_4990 gene-HOLleu_23529 PL20017
ortholog_4991 gene-HOLleu_23531 PL20397
ortholog_4992 gene-HOLleu_23536 PL20205
ortholog_4993 gene-HOLleu_23537 PL20164
ortholog_4994 gene-HOLleu_23539 PL30386
ortholog_4995 gene-HOLleu_23552 PL20121
ortholog_4996 gene-HOLleu_23554 PL19669
ortholog_4997 gene-HOLleu_23556 PL20189
ortholog_4998 gene-HOLleu_23558 PL20315
ortholog_4999 gene-HOLleu_23559 PL19107
ortholog_5000 gene-HOLleu_23561 PL19431
ortholog_5001 gene-HOLleu_23563 PL20521
ortholog_5002 gene-HOLleu_23566 PL34550
ortholog_5003 gene-HOLleu_23607 PL00076
ortholog_5004 gene-HOLleu_23613 PL19271
ortholog_5005 gene-HOLleu_23617 PL01933
ortholog_5006 gene-HOLleu_23618 PL19338
ortholog_5007 gene-HOLleu_23621 PL19322
ortholog_5008 gene-HOLleu_23626 PL20861
ortholog_5009 gene-HOLleu_23627 PL20846
ortholog_5010 gene-HOLleu_23628 PL19962
ortholog_5011 gene-HOLleu_23629 PL19141
ortholog_5012 gene-HOLleu_23648 PL20031
ortholog_5013 gene-HOLleu_23651 PL33058
ortholog_5014 gene-HOLleu_23656 PL06501
ortholog_5015 gene-HOLleu_23696 PL19103
ortholog_5016 gene-HOLleu_23698 PL19051
ortholog_5017 gene-HOLleu_23701 PL19487
ortholog_5018 gene-HOLleu_23708 PL19178
ortholog_5019 gene-HOLleu_23713 PL20159
ortholog_5020 gene-HOLleu_23714 PL19053
ortholog_5021 gene-HOLleu_23719 PL33770
ortholog_5022 gene-HOLleu_23721 PL22597
ortholog_5023 gene-HOLleu_23724 PL19900
ortholog_5024 gene-HOLleu_23726 PL19744
ortholog_5025 gene-HOLleu_23734 PL26831
ortholog_5026 gene-HOLleu_23736 PL28195
ortholog_5027 gene-HOLleu_23737 PL20010
ortholog_5028 gene-HOLleu_23739 PL38334
ortholog_5029 gene-HOLleu_23747 PL32646
ortholog_5030 gene-HOLleu_23748 PL33854
ortholog_5031 gene-HOLleu_23753 PL13222
ortholog_5032 gene-HOLleu_23754 PL17784
ortholog_5033 gene-HOLleu_23781 PL32592
ortholog_5034 gene-HOLleu_23784 PL33235
ortholog_5035 gene-HOLleu_23790 PL28957
ortholog_5036 gene-HOLleu_23794 PL19592
ortholog_5037 gene-HOLleu_23795 PL20374
ortholog_5038 gene-HOLleu_23796 PL20552
ortholog_5039 gene-HOLleu_23826 PL39406
ortholog_5040 gene-HOLleu_23836 PL39499
ortholog_5041 gene-HOLleu_23838 PL02504
ortholog_5042 gene-HOLleu_23840 PL23535
ortholog_5043 gene-HOLleu_23841 PL30846
ortholog_5044 gene-HOLleu_23854 PL19213
ortholog_5045 gene-HOLleu_23878 PL19339
ortholog_5046 gene-HOLleu_23917 PL19018
ortholog_5047 gene-HOLleu_23918 PL20470
ortholog_5048 gene-HOLleu_23919 PL19721
ortholog_5049 gene-HOLleu_23939 PL19128
ortholog_5050 gene-HOLleu_23943 PL19438
ortholog_5051 gene-HOLleu_23944 PL20376
ortholog_5052 gene-HOLleu_23945 PL19699
ortholog_5053 gene-HOLleu_23962 PL05507
ortholog_5054 gene-HOLleu_23966 PL20026
ortholog_5055 gene-HOLleu_23967 PL20111
ortholog_5056 gene-HOLleu_23969 PL20341
ortholog_5057 gene-HOLleu_23982 PL35069
ortholog_5058 gene-HOLleu_23995 PL15295
ortholog_5059 gene-HOLleu_23999 PL20290
ortholog_5060 gene-HOLleu_24000 PL19463
ortholog_5061 gene-HOLleu_24001 PL20576
ortholog_5062 gene-HOLleu_24002 PL20098
ortholog_5063 gene-HOLleu_24003 PL02004
ortholog_5064 gene-HOLleu_24006 PL19823
ortholog_5065 gene-HOLleu_24010 PL19190
ortholog_5066 gene-HOLleu_24012 PL20266
ortholog_5067 gene-HOLleu_24013 PL20299
ortholog_5068 gene-HOLleu_24015 PL19268
ortholog_5069 gene-HOLleu_24016 PL20467
ortholog_5070 gene-HOLleu_24018 PL20156
ortholog_5071 gene-HOLleu_24022 PL20554
ortholog_5072 gene-HOLleu_24023 PL20522
ortholog_5073 gene-HOLleu_24024 PL20105
ortholog_5074 gene-HOLleu_24025 PL20868
ortholog_5075 gene-HOLleu_24026 PL19269
ortholog_5076 gene-HOLleu_24029 PL30896
ortholog_5077 gene-HOLleu_24031 PL20798
ortholog_5078 gene-HOLleu_24033 PL20001
ortholog_5079 gene-HOLleu_24034 PL19707
ortholog_5080 gene-HOLleu_24037 PL20296
ortholog_5081 gene-HOLleu_24038 PL20588
ortholog_5082 gene-HOLleu_24049 PL20806
ortholog_5083 gene-HOLleu_24054 PL20757
ortholog_5084 gene-HOLleu_24061 PL20644
ortholog_5085 gene-HOLleu_24064 PL20825
ortholog_5086 gene-HOLleu_24067 PL20301
ortholog_5087 gene-HOLleu_24068 PL20817
ortholog_5088 gene-HOLleu_24069 PL20426
ortholog_5089 gene-HOLleu_24070 PL20671
ortholog_5090 gene-HOLleu_24071 PL20144
ortholog_5091 gene-HOLleu_24075 PL34983
ortholog_5092 gene-HOLleu_24081 PL20317
ortholog_5093 gene-HOLleu_24083 PL00604
ortholog_5094 gene-HOLleu_24104 PL29996
ortholog_5095 gene-HOLleu_24115 PL19869
ortholog_5096 gene-HOLleu_24125 PL19228
ortholog_5097 gene-HOLleu_24139 PL38867
ortholog_5098 gene-HOLleu_24141 PL34104
ortholog_5099 gene-HOLleu_24144 PL19076
ortholog_5100 gene-HOLleu_24149 PL19842
ortholog_5101 gene-HOLleu_24152 PL19324
ortholog_5102 gene-HOLleu_24154 PL19242
ortholog_5103 gene-HOLleu_24158 PL19413
ortholog_5104 gene-HOLleu_24174 PL31695
ortholog_5105 gene-HOLleu_24176 PL20584
ortholog_5106 gene-HOLleu_24196 PL30080
ortholog_5107 gene-HOLleu_24211 PL19582
ortholog_5108 gene-HOLleu_24212 PL19732
ortholog_5109 gene-HOLleu_24215 PL19467
ortholog_5110 gene-HOLleu_24217 PL15770
ortholog_5111 gene-HOLleu_24219 PL20215
ortholog_5112 gene-HOLleu_24220 PL19171
ortholog_5113 gene-HOLleu_24226 PL38777
ortholog_5114 gene-HOLleu_24227 PL38215
ortholog_5115 gene-HOLleu_24228 PL17466
ortholog_5116 gene-HOLleu_24232 PL20819
ortholog_5117 gene-HOLleu_24240 PL10573
ortholog_5118 gene-HOLleu_24243 PL19039
ortholog_5119 gene-HOLleu_24265 PL19907
ortholog_5120 gene-HOLleu_24266 PL20247
ortholog_5121 gene-HOLleu_24267 PL20541
ortholog_5122 gene-HOLleu_24293 PL20615
ortholog_5123 gene-HOLleu_24294 PL19435
ortholog_5124 gene-HOLleu_24298 PL20256
ortholog_5125 gene-HOLleu_24310 PL03177
ortholog_5126 gene-HOLleu_24311 PL19133
ortholog_5127 gene-HOLleu_24316 PL20616
ortholog_5128 gene-HOLleu_24318 PL19346
ortholog_5129 gene-HOLleu_24319 PL19929
ortholog_5130 gene-HOLleu_24322 PL15092
ortholog_5131 gene-HOLleu_24325 PL20328
ortholog_5132 gene-HOLleu_24328 PL19284
ortholog_5133 gene-HOLleu_24329 PL19555
