ortholog_1 gene-HOLleu_00001 BL04309_cuf3
ortholog_4415 gene-HOLleu_25214 BL24817_evm0
ortholog_4416 gene-HOLleu_25219 BL02008_evm3
ortholog_4417 gene-HOLleu_25221 BL16035_cuf2
ortholog_4418 gene-HOLleu_25223 BL25897_evm0
ortholog_4419 gene-HOLleu_25226 BL23961_cuf6
ortholog_4420 gene-HOLleu_25228 BL16451_cuf4
ortholog_4421 gene-HOLleu_25251 BL13211_evm0
ortholog_4422 gene-HOLleu_25252 BL21269_evm3
ortholog_4423 gene-HOLleu_25253 BL12593_evm0
ortholog_4424 gene-HOLleu_25254 BL10598_evm0
ortholog_4425 gene-HOLleu_25255 BL00538_cuf4
ortholog_4426 gene-HOLleu_25259 BL28478_evm0
ortholog_4427 gene-HOLleu_25289 BL17820_evm0
ortholog_4428 gene-HOLleu_25292 BL11847_evm0
ortholog_4429 gene-HOLleu_25299 BL00866_evm0
ortholog_4430 gene-HOLleu_25324 BL08062_evm5
ortholog_4431 gene-HOLleu_25326 BL15327_evm0
ortholog_4432 gene-HOLleu_25331 BL08611_cuf0
ortholog_4433 gene-HOLleu_25340 BL17294_cuf2
ortholog_4434 gene-HOLleu_25344 BL05709_cuf1
ortholog_4435 gene-HOLleu_25351 BL09202_cuf1
ortholog_4436 gene-HOLleu_25352 BL14510_evm6
ortholog_4437 gene-HOLleu_25356 BL14505_evm0
ortholog_4438 gene-HOLleu_25359 BL22955_evm0
ortholog_4439 gene-HOLleu_25361 BL05412_cuf1
ortholog_4440 gene-HOLleu_25366 BL20800_evm0
ortholog_4441 gene-HOLleu_25403 BL17064_cuf1
ortholog_4442 gene-HOLleu_25424 BL22288_cuf1
ortholog_4443 gene-HOLleu_25426 BL13059_evm0
ortholog_4444 gene-HOLleu_25427 BL17913_cuf5
ortholog_4445 gene-HOLleu_25432 BL19255_cuf13
ortholog_4446 gene-HOLleu_25433 BL21412_cuf19
ortholog_4447 gene-HOLleu_25434 BL17916_cuf5
ortholog_4448 gene-HOLleu_25436 BL08173_evm10
ortholog_4449 gene-HOLleu_25461 BL63325_cuf0
ortholog_4450 gene-HOLleu_25499 BL15841_cuf5
ortholog_4451 gene-HOLleu_25500 BL05088_evm9
ortholog_4452 gene-HOLleu_25504 BL15714_cuf8
ortholog_4453 gene-HOLleu_25505 BL24087_cuf35
ortholog_4454 gene-HOLleu_25510 BL01443_cuf1
ortholog_4455 gene-HOLleu_25521 BL16875_evm0
ortholog_4456 gene-HOLleu_25523 BL23738_evm0
ortholog_4457 gene-HOLleu_25524 BL14795_cuf11
ortholog_4458 gene-HOLleu_25525 BL18367_cuf0
ortholog_4459 gene-HOLleu_25528 BL09704_cuf5
ortholog_4460 gene-HOLleu_25532 BL21957_evm0
ortholog_4461 gene-HOLleu_25537 BL02885_evm4
ortholog_4462 gene-HOLleu_25548 BL43443_cuf5
ortholog_4463 gene-HOLleu_25550 BL10412_cuf22
ortholog_4464 gene-HOLleu_25585 BL05577_evm1
ortholog_4465 gene-HOLleu_25586 BL01287_evm0
ortholog_4466 gene-HOLleu_25588 BL01834_evm2
ortholog_4467 gene-HOLleu_25608 BL96225_cuf4
ortholog_4468 gene-HOLleu_25615 BL96226_cuf5
ortholog_4469 gene-HOLleu_25619 BL19904_cuf9
ortholog_4470 gene-HOLleu_25625 BL17021_cuf25
ortholog_4471 gene-HOLleu_25628 BL15719_cuf3
ortholog_4472 gene-HOLleu_25662 BL22411_evm0
ortholog_4473 gene-HOLleu_25668 BL14904_evm0
ortholog_4474 gene-HOLleu_25670 BL17911_cuf0
ortholog_4475 gene-HOLleu_25671 BL02970_cuf5
ortholog_4476 gene-HOLleu_25676 BL10380_evm6
ortholog_4477 gene-HOLleu_25681 BL21556_cuf3
ortholog_4478 gene-HOLleu_25712 BL09457_cuf13
ortholog_4479 gene-HOLleu_25713 BL16031_evm2
ortholog_4480 gene-HOLleu_25732 BL77042_cuf0
ortholog_4481 gene-HOLleu_25741 BL02709_cuf1
ortholog_4482 gene-HOLleu_25759 BL17447_evm0
ortholog_4483 gene-HOLleu_25761 BL18792_evm0
ortholog_4484 gene-HOLleu_25762 BL10932_evm8
ortholog_4485 gene-HOLleu_25765 BL11902_cuf2
ortholog_4486 gene-HOLleu_25782 BL96362_cuf2
ortholog_4487 gene-HOLleu_25790 BL11022_evm10
ortholog_4488 gene-HOLleu_25791 BL24956_evm1
ortholog_4489 gene-HOLleu_25792 BL17914_cuf1
ortholog_4490 gene-HOLleu_25793 BL24082_cuf9
ortholog_4491 gene-HOLleu_25836 BL03964_cuf1
ortholog_4492 gene-HOLleu_25843 BL17265_evm1
ortholog_4493 gene-HOLleu_25844 BL64382_cuf3
ortholog_4494 gene-HOLleu_25859 BL05566_evm0
ortholog_4495 gene-HOLleu_25860 BL66926_cuf0
ortholog_4496 gene-HOLleu_25868 BL02308_cuf0
ortholog_4497 gene-HOLleu_25871 BL09786_evm1
ortholog_4498 gene-HOLleu_25874 BL09082_evm0
ortholog_4499 gene-HOLleu_25894 BL00125_cuf0
ortholog_4500 gene-HOLleu_25895 BL00597_evm5
ortholog_4501 gene-HOLleu_25909 BL10414_cuf5
ortholog_4502 gene-HOLleu_25912 BL21481_cuf7
ortholog_4503 gene-HOLleu_25916 BL18752_evm0
ortholog_4504 gene-HOLleu_25919 BL15688_cuf4
ortholog_4505 gene-HOLleu_25922 BL19630_cuf1
ortholog_4506 gene-HOLleu_25928 BL06467_evm0
ortholog_4507 gene-HOLleu_25934 BL22291_evm33
ortholog_4508 gene-HOLleu_25935 BL22056_evm1
ortholog_4509 gene-HOLleu_25941 BL00535_cuf3
ortholog_4510 gene-HOLleu_25967 BL03000_evm3
ortholog_4511 gene-HOLleu_25969 BL04320_cuf6
ortholog_4512 gene-HOLleu_25973 BL24960_cuf8
ortholog_4513 gene-HOLleu_25974 BL19043_evm4
ortholog_4514 gene-HOLleu_25979 BL71479_cuf0
ortholog_4515 gene-HOLleu_25996 BL01907_cuf12
ortholog_4516 gene-HOLleu_26013 BL95350_evm0
ortholog_4517 gene-HOLleu_26019 BL04496_evm0
ortholog_4518 gene-HOLleu_26022 BL16070_cuf4
ortholog_4519 gene-HOLleu_26033 BL05776_evm0
ortholog_4520 gene-HOLleu_26037 BL10381_cuf6
ortholog_4521 gene-HOLleu_26039 BL16895_evm0
ortholog_4522 gene-HOLleu_26044 BL17266_evm3
ortholog_4523 gene-HOLleu_26045 BL23964_evm0
ortholog_4524 gene-HOLleu_26047 BL11900_evm0
ortholog_4525 gene-HOLleu_26062 BL00581_cuf2
ortholog_4526 gene-HOLleu_26067 BL77892_cuf1
ortholog_4527 gene-HOLleu_26068 BL15332_cuf3
ortholog_4528 gene-HOLleu_26072 BL22358_evm0
ortholog_4529 gene-HOLleu_26090 BL02997_evm0
ortholog_4530 gene-HOLleu_26093 BL08177_evm0
ortholog_4531 gene-HOLleu_26099 BL18458_evm0
ortholog_4532 gene-HOLleu_26102 BL12729_evm0
ortholog_4533 gene-HOLleu_26113 BL22695_evm0
ortholog_4534 gene-HOLleu_26116 BL21168_cuf5
ortholog_4535 gene-HOLleu_26117 BL02614_cuf17
ortholog_4536 gene-HOLleu_26157 BL06579_evm1
ortholog_4537 gene-HOLleu_26158 BL16024_cuf1
ortholog_4538 gene-HOLleu_26159 BL14900_evm0
ortholog_4539 gene-HOLleu_26165 BL23627_cuf20
ortholog_4540 gene-HOLleu_26167 BL19905_cuf0
ortholog_4541 gene-HOLleu_26175 BL24962_evm0
ortholog_4542 gene-HOLleu_26176 BL63406_cuf4
ortholog_4543 gene-HOLleu_26177 BL07801_cuf11
ortholog_4544 gene-HOLleu_26190 BL02730_cuf1
ortholog_4545 gene-HOLleu_26193 BL23506_cuf0
ortholog_4546 gene-HOLleu_26196 BL07016_evm6
ortholog_4547 gene-HOLleu_26197 BL03829_cuf0
ortholog_4548 gene-HOLleu_26262 BL49447_cuf0
ortholog_4549 gene-HOLleu_26298 BL03453_evm0
ortholog_4550 gene-HOLleu_26300 BL29991_evm0
ortholog_4551 gene-HOLleu_26308 BL95808_evm0
ortholog_4552 gene-HOLleu_26334 BL83246_cuf0
ortholog_4553 gene-HOLleu_26376 BL02863_evm0
ortholog_4554 gene-HOLleu_26390 BL37840_cuf0
ortholog_4555 gene-HOLleu_26391 BL17111_evm0
ortholog_4556 gene-HOLleu_26487 BL09622_cuf3
ortholog_4557 gene-HOLleu_26488 BL95911_evm1
ortholog_4558 gene-HOLleu_26491 BL13893_evm0
ortholog_4559 gene-HOLleu_26493 BL70038_cuf0
ortholog_4560 gene-HOLleu_26496 BL04918_cuf2
ortholog_4561 gene-HOLleu_26500 BL10014_cuf1
ortholog_4562 gene-HOLleu_26512 BL15368_evm1
ortholog_4563 gene-HOLleu_26520 BL00145_cuf11
ortholog_4564 gene-HOLleu_26522 BL36374_cuf0
ortholog_4565 gene-HOLleu_26523 BL81144_cuf0
ortholog_4566 gene-HOLleu_26524 BL12766_cuf5
ortholog_4567 gene-HOLleu_26526 BL21972_evm4
ortholog_4568 gene-HOLleu_26534 BL12071_cuf0
ortholog_4569 gene-HOLleu_26544 BL09616_evm1
ortholog_4570 gene-HOLleu_26550 BL17990_evm4
ortholog_4571 gene-HOLleu_26573 BL20154_evm0
ortholog_4572 gene-HOLleu_26578 BL18332_cuf1
ortholog_4573 gene-HOLleu_26618 BL02228_cuf8
ortholog_4574 gene-HOLleu_26620 BL17031_evm0
ortholog_4575 gene-HOLleu_26624 BL20065_evm2
ortholog_4576 gene-HOLleu_26626 BL51965_cuf1
ortholog_4577 gene-HOLleu_26629 BL07984_cuf2
ortholog_4578 gene-HOLleu_26651 BL45093_cuf0
ortholog_4579 gene-HOLleu_26656 BL21144_evm0
ortholog_4580 gene-HOLleu_26658 BL21669_cuf6
ortholog_4581 gene-HOLleu_26669 BL95746_evm0
ortholog_4582 gene-HOLleu_26678 BL06967_cuf7
ortholog_4583 gene-HOLleu_26690 BL09903_cuf1
ortholog_4584 gene-HOLleu_26693 BL22709_cuf3
ortholog_4585 gene-HOLleu_26698 BL08731_cuf2
ortholog_4586 gene-HOLleu_26699 BL04667_cuf1
ortholog_4587 gene-HOLleu_26707 BL20489_cuf15
ortholog_4588 gene-HOLleu_26711 BL06607_evm4
ortholog_4589 gene-HOLleu_26726 BL06135_evm0
ortholog_4590 gene-HOLleu_26728 BL11615_cuf0
ortholog_4591 gene-HOLleu_26746 BL30582_evm0
ortholog_4592 gene-HOLleu_26803 BL10961_evm0
ortholog_4593 gene-HOLleu_26805 BL09623_cuf16
ortholog_4594 gene-HOLleu_26850 BL23548_evm3
ortholog_4595 gene-HOLleu_26862 BL18888_evm7
ortholog_4596 gene-HOLleu_26863 BL00740_evm0
ortholog_4597 gene-HOLleu_26864 BL15921_cuf1
ortholog_4598 gene-HOLleu_26865 BL24069_evm7
ortholog_4599 gene-HOLleu_26866 BL95999_evm1
ortholog_4600 gene-HOLleu_26867 BL09312_evm2
ortholog_4601 gene-HOLleu_26869 BL15361_evm2
ortholog_4602 gene-HOLleu_26870 BL09687_evm2
ortholog_4603 gene-HOLleu_26872 BL00574_evm3
ortholog_4604 gene-HOLleu_26873 BL00200_evm2
ortholog_4605 gene-HOLleu_26874 BL18906_cuf2
ortholog_4606 gene-HOLleu_26876 BL20849_evm8
ortholog_4607 gene-HOLleu_26883 BL03474_evm8
ortholog_4608 gene-HOLleu_26884 BL05907_evm9
ortholog_4609 gene-HOLleu_26895 BL21036_evm0
ortholog_4610 gene-HOLleu_26897 BL23568_evm2
ortholog_4611 gene-HOLleu_26913 BL12697_evm0
ortholog_4612 gene-HOLleu_26919 BL24513_cuf1
ortholog_4613 gene-HOLleu_26922 BL12423_evm0
ortholog_4614 gene-HOLleu_26923 BL13289_evm0
ortholog_4615 gene-HOLleu_26943 BL00202_evm0
ortholog_4616 gene-HOLleu_26951 BL21026_evm0
ortholog_4617 gene-HOLleu_26956 BL18988_cuf12
ortholog_4618 gene-HOLleu_26962 BL04037_evm0
ortholog_4619 gene-HOLleu_26963 BL15900_cuf8
ortholog_4620 gene-HOLleu_26964 BL86552_cuf0
ortholog_4621 gene-HOLleu_26968 BL09463_cuf1
ortholog_4622 gene-HOLleu_26970 BL11523_evm0
ortholog_4623 gene-HOLleu_26975 BL05557_cuf3
ortholog_4624 gene-HOLleu_26992 BL09129_cuf1
ortholog_4625 gene-HOLleu_26998 BL01026_cuf4
ortholog_4626 gene-HOLleu_27012 BL65288_cuf2
ortholog_4627 gene-HOLleu_27016 BL77215_cuf5
ortholog_4628 gene-HOLleu_27017 BL32049_evm0
ortholog_4629 gene-HOLleu_27025 BL01027_evm0
ortholog_4630 gene-HOLleu_27031 BL15926_cuf1
ortholog_4631 gene-HOLleu_27043 BL18330_cuf7
ortholog_4632 gene-HOLleu_27044 BL23412_cuf15
ortholog_4633 gene-HOLleu_27048 BL15769_cuf2
ortholog_4634 gene-HOLleu_27052 BL16152_evm0
ortholog_4635 gene-HOLleu_27053 BL19534_cuf11
ortholog_4636 gene-HOLleu_27056 BL06637_evm0
ortholog_4637 gene-HOLleu_27058 BL96230_cuf2
ortholog_4638 gene-HOLleu_27062 BL10959_evm1
ortholog_4639 gene-HOLleu_27066 BL02325_cuf4
ortholog_4640 gene-HOLleu_27068 BL20749_cuf2
ortholog_4641 gene-HOLleu_27071 BL14317_evm1
ortholog_4642 gene-HOLleu_27086 BL24342_cuf18
ortholog_4643 gene-HOLleu_27088 BL01571_evm2
ortholog_4644 gene-HOLleu_27089 BL07799_cuf14
ortholog_4645 gene-HOLleu_27092 BL18983_cuf9
ortholog_4646 gene-HOLleu_27102 BL08579_evm0
ortholog_4647 gene-HOLleu_27113 BL07582_cuf2
ortholog_4648 gene-HOLleu_27119 BL05110_evm0
ortholog_4649 gene-HOLleu_27120 BL03541_cuf7
ortholog_4650 gene-HOLleu_27122 BL01205_evm0
ortholog_4651 gene-HOLleu_27124 BL14930_cuf2
ortholog_4652 gene-HOLleu_27132 BL19550_cuf6
ortholog_4653 gene-HOLleu_27140 BL07794_evm0
ortholog_4654 gene-HOLleu_27145 BL07488_cuf1
ortholog_4655 gene-HOLleu_27146 BL15568_cuf12
ortholog_4656 gene-HOLleu_27161 BL26389_evm0
ortholog_4657 gene-HOLleu_27163 BL09619_cuf1
ortholog_4658 gene-HOLleu_27164 BL00199_evm0
ortholog_4659 gene-HOLleu_27167 BL22881_evm0
ortholog_4660 gene-HOLleu_27168 BL03415_cuf0
ortholog_4661 gene-HOLleu_27169 BL21967_cuf13
ortholog_4662 gene-HOLleu_27174 BL23823_cuf1
ortholog_4663 gene-HOLleu_27177 BL07795_evm0
ortholog_4664 gene-HOLleu_27180 BL15902_evm0
ortholog_4665 gene-HOLleu_27182 BL36226_cuf0
ortholog_4666 gene-HOLleu_27183 BL23573_evm0
ortholog_4667 gene-HOLleu_27185 BL06574_cuf5
ortholog_4668 gene-HOLleu_27186 BL05002_evm0
ortholog_4669 gene-HOLleu_27187 BL23901_cuf20
ortholog_4670 gene-HOLleu_27189 BL67708_cuf3
ortholog_4671 gene-HOLleu_27190 BL03235_evm0
ortholog_4672 gene-HOLleu_27195 BL28034_evm0
ortholog_4673 gene-HOLleu_27215 BL28136_evm0
ortholog_4674 gene-HOLleu_27240 BL11817_cuf1
ortholog_4675 gene-HOLleu_27241 BL02742_evm0
ortholog_4676 gene-HOLleu_27242 BL05605_cuf11
ortholog_4677 gene-HOLleu_27243 BL09976_cuf11
ortholog_4678 gene-HOLleu_27244 BL05217_evm8
ortholog_4679 gene-HOLleu_27245 BL11485_evm0
ortholog_4680 gene-HOLleu_27246 BL00989_cuf2
ortholog_4681 gene-HOLleu_27258 BL15563_cuf8
ortholog_4682 gene-HOLleu_27260 BL24961_evm8
ortholog_4683 gene-HOLleu_27268 BL19182_evm0
ortholog_4684 gene-HOLleu_27269 BL17081_evm0
ortholog_4685 gene-HOLleu_27270 BL19336_evm29
ortholog_4686 gene-HOLleu_27272 BL04640_evm0
ortholog_4687 gene-HOLleu_27274 BL21082_evm0
ortholog_4688 gene-HOLleu_27276 BL06611_cuf34
ortholog_4689 gene-HOLleu_27280 BL21970_evm0
ortholog_4690 gene-HOLleu_27281 BL19148_evm7
ortholog_4691 gene-HOLleu_27282 BL10280_cuf7
ortholog_4692 gene-HOLleu_27288 BL17103_cuf3
ortholog_4693 gene-HOLleu_27289 BL05215_evm0
ortholog_4694 gene-HOLleu_27317 BL10246_evm0
ortholog_4695 gene-HOLleu_27318 BL61268_cuf2
ortholog_4696 gene-HOLleu_27319 BL23576_evm31
ortholog_4697 gene-HOLleu_27324 BL31309_evm0
ortholog_4698 gene-HOLleu_27333 BL05136_evm3
ortholog_4699 gene-HOLleu_27336 BL05902_cuf3
ortholog_4700 gene-HOLleu_27340 BL08391_evm5
ortholog_4701 gene-HOLleu_27343 BL06031_cuf7
ortholog_4702 gene-HOLleu_27348 BL28376_evm0
ortholog_4703 gene-HOLleu_27352 BL22668_evm0
ortholog_4704 gene-HOLleu_27357 BL09672_evm0
ortholog_4705 gene-HOLleu_27358 BL00582_cuf1
ortholog_4706 gene-HOLleu_27360 BL05045_cuf4
ortholog_4707 gene-HOLleu_27361 BL13896_cuf7
ortholog_4708 gene-HOLleu_27362 BL13894_evm11
ortholog_4709 gene-HOLleu_27363 BL15177_cuf7
ortholog_4710 gene-HOLleu_27365 BL07487_evm0
ortholog_4711 gene-HOLleu_27366 BL15918_evm2
ortholog_4712 gene-HOLleu_27372 BL04649_evm0
ortholog_4713 gene-HOLleu_27373 BL22387_evm0
ortholog_4714 gene-HOLleu_27379 BL03545_cuf2
ortholog_4715 gene-HOLleu_27384 BL07764_evm0
ortholog_4716 gene-HOLleu_27388 BL21904_evm0
ortholog_4717 gene-HOLleu_27398 BL04647_evm0
ortholog_4718 gene-HOLleu_27404 BL13116_cuf3
ortholog_4719 gene-HOLleu_27406 BL12696_cuf1
ortholog_4720 gene-HOLleu_27407 BL06025_cuf13
ortholog_4721 gene-HOLleu_27436 BL06773_cuf2
ortholog_4722 gene-HOLleu_27447 BL17786_cuf2
ortholog_4723 gene-HOLleu_27448 BL11687_evm0
ortholog_4724 gene-HOLleu_27449 BL23572_cuf2
ortholog_4725 gene-HOLleu_27462 BL21440_cuf0
ortholog_4726 gene-HOLleu_27465 BL00411_evm1
ortholog_4727 gene-HOLleu_27466 BL03126_cuf27
ortholog_4728 gene-HOLleu_27472 BL78796_cuf5
ortholog_4729 gene-HOLleu_27473 BL12825_evm0
ortholog_4730 gene-HOLleu_27495 BL43369_cuf0
ortholog_4731 gene-HOLleu_27499 BL01337_cuf4
ortholog_4732 gene-HOLleu_27500 BL22883_evm2
ortholog_4733 gene-HOLleu_27511 BL11806_evm0
ortholog_4734 gene-HOLleu_27513 BL00469_cuf3
ortholog_4735 gene-HOLleu_27514 BL30670_evm0
ortholog_4736 gene-HOLleu_27515 BL04732_cuf2
ortholog_4737 gene-HOLleu_27516 BL16156_cuf1
ortholog_4738 gene-HOLleu_27518 BL05904_cuf1
ortholog_4739 gene-HOLleu_27519 BL18905_cuf6
ortholog_4740 gene-HOLleu_27526 BL09610_evm2
ortholog_4741 gene-HOLleu_27539 BL10274_evm0
ortholog_4742 gene-HOLleu_27541 BL17159_cuf9
ortholog_4743 gene-HOLleu_27543 BL10863_cuf15
ortholog_4744 gene-HOLleu_27544 BL97464_cuf0
ortholog_4745 gene-HOLleu_27546 BL23586_evm1
ortholog_4746 gene-HOLleu_27547 BL00735_evm0
ortholog_4747 gene-HOLleu_27549 BL09605_cuf1
ortholog_4748 gene-HOLleu_27552 BL20271_evm0
ortholog_4749 gene-HOLleu_27559 BL28536_evm0
ortholog_4750 gene-HOLleu_27561 BL09029_evm7
ortholog_4751 gene-HOLleu_27564 BL12422_cuf10
ortholog_4752 gene-HOLleu_27566 BL12702_evm7
ortholog_4753 gene-HOLleu_27567 BL95493_evm1
ortholog_4754 gene-HOLleu_27569 BL24873_evm0
ortholog_4755 gene-HOLleu_27570 BL79048_cuf0
ortholog_4756 gene-HOLleu_27571 BL01812_cuf1
ortholog_4757 gene-HOLleu_27578 BL00985_cuf0
ortholog_4758 gene-HOLleu_27592 BL28820_evm0
ortholog_4759 gene-HOLleu_27599 BL20434_evm2
ortholog_4760 gene-HOLleu_27608 BL14925_evm0
ortholog_4761 gene-HOLleu_27611 BL02230_cuf13
ortholog_4762 gene-HOLleu_27612 BL00153_evm1
ortholog_4763 gene-HOLleu_27614 BL06348_evm0
ortholog_4764 gene-HOLleu_27615 BL12701_cuf22
ortholog_4765 gene-HOLleu_27617 BL23545_evm0
ortholog_4766 gene-HOLleu_27630 BL19859_cuf4
ortholog_4767 gene-HOLleu_27640 BL53437_cuf5
ortholog_4768 gene-HOLleu_27646 BL19332_evm16
ortholog_4769 gene-HOLleu_27655 BL95908_evm0
ortholog_4770 gene-HOLleu_27660 BL08400_evm4
ortholog_4771 gene-HOLleu_27669 BL06940_cuf0
ortholog_4772 gene-HOLleu_27670 BL02736_evm2
ortholog_4773 gene-HOLleu_27672 BL76831_cuf0
ortholog_4774 gene-HOLleu_27676 BL07763_evm7
ortholog_4775 gene-HOLleu_27680 BL15923_cuf3
ortholog_4776 gene-HOLleu_27681 BL15145_evm0
ortholog_4777 gene-HOLleu_27696 BL01225_cuf0
ortholog_4778 gene-HOLleu_27710 BL08735_evm0
ortholog_4779 gene-HOLleu_27712 BL97213_cuf3
ortholog_4780 gene-HOLleu_27713 BL01569_cuf0
ortholog_4781 gene-HOLleu_27718 BL30979_evm1
ortholog_4782 gene-HOLleu_27730 BL17115_cuf3
ortholog_4783 gene-HOLleu_27733 BL27862_evm0
ortholog_4784 gene-HOLleu_27737 BL12424_cuf4
ortholog_4785 gene-HOLleu_27738 BL08256_evm5
ortholog_4786 gene-HOLleu_27744 BL04451_cuf5
ortholog_4787 gene-HOLleu_27754 BL05308_evm0
ortholog_4788 gene-HOLleu_27755 BL02842_evm0
ortholog_4789 gene-HOLleu_27757 BL07222_cuf2
ortholog_4790 gene-HOLleu_27760 BL21671_evm0
ortholog_4791 gene-HOLleu_27761 BL16158_cuf1
ortholog_4792 gene-HOLleu_27764 BL05007_cuf3
ortholog_4793 gene-HOLleu_27766 BL95399_evm1
ortholog_4794 gene-HOLleu_27775 BL90207_cuf0
ortholog_4795 gene-HOLleu_27783 BL10275_cuf0
ortholog_4796 gene-HOLleu_27800 BL23274_cuf0
ortholog_4797 gene-HOLleu_27802 BL00468_cuf3
ortholog_4798 gene-HOLleu_27807 BL42966_cuf0
ortholog_4799 gene-HOLleu_27820 BL01029_cuf1
ortholog_4800 gene-HOLleu_27821 BL21971_cuf3
ortholog_4801 gene-HOLleu_27824 BL16722_cuf18
ortholog_4802 gene-HOLleu_27828 BL22752_cuf3
ortholog_4803 gene-HOLleu_27831 BL50827_cuf4
ortholog_4804 gene-HOLleu_27834 BL22363_cuf0
ortholog_4805 gene-HOLleu_27842 BL02972_cuf3
ortholog_4806 gene-HOLleu_27850 BL16694_cuf0
ortholog_4807 gene-HOLleu_27851 BL17161_evm3
ortholog_4808 gene-HOLleu_27856 BL95398_evm0
ortholog_4809 gene-HOLleu_27857 BL04672_cuf4
ortholog_4810 gene-HOLleu_27858 BL13844_cuf8
ortholog_4811 gene-HOLleu_27863 BL09427_cuf2
ortholog_4812 gene-HOLleu_27866 BL14062_cuf14
ortholog_4813 gene-HOLleu_27871 BL10588_evm2
ortholog_4814 gene-HOLleu_27872 BL22391_evm0
ortholog_4815 gene-HOLleu_27873 BL22390_cuf1
ortholog_4816 gene-HOLleu_27875 BL27008_evm0
ortholog_4817 gene-HOLleu_27876 BL28582_evm0
ortholog_4818 gene-HOLleu_27877 BL23570_cuf0
ortholog_4819 gene-HOLleu_27886 BL06573_cuf20
ortholog_4820 gene-HOLleu_27896 BL95401_evm1
ortholog_4821 gene-HOLleu_27899 BL06572_cuf5
ortholog_4822 gene-HOLleu_27906 BL13895_cuf8
ortholog_4823 gene-HOLleu_27923 BL19567_evm4
ortholog_4824 gene-HOLleu_27924 BL11489_evm1
ortholog_4825 gene-HOLleu_27925 BL15920_cuf3
ortholog_4826 gene-HOLleu_27930 BL01126_evm0
ortholog_4827 gene-HOLleu_27934 BL15529_cuf1
ortholog_4828 gene-HOLleu_27937 BL10591_cuf1
ortholog_4829 gene-HOLleu_27939 BL29045_evm0
ortholog_4830 gene-HOLleu_27941 BL14950_cuf1
ortholog_4831 gene-HOLleu_27943 BL41938_cuf0
ortholog_4832 gene-HOLleu_27965 BL16813_evm0
ortholog_4833 gene-HOLleu_27967 BL07371_cuf0
ortholog_4834 gene-HOLleu_27968 BL02205_evm0
ortholog_4835 gene-HOLleu_27970 BL75757_cuf9
ortholog_4836 gene-HOLleu_27977 BL11803_evm1
ortholog_4837 gene-HOLleu_27980 BL09601_evm0
ortholog_4838 gene-HOLleu_27981 BL25080_evm0
ortholog_4839 gene-HOLleu_27983 BL02227_evm8
ortholog_4840 gene-HOLleu_27989 BL29581_evm0
ortholog_4841 gene-HOLleu_27993 BL04979_cuf1
ortholog_4842 gene-HOLleu_27995 BL04995_cuf2
ortholog_4843 gene-HOLleu_28018 BL15296_evm0
ortholog_4844 gene-HOLleu_28020 BL09617_evm0
ortholog_4845 gene-HOLleu_28021 BL17169_cuf6
ortholog_4846 gene-HOLleu_28054 BL12511_cuf1
ortholog_4847 gene-HOLleu_28058 BL11235_cuf7
ortholog_4848 gene-HOLleu_28062 BL05315_evm19
ortholog_4849 gene-HOLleu_28065 BL11666_evm2
ortholog_4850 gene-HOLleu_28067 BL95528_evm2
ortholog_4851 gene-HOLleu_28068 BL14979_evm8
ortholog_4852 gene-HOLleu_28070 BL15569_evm0
ortholog_4853 gene-HOLleu_28081 BL21104_evm0
ortholog_4854 gene-HOLleu_28094 BL02879_cuf10
ortholog_4855 gene-HOLleu_28101 BL20149_cuf7
ortholog_4856 gene-HOLleu_28105 BL95981_evm1
ortholog_4857 gene-HOLleu_28109 BL01661_cuf6
ortholog_4858 gene-HOLleu_28112 BL12179_cuf1
ortholog_4859 gene-HOLleu_28113 BL23608_evm0
ortholog_4860 gene-HOLleu_28117 BL10935_evm1
ortholog_4861 gene-HOLleu_28121 BL04886_evm0
ortholog_4862 gene-HOLleu_28127 BL19028_cuf0
ortholog_4863 gene-HOLleu_28128 BL16904_cuf0
ortholog_4864 gene-HOLleu_28131 BL13290_evm4
ortholog_4865 gene-HOLleu_28132 BL03515_cuf13
ortholog_4866 gene-HOLleu_28137 BL24967_cuf14
ortholog_4867 gene-HOLleu_28142 BL20426_cuf14
ortholog_4868 gene-HOLleu_28143 BL10391_cuf3
ortholog_4869 gene-HOLleu_28151 BL00434_evm6
ortholog_4870 gene-HOLleu_28152 BL00176_cuf25
ortholog_4871 gene-HOLleu_28153 BL28728_evm0
ortholog_4872 gene-HOLleu_28156 BL20899_evm4
ortholog_4873 gene-HOLleu_28167 BL26194_evm0
ortholog_4874 gene-HOLleu_28168 BL12524_evm0
ortholog_4875 gene-HOLleu_28170 BL21113_evm4
ortholog_4876 gene-HOLleu_28173 BL04394_cuf2
ortholog_4877 gene-HOLleu_28174 BL38600_cuf0
ortholog_4878 gene-HOLleu_28184 BL22944_evm0
ortholog_4879 gene-HOLleu_28185 BL04947_cuf8
ortholog_4880 gene-HOLleu_28187 BL16899_cuf12
ortholog_4881 gene-HOLleu_28193 BL06129_evm0
ortholog_4882 gene-HOLleu_28194 BL21978_evm5
ortholog_4883 gene-HOLleu_28195 BL21807_cuf1
ortholog_4884 gene-HOLleu_28207 BL06991_evm0
ortholog_4885 gene-HOLleu_28208 BL02969_cuf3
ortholog_4886 gene-HOLleu_28210 BL22314_evm3
ortholog_4887 gene-HOLleu_28213 BL23535_cuf4
