ortholog_1 g320 Em0018g373a
ortholog_2931 g109065 Em0023g520a
ortholog_2932 g109404 Em0001g2834a
ortholog_2933 g109436 Em0001g2837a
ortholog_2934 g109440 Em0016g506a
ortholog_2935 g109441 Em0018g953a
ortholog_2936 g109552 Em0009g632a
ortholog_2937 g109606 Em0023g273a
ortholog_2938 g109607 Em0023g271a
ortholog_2939 g109612 Em0023g750a
ortholog_2940 g109631 Em0023g776a
ortholog_2941 g109632 Em0023g544a
ortholog_2942 g109637 Em0023g418a
ortholog_2943 g109658 Em0023g392a
ortholog_2944 g109689 Em0023g322a
ortholog_2945 g109692 Em0023g763a
ortholog_2946 g109699 Em0023g505a
ortholog_2947 g109769 Em0023g435a
ortholog_2948 g109774 Em0077g11a
ortholog_2949 g109843 Em0021g486a
ortholog_2950 g109866 Em0023g932a
ortholog_2951 g109912 Em0023g786a
ortholog_2952 g109932 Em0018g989a
ortholog_2953 g109956 Em0021g279a
ortholog_2954 g109960 Em0009g692a
ortholog_2955 g110014 Em0016g21a
ortholog_2956 g110046 Em0023g749a
ortholog_2957 g110054 Em0020g977a
ortholog_2958 g110063 Em0022g283a
ortholog_2959 g110147 Em0021g340a
ortholog_2960 g110155 Em0023g103a
ortholog_2961 g110159 Em0023g502a
ortholog_2962 g110167 Em0023g368a
ortholog_2963 g110237 Em0010g260a
ortholog_2964 g110238 Em0010g1013a
ortholog_2965 g110240 Em0011g937a
ortholog_2966 g110243 Em0015g753a
ortholog_2967 g110262 Em0021g256a
ortholog_2968 g110263 Em0021g364a
ortholog_2969 g110265 Em0023g714a
ortholog_2970 g110272 Em0023g774a
ortholog_2971 g110316 Em0023g709a
ortholog_2972 g110332 Em0023g660a
ortholog_2973 g110333 Em0023g659a
ortholog_2974 g110379 Em0023g945a
ortholog_2975 g110389 Em0023g429a
ortholog_2976 g110458 Em0023g470a
ortholog_2977 g110490 Em0013g848a
ortholog_2978 g110495 Em0023g711a
ortholog_2979 g110503 Em0023g390a
ortholog_2980 g110514 Em0023g399a
ortholog_2981 g110531 Em0004g365a
ortholog_2982 g110537 Em0021g335a
ortholog_2983 g110553 Em1134g1a
ortholog_2984 g110617 Em0023g364a
ortholog_2985 g110633 Em0023g779a
ortholog_2986 g110671 Em0001g3379a
ortholog_2987 g110681 Em0023g934a
ortholog_2988 g110755 Em0023g606a
ortholog_2989 g110788 Em0023g294a
ortholog_2990 g110808 Em0016g540a
ortholog_2991 g110818 Em0023g751a
ortholog_2992 g110828 Em0019g663a
ortholog_2993 g110829 Em0023g188a
ortholog_2994 g110848 Em0023g610a
ortholog_2995 g111025 Em0014g371a
ortholog_2996 g111042 Em0021g226a
ortholog_2997 g111049 Em0023g560a
ortholog_2998 g111060 Em0020g645a
ortholog_2999 g111066 Em0023g706a
ortholog_3000 g111078 Em0002g754a
ortholog_3001 g111080 Em0002g755a
ortholog_3002 g111105 Em0021g640a
ortholog_3003 g111115 Em0023g677a
ortholog_3004 g111119 Em0023g95a
ortholog_3005 g111120 Em0017g560a
ortholog_3006 g111195 Em0017g224a
ortholog_3007 g111221 Em0021g422a
ortholog_3008 g111279 Em0023g578a
ortholog_3009 g111308 Em0008g831a
ortholog_3010 g111318 Em0005g1459a
ortholog_3011 g111323 Em0005g1456a
ortholog_3012 g111357 Em0444g3a
ortholog_3013 g111360 Em0021g263a
ortholog_3014 g111377 Em0021g265a
ortholog_3015 g111391 Em0023g753a
ortholog_3016 g111408 Em0023g501a
ortholog_3017 g111426 Em0023g759a
ortholog_3018 g111454 Em0023g752a
ortholog_3019 g111458 Em0023g499a
ortholog_3020 g111466 Em0023g419a
ortholog_3021 g111471 Em0015g383a
ortholog_3022 g111473 Em0015g358a
ortholog_3023 g111479 Em0023g476a
ortholog_3024 g111557 Em0023g565a
ortholog_3025 g111562 Em0099g11a
ortholog_3026 g111576 Em0021g272a
ortholog_3027 g111599 Em0019g648a
ortholog_3028 g111633 Em0001g854a
ortholog_3029 g111653 Em0263g10a
ortholog_3030 g111655 Em0023g434a
ortholog_3031 g111660 Em0006g1001a
ortholog_3032 g111664 Em0015g955a
ortholog_3033 g111666 Em0005g1529a
ortholog_3034 g111684 Em0023g407a
ortholog_3035 g111816 Em0011g541a
ortholog_3036 g111820 Em0021g495a
ortholog_3037 g111869 Em0023g482a
ortholog_3038 g111872 Em0023g355a
ortholog_3039 g111874 Em0023g365a
ortholog_3040 g111876 Em0023g755a
ortholog_3041 g111926 Em0010g701a
ortholog_3042 g111946 Em0023g323a
ortholog_3043 g111954 Em0023g810a
ortholog_3044 g111990 Em0021g376a
ortholog_3045 g112027 Em0012g768a
ortholog_3046 g112036 Em0145g13a
ortholog_3047 g112044 Em0019g324a
ortholog_3048 g112058 Em0023g432a
ortholog_3049 g112084 Em0015g1058a
ortholog_3050 g112097 Em0023g599a
ortholog_3051 g112112 Em0023g820a
ortholog_3052 g112143 Em0023g771a
ortholog_3053 g112145 Em0023g386a
ortholog_3054 g112149 Em0023g387a
ortholog_3055 g112180 Em0021g290a
ortholog_3056 g112261 Em0020g139a
ortholog_3057 g112267 Em0001g708a
ortholog_3058 g112292 Em0016g179a
ortholog_3059 g112294 Em0023g766a
ortholog_3060 g112299 Em0023g383a
ortholog_3061 g112306 Em0011g584a
ortholog_3062 g112327 Em0023g191a
ortholog_3063 g112334 Em0013g394a
ortholog_3064 g112349 Em0023g474a
ortholog_3065 g112354 Em0004g929a
ortholog_3066 g112363 Em0001g554a
ortholog_3067 g112396 Em0021g260a
ortholog_3068 g112398 Em0010g836a
ortholog_3069 g112402 Em0019g594a
ortholog_3070 g112411 Em0016g562a
ortholog_3071 g112446 Em0021g365a
ortholog_3072 g112504 Em0023g431a
ortholog_3073 g112508 Em0021g318a
ortholog_3074 g112534 Em0023g787a
ortholog_3075 g112571 Em0023g756a
ortholog_3076 g112588 Em0023g319a
ortholog_3077 g112594 Em0023g946a
ortholog_3078 g112599 Em0006g1559a
ortholog_3079 g112605 Em0023g481a
ortholog_3080 g112650 Em0021g310a
ortholog_3081 g112661 Em0023g356a
ortholog_3082 g112686 Em0023g536a
ortholog_3083 g112696 Em0023g910a
ortholog_3084 g112783 Em0021g259a
ortholog_3085 g112796 Em0016g528a
ortholog_3086 g112886 Em0021g252a
ortholog_3087 g112901 Em0006g620a
ortholog_3088 g112926 Em0021g245a
ortholog_3089 g113021 Em0022g12a
ortholog_3090 g113040 Em0001g3567a
ortholog_3091 g113043 Em0708g4a
ortholog_3092 g113096 Em0013g698a
ortholog_3093 g113103 Em0013g536a
ortholog_3094 g113159 Em0013g150a
ortholog_3095 g113196 Em0013g816a
ortholog_3096 g113218 Em0013g357a
ortholog_3097 g113224 Em0013g918a
ortholog_3098 g113232 Em0013g892a
ortholog_3099 g113271 Em0013g25a
ortholog_3100 g113472 Em0013g532a
ortholog_3101 g113618 Em0013g109a
ortholog_3102 g113622 Em0016g240a
ortholog_3103 g113681 Em0013g489a
ortholog_3104 g113689 Em0015g972a
ortholog_3105 g113692 Em0015g1061a
ortholog_3106 g113727 Em0013g292a
ortholog_3107 g113737 Em0018g176a
ortholog_3108 g113764 Em0013g106a
ortholog_3109 g113770 Em0735g1a
ortholog_3110 g113785 Em0013g118a
ortholog_3111 g113804 Em0009g1018a
ortholog_3112 g113842 Em0013g820a
ortholog_3113 g113848 Em0013g832a
ortholog_3114 g113854 Em0013g701a
ortholog_3115 g113873 Em0013g679a
ortholog_3116 g113875 Em0013g660a
ortholog_3117 g113917 Em0013g88a
ortholog_3118 g113919 Em0014g313a
ortholog_3119 g113995 Em0014g346a
ortholog_3120 g114014 Em0013g154a
ortholog_3121 g114017 Em0016g423a
ortholog_3122 g114045 Em0013g834a
ortholog_3123 g114052 Em0013g891a
ortholog_3124 g114071 Em0012g531a
ortholog_3125 g114073 Em0012g552a
ortholog_3126 g114089 Em0013g272a
ortholog_3127 g114110 Em0013g318a
ortholog_3128 g114159 Em0158g6a
ortholog_3129 g114167 Em0007g15a
ortholog_3130 g114170 Em0013g812a
ortholog_3131 g114232 Em0013g180a
ortholog_3132 g114449 Em0003g1477a
ortholog_3133 g114487 Em0013g1049a
ortholog_3134 g114492 Em0003g1642a
ortholog_3135 g114495 Em0015g35a
ortholog_3136 g114499 Em0013g833a
ortholog_3137 g114504 Em0013g198a
ortholog_3138 g114539 Em0020g1083a
ortholog_3139 g114546 Em0013g227a
ortholog_3140 g114548 Em0013g275a
ortholog_3141 g114555 Em0004g1008a
ortholog_3142 g114568 Em0013g534a
ortholog_3143 g114574 Em0013g626a
ortholog_3144 g114611 Em0013g36a
ortholog_3145 g114636 Em0023g226a
ortholog_3146 g114641 Em0001g1893a
ortholog_3147 g114656 Em0550g4a
ortholog_3148 g114660 Em0013g884a
ortholog_3149 g114733 Em0013g226a
ortholog_3150 g114737 Em0015g27a
ortholog_3151 g114743 Em0018g539a
ortholog_3152 g114896 Em0011g283a
ortholog_3153 g114912 Em0013g166a
ortholog_3154 g114960 Em1027g4a
ortholog_3155 g114972 Em0013g1124a
ortholog_3156 g115012 Em0013g992a
ortholog_3157 g115077 Em0013g392a
ortholog_3158 g115081 Em0475g5a
ortholog_3159 g115111 Em0013g276a
ortholog_3160 g115119 Em0008g281a
ortholog_3161 g115242 Em0013g379a
ortholog_3162 g115245 Em0022g51a
ortholog_3163 g115331 Em0013g246a
ortholog_3164 g115333 Em0013g245a
ortholog_3165 g115339 Em0013g107a
ortholog_3166 g115342 Em0010g1017a
ortholog_3167 g115343 Em0010g1029a
ortholog_3168 g115386 Em0004g170a
ortholog_3169 g115396 Em0002g1395a
ortholog_3170 g115403 Em0010g912a
ortholog_3171 g115407 Em0013g839a
ortholog_3172 g115533 Em0003g1747a
ortholog_3173 g115574 Em0013g176a
ortholog_3174 g115577 Em0003g756a
ortholog_3175 g115624 Em0004g59a
ortholog_3176 g115664 Em0013g190a
ortholog_3177 g115794 Em0015g910a
ortholog_3178 g115804 Em0010g448a
ortholog_3179 g115805 Em0010g464a
ortholog_3180 g115810 Em0013g108a
ortholog_3181 g115814 Em0004g1352a
ortholog_3182 g115888 Em0017g145a
ortholog_3183 g115920 Em0013g713a
ortholog_3184 g115934 Em0013g363a
ortholog_3185 g115956 Em0013g821a
ortholog_3186 g116052 Em0015g920a
ortholog_3187 g116070 Em0001g1115a
ortholog_3188 g116094 Em0007g111a
ortholog_3189 g116136 Em0013g112a
ortholog_3190 g116155 Em0013g119a
ortholog_3191 g116169 Em0004g1200a
ortholog_3192 g116171 Em0013g770a
ortholog_3193 g116177 Em0013g326a
ortholog_3194 g116178 Em0013g327a
ortholog_3195 g116201 Em0013g356a
ortholog_3196 g116230 Em0003g525a
ortholog_3197 g116282 Em0013g145a
ortholog_3198 g116369 Em0006g876a
ortholog_3199 g116372 Em0013g8a
ortholog_3200 g116375 Em0013g252a
ortholog_3201 g116378 Em0139g7a
ortholog_3202 g116403 Em0023g791a
ortholog_3203 g116414 Em0013g157a
ortholog_3204 g116450 Em0013g1092a
ortholog_3205 g116508 Em0013g110a
ortholog_3206 g116702 Em1372g1a
ortholog_3207 g116709 Em0013g194a
ortholog_3208 g116737 Em0013g138a
ortholog_3209 g116741 Em0013g135a
ortholog_3210 g116752 Em0013g128a
ortholog_3211 g116823 Em0017g199a
ortholog_3212 g116832 Em0012g561a
ortholog_3213 g116870 Em0001g94a
ortholog_3214 g116874 Em0020g535a
ortholog_3215 g116877 Em0020g538a
ortholog_3216 g116893 Em0016g356a
ortholog_3217 g116913 Em0001g1585a
ortholog_3218 g117009 Em0013g490a
ortholog_3219 g117019 Em0013g248a
ortholog_3220 g117089 Em0005g1172a
ortholog_3221 g117101 Em1064g1a
ortholog_3222 g117114 Em0013g509a
ortholog_3223 g117121 Em0013g41a
ortholog_3224 g117147 Em0013g278a
ortholog_3225 g117177 Em0013g1099a
ortholog_3226 g117189 Em0013g250a
ortholog_3227 g117252 Em0013g189a
ortholog_3228 g117259 Em0001g1072a
ortholog_3229 g117264 Em0013g888a
ortholog_3230 g117383 Em0013g451a
ortholog_3231 g117385 Em0009g646a
ortholog_3232 g117397 Em0637g1a
ortholog_3233 g117403 Em0013g33a
ortholog_3234 g117416 Em0011g322a
ortholog_3235 g117454 Em0013g1083a
ortholog_3236 g117641 Em0013g822a
ortholog_3237 g117649 Em0771g1a
ortholog_3238 g117661 Em0018g568a
ortholog_3239 g117680 Em0013g225a
ortholog_3240 g117701 Em0008g1261a
ortholog_3241 g117705 Em0003g56a
ortholog_3242 g117733 Em0013g1037a
ortholog_3243 g117746 Em0021g304a
ortholog_3244 g117758 Em0013g491a
ortholog_3245 g117774 Em0020g998a
ortholog_3246 g117784 Em0013g374a
ortholog_3247 g117790 Em0013g377a
ortholog_3248 g117792 Em0013g843a
ortholog_3249 g117857 Em0001g3319a
ortholog_3250 g117865 Em0012g1048a
ortholog_3251 g117867 Em0023g642a
ortholog_3252 g117891 Em0013g452a
ortholog_3253 g117901 Em0023g67a
ortholog_3254 g117943 Em0013g501a
ortholog_3255 g117952 Em0003g345a
ortholog_3256 g117956 Em0013g121a
ortholog_3257 g117959 Em0013g120a
ortholog_3258 g118000 Em0013g173a
ortholog_3259 g118006 Em0013g172a
ortholog_3260 g118019 Em0013g167a
ortholog_3261 g118028 Em0021g295a
ortholog_3262 g118033 Em0013g45a
ortholog_3263 g118049 Em0013g175a
ortholog_3264 g118059 Em0013g1106a
ortholog_3265 g118064 Em0018g1120a
ortholog_3266 g118136 Em0013g151a
ortholog_3267 g118202 Em0013g360a
ortholog_3268 g118228 Em0013g99a
ortholog_3269 g118236 Em0013g317a
ortholog_3270 g118271 Em0060g11a
ortholog_3271 g118272 Em0086g11a
ortholog_3272 g118344 Em0013g706a
ortholog_3273 g118366 Em0013g849a
ortholog_3274 g118375 Em0018g527a
ortholog_3275 g118530 Em0013g407a
ortholog_3276 g118619 Em0011g623a
ortholog_3277 g118625 Em0003g1863a
ortholog_3278 g118659 Em0013g1109a
ortholog_3279 g118662 Em0013g718a
ortholog_3280 g118679 Em0013g847a
ortholog_3281 g118681 Em0008g344a
ortholog_3282 g118720 Em0013g144a
ortholog_3283 g118770 Em0013g330a
ortholog_3284 g118775 Em0013g619a
ortholog_3285 g118777 Em0013g615a
ortholog_3286 g118806 Em0013g887a
ortholog_3287 g118828 Em0013g44a
ortholog_3288 g118831 Em0013g43a
ortholog_3289 g118837 Em0020g351a
ortholog_3290 g118878 Em0006g646a
ortholog_3291 g118883 Em0013g21a
ortholog_3292 g118916 Em0004g1134a
ortholog_3293 g119073 Em0005g1449a
ortholog_3294 g119081 Em0005g1474a
ortholog_3295 g119294 Em0013g266a
ortholog_3296 g119295 Em0013g263a
ortholog_3297 g119296 Em0013g169a
ortholog_3298 g119326 Em0013g17a
ortholog_3299 g119350 Em0014g718a
ortholog_3300 g119431 Em0013g886a
ortholog_3301 g119675 Em0013g294a
ortholog_3302 g119697 Em0004g1359a
ortholog_3303 g119869 Em0013g550a
ortholog_3304 g119971 Em0012g16a
ortholog_3305 g119992 Em0013g301a
ortholog_3306 g120028 g33019.t1
ortholog_3307 g120033 Em0013g52a
ortholog_3308 g120257 Em0021g119a
ortholog_3309 g120269 Em0013g705a
ortholog_3310 g120293 Em0013g406a
ortholog_3311 g120296 Em0013g165a
ortholog_3312 g120326 Em0004g839a
ortholog_3313 g120371 Em0013g279a
ortholog_3314 g120721 Em0013g432a
ortholog_3315 g120874 Em0009g1069a
ortholog_3316 g120962 Em0016g1017a
ortholog_3317 g121000 Em0021g29a
ortholog_3318 g121052 Em0003g171a
ortholog_3319 g121053 Em0012g1055a
ortholog_3320 g121128 Em0013g125a
ortholog_3321 g121152 Em0013g124a
ortholog_3322 g121176 Em0019g169a
ortholog_3323 g121178 Em0013g117a
ortholog_3324 g121192 Em0021g217a
ortholog_3325 g121193 Em0013g355a
ortholog_3326 g121210 Em0021g889a
ortholog_3327 g121222 Em0013g274a
ortholog_3328 g121229 Em0013g948a
ortholog_3329 g121288 Em0004g1248a
ortholog_3330 g121367 Em0354g2a
ortholog_3331 g121407 Em0013g720a
ortholog_3332 g121425 Em0017g141a
ortholog_3333 g121475 Em0090g7a
ortholog_3334 g121540 Em0018g375a
ortholog_3335 g121560 Em0005g1447a
ortholog_3336 g121743 Em0013g177a
ortholog_3337 g121749 Em0013g783a
ortholog_3338 g121757 Em0825g1a
ortholog_3339 g121759 Em0011g303a
ortholog_3340 g121821 Em0018g519a
ortholog_3341 g121835 Em0013g192a
ortholog_3342 g121852 Em0324g7a
ortholog_3343 g121865 Em0016g280a
ortholog_3344 g122023 Em0023g889a
ortholog_3345 g122025 Em0024g137a
ortholog_3346 g122123 Em0004g1231a
ortholog_3347 g122144 Em0013g947a
ortholog_3348 g122152 Em0013g572a
ortholog_3349 g122154 Em0018g514a
ortholog_3350 g122201 Em0013g287a
ortholog_3351 g122210 Em0008g972a
ortholog_3352 g122234 Em0001g1659a
ortholog_3353 g122325 Em0013g826a
ortholog_3354 g122404 Em0013g93a
ortholog_3355 g122440 Em0573g6a
ortholog_3356 g122454 Em0001g3560a
ortholog_3357 g122473 Em0015g484a
ortholog_3358 g122515 Em0013g1104a
ortholog_3359 g122530 Em0003g1480a
ortholog_3360 g122656 Em0020g795a
ortholog_3361 g122661 Em0021g878a
ortholog_3362 g122664 Em0013g48a
ortholog_3363 g122886 Em0017g741a
ortholog_3364 g122972 Em0023g534a
ortholog_3365 g123077 Em0011g248a
ortholog_3366 g123215 Em0012g1046a
ortholog_3367 g123294 Em0004g44a
ortholog_3368 g123645 Em0013g696a
ortholog_3369 g123673 Em0006g1144a
ortholog_3370 g123733 Em0013g1120a
ortholog_3371 g123752 Em0023g963a
ortholog_3372 g123924 Em0005g1477a
ortholog_3373 g123936 Em0013g592a
ortholog_3374 g123965 Em0019g1175a
ortholog_3375 g123966 Em0019g1154a
ortholog_3376 g124251 Em0014g446a
ortholog_3377 g124313 Em0018g552a
ortholog_3378 g124330 Em0006g861a
ortholog_3379 g124618 Em0021g51a
ortholog_3380 g124656 Em0011g279a
ortholog_3381 g124779 Em0015g615a
ortholog_3382 g124781 Em0015g571a
ortholog_3383 g124793 Em0023g864a
ortholog_3384 g124794 Em0019g30a
ortholog_3385 g125168 Em0011g815a
ortholog_3386 g125230 Em0012g533a
ortholog_3387 g125231 Em0007g207a
ortholog_3388 g125243 Em0014g879a
ortholog_3389 g125250 Em0001g1702a
ortholog_3390 g125274 Em0018g718a
ortholog_3391 g125342 Em0021g835a
ortholog_3392 g125343 Em0006g980a
ortholog_3393 g125601 Em0018g58a
ortholog_3394 g125602 Em0021g782a
ortholog_3395 g125735 Em0001g1587a
ortholog_3396 g125767 Em0023g247a
ortholog_3397 g126417 Em0016g1092a
ortholog_3398 g126589 Em0012g482a
ortholog_3399 g126811 Em0008g1245a
ortholog_3400 g127042 Em0021g979a
ortholog_3401 g127043 Em0003g650a
ortholog_3402 g127104 Em0002g47a
ortholog_3403 g127235 Em0014g784a
ortholog_3404 g127512 Em0021g681a
ortholog_3405 g127636 Em0407g2a
ortholog_3406 g127654 Em0002g1234a
ortholog_3407 g127690 Em0016g276a
ortholog_3408 g127697 Em0003g1486a
ortholog_3409 g127701 Em0016g131a
ortholog_3410 g127729 Em0016g85a
ortholog_3411 g127735 Em0016g257a
ortholog_3412 g127741 Em0008g60a
ortholog_3413 g127743 Em0016g148a
ortholog_3414 g127756 Em0004g1369a
ortholog_3415 g127762 Em0016g152a
ortholog_3416 g127769 Em0016g1176a
ortholog_3417 g127809 Em0022g925a
ortholog_3418 g127821 Em0016g703a
ortholog_3419 g127825 Em0019g1135a
ortholog_3420 g127906 Em0016g917a
ortholog_3421 g127912 Em0020g774a
ortholog_3422 g127995 Em0014g176a
ortholog_3423 g128006 Em0009g694a
ortholog_3424 g128013 Em0016g184a
ortholog_3425 g128020 Em0016g1180a
ortholog_3426 g128051 Em0010g122a
ortholog_3427 g128154 Em0011g829a
ortholog_3428 g128160 Em0016g110a
ortholog_3429 g128163 Em0016g132a
ortholog_3430 g128193 Em0011g386a
ortholog_3431 g128426 Em0023g811a
ortholog_3432 g128480 Em0009g823a
ortholog_3433 g128542 Em0016g1130a
ortholog_3434 g128543 Em0016g1164a
ortholog_3435 g128550 Em0016g946a
ortholog_3436 g128571 Em0016g1095a
ortholog_3437 g128573 Em0018g427a
ortholog_3438 g128682 Em0016g924a
ortholog_3439 g128687 Em0011g1192a
ortholog_3440 g128755 Em0016g452a
ortholog_3441 g128783 Em0016g919a
ortholog_3442 g128787 Em0008g504a
ortholog_3443 g128883 Em0016g754a
ortholog_3444 g128887 Em0016g551a
ortholog_3445 g128954 Em0020g556a
ortholog_3446 g129037 Em0026g37a
ortholog_3447 g129056 Em0014g281a
ortholog_3448 g129057 Em0012g59a
ortholog_3449 g129082 Em0023g548a
ortholog_3450 g129087 Em0007g247a
ortholog_3451 g129108 Em0007g1444a
ortholog_3452 g129128 Em0007g816a
ortholog_3453 g129139 Em0016g370a
ortholog_3454 g129151 Em0024g83a
ortholog_3455 g129159 Em0024g320a
ortholog_3456 g129191 Em0016g1041a
ortholog_3457 g129199 Em0016g1035a
ortholog_3458 g129207 Em0005g143a
ortholog_3459 g129225 Em0008g887a
ortholog_3460 g129242 Em0007g240a
ortholog_3461 g129261 Em0018g263a
ortholog_3462 g129399 Em0531g3a
ortholog_3463 g129452 Em0162g4a
ortholog_3464 g129512 Em1360g1a
ortholog_3465 g129515 Em0022g225a
ortholog_3466 g129526 Em0016g65a
ortholog_3467 g129550 Em0002g528a
ortholog_3468 g129575 Em0016g272a
ortholog_3469 g129578 Em0016g1131a
ortholog_3470 g129579 Em0016g1128a
ortholog_3471 g129589 Em0002g1402a
ortholog_3472 g129599 Em0002g851a
ortholog_3473 g129636 Em0002g1616a
ortholog_3474 g129637 Em0016g1188a
ortholog_3475 g129719 Em0019g620a
ortholog_3476 g129763 Em0023g655a
ortholog_3477 g129870 Em0004g1389a
ortholog_3478 g129873 Em0016g275a
ortholog_3479 g129886 Em0023g425a
ortholog_3480 g129919 Em0016g374a
ortholog_3481 g129934 Em0008g607a
ortholog_3482 g129947 Em0021g588a
ortholog_3483 g129949 Em0016g105a
ortholog_3484 g129962 Em0016g143a
ortholog_3485 g130108 Em0016g1165a
ortholog_3486 g130118 Em0018g32a
ortholog_3487 g130165 Em0484g5a
ortholog_3488 g130168 Em0484g4a
ortholog_3489 g130193 Em0002g80a
ortholog_3490 g130307 Em0012g15a
ortholog_3491 g130313 Em0007g1457a
ortholog_3492 g130329 Em0019g1095a
ortholog_3493 g130334 Em0007g323a
ortholog_3494 g130347 Em0007g224a
ortholog_3495 g130425 Em0013g94a
ortholog_3496 g130427 Em0013g282a
ortholog_3497 g130433 Em0016g118a
ortholog_3498 g130479 Em0004g1019a
ortholog_3499 g130489 Em0016g122a
ortholog_3500 g130503 Em0531g11a
ortholog_3501 g130508 Em0016g265a
ortholog_3502 g130544 Em0009g165a
ortholog_3503 g130556 Em0012g35a
ortholog_3504 g130566 Em0016g544a
ortholog_3505 g130613 Em0016g173a
ortholog_3506 g130626 Em0005g1622a
ortholog_3507 g130699 Em0162g16a
ortholog_3508 g130701 Em0016g34a
ortholog_3509 g130714 Em0016g253a
ortholog_3510 g130753 Em0013g338a
ortholog_3511 g130779 Em0016g155a
ortholog_3512 g130782 Em0016g1100a
ortholog_3513 g130795 Em0016g992a
ortholog_3514 g130819 Em0023g716a
ortholog_3515 g130904 Em0016g1039a
ortholog_3516 g131079 Em0008g1056a
ortholog_3517 g131136 Em0020g609a
ortholog_3518 g131159 Em0001g1538a
ortholog_3519 g131180 Em0158g1a
ortholog_3520 g131257 Em0022g123a
ortholog_3521 g131259 Em0023g757a
ortholog_3522 g131267 Em0020g843a
ortholog_3523 g131271 Em0018g975a
ortholog_3524 g131284 Em0016g31a
ortholog_3525 g131321 Em0582g7a
ortholog_3526 g131322 Em0016g935a
ortholog_3527 g131368 Em0009g1135a
ortholog_3528 g131399 Em0379g2a
ortholog_3529 g131402 Em0019g1137a
ortholog_3530 g131403 Em0016g358a
ortholog_3531 g131415 Em0016g1102a
ortholog_3532 g131421 Em0016g1022a
ortholog_3533 g131436 Em0016g1021a
ortholog_3534 g131442 Em0686g2a
ortholog_3535 g131449 Em0020g5a
ortholog_3536 g131464 Em0004g691a
ortholog_3537 g131469 Em0531g5a
ortholog_3538 g131471 Em0016g1000a
ortholog_3539 g131474 Em0016g999a
ortholog_3540 g131484 Em0016g307a
ortholog_3541 g131497 Em0016g186a
ortholog_3542 g131498 Em0016g189a
ortholog_3543 g131677 Em0018g35a
ortholog_3544 g131684 Em0016g194a
ortholog_3545 g131694 Em0016g48a
ortholog_3546 g131802 Em0015g294a
ortholog_3547 g131833 Em0419g9a
ortholog_3548 g131835 Em0016g658a
ortholog_3549 g131837 Em0498g3a
ortholog_3550 g131858 Em0009g1058a
ortholog_3551 g131956 Em0017g563a
ortholog_3552 g131958 Em0019g914a
ortholog_3553 g131963 Em0007g11a
ortholog_3554 g132029 Em0888g4a
ortholog_3555 g132030 Em0020g204a
ortholog_3556 g132034 Em0004g1368a
ortholog_3557 g132051 Em0016g284a
ortholog_3558 g132162 Em0004g68a
ortholog_3559 g132168 Em0016g1098a
ortholog_3560 g132178 Em0007g214a
ortholog_3561 g132222 Em0016g948a
ortholog_3562 g132262 Em0785g1a
ortholog_3563 g132284 Em0003g1498a
ortholog_3564 g132297 Em0003g1001a
ortholog_3565 g132298 Em0009g791a
ortholog_3566 g132399 Em0005g521a
ortholog_3567 g132401 Em0012g461a
ortholog_3568 g132424 Em0009g52a
ortholog_3569 g132426 Em0708g6a
ortholog_3570 g132428 Em0016g12a
ortholog_3571 g132492 Em0009g426a
ortholog_3572 g132522 Em1117g1a
ortholog_3573 g132523 Em0004g193a
ortholog_3574 g132553 Em0054g14a
ortholog_3575 g132574 Em0024g243a
ortholog_3576 g132583 Em0007g1389a
ortholog_3577 g132624 Em0016g1086a
ortholog_3578 g132634 Em0016g279a
ortholog_3579 g132666 Em0016g172a
ortholog_3580 g132676 Em0016g150a
ortholog_3581 g132682 Em0016g149a
ortholog_3582 g132684 Em0016g134a
ortholog_3583 g132688 Em0016g923a
ortholog_3584 g132689 Em0007g294a
ortholog_3585 g132695 Em0016g287a
ortholog_3586 g132722 Em0001g2160a
ortholog_3587 g132723 Em0016g77a
ortholog_3588 g132760 Em0007g722a
ortholog_3589 g132768 Em0007g31a
ortholog_3590 g132813 Em0011g306a
ortholog_3591 g132839 Em0024g87a
ortholog_3592 g132849 Em0004g1580a
ortholog_3593 g132855 Em0013g286a
ortholog_3594 g132883 Em0007g680a
ortholog_3595 g133077 Em0016g1187a
ortholog_3596 g133087 Em0016g293a
ortholog_3597 g133127 Em0016g982a
ortholog_3598 g133130 Em0008g913a
ortholog_3599 g133140 Em0003g1488a
ortholog_3600 g133163 Em0016g1097a
ortholog_3601 g133184 Em0016g201a
ortholog_3602 g133186 Em0016g196a
ortholog_3603 g133189 Em0016g200a
ortholog_3604 g133190 Em0329g8a
ortholog_3605 g133263 Em0006g634a
ortholog_3606 g133271 Em0007g724a
ortholog_3607 g133273 Em0007g716a
ortholog_3608 g133274 Em0007g732a
ortholog_3609 g133283 Em0004g1230a
ortholog_3610 g133435 Em0158g4a
ortholog_3611 g133440 Em0158g3a
ortholog_3612 g133446 Em0007g619a
ortholog_3613 g133495 Em0008g603a
ortholog_3614 g133532 Em0007g260a
ortholog_3615 g133577 Em0003g911a
ortholog_3616 g133631 Em0003g486a
ortholog_3617 g133642 Em0022g682a
ortholog_3618 g133678 Em0016g910a
ortholog_3619 g133722 Em0016g139a
ortholog_3620 g133745 Em0001g3564a
ortholog_3621 g133789 Em0011g781a
ortholog_3622 g133808 Em0001g504a
ortholog_3623 g133823 Em0016g274a
