ortholog_1 gene-HOLleu_00002 Em0004g788a
ortholog_2665 gene-HOLleu_22896 Em0023g204a
ortholog_2666 gene-HOLleu_22904 Em0708g6a
ortholog_2667 gene-HOLleu_22912 Em0006g936a
ortholog_2668 gene-HOLleu_22916 Em0016g1027a
ortholog_2669 gene-HOLleu_22917 Em0001g1755a
ortholog_2670 gene-HOLleu_22937 Em0003g1226a
ortholog_2671 gene-HOLleu_22941 Em0006g11a
ortholog_2672 gene-HOLleu_22945 Em0011g758a
ortholog_2673 gene-HOLleu_22955 Em0023g198a
ortholog_2674 gene-HOLleu_22957 Em0019g264a
ortholog_2675 gene-HOLleu_22973 Em0013g414a
ortholog_2676 gene-HOLleu_22974 Em0023g36a
ortholog_2677 gene-HOLleu_22993 Em0005g22a
ortholog_2678 gene-HOLleu_22994 Em1078g2a
ortholog_2679 gene-HOLleu_22997 Em0023g20a
ortholog_2680 gene-HOLleu_23000 Em0023g267a
ortholog_2681 gene-HOLleu_23026 Em0020g309a
ortholog_2682 gene-HOLleu_23041 Em0023g63a
ortholog_2683 gene-HOLleu_23044 Em0023g279a
ortholog_2684 gene-HOLleu_23059 Em0020g640a
ortholog_2685 gene-HOLleu_23060 Em0129g1a
ortholog_2686 gene-HOLleu_23066 Em0016g225a
ortholog_2687 gene-HOLleu_23067 Em0011g463a
ortholog_2688 gene-HOLleu_23083 Em0023g305a
ortholog_2689 gene-HOLleu_23090 Em0023g75a
ortholog_2690 gene-HOLleu_23108 Em0015g496a
ortholog_2691 gene-HOLleu_23113 Em0023g41a
ortholog_2692 gene-HOLleu_23120 Em0023g354a
ortholog_2693 gene-HOLleu_23124 Em0023g85a
ortholog_2694 gene-HOLleu_23131 Em0006g332a
ortholog_2695 gene-HOLleu_23135 Em0023g95a
ortholog_2696 gene-HOLleu_23137 Em0023g370a
ortholog_2697 gene-HOLleu_23139 Em0015g1291a
ortholog_2698 gene-HOLleu_23177 Em0008g1270a
ortholog_2699 gene-HOLleu_23186 Em0012g665a
ortholog_2700 gene-HOLleu_23216 Em0179g4a
ortholog_2701 gene-HOLleu_23217 Em0023g40a
ortholog_2702 gene-HOLleu_23220 Em0023g73a
ortholog_2703 gene-HOLleu_23229 Em0003g893a
ortholog_2704 gene-HOLleu_23247 Em0016g530a
ortholog_2705 gene-HOLleu_23283 Em0018g118a
ortholog_2706 gene-HOLleu_23284 Em0009g54a
ortholog_2707 gene-HOLleu_23285 Em0023g291a
ortholog_2708 gene-HOLleu_23335 Em0023g57a
ortholog_2709 gene-HOLleu_23338 Em0018g1030a
ortholog_2710 gene-HOLleu_23341 Em0023g336a
ortholog_2711 gene-HOLleu_23344 Em0023g130a
ortholog_2712 gene-HOLleu_23345 Em0023g58a
ortholog_2713 gene-HOLleu_23348 Em0016g218a
ortholog_2714 gene-HOLleu_23354 Em0016g289a
ortholog_2715 gene-HOLleu_23366 Em0023g199a
ortholog_2716 gene-HOLleu_23367 Em0023g76a
ortholog_2717 gene-HOLleu_23369 Em0023g39a
ortholog_2718 gene-HOLleu_23373 Em1275g1a
ortholog_2719 gene-HOLleu_23396 Em0111g9a
ortholog_2720 gene-HOLleu_23399 Em0018g1114a
ortholog_2721 gene-HOLleu_23404 Em0023g52a
ortholog_2722 gene-HOLleu_23410 Em0005g1095a
ortholog_2723 gene-HOLleu_23417 Em0005g1175a
ortholog_2724 gene-HOLleu_23449 Em0023g124a
ortholog_2725 gene-HOLleu_23458 Em0009g1120a
ortholog_2726 gene-HOLleu_23484 Em0011g196a
ortholog_2727 gene-HOLleu_23492 Em0023g230a
ortholog_2728 gene-HOLleu_23494 Em0005g1150a
ortholog_2729 gene-HOLleu_23503 Em0021g520a
ortholog_2730 gene-HOLleu_23504 Em0023g54a
ortholog_2731 gene-HOLleu_23522 Em0023g353a
ortholog_2732 gene-HOLleu_23524 Em0023g247a
ortholog_2733 gene-HOLleu_23537 Em0023g29a
ortholog_2734 gene-HOLleu_23539 Em0014g561a
ortholog_2735 gene-HOLleu_23552 Em0020g92a
ortholog_2736 gene-HOLleu_23555 Em0023g945a
ortholog_2737 gene-HOLleu_23556 Em0020g637a
ortholog_2738 gene-HOLleu_23558 Em0020g636a
ortholog_2739 gene-HOLleu_23613 Em0023g24a
ortholog_2740 gene-HOLleu_23621 Em0007g252a
ortholog_2741 gene-HOLleu_23626 Em0023g227a
ortholog_2742 gene-HOLleu_23627 Em0011g506a
ortholog_2743 gene-HOLleu_23629 Em0023g125a
ortholog_2744 gene-HOLleu_23698 Em0023g74a
ortholog_2745 gene-HOLleu_23701 Em0018g60a
ortholog_2746 gene-HOLleu_23707 Em0023g308a
ortholog_2747 gene-HOLleu_23708 Em0023g113a
ortholog_2748 gene-HOLleu_23713 Em0023g357a
ortholog_2749 gene-HOLleu_23781 Em0023g307a
ortholog_2750 gene-HOLleu_23784 Em0023g274a
ortholog_2751 gene-HOLleu_23794 Em0023g27a
ortholog_2752 gene-HOLleu_23795 Em0010g903a
ortholog_2753 gene-HOLleu_23796 Em0022g241a
ortholog_2754 gene-HOLleu_23815 Em0005g1493a
ortholog_2755 gene-HOLleu_23822 Em0022g85a
ortholog_2756 gene-HOLleu_23827 Em0010g50a
ortholog_2757 gene-HOLleu_23834 Em0015g74a
ortholog_2758 gene-HOLleu_23836 Em0004g17a
ortholog_2759 gene-HOLleu_23841 Em0004g1512a
ortholog_2760 gene-HOLleu_23854 Em0023g34a
ortholog_2761 gene-HOLleu_23878 Em0023g22a
ortholog_2762 gene-HOLleu_23913 Em0006g877a
ortholog_2763 gene-HOLleu_23919 Em0015g755a
ortholog_2764 gene-HOLleu_23938 Em0015g514a
ortholog_2765 gene-HOLleu_23944 Em0023g266a
ortholog_2766 gene-HOLleu_23967 Em0021g847a
ortholog_2767 gene-HOLleu_23969 Em0021g526a
ortholog_2768 gene-HOLleu_23990 Em0015g1218a
ortholog_2769 gene-HOLleu_23997 Em0009g950a
ortholog_2770 gene-HOLleu_23998 Em0004g511a
ortholog_2771 gene-HOLleu_23999 Em0022g305a
ortholog_2772 gene-HOLleu_24000 Em0023g30a
ortholog_2773 gene-HOLleu_24002 Em0023g280a
ortholog_2774 gene-HOLleu_24006 Em0013g1008a
ortholog_2775 gene-HOLleu_24013 Em0420g2a
ortholog_2776 gene-HOLleu_24015 Em0015g978a
ortholog_2777 gene-HOLleu_24016 Em0010g418a
ortholog_2778 gene-HOLleu_24018 Em0015g1157a
ortholog_2779 gene-HOLleu_24024 Em0935g1a
ortholog_2780 gene-HOLleu_24029 Em0023g190a
ortholog_2781 gene-HOLleu_24031 Em0774g4a
ortholog_2782 gene-HOLleu_24037 Em0019g834a
ortholog_2783 gene-HOLleu_24038 Em0023g33a
ortholog_2784 gene-HOLleu_24045 Em0006g1043a
ortholog_2785 gene-HOLleu_24049 Em0012g335a
ortholog_2786 gene-HOLleu_24054 Em0023g25a
ortholog_2787 gene-HOLleu_24061 Em0004g1386a
ortholog_2788 gene-HOLleu_24064 Em0005g166a
ortholog_2789 gene-HOLleu_24067 Em0023g338a
ortholog_2790 gene-HOLleu_24069 Em0023g339a
ortholog_2791 gene-HOLleu_24071 Em0786g9a
ortholog_2792 gene-HOLleu_24075 Em0023g195a
ortholog_2793 gene-HOLleu_24079 Em0023g752a
ortholog_2794 gene-HOLleu_24081 Em0023g19a
ortholog_2795 gene-HOLleu_24083 Em0009g967a
ortholog_2796 gene-HOLleu_24115 Em0023g82a
ortholog_2797 gene-HOLleu_24125 Em0023g284a
ortholog_2798 gene-HOLleu_24158 Em0013g289a
ortholog_2799 gene-HOLleu_24173 Em0012g388a
ortholog_2800 gene-HOLleu_24176 Em0002g1801a
ortholog_2801 gene-HOLleu_24212 Em0023g228a
ortholog_2802 gene-HOLleu_24219 Em0022g667a
ortholog_2803 gene-HOLleu_24223 Em0013g939a
ortholog_2804 gene-HOLleu_24243 Em0023g340a
ortholog_2805 gene-HOLleu_24267 Em0002g203a
ortholog_2806 gene-HOLleu_24293 Em0202g6a
ortholog_2807 gene-HOLleu_24311 Em0023g350a
ortholog_2808 gene-HOLleu_24318 Em0020g228a
ortholog_2809 gene-HOLleu_24322 Em0021g36a
ortholog_2810 gene-HOLleu_24325 Em0023g116a
ortholog_2811 gene-HOLleu_24328 Em0023g90a
ortholog_2812 gene-HOLleu_24329 Em0001g86a
ortholog_2813 gene-HOLleu_24330 Em0023g123a
ortholog_2814 gene-HOLleu_24362 Em0023g194a
ortholog_2815 gene-HOLleu_24363 Em0023g352a
ortholog_2816 gene-HOLleu_24374 Em0009g1063a
ortholog_2817 gene-HOLleu_24391 Em0001g3310a
ortholog_2818 gene-HOLleu_24403 Em0009g1117a
ortholog_2819 gene-HOLleu_24410 Em0001g3405a
ortholog_2820 gene-HOLleu_24420 Em0023g87a
ortholog_2821 gene-HOLleu_24421 Em0002g561a
ortholog_2822 gene-HOLleu_24464 Em0018g408a
ortholog_2823 gene-HOLleu_24467 Em0001g3264a
ortholog_2824 gene-HOLleu_24498 Em0019g958a
ortholog_2825 gene-HOLleu_24502 Em0021g221a
ortholog_2826 gene-HOLleu_24503 Em0023g337a
ortholog_2827 gene-HOLleu_24513 Em0023g83a
ortholog_2828 gene-HOLleu_24514 Em0023g66a
ortholog_2829 gene-HOLleu_24515 Em0023g92a
ortholog_2830 gene-HOLleu_24516 Em0004g1248a
ortholog_2831 gene-HOLleu_24519 Em0023g61a
ortholog_2832 gene-HOLleu_24527 Em0005g1202a
ortholog_2833 gene-HOLleu_24552 Em0021g265a
ortholog_2834 gene-HOLleu_24557 Em0021g252a
ortholog_2835 gene-HOLleu_24560 Em0013g384a
ortholog_2836 gene-HOLleu_24561 Em0021g273a
ortholog_2837 gene-HOLleu_24572 Em0004g58a
ortholog_2838 gene-HOLleu_24583 Em0014g585a
ortholog_2839 gene-HOLleu_24603 Em0016g528a
ortholog_2840 gene-HOLleu_24640 Em0021g279a
ortholog_2841 gene-HOLleu_24650 Em0005g1033a
ortholog_2842 gene-HOLleu_24670 Em0020g248a
ortholog_2843 gene-HOLleu_24710 Em0019g110a
ortholog_2844 gene-HOLleu_24719 Em0009g1274a
ortholog_2845 gene-HOLleu_24746 Em0021g335a
ortholog_2846 gene-HOLleu_24783 Em0021g391a
ortholog_2847 gene-HOLleu_24784 Em0021g377a
ortholog_2848 gene-HOLleu_24787 Em0021g337a
ortholog_2849 gene-HOLleu_24788 Em0002g756a
ortholog_2850 gene-HOLleu_24789 Em0015g958a
ortholog_2851 gene-HOLleu_24803 Em0573g7a
ortholog_2852 gene-HOLleu_24839 Em0020g864a
ortholog_2853 gene-HOLleu_24844 Em0021g370a
ortholog_2854 gene-HOLleu_24848 Em0013g1043a
ortholog_2855 gene-HOLleu_24908 Em0021g272a
ortholog_2856 gene-HOLleu_24912 Em0021g772a
ortholog_2857 gene-HOLleu_24913 Em0001g482a
ortholog_2858 gene-HOLleu_24920 Em0022g19a
ortholog_2859 gene-HOLleu_24927 Em0015g100a
ortholog_2860 gene-HOLleu_24947 Em0728g1a
ortholog_2861 gene-HOLleu_24987 Em0004g929a
ortholog_2862 gene-HOLleu_25041 Em0016g559a
ortholog_2863 gene-HOLleu_25050 Em0011g97a
ortholog_2864 gene-HOLleu_25063 Em0007g741a
ortholog_2865 gene-HOLleu_25069 Em0021g310a
ortholog_2866 gene-HOLleu_25090 Em0012g1044a
ortholog_2867 gene-HOLleu_25126 Em0016g20a
ortholog_2868 gene-HOLleu_25204 Em0017g392a
ortholog_2869 gene-HOLleu_25208 Em0021g301a
ortholog_2870 gene-HOLleu_25214 Em0021g218a
ortholog_2871 gene-HOLleu_25219 Em0021g342a
ortholog_2872 gene-HOLleu_25226 Em0017g939a
ortholog_2873 gene-HOLleu_25248 Em0003g1252a
ortholog_2874 gene-HOLleu_25252 Em0021g226a
ortholog_2875 gene-HOLleu_25253 Em0021g307a
ortholog_2876 gene-HOLleu_25254 Em0023g183a
ortholog_2877 gene-HOLleu_25255 Em0021g495a
ortholog_2878 gene-HOLleu_25260 Em0019g594a
ortholog_2879 gene-HOLleu_25271 Em0008g621a
ortholog_2880 gene-HOLleu_25292 Em0016g173a
ortholog_2881 gene-HOLleu_25326 Em0021g288a
ortholog_2882 gene-HOLleu_25331 Em0021g270a
ortholog_2883 gene-HOLleu_25351 Em0021g222a
ortholog_2884 gene-HOLleu_25352 Em0021g224a
ortholog_2885 gene-HOLleu_25359 Em0021g239a
ortholog_2886 gene-HOLleu_25365 Em0003g113a
ortholog_2887 gene-HOLleu_25366 Em0022g870a
ortholog_2888 gene-HOLleu_25403 Em0021g260a
ortholog_2889 gene-HOLleu_25426 Em0021g245a
ortholog_2890 gene-HOLleu_25427 Em0004g998a
ortholog_2891 gene-HOLleu_25433 Em0016g881a
ortholog_2892 gene-HOLleu_25434 Em0444g3a
ortholog_2893 gene-HOLleu_25436 Em0021g338a
ortholog_2894 gene-HOLleu_25500 Em0014g691a
ortholog_2895 gene-HOLleu_25502 Em0016g420a
ortholog_2896 gene-HOLleu_25505 Em0021g340a
ortholog_2897 gene-HOLleu_25510 Em0013g1120a
ortholog_2898 gene-HOLleu_25524 Em0001g3567a
ortholog_2899 gene-HOLleu_25528 Em0016g46a
ortholog_2900 gene-HOLleu_25533 Em1407g1a
ortholog_2901 gene-HOLleu_25550 Em0021g262a
ortholog_2902 gene-HOLleu_25579 Em0004g1112a
ortholog_2903 gene-HOLleu_25586 Em0017g580a
ortholog_2904 gene-HOLleu_25588 Em0005g802a
ortholog_2905 gene-HOLleu_25619 Em0021g318a
ortholog_2906 gene-HOLleu_25625 Em0018g1111a
ortholog_2907 gene-HOLleu_25668 Em0022g664a
ortholog_2908 gene-HOLleu_25672 Em0021g258a
ortholog_2909 gene-HOLleu_25681 Em0016g425a
ortholog_2910 gene-HOLleu_25712 Em0021g409a
ortholog_2911 gene-HOLleu_25759 Em0021g910a
ortholog_2912 gene-HOLleu_25761 Em0011g13a
ortholog_2913 gene-HOLleu_25762 Em0009g1121a
ortholog_2914 gene-HOLleu_25765 Em0021g246a
ortholog_2915 gene-HOLleu_25766 Em0762g2a
ortholog_2916 gene-HOLleu_25788 Em0653g1a
ortholog_2917 gene-HOLleu_25791 Em0014g371a
ortholog_2918 gene-HOLleu_25792 Em0004g1107a
ortholog_2919 gene-HOLleu_25793 Em0021g402a
ortholog_2920 gene-HOLleu_25813 Em0016g456a
ortholog_2921 gene-HOLleu_25843 Em0011g519a
ortholog_2922 gene-HOLleu_25868 Em0002g578a
ortholog_2923 gene-HOLleu_25871 Em0021g308a
ortholog_2924 gene-HOLleu_25874 Em0021g259a
ortholog_2925 gene-HOLleu_25895 Em0022g728a
ortholog_2926 gene-HOLleu_25896 Em1242g1a
ortholog_2927 gene-HOLleu_25909 Em0021g269a
ortholog_2928 gene-HOLleu_25911 Em0023g572a
ortholog_2929 gene-HOLleu_25919 Em0011g21a
ortholog_2930 gene-HOLleu_25922 Em0047g3a
ortholog_2931 gene-HOLleu_25934 Em0021g343a
ortholog_2932 gene-HOLleu_25956 Em0002g1711a
ortholog_2933 gene-HOLleu_25968 Em0016g996a
ortholog_2934 gene-HOLleu_25996 Em0458g3a
ortholog_2935 gene-HOLleu_26013 Em0003g720a
ortholog_2936 gene-HOLleu_26021 Em0021g364a
ortholog_2937 gene-HOLleu_26037 Em0018g31a
ortholog_2938 gene-HOLleu_26040 Em0023g362a
ortholog_2939 gene-HOLleu_26045 Em0010g1013a
ortholog_2940 gene-HOLleu_26047 Em0002g1891a
ortholog_2941 gene-HOLleu_26067 Em0008g350a
ortholog_2942 gene-HOLleu_26068 Em0021g274a
ortholog_2943 gene-HOLleu_26072 Em0807g1a
ortholog_2944 gene-HOLleu_26099 Em0005g1613a
ortholog_2945 gene-HOLleu_26116 Em0005g1262a
ortholog_2946 gene-HOLleu_26117 Em0005g718a
ortholog_2947 gene-HOLleu_26157 Em0009g646a
ortholog_2948 gene-HOLleu_26162 Em0020g930a
ortholog_2949 gene-HOLleu_26165 Em0016g30a
ortholog_2950 gene-HOLleu_26177 Em0005g1445a
ortholog_2951 gene-HOLleu_26196 Em0021g300a
ortholog_2952 gene-HOLleu_26197 Em0016g539a
ortholog_2953 gene-HOLleu_26210 Em0013g537a
ortholog_2954 gene-HOLleu_26376 Em0765g3a
ortholog_2955 gene-HOLleu_26378 Em0005g71a
ortholog_2956 gene-HOLleu_26390 Em0021g913a
ortholog_2957 gene-HOLleu_26484 Em0007g60a
ortholog_2958 gene-HOLleu_26487 Em0021g943a
ortholog_2959 gene-HOLleu_26488 Em0021g979a
ortholog_2960 gene-HOLleu_26490 Em0021g982a
ortholog_2961 gene-HOLleu_26506 Em0021g540a
ortholog_2962 gene-HOLleu_26512 Em0021g882a
ortholog_2963 gene-HOLleu_26522 Em0012g746a
ortholog_2964 gene-HOLleu_26526 Em0021g666a
ortholog_2965 gene-HOLleu_26545 Em0016g507a
ortholog_2966 gene-HOLleu_26546 Em0021g677a
ortholog_2967 gene-HOLleu_26549 Em0015g1142a
ortholog_2968 gene-HOLleu_26550 Em0021g951a
ortholog_2969 gene-HOLleu_26556 Em0004g948a
ortholog_2970 gene-HOLleu_26578 Em0395g9a
ortholog_2971 gene-HOLleu_26594 Em0015g336a
ortholog_2972 gene-HOLleu_26608 Em0004g1044a
ortholog_2973 gene-HOLleu_26616 Em0023g200a
ortholog_2974 gene-HOLleu_26618 Em0021g660a
ortholog_2975 gene-HOLleu_26620 Em0021g792a
ortholog_2976 gene-HOLleu_26626 Em0021g870a
ortholog_2977 gene-HOLleu_26658 Em0021g938a
ortholog_2978 gene-HOLleu_26678 Em0018g485a
ortholog_2979 gene-HOLleu_26679 Em0005g1250a
ortholog_2980 gene-HOLleu_26698 Em0021g835a
ortholog_2981 gene-HOLleu_26699 Em0192g6a
ortholog_2982 gene-HOLleu_26711 Em0021g985a
ortholog_2983 gene-HOLleu_26766 Em0003g490a
ortholog_2984 gene-HOLleu_26799 Em0305g7a
ortholog_2985 gene-HOLleu_26863 Em0021g99a
ortholog_2986 gene-HOLleu_26865 Em0008g1013a
ortholog_2987 gene-HOLleu_26866 Em0003g484a
ortholog_2988 gene-HOLleu_26867 Em0021g836a
ortholog_2989 gene-HOLleu_26870 Em0956g3a
ortholog_2990 gene-HOLleu_26872 Em0011g216a
ortholog_2991 gene-HOLleu_26873 Em0021g852a
ortholog_2992 gene-HOLleu_26874 Em0021g841a
ortholog_2993 gene-HOLleu_26884 Em0021g947a
ortholog_2994 gene-HOLleu_26897 Em0021g70a
ortholog_2995 gene-HOLleu_26913 Em0021g136a
ortholog_2996 gene-HOLleu_26922 Em0021g729a
ortholog_2997 gene-HOLleu_26923 Em0006g1245a
ortholog_2998 gene-HOLleu_26949 Em0022g312a
ortholog_2999 gene-HOLleu_26962 Em0012g704a
ortholog_3000 gene-HOLleu_26963 Em0021g679a
ortholog_3001 gene-HOLleu_26968 Em0003g654a
ortholog_3002 gene-HOLleu_26970 Em0009g419a
ortholog_3003 gene-HOLleu_26975 Em0008g1220a
ortholog_3004 gene-HOLleu_26992 Em0007g927a
ortholog_3005 gene-HOLleu_27012 Em0020g542a
ortholog_3006 gene-HOLleu_27016 Em0020g687a
ortholog_3007 gene-HOLleu_27017 Em0021g773a
ortholog_3008 gene-HOLleu_27041 Em0021g659a
ortholog_3009 gene-HOLleu_27044 Em0021g774a
ortholog_3010 gene-HOLleu_27066 Em0018g1001a
ortholog_3011 gene-HOLleu_27068 Em0019g1037a
ortholog_3012 gene-HOLleu_27086 Em0021g988a
ortholog_3013 gene-HOLleu_27102 Em0007g527a
ortholog_3014 gene-HOLleu_27120 Em0011g1029a
ortholog_3015 gene-HOLleu_27122 Em0001g468a
ortholog_3016 gene-HOLleu_27121 Em0022g698a
ortholog_3017 gene-HOLleu_27124 Em0021g987a
ortholog_3018 gene-HOLleu_27133 Em0007g589a
ortholog_3019 gene-HOLleu_27145 Em0021g817a
ortholog_3020 gene-HOLleu_27163 Em0021g973a
ortholog_3021 gene-HOLleu_27164 Em0018g1158a
ortholog_3022 gene-HOLleu_27168 Em0021g133a
ortholog_3023 gene-HOLleu_27169 Em0006g916a
ortholog_3024 gene-HOLleu_27174 Em0853g6a
ortholog_3025 gene-HOLleu_27177 Em0021g989a
ortholog_3026 gene-HOLleu_27180 Em0001g1230a
ortholog_3027 gene-HOLleu_27183 Em0021g27a
ortholog_3028 gene-HOLleu_27185 Em0021g665a
ortholog_3029 gene-HOLleu_27186 Em0021g664a
ortholog_3030 gene-HOLleu_27189 Em0021g918a
ortholog_3031 gene-HOLleu_27190 Em0099g4a
ortholog_3032 gene-HOLleu_27212 Em0009g636a
ortholog_3033 gene-HOLleu_27240 Em0019g213a
ortholog_3034 gene-HOLleu_27241 Em0021g912a
ortholog_3035 gene-HOLleu_27242 Em0021g768a
ortholog_3036 gene-HOLleu_27243 Em0021g63a
ortholog_3037 gene-HOLleu_27244 Em0021g880a
ortholog_3038 gene-HOLleu_27257 Em0021g586a
ortholog_3039 gene-HOLleu_27260 Em0015g1016a
ortholog_3040 gene-HOLleu_27268 Em0021g931a
ortholog_3041 gene-HOLleu_27272 Em0021g821a
ortholog_3042 gene-HOLleu_27274 Em0021g843a
ortholog_3043 gene-HOLleu_27276 Em0021g84a
ortholog_3044 gene-HOLleu_27278 Em0021g770a
ortholog_3045 gene-HOLleu_27280 Em0020g42a
ortholog_3046 gene-HOLleu_27282 Em0021g591a
ortholog_3047 gene-HOLleu_27288 g33002.t1
ortholog_3048 gene-HOLleu_27289 Em0017g793a
ortholog_3049 gene-HOLleu_27319 Em0021g631a
ortholog_3050 gene-HOLleu_27333 Em0016g273a
ortholog_3051 gene-HOLleu_27338 Em0280g1a
ortholog_3052 gene-HOLleu_27340 Em0021g887a
ortholog_3053 gene-HOLleu_27347 Em0005g1520a
ortholog_3054 gene-HOLleu_27352 Em0021g833a
ortholog_3055 gene-HOLleu_27358 Em0021g682a
ortholog_3056 gene-HOLleu_27361 Em0021g542a
ortholog_3057 gene-HOLleu_27362 Em0021g543a
ortholog_3058 gene-HOLleu_27371 Em0003g1191a
ortholog_3059 gene-HOLleu_27372 Em0021g858a
ortholog_3060 gene-HOLleu_27375 Em0020g704a
ortholog_3061 gene-HOLleu_27379 Em0021g82a
ortholog_3062 gene-HOLleu_27384 Em0110g14a
ortholog_3063 gene-HOLleu_27388 Em0017g602a
ortholog_3064 gene-HOLleu_27398 Em0021g868a
ortholog_3065 gene-HOLleu_27407 Em0009g1174a
ortholog_3066 gene-HOLleu_27435 Em0006g1009a
ortholog_3067 gene-HOLleu_27447 Em0377g1a
ortholog_3068 gene-HOLleu_27449 Em0021g53a
ortholog_3069 gene-HOLleu_27466 Em0021g557a
ortholog_3070 gene-HOLleu_27472 Em0021g831a
ortholog_3071 gene-HOLleu_27487 Em0021g940a
ortholog_3072 gene-HOLleu_27499 Em0021g662a
ortholog_3073 gene-HOLleu_27501 Em0009g506a
ortholog_3074 gene-HOLleu_27510 Em0021g684a
ortholog_3075 gene-HOLleu_27511 Em0021g137a
ortholog_3076 gene-HOLleu_27516 Em0021g74a
ortholog_3077 gene-HOLleu_27519 Em0021g890a
ortholog_3078 gene-HOLleu_27526 Em0023g233a
ortholog_3079 gene-HOLleu_27539 Em0021g829a
ortholog_3080 gene-HOLleu_27541 Em0021g600a
ortholog_3081 gene-HOLleu_27547 Em0007g903a
ortholog_3082 gene-HOLleu_27549 Em0021g678a
ortholog_3083 gene-HOLleu_27561 Em0005g1179a
ortholog_3084 gene-HOLleu_27564 Em0021g563a
ortholog_3085 gene-HOLleu_27565 Em0021g95a
ortholog_3086 gene-HOLleu_27566 Em0022g195a
ortholog_3087 gene-HOLleu_27567 Em0016g936a
ortholog_3088 gene-HOLleu_27570 Em0003g290a
ortholog_3089 gene-HOLleu_27608 Em0021g944a
ortholog_3090 gene-HOLleu_27611 Em0021g824a
ortholog_3091 gene-HOLleu_27615 Em0021g813a
ortholog_3092 gene-HOLleu_27617 Em0008g92a
ortholog_3093 gene-HOLleu_27640 Em0004g794a
ortholog_3094 gene-HOLleu_27646 Em1340g2a
ortholog_3095 gene-HOLleu_27649 Em0004g1463a
ortholog_3096 gene-HOLleu_27660 Em0009g1024a
ortholog_3097 gene-HOLleu_27670 Em0013g517a
ortholog_3098 gene-HOLleu_27673 Em0009g912a
ortholog_3099 gene-HOLleu_27712 Em0021g917a
ortholog_3100 gene-HOLleu_27730 Em0016g970a
ortholog_3101 gene-HOLleu_27737 Em0021g636a
ortholog_3102 gene-HOLleu_27738 Em0011g418a
ortholog_3103 gene-HOLleu_27747 Em0021g501a
ortholog_3104 gene-HOLleu_27754 Em0021g38a
ortholog_3105 gene-HOLleu_27757 Em0021g584a
ortholog_3106 gene-HOLleu_27760 Em0021g570a
ortholog_3107 gene-HOLleu_27783 Em0021g905a
ortholog_3108 gene-HOLleu_27800 Em0021g902a
ortholog_3109 gene-HOLleu_27802 Em0021g856a
ortholog_3110 gene-HOLleu_27820 Em0021g759a
ortholog_3111 gene-HOLleu_27821 Em0021g589a
ortholog_3112 gene-HOLleu_27824 Em0019g296a
ortholog_3113 gene-HOLleu_27829 Em0006g1345a
ortholog_3114 gene-HOLleu_27831 Em0011g323a
ortholog_3115 gene-HOLleu_27840 Em0002g440a
ortholog_3116 gene-HOLleu_27842 Em0021g79a
ortholog_3117 gene-HOLleu_27844 Em0004g138a
ortholog_3118 gene-HOLleu_27850 Em0021g24a
ortholog_3119 gene-HOLleu_27856 Em0021g775a
ortholog_3120 gene-HOLleu_27857 Em0021g593a
ortholog_3121 gene-HOLleu_27866 Em0019g628a
ortholog_3122 gene-HOLleu_27869 Em0005g1190a
ortholog_3123 gene-HOLleu_27872 Em0011g828a
ortholog_3124 gene-HOLleu_27877 Em0021g23a
ortholog_3125 gene-HOLleu_27886 Em0021g141a
ortholog_3126 gene-HOLleu_27896 Em0021g544a
ortholog_3127 gene-HOLleu_27899 Em0021g757a
ortholog_3128 gene-HOLleu_27905 Em0014g830a
ortholog_3129 gene-HOLleu_27906 Em0021g983a
ortholog_3130 gene-HOLleu_27924 Em0021g920a
ortholog_3131 gene-HOLleu_27930 Em0021g614a
ortholog_3132 gene-HOLleu_27931 Em0014g11a
ortholog_3133 gene-HOLleu_27941 Em0021g562a
ortholog_3134 gene-HOLleu_27965 Em0021g62a
ortholog_3135 gene-HOLleu_27967 Em0015g675a
ortholog_3136 gene-HOLleu_27977 Em0021g867a
ortholog_3137 gene-HOLleu_27980 Em0020g317a
ortholog_3138 gene-HOLleu_27983 Em0021g669a
ortholog_3139 gene-HOLleu_27991 Em0021g587a
ortholog_3140 gene-HOLleu_27995 Em0021g72a
ortholog_3141 gene-HOLleu_27997 Em0021g73a
ortholog_3142 gene-HOLleu_28021 Em0021g990a
ortholog_3143 gene-HOLleu_28058 Em0021g915a
ortholog_3144 gene-HOLleu_28067 Em0021g896a
ortholog_3145 gene-HOLleu_28068 Em0021g884a
ortholog_3146 gene-HOLleu_28070 Em0021g43a
ortholog_3147 gene-HOLleu_28109 Em0009g1242a
ortholog_3148 gene-HOLleu_28112 Em0021g60a
ortholog_3149 gene-HOLleu_28113 Em0009g1305a
ortholog_3150 gene-HOLleu_28119 Em0009g1248a
ortholog_3151 gene-HOLleu_28121 Em0009g429a
ortholog_3152 gene-HOLleu_28122 Em0009g168a
ortholog_3153 gene-HOLleu_28123 Em0009g57a
ortholog_3154 gene-HOLleu_28124 Em0017g34a
ortholog_3155 gene-HOLleu_28127 Em0009g1218a
ortholog_3156 gene-HOLleu_28137 Em0022g78a
ortholog_3157 gene-HOLleu_28143 Em0011g876a
ortholog_3158 gene-HOLleu_28151 Em0009g1223a
ortholog_3159 gene-HOLleu_28154 Em0009g1095a
ortholog_3160 gene-HOLleu_28156 Em0009g1112a
