ortholog_1 BL06853 Em0023g52a
ortholog_1365 BL05677 Em0006g1562a
ortholog_1366 BL05684 Em0019g121a
ortholog_1367 BL05692 Em0001g1009a
ortholog_1368 BL05703 Em0360g5a
ortholog_1369 BL04934 Em0009g680a
ortholog_1370 BL04945 Em0018g971a
ortholog_1371 BL04947 Em0018g998a
ortholog_1372 BL04951 Em0018g614a
ortholog_1373 BL04952 Em0018g498a
ortholog_1374 BL04953 Em0020g126a
ortholog_1375 BL04958 Em0018g333a
ortholog_1376 BL04959 Em0018g332a
ortholog_1377 BL04974 Em0018g1200a
ortholog_1378 BL04981 Em0019g105a
ortholog_1379 BL04994 Em0013g27a
ortholog_1380 BL05003 Em0018g685a
ortholog_1381 BL05005 Em0018g340a
ortholog_1382 BL05007 Em0018g483a
ortholog_1383 BL05012 Em0018g1173a
ortholog_1384 BL05019 Em0018g339a
ortholog_1385 BL05020 Em0018g500a
ortholog_1386 BL05024 Em0021g269a
ortholog_1387 BL05027 Em0018g1041a
ortholog_1388 BL05030 Em0016g308a
ortholog_1389 BL05040 Em0018g996a
ortholog_1390 BL05041 Em0018g994a
ortholog_1391 BL05043 Em0020g893a
ortholog_1392 BL05044 Em0007g1522a
ortholog_1393 BL05047 Em0011g21a
ortholog_1394 BL05053 Em0018g574a
ortholog_1395 BL05059 Em0019g640a
ortholog_1396 BL05063 Em0018g167a
ortholog_1397 BL05064 Em0018g537a
ortholog_1398 BL05066 Em0018g1160a
ortholog_1399 BL05068 Em0016g424a
ortholog_1400 BL05069 Em0003g268a
ortholog_1401 BL05070 Em0004g1748a
ortholog_1402 BL05072 Em1158g2a
ortholog_1403 BL05076 Em0018g422a
ortholog_1404 BL05078 Em0018g807a
ortholog_1405 BL05079 Em0018g805a
ortholog_1406 BL05081 Em0018g1087a
ortholog_1407 BL05086 Em0018g223a
ortholog_1408 BL05090 Em0028g45a
ortholog_1409 BL05091 Em0018g1175a
ortholog_1410 BL05101 Em0011g133a
ortholog_1411 BL05103 Em0200g11a
ortholog_1412 BL05104 Em0018g499a
ortholog_1413 BL05105 Em0018g423a
ortholog_1414 BL05107 Em0018g809a
ortholog_1415 BL05108 Em0016g942a
ortholog_1416 BL05109 Em0018g1128a
ortholog_1417 BL05111 Em0019g632a
ortholog_1418 BL05114 Em0018g1006a
ortholog_1419 BL05120 Em0017g91a
ortholog_1420 BL05125 Em0017g182a
ortholog_1421 BL05127 Em0018g162a
ortholog_1422 BL05131 Em0018g411a
ortholog_1423 BL05135 Em0015g969a
ortholog_1424 BL05136 Em0016g894a
ortholog_1425 BL05142 Em0018g997a
ortholog_1426 BL05143 Em0018g1115a
ortholog_1427 BL05148 Em0018g348a
ortholog_1428 BL05150 Em0018g36a
ortholog_1429 BL05155 Em0018g137a
ortholog_1430 BL05161 Em0018g102a
ortholog_1431 BL05164 Em0011g838a
ortholog_1432 BL05170 Em0004g146a
ortholog_1433 BL05171 Em0018g218a
ortholog_1434 BL05178 Em0200g1a
ortholog_1435 BL05179 Em0019g907a
ortholog_1436 BL05191 Em0141g5a
ortholog_1437 BL05192 Em0018g421a
ortholog_1438 BL05208 Em0014g73a
ortholog_1439 BL05209 Em0016g1075a
ortholog_1440 BL05222 Em0018g311a
ortholog_1441 BL05224 Em0013g159a
ortholog_1442 BL05226 Em0018g250a
ortholog_1443 BL05231 Em0002g1036a
ortholog_1444 BL05232 Em0010g386a
ortholog_1445 BL05250 Em0018g68a
ortholog_1446 BL05251 Em0012g104a
ortholog_1447 BL05254 Em0018g184a
ortholog_1448 BL05256 Em0018g1096a
ortholog_1449 BL05258 Em0018g990a
ortholog_1450 BL05260 Em0018g821a
ortholog_1451 BL05261 Em0015g953a
ortholog_1452 BL05263 Em0003g1360a
ortholog_1453 BL05267 Em0020g815a
ortholog_1454 BL05270 Em0018g1004a
ortholog_1455 BL05272 Em0018g920a
ortholog_1456 BL05273 Em0018g1005a
ortholog_1457 BL05275 Em0018g862a
ortholog_1458 BL05277 Em0018g1155a
ortholog_1459 BL05279 Em0018g565a
ortholog_1460 BL05292 Em0018g1156a
ortholog_1461 BL05296 Em0435g1a
ortholog_1462 BL05299 Em0018g51a
ortholog_1463 BL05300 Em0018g110a
ortholog_1464 BL05302 Em0018g825a
ortholog_1465 BL05309 Em0015g1026a
ortholog_1466 BL05318 Em0018g1176a
ortholog_1467 BL05319 Em0018g1177a
ortholog_1468 BL05320 Em0018g1191a
ortholog_1469 BL05321 Em0018g1180a
ortholog_1470 BL05327 Em0018g1194a
ortholog_1471 BL05328 Em0018g252a
ortholog_1472 BL05329 Em0018g283a
ortholog_1473 BL05332 Em1042g1a
ortholog_1474 BL05338 Em0052g11a
ortholog_1475 BL05339 Em0018g315a
ortholog_1476 BL05346 Em0018g57a
ortholog_1477 BL05359 Em0018g237a
ortholog_1478 BL05366 Em0019g966a
ortholog_1479 BL05370 Em0018g509a
ortholog_1480 BL05375 Em0015g288a
ortholog_1481 BL05376 Em0018g1154a
ortholog_1482 BL05384 Em0010g749a
ortholog_1483 BL05387 Em0018g1129a
ortholog_1484 BL05394 Em0001g200a
ortholog_1485 BL05395 Em0018g424a
ortholog_1486 BL05400 Em0023g362a
ortholog_1487 BL05401 Em0018g1111a
ortholog_1488 BL05403 Em0018g1112a
ortholog_1489 BL05404 Em0015g648a
ortholog_1490 BL05406 Em0018g974a
ortholog_1491 BL05409 Em0018g973a
ortholog_1492 BL05410 Em0018g976a
ortholog_1493 BL05411 Em0017g65a
ortholog_1494 BL05412 Em0018g75a
ortholog_1495 BL05414 Em0011g195a
ortholog_1496 BL05417 Em1343g1a
ortholog_1497 BL05422 Em0018g1107a
ortholog_1498 BL05423 Em0001g2639a
ortholog_1499 BL05433 Em0018g985a
ortholog_1500 BL05438 Em0337g2a
ortholog_1501 BL05450 Em0018g117a
ortholog_1502 BL05452 Em0002g1263a
ortholog_1503 BL05458 Em0018g1137a
ortholog_1504 BL05466 Em0018g165a
ortholog_1505 BL05467 Em0018g312a
ortholog_1506 BL05470 Em0011g541a
ortholog_1507 BL05472 Em0018g383a
ortholog_1508 BL05478 Em0018g502a
ortholog_1509 BL05479 Em0018g1119a
ortholog_1510 BL05484 Em0013g795a
ortholog_1511 BL05487 Em0003g425a
ortholog_1512 BL05490 Em0018g506a
ortholog_1513 BL05495 Em0023g243a
ortholog_1514 BL05498 Em0018g264a
ortholog_1515 BL05500 Em0019g546a
ortholog_1516 BL05509 Em0018g314a
ortholog_1517 BL05511 Em0018g41a
ortholog_1518 BL05514 Em0016g288a
ortholog_1519 BL05515 Em0018g363a
ortholog_1520 BL05516 Em0018g561a
ortholog_1521 BL05526 Em0008g1262a
ortholog_1522 BL05528 Em0018g39a
ortholog_1523 BL05537 Em0018g33a
ortholog_1524 BL05539 Em0021g536a
ortholog_1525 BL05541 Em0023g25a
ortholog_1526 BL05544 Em0018g377a
ortholog_1527 BL05545 Em0017g33a
ortholog_1528 BL05546 Em0018g508a
ortholog_1529 BL05549 Em0018g385a
ortholog_1530 BL05551 Em0016g995a
ortholog_1531 BL05558 Em0018g1100a
ortholog_1532 BL05565 Em0005g1033a
ortholog_1533 BL05566 Em0012g837a
ortholog_1534 BL05567 Em0018g1203a
ortholog_1535 BL05568 Em0018g1125a
ortholog_1536 BL05573 Em0022g579a
ortholog_1537 BL05574 Em0008g1015a
ortholog_1538 BL05575 Em0115g15a
ortholog_1539 BL05577 Em0018g248a
ortholog_1540 BL05611 Em0009g1166a
ortholog_1541 BL05612 Em0009g1155a
ortholog_1542 BL05613 Em0018g859a
ortholog_1543 BL05626 Em0009g1132a
ortholog_1544 BL05637 Em0033g17a
ortholog_1545 BL05640 Em0012g274a
ortholog_1546 BL05647 Em0009g41a
ortholog_1547 BL06518 Em0005g622a
ortholog_1548 BL05717 Em0567g1a
ortholog_1549 BL05721 Em0016g106a
ortholog_1550 BL05724 Em0005g1520a
ortholog_1551 BL05726 Em0017g39a
ortholog_1552 BL05729 Em0022g87a
ortholog_1553 BL05745 Em0406g3a
ortholog_1554 BL05752 Em0949g1a
ortholog_1555 BL05766 Em0005g1013a
ortholog_1556 BL05783 Em0011g627a
ortholog_1557 BL05857 Em0011g149a
ortholog_1558 BL05861 Em0011g119a
ortholog_1559 BL05863 Em0011g313a
ortholog_1560 BL05864 Em0011g784a
ortholog_1561 BL05865 Em0011g785a
ortholog_1562 BL05866 Em0011g499a
ortholog_1563 BL05876 Em0011g1050a
ortholog_1564 BL05877 Em0011g1053a
ortholog_1565 BL05881 Em0020g1056a
ortholog_1566 BL05884 Em0011g1024a
ortholog_1567 BL05888 Em0011g144a
ortholog_1568 BL05890 Em0011g82a
ortholog_1569 BL05897 Em0019g330a
ortholog_1570 BL05907 Em0007g620a
ortholog_1571 BL05916 Em0011g248a
ortholog_1572 BL05926 Em0018g613a
ortholog_1573 BL05927 Em0008g1068a
ortholog_1574 BL05930 Em0011g59a
ortholog_1575 BL05931 Em0011g51a
ortholog_1576 BL05937 Em0011g817a
ortholog_1577 BL05938 Em0011g823a
ortholog_1578 BL05947 Em0011g850a
ortholog_1579 BL05973 Em0015g583a
ortholog_1580 BL05977 Em0011g513a
ortholog_1581 BL05979 Em0011g221a
ortholog_1582 BL05983 Em0011g235a
ortholog_1583 BL05984 Em0011g517a
ortholog_1584 BL05985 Em0011g135a
ortholog_1585 BL05987 Em0011g155a
ortholog_1586 BL05988 Em0009g762a
ortholog_1587 BL05992 Em0011g56a
ortholog_1588 BL05993 Em0013g158a
ortholog_1589 BL05995 Em0011g150a
ortholog_1590 BL06009 Em0011g1168a
ortholog_1591 BL06010 Em0011g63a
ortholog_1592 BL06013 Em0011g1065a
ortholog_1593 BL06016 Em0011g521a
ortholog_1594 BL06017 Em0725g2a
ortholog_1595 BL06020 Em0012g861a
ortholog_1596 BL06021 Em0018g318a
ortholog_1597 BL06022 Em0017g286a
ortholog_1598 BL06036 Em0011g71a
ortholog_1599 BL06038 Em0011g90a
ortholog_1600 BL06041 Em0011g418a
ortholog_1601 BL06043 Em0010g175a
ortholog_1602 BL06044 Em0011g826a
ortholog_1603 BL06046 Em0011g293a
ortholog_1604 BL06047 Em0011g851a
ortholog_1605 BL06049 Em0009g619a
ortholog_1606 BL06062 Em0005g802a
ortholog_1607 BL06064 Em0011g1183a
ortholog_1608 BL06066 Em0011g1013a
ortholog_1609 BL06071 Em0010g807a
ortholog_1610 BL06072 Em0011g569a
ortholog_1611 BL06076 Em0011g1185a
ortholog_1612 BL06078 Em0005g803a
ortholog_1613 BL06079 Em0008g1266a
ortholog_1614 BL06090 Em0011g77a
ortholog_1615 BL06096 Em0011g488a
ortholog_1616 BL06097 Em0021g906a
ortholog_1617 BL06101 Em0011g485a
ortholog_1618 BL06103 Em0011g128a
ortholog_1619 BL06113 Em0011g13a
ortholog_1620 BL06115 Em0011g581a
ortholog_1621 BL06116 Em0011g147a
ortholog_1622 BL06119 Em0011g1194a
ortholog_1623 BL06130 Em0012g496a
ortholog_1624 BL06132 Em0011g976a
ortholog_1625 BL06136 Em0011g1160a
ortholog_1626 BL06137 Em0018g960a
ortholog_1627 BL06138 Em0011g17a
ortholog_1628 BL06139 Em0017g344a
ortholog_1629 BL06145 Em0011g1062a
ortholog_1630 BL06146 Em0011g185a
ortholog_1631 BL06149 Em0011g174a
ortholog_1632 BL06156 Em0020g626a
ortholog_1633 BL06176 Em0001g2663a
ortholog_1634 BL06177 Em0011g794a
ortholog_1635 BL06185 Em0011g1162a
ortholog_1636 BL06186 Em0008g976a
ortholog_1637 BL06196 Em0021g955a
ortholog_1638 BL06197 Em0011g33a
ortholog_1639 BL06198 Em0011g36a
ortholog_1640 BL06199 Em0011g37a
ortholog_1641 BL06203 Em0011g49a
ortholog_1642 BL06209 Em0011g42a
ortholog_1643 BL06210 Em0011g53a
ortholog_1644 BL06214 Em0011g634a
ortholog_1645 BL06223 Em0013g273a
ortholog_1646 BL06227 Em0002g647a
ortholog_1647 BL06228 Em0011g7a
ortholog_1648 BL06232 Em0016g302a
ortholog_1649 BL06233 Em0011g774a
ortholog_1650 BL06236 Em0001g708a
ortholog_1651 BL06237 Em0011g791a
ortholog_1652 BL06238 Em0011g792a
ortholog_1653 BL06250 Em0016g557a
ortholog_1654 BL06252 Em0011g876a
ortholog_1655 BL06254 Em0011g148a
ortholog_1656 BL06257 Em0020g1093a
ortholog_1657 BL06258 Em0020g158a
ortholog_1658 BL06259 Em0001g1720a
ortholog_1659 BL06262 Em0011g14a
ortholog_1660 BL06275 Em0010g151a
ortholog_1661 BL06277 Em0551g5a
ortholog_1662 BL06278 Em0008g955a
ortholog_1663 BL06280 Em0011g88a
ortholog_1664 BL06281 Em0020g973a
ortholog_1665 BL06284 Em0024g479a
ortholog_1666 BL06287 Em0011g231a
ortholog_1667 BL06289 Em0021g634a
ortholog_1668 BL06290 Em0011g32a
ortholog_1669 BL06291 Em0011g1179a
ortholog_1670 BL06296 Em0007g986a
ortholog_1671 BL06297 Em0007g31a
ortholog_1672 BL06306 Em0011g277a
ortholog_1673 BL06310 Em0015g985a
ortholog_1674 BL06312 Em0013g885a
ortholog_1675 BL06319 Em0011g64a
ortholog_1676 BL06322 Em0030g23a
ortholog_1677 BL06323 Em0018g164a
ortholog_1678 BL06333 Em0016g429a
ortholog_1679 BL06337 Em0011g35a
ortholog_1680 BL06338 Em0006g1171a
ortholog_1681 BL06339 Em0003g310a
ortholog_1682 BL06340 Em0011g16a
ortholog_1683 BL06341 Em0011g117a
ortholog_1684 BL06342 Em0021g876a
ortholog_1685 BL06343 Em0011g28a
ortholog_1686 BL06348 Em0011g417a
ortholog_1687 BL06351 Em0011g10a
ortholog_1688 BL06378 Em0011g215a
ortholog_1689 BL06379 Em0006g1000a
ortholog_1690 BL06380 Em0011g673a
ortholog_1691 BL06381 Em0011g793a
ortholog_1692 BL06384 Em0020g139a
ortholog_1693 BL06385 Em0023g151a
ortholog_1694 BL06389 Em0012g1077a
ortholog_1695 BL06391 Em0011g804a
ortholog_1696 BL06397 Em0009g790a
ortholog_1697 BL06402 Em0011g522a
ortholog_1698 BL06404 Em0011g960a
ortholog_1699 BL06415 Em0011g22a
ortholog_1700 BL06418 Em0013g251a
ortholog_1701 BL06419 Em0011g141a
ortholog_1702 BL06420 Em0023g567a
ortholog_1703 BL06428 Em0562g1a
ortholog_1704 BL06443 Em0010g44a
ortholog_1705 BL06463 Em0011g1193a
ortholog_1706 BL06466 Em0011g1167a
ortholog_1707 BL06472 Em0011g872a
ortholog_1708 BL06473 Em0012g970a
ortholog_1709 BL06487 Em0005g1646a
ortholog_1710 BL06489 Em0011g243a
ortholog_1711 BL06490 Em0024g138a
ortholog_1712 BL06847 Em0014g173a
ortholog_1713 BL06851 Em0313g1a
ortholog_1714 BL06678 Em0019g653a
ortholog_1715 BL06687 Em0015g761a
ortholog_1716 BL06688 Em0017g777a
ortholog_1717 BL06693 Em0019g663a
ortholog_1718 BL06701 Em0023g328a
ortholog_1719 BL06706 Em0023g789a
ortholog_1720 BL06708 Em0023g787a
ortholog_1721 BL06715 Em0013g248a
ortholog_1722 BL06720 Em0013g249a
ortholog_1723 BL06724 Em0013g1109a
ortholog_1724 BL06726 Em0013g374a
ortholog_1725 BL06727 Em0003g1480a
ortholog_1726 BL06732 Em0013g849a
ortholog_1727 BL06738 Em0008g1013a
ortholog_1728 BL06739 Em0324g7a
ortholog_1729 BL06744 Em0013g125a
ortholog_1730 BL06745 Em0013g124a
ortholog_1731 BL06532 Em0019g1035a
ortholog_1732 BL06545 Em0023g748a
ortholog_1733 BL06559 Em0023g742a
ortholog_1734 BL06560 Em0023g717a
ortholog_1735 BL06561 Em0022g682a
ortholog_1736 BL06562 Em0015g853a
ortholog_1737 BL06563 Em0023g368a
ortholog_1738 BL06564 Em0023g502a
ortholog_1739 BL06575 Em0023g369a
ortholog_1740 BL06579 Em0023g545a
ortholog_1741 BL06583 Em0005g1198a
ortholog_1742 BL06585 Em0023g524a
ortholog_1743 BL06595 Em0018g58a
ortholog_1744 BL06612 Em0017g504a
ortholog_1745 BL06614 Em0023g473a
ortholog_1746 BL06626 Em0008g220a
ortholog_1747 BL06634 Em0005g1456a
ortholog_1748 BL06638 Em0008g1166a
ortholog_1749 BL06752 Em0005g1268a
ortholog_1750 BL06754 Em0009g604a
ortholog_1751 BL06764 Em0013g558a
ortholog_1752 BL06778 Em0001g847a
ortholog_1753 BL06779 Em0020g33a
ortholog_1754 BL06781 Em0019g1135a
ortholog_1755 BL06782 Em0019g1145a
ortholog_1756 BL06787 Em0023g188a
ortholog_1757 BL06788 Em0019g578a
ortholog_1758 BL06791 Em0020g572a
ortholog_1759 BL06796 Em0019g300a
ortholog_1760 BL06797 Em0019g299a
ortholog_1761 BL06800 Em0019g236a
ortholog_1762 BL06801 Em0019g1001a
ortholog_1763 BL12020 Em0006g988a
ortholog_1764 BL12021 Em0018g1164a
ortholog_1765 BL12022 Em0018g1082a
ortholog_1766 BL12029 Em0018g1081a
ortholog_1767 BL12030 Em0018g1023a
ortholog_1768 BL12033 Em0018g1162a
ortholog_1769 BL12034 Em0018g1093a
ortholog_1770 BL12047 Em0018g521a
ortholog_1771 BL12049 Em0419g10a
ortholog_1772 BL12051 Em0419g3a
ortholog_1773 BL08309 Em0013g52a
ortholog_1774 BL08049 Em0340g2a
ortholog_1775 BL08052 Em0008g55a
ortholog_1776 BL08055 Em0001g3525a
ortholog_1777 BL08058 g33023.t1
ortholog_1778 BL08079 Em0013g714a
ortholog_1779 BL08085 Em0013g274a
ortholog_1780 BL08091 Em0013g106a
ortholog_1781 BL08092 Em0019g1056a
ortholog_1782 BL08097 Em0010g752a
ortholog_1783 BL08100 Em0006g1002a
ortholog_1784 BL08102 Em0013g701a
ortholog_1785 BL08103 Em0013g151a
ortholog_1786 BL08105 Em0013g77a
ortholog_1787 BL08108 Em0013g173a
ortholog_1788 BL08115 Em0013g12a
ortholog_1789 BL08116 Em0018g1117a
ortholog_1790 BL08118 Em0022g654a
ortholog_1791 BL08119 Em0013g626a
ortholog_1792 BL08121 Em0005g657a
ortholog_1793 BL08123 Em0013g165a
ortholog_1794 BL08124 Em0013g406a
ortholog_1795 BL08130 Em0016g419a
ortholog_1796 BL08131 Em0013g829a
ortholog_1797 BL08171 Em0013g812a
ortholog_1798 BL08178 Em0013g17a
ortholog_1799 BL07993 Em0021g24a
ortholog_1800 BL07996 Em0021g74a
ortholog_1801 BL08003 Em0036g40a
ortholog_1802 BL08022 Em0009g1258a
ortholog_1803 BL08025 Em0015g971a
ortholog_1804 BL08027 Em0021g682a
ortholog_1805 BL08196 Em0012g1040a
ortholog_1806 BL08202 Em0003g186a
ortholog_1807 BL08211 Em0023g899a
ortholog_1808 BL08215 Em0008g435a
ortholog_1809 BL08247 Em0019g738a
ortholog_1810 BL08260 Em0008g1123a
ortholog_1811 BL08265 Em0004g353a
ortholog_1812 BL08276 Em0019g711a
ortholog_1813 BL08280 Em0004g153a
ortholog_1814 BL08306 Em0012g1030a
ortholog_1815 BL08290 Em0024g196a
ortholog_1816 BL08292 Em0004g918a
ortholog_1817 BL08301 Em0021g380a
ortholog_1818 BL08319 Em0666g5a
ortholog_1819 BL08368 Em0023g485a
ortholog_1820 BL08369 Em0006g1001a
ortholog_1821 BL08378 Em0867g2a
ortholog_1822 BL08379 Em0019g23a
ortholog_1823 BL08381 Em0016g521a
ortholog_1824 BL08385 Em0020g194a
ortholog_1825 BL08389 Em0023g372a
ortholog_1826 BL08392 Em0010g697a
ortholog_1827 BL08396 Em0023g403a
ortholog_1828 BL08404 Em0007g1462a
ortholog_1829 BL08409 Em0001g3379a
ortholog_1830 BL08417 Em0003g1566a
ortholog_1831 BL08429 Em0015g708a
ortholog_1832 BL08430 Em0023g392a
ortholog_1833 BL08454 Em0021g374a
ortholog_1834 BL08455 Em0012g537a
ortholog_1835 BL08464 Em0009g1325a
ortholog_1836 BL08472 Em0018g296a
ortholog_1837 BL08482 Em0020g1095a
ortholog_1838 BL08496 Em0005g1477a
ortholog_1839 BL08499 Em0005g1609a
ortholog_1840 BL08506 Em0005g1346a
ortholog_1841 BL08513 Em0007g639a
ortholog_1842 BL08514 Em0010g969a
ortholog_1843 BL08520 Em0005g1538a
ortholog_1844 BL08525 Em0005g1130a
ortholog_1845 BL08530 Em0005g1281a
ortholog_1846 BL08532 Em0016g184a
ortholog_1847 BL08533 Em0022g129a
ortholog_1848 BL08535 Em0894g4a
ortholog_1849 BL08543 Em0005g1240a
ortholog_1850 BL08546 Em0005g1596a
ortholog_1851 BL08550 Em0004g749a
ortholog_1852 BL08555 Em0005g1595a
ortholog_1853 BL08582 Em0005g1287a
ortholog_1854 BL08631 Em0012g533a
ortholog_1855 BL08650 Em0196g1a
ortholog_1856 BL08656 Em0011g648a
ortholog_1857 BL08660 Em0005g1522a
ortholog_1858 BL08662 Em0011g545a
ortholog_1859 BL08664 Em0011g546a
ortholog_1860 BL08671 Em0701g3a
ortholog_1861 BL08678 Em0011g514a
ortholog_1862 BL08680 Em0011g1012a
ortholog_1863 BL08724 Em0221g3a
ortholog_1864 BL08708 Em0006g1584a
ortholog_1865 BL09146 Em0008g347a
ortholog_1866 BL09159 Em0015g1174a
ortholog_1867 BL09162 Em0019g132a
ortholog_1868 BL09165 Em1077g1a
ortholog_1869 BL09173 Em0015g28a
ortholog_1870 BL09175 Em0015g1a
ortholog_1871 BL09179 Em0015g251a
ortholog_1872 BL09182 Em0015g1232a
ortholog_1873 BL09185 Em0015g1219a
ortholog_1874 BL09187 Em0015g1106a
ortholog_1875 BL09199 Em0001g2885a
ortholog_1876 BL09201 Em0016g850a
ortholog_1877 BL09203 Em0021g922a
ortholog_1878 BL09204 Em0015g627a
ortholog_1879 BL08826 Em0020g602a
ortholog_1880 BL08827 Em0014g718a
ortholog_1881 BL08829 Em0017g560a
ortholog_1882 BL08836 Em0016g169a
ortholog_1883 BL08837 Em0020g601a
ortholog_1884 BL08846 Em0001g1750a
ortholog_1885 BL08854 Em0021g830a
ortholog_1886 BL08860 Em0001g2416a
ortholog_1887 BL08746 Em0013g702a
ortholog_1888 BL08752 Em0005g1151a
ortholog_1889 BL08753 Em0020g1030a
ortholog_1890 BL08770 Em0023g926a
ortholog_1891 BL08776 Em0004g342a
ortholog_1892 BL08778 Em0012g1036a
ortholog_1893 BL08783 Em0012g1048a
ortholog_1894 BL08786 Em0021g769a
ortholog_1895 BL08789 Em0012g772a
ortholog_1896 BL08791 Em0012g1047a
ortholog_1897 BL08807 Em0012g720a
ortholog_1898 BL08930 Em0131g6a
ortholog_1899 BL08933 Em0011g61a
ortholog_1900 BL08967 Em0021g626a
ortholog_1901 BL08971 Em0010g753a
ortholog_1902 BL08974 Em0047g43a
ortholog_1903 BL08980 Em0006g1374a
ortholog_1904 BL08992 Em0354g3a
ortholog_1905 BL08993 Em0019g718a
ortholog_1906 BL08994 Em0020g571a
ortholog_1907 BL08997 Em0020g41a
ortholog_1908 BL09002 Em0005g154a
ortholog_1909 BL09007 Em0012g1049a
ortholog_1910 BL09010 Em0006g10a
ortholog_1911 BL09012 Em0021g77a
ortholog_1912 BL09013 Em0020g1081a
ortholog_1913 BL09017 Em0020g638a
ortholog_1914 BL09021 Em0009g1291a
ortholog_1915 BL09022 Em0020g193a
ortholog_1916 BL09025 Em0020g36a
ortholog_1917 BL09042 Em0002g1062a
ortholog_1918 BL09044 Em0020g1015a
ortholog_1919 BL09045 Em0020g1019a
ortholog_1920 BL09049 Em0582g1a
ortholog_1921 BL09052 Em0020g113a
ortholog_1922 BL09054 Em0019g1092a
ortholog_1923 BL09058 Em0013g889a
ortholog_1924 BL09069 Em0020g74a
ortholog_1925 BL09070 Em1224g1a
ortholog_1926 BL09075 Em0020g953a
ortholog_1927 BL09090 Em0020g210a
ortholog_1928 BL09097 Em0017g590a
ortholog_1929 BL09121 Em0015g1132a
ortholog_1930 BL09133 Em0020g668a
ortholog_1931 BL09144 Em0005g1177a
ortholog_1932 BL09145 Em0010g856a
ortholog_1933 BL10056 Em0021g264a
ortholog_1934 BL10059 Em0013g1120a
ortholog_1935 BL10063 Em0021g263a
ortholog_1936 BL10075 Em0004g957a
ortholog_1937 BL10087 Em0023g323a
ortholog_1938 BL09253 Em0001g114a
ortholog_1939 BL09261 Em0001g3779a
ortholog_1940 BL09262 Em0001g3297a
ortholog_1941 BL09264 Em0001g3784a
ortholog_1942 BL09269 Em0001g1335a
ortholog_1943 BL09289 Em0014g132a
ortholog_1944 BL09297 Em0020g247a
ortholog_1945 BL09312 Em0012g466a
ortholog_1946 BL09314 g33015.t1
ortholog_1947 BL09317 Em0021g584a
ortholog_1948 BL09320 Em0001g998a
ortholog_1949 BL09321 Em0001g1112a
ortholog_1950 BL09323 Em0004g1096a
ortholog_1951 BL09325 Em0005g1113a
ortholog_1952 BL09328 Em0001g1103a
ortholog_1953 BL09329 Em0012g1097a
ortholog_1954 BL09335 Em0001g413a
ortholog_1955 BL09348 Em0293g2a
ortholog_1956 BL09359 Em0001g3534a
ortholog_1957 BL09360 Em0017g136a
ortholog_1958 BL09361 Em0011g786a
ortholog_1959 BL09363 Em0020g789a
ortholog_1960 BL09365 Em0009g43a
ortholog_1961 BL09366 Em0006g794a
ortholog_1962 BL09370 Em0023g903a
ortholog_1963 BL09372 Em0001g1171a
ortholog_1964 BL09393 Em0001g2644a
ortholog_1965 BL09402 Em0001g3612a
ortholog_1966 BL09403 Em0021g251a
ortholog_1967 BL09413 Em0003g1296a
ortholog_1968 BL09419 Em0520g1a
ortholog_1969 BL09422 Em0014g79a
ortholog_1970 BL09428 Em0014g123a
ortholog_1971 BL09429 Em0002g206a
ortholog_1972 BL09438 Em0016g440a
ortholog_1973 BL09443 Em0023g770a
ortholog_1974 BL09478 Em0001g2658a
ortholog_1975 BL09482 Em0001g2661a
ortholog_1976 BL09485 Em0001g2657a
ortholog_1977 BL09510 Em0017g637a
ortholog_1978 BL09547 Em0018g784a
ortholog_1979 BL09568 Em0018g1109a
ortholog_1980 BL09573 Em0005g1628a
ortholog_1981 BL09574 Em0018g1060a
ortholog_1982 BL09584 Em0018g249a
ortholog_1983 BL09585 Em0004g7a
ortholog_1984 BL09525 Em0018g289a
ortholog_1985 BL09529 Em0018g91a
ortholog_1986 BL09534 Em0018g89a
ortholog_1987 BL09538 Em0008g1263a
ortholog_1988 BL09540 Em0005g1166a
ortholog_1989 BL09589 Em0001g2137a
ortholog_1990 BL09599 Em0013g489a
ortholog_1991 BL09605 Em0013g282a
ortholog_1992 BL09645 Em0015g281a
ortholog_1993 BL09646 Em0013g826a
ortholog_1994 BL09647 Em0013g142a
ortholog_1995 BL09655 Em0001g580a
ortholog_1996 BL09658 Em0013g830a
ortholog_1997 BL09660 Em0013g25a
ortholog_1998 BL09670 Em0013g176a
ortholog_1999 BL09681 Em0004g1067a
ortholog_2000 BL09683 Em0022g400a
ortholog_2001 BL09687 Em0013g23a
ortholog_2002 BL09689 Em0013g847a
ortholog_2003 BL09705 Em0005g922a
ortholog_2004 BL09706 Em0021g273a
ortholog_2005 BL09708 Em0021g220a
ortholog_2006 BL09723 Em0021g318a
ortholog_2007 BL09731 Em0021g308a
ortholog_2008 BL09733 Em0013g144a
ortholog_2009 BL09745 Em0021g483a
ortholog_2010 BL09747 Em0008g350a
ortholog_2011 BL09750 Em0021g260a
ortholog_2012 BL09751 Em0021g294a
ortholog_2013 BL09772 Em0016g20a
ortholog_2014 BL09776 Em0018g1034a
ortholog_2015 BL09782 Em0021g262a
ortholog_2016 BL09798 Em0002g756a
ortholog_2017 BL09805 Em0008g967a
ortholog_2018 BL09810 Em0021g335a
ortholog_2019 BL09816 Em0021g246a
ortholog_2020 BL09824 Em0004g371a
ortholog_2021 BL09825 Em0205g3a
