ortholog_1 g164 BL24932_evm1
ortholog_4294 g101753 BL16946_cuf3
ortholog_4295 g101767 BL01173_evm7
ortholog_4296 g102088 BL04759_cuf0
ortholog_4297 g102090 BL22411_evm0
ortholog_4298 g102137 BL10710_cuf3
ortholog_4299 g102214 BL66775_cuf0
ortholog_4300 g102297 BL25328_evm0
ortholog_4301 g102299 BL41835_cuf0
ortholog_4302 g102309 BL08416_cuf1
ortholog_4303 g102317 BL00088_evm1
ortholog_4304 g102380 BL21953_evm2
ortholog_4305 g102398 BL03104_cuf4
ortholog_4306 g102407 BL01567_cuf5
ortholog_4307 g102469 BL08326_evm0
ortholog_4308 g102480 BL07325_evm0
ortholog_4309 g102482 BL24275_evm0
ortholog_4310 g102488 BL19431_evm5
ortholog_4311 g102496 BL14337_cuf6
ortholog_4312 g102521 BL05088_evm9
ortholog_4313 g102575 BL09945_evm0
ortholog_4314 g102595 BL03115_evm8
ortholog_4315 g102625 BL10758_evm0
ortholog_4316 g102635 BL01490_cuf3
ortholog_4317 g102660 BL07463_evm0
ortholog_4318 g102698 BL12606_evm0
ortholog_4319 g102699 BL26541_evm0
ortholog_4320 g102705 BL25897_evm0
ortholog_4321 g102724 BL23877_evm5
ortholog_4322 g102737 BL14711_cuf14
ortholog_4323 g102752 BL08570_cuf8
ortholog_4324 g102810 BL17300_evm0
ortholog_4325 g102829 BL19318_evm2
ortholog_4326 g102830 BL00866_evm0
ortholog_4327 g102844 BL06657_cuf18
ortholog_4328 g102991 BL22455_cuf12
ortholog_4329 g102996 BL14844_cuf9
ortholog_4330 g103000 BL21225_cuf5
ortholog_4331 g103085 BL05518_cuf18
ortholog_4332 g103170 BL05252_cuf0
ortholog_4333 g103192 BL56028_cuf1
ortholog_4334 g103227 BL11022_evm10
ortholog_4335 g103253 BL08611_cuf0
ortholog_4336 g103288 BL22797_evm0
ortholog_4337 g103305 BL15161_cuf0
ortholog_4338 g103342 BL16895_evm0
ortholog_4339 g103348 BL27319_evm0
ortholog_4340 g103354 BL10380_evm6
ortholog_4341 g103361 BL96185_cuf1
ortholog_4342 g103400 BL35190_cuf2
ortholog_4343 g103423 BL10598_evm0
ortholog_4344 g103434 BL16792_evm7
ortholog_4345 g103448 BL04421_evm0
ortholog_4346 g103521 BL01388_evm0
ortholog_4347 g103539 BL22955_evm0
ortholog_4348 g103543 BL03124_evm1
ortholog_4349 g103572 BL08173_evm10
ortholog_4350 g103596 BL09781_evm19
ortholog_4351 g103629 BL95474_evm1
ortholog_4352 g103686 BL24960_cuf8
ortholog_4353 g103709 BL20006_evm0
ortholog_4354 g103730 BL05874_evm1
ortholog_4355 g103750 BL08279_evm0
ortholog_4356 g103751 BL19705_evm0
ortholog_4357 g103759 BL07842_evm0
ortholog_4358 g103769 BL95439_evm0
ortholog_4359 g103806 BL19932_cuf7
ortholog_4360 g103815 BL00262_cuf4
ortholog_4361 g103816 BL30498_evm0
ortholog_4362 g103826 BL10381_cuf6
ortholog_4363 g103837 BL03606_cuf3
ortholog_4364 g103905 BL23965_evm6
ortholog_4365 g103927 BL24365_evm12
ortholog_4366 g103932 BL21029_evm0
ortholog_4367 g103938 BL19459_cuf0
ortholog_4368 g103945 BL23674_evm2
ortholog_4369 g103984 BL22173_evm0
ortholog_4370 g103985 BL14904_evm0
ortholog_4371 g103986 BL17911_cuf0
ortholog_4372 g103995 BL10736_evm5
ortholog_4373 g103997 BL23734_evm0
ortholog_4374 g104030 BL14911_evm0
ortholog_4375 g104034 BL24082_cuf9
ortholog_4376 g104067 BL30906_evm0
ortholog_4377 g104078 BL16451_cuf4
ortholog_4378 g104099 BL21562_cuf1
ortholog_4379 g104102 BL08618_evm0
ortholog_4380 g104111 BL19993_cuf3
ortholog_4381 g104117 BL01276_cuf16
ortholog_4382 g104121 BL09786_evm1
ortholog_4383 g104142 BL17723_evm4
ortholog_4384 g104217 BL15688_cuf4
ortholog_4385 g104225 BL15940_cuf1
ortholog_4386 g104229 BL03611_evm3
ortholog_4387 g104234 BL15851_evm0
ortholog_4388 g104239 BL18444_evm0
ortholog_4389 g104382 BL13907_evm1
ortholog_4390 g104488 BL31188_evm0
ortholog_4391 g104495 BL18128_cuf5
ortholog_4392 g104498 BL15392_cuf1
ortholog_4393 g104528 BL42070_cuf0
ortholog_4394 g104533 BL12056_evm4
ortholog_4395 g104551 BL10061_evm3
ortholog_4396 g104562 BL16927_cuf16
ortholog_4397 g104587 BL17345_evm5
ortholog_4398 g104590 BL17913_cuf5
ortholog_4399 g104598 BL14510_evm6
ortholog_4400 g104606 BL09202_cuf1
ortholog_4401 g104661 BL16107_evm0
ortholog_4402 g104677 BL15254_evm1
ortholog_4403 g104680 BL10060_cuf3
ortholog_4404 g104688 BL09078_evm0
ortholog_4405 g104694 BL24817_evm0
ortholog_4406 g104712 BL09457_cuf13
ortholog_4407 g104745 BL18764_evm0
ortholog_4408 g104750 BL79181_cuf1
ortholog_4409 g104759 BL07795_evm0
ortholog_4410 g104762 BL12410_evm2
ortholog_4411 g104772 BL03116_evm14
ortholog_4412 g104786 BL22572_evm0
ortholog_4413 g104788 BL23017_evm5
ortholog_4414 g104793 BL03601_evm0
ortholog_4415 g104872 BL24597_cuf3
ortholog_4416 g104891 BL18349_cuf0
ortholog_4417 g104899 BL02931_evm1
ortholog_4418 g104900 BL19322_evm4
ortholog_4419 g105023 BL83178_cuf3
ortholog_4420 g105036 BL24214_evm0
ortholog_4421 g105091 BL11319_evm17
ortholog_4422 g105116 BL19334_evm12
ortholog_4423 g105146 BL16866_evm0
ortholog_4424 g105177 BL20915_evm10
ortholog_4425 g105227 BL83357_cuf0
ortholog_4426 g105288 BL14331_cuf11
ortholog_4427 g105302 BL17628_evm5
ortholog_4428 g105310 BL22358_evm0
ortholog_4429 g105322 BL13217_evm1
ortholog_4430 g105348 BL03626_evm0
ortholog_4431 g105377 BL06685_evm8
ortholog_4432 g105379 BL17752_evm0
ortholog_4433 g105397 BL06982_evm0
ortholog_4434 g105398 BL20005_cuf2
ortholog_4435 g105403 BL15404_evm0
ortholog_4436 g105416 BL96692_cuf2
ortholog_4437 g105436 BL16031_evm2
ortholog_4438 g105438 BL08903_evm1
ortholog_4439 g105466 BL22550_cuf1
ortholog_4440 g105469 BL20003_evm7
ortholog_4441 g105515 BL13368_evm3
ortholog_4442 g105544 BL57955_cuf0
ortholog_4443 g105626 BL22062_evm3
ortholog_4444 g105643 BL18862_cuf11
ortholog_4445 g105652 BL08380_evm0
ortholog_4446 g105659 BL23961_cuf6
ortholog_4447 g105666 BL17750_evm23
ortholog_4448 g105672 BL22459_cuf3
ortholog_4449 g105688 BL22463_cuf3
ortholog_4450 g105691 BL30961_evm1
ortholog_4451 g105701 BL15719_cuf3
ortholog_4452 g105705 BL07033_cuf4
ortholog_4453 g105712 BL45093_cuf0
ortholog_4454 g105736 BL23537_evm5
ortholog_4455 g105738 BL02499_evm0
ortholog_4456 g105742 BL82515_cuf0
ortholog_4457 g105774 BL11555_evm0
ortholog_4458 g105775 BL49911_cuf1
ortholog_4459 g105816 BL26844_evm0
ortholog_4460 g105817 BL27861_evm0
ortholog_4461 g105858 BL18133_evm6
ortholog_4462 g105869 BL08818_cuf14
ortholog_4463 g105911 BL09246_evm0
ortholog_4464 g105917 BL45159_cuf0
ortholog_4465 g105978 BL20264_evm0
ortholog_4466 g105980 BL10270_cuf25
ortholog_4467 g105985 BL19558_evm2
ortholog_4468 g105989 BL01317_evm0
ortholog_4469 g106015 BL04936_evm3
ortholog_4470 g106019 BL08425_evm0
ortholog_4471 g106025 BL10265_cuf15
ortholog_4472 g106035 BL05869_evm0
ortholog_4473 g106044 BL24994_evm0
ortholog_4474 g106048 BL12936_cuf0
ortholog_4475 g106111 BL14460_cuf2
ortholog_4476 g106137 BL13154_cuf0
ortholog_4477 g106139 BL08435_cuf0
ortholog_4478 g106145 BL20269_evm23
ortholog_4479 g106181 BL09783_cuf2
ortholog_4480 g106230 BL11862_evm3
ortholog_4481 g106241 BL02767_evm0
ortholog_4482 g106255 BL19908_evm0
ortholog_4483 g106261 BL19023_evm1
ortholog_4484 g106296 BL16529_evm1
ortholog_4485 g106310 BL11902_cuf2
ortholog_4486 g106345 BL68046_cuf2
ortholog_4487 g106377 BL26985_evm0
ortholog_4488 g106378 BL24163_cuf1
ortholog_4489 g106416 BL00245_cuf15
ortholog_4490 g106439 BL03826_evm0
ortholog_4491 g106450 BL19251_cuf13
ortholog_4492 g106459 BL22711_evm3
ortholog_4493 g106495 BL03836_evm0
ortholog_4494 g106544 BL18860_evm0
ortholog_4495 g106576 BL22462_evm8
ortholog_4496 g106665 BL14457_evm1
ortholog_4497 g106703 BL07016_evm6
ortholog_4498 g106708 BL01907_cuf12
ortholog_4499 g106711 BL23627_cuf20
ortholog_4500 g106719 BL03829_cuf0
ortholog_4501 g106723 BL95369_evm1
ortholog_4502 g106747 BL06746_evm0
ortholog_4503 g106795 BL01739_cuf1
ortholog_4504 g106918 BL40875_cuf0
ortholog_4505 g107028 BL09080_evm0
ortholog_4506 g107036 BL16038_cuf16
ortholog_4507 g107099 BL78897_cuf2
ortholog_4508 g107104 BL12166_cuf14
ortholog_4509 g107119 BL02865_cuf0
ortholog_4510 g107165 BL03103_cuf41
ortholog_4511 g107190 BL07999_cuf27
ortholog_4512 g107205 BL02387_evm1
ortholog_4513 g107207 BL01468_cuf3
ortholog_4514 g107210 BL12169_cuf5
ortholog_4515 g107215 BL10735_evm9
ortholog_4516 g107220 BL01469_evm0
ortholog_4517 g107228 BL02267_evm24
ortholog_4518 g107246 BL12626_evm0
ortholog_4519 g107270 BL83807_cuf1
ortholog_4520 g107280 BL12147_cuf4
ortholog_4521 g107296 BL19462_evm0
ortholog_4522 g107299 BL17746_evm0
ortholog_4523 g107308 BL01794_cuf3
ortholog_4524 g107315 BL17811_evm4
ortholog_4525 g107330 BL13845_cuf6
ortholog_4526 g107332 BL15083_evm0
ortholog_4527 g107333 BL53803_cuf0
ortholog_4528 g107383 BL17744_cuf1
ortholog_4529 g107384 BL24833_evm0
ortholog_4530 g107386 BL13459_evm6
ortholog_4531 g107389 BL13457_cuf29
ortholog_4532 g107392 BL20871_cuf1
ortholog_4533 g107402 BL04963_cuf9
ortholog_4534 g107412 BL03123_cuf8
ortholog_4535 g107413 BL01381_cuf20
ortholog_4536 g107414 BL04401_cuf2
ortholog_4537 g107416 BL19013_evm1
ortholog_4538 g107419 BL02163_evm5
ortholog_4539 g107420 BL10226_evm0
ortholog_4540 g107423 BL19442_cuf1
ortholog_4541 g107431 BL05416_cuf3
ortholog_4542 g107437 BL63406_cuf4
ortholog_4543 g107455 BL24962_evm0
ortholog_4544 g107458 BL26131_evm0
ortholog_4545 g107459 BL00907_cuf1
ortholog_4546 g107460 BL06750_evm0
ortholog_4547 g107463 BL06546_evm0
ortholog_4548 g107484 BL00928_cuf5
ortholog_4549 g107488 BL53875_cuf1
ortholog_4550 g107505 BL22722_cuf1
ortholog_4551 g107506 BL22291_evm33
ortholog_4552 g107519 BL17396_evm11
ortholog_4553 g107527 BL11048_evm8
ortholog_4554 g107540 BL95791_evm0
ortholog_4555 g107546 BL01613_cuf7
ortholog_4556 g107551 BL23358_cuf2
ortholog_4557 g107555 BL12950_evm1
ortholog_4558 g107556 BL23610_evm0
ortholog_4559 g107561 BL07682_cuf1
ortholog_4560 g107576 BL11399_evm0
ortholog_4561 g107579 BL15806_evm4
ortholog_4562 g107607 BL30650_evm0
ortholog_4563 g107612 BL23551_evm0
ortholog_4564 g107649 BL00284_evm0
ortholog_4565 g107657 BL06590_evm0
ortholog_4566 g107694 BL07201_evm5
ortholog_4567 g107696 BL00065_evm7
ortholog_4568 g107700 BL17559_evm9
ortholog_4569 g107720 BL23885_cuf0
ortholog_4570 g107731 BL23506_cuf0
ortholog_4571 g107756 BL08177_evm0
ortholog_4572 g107779 BL07891_evm0
ortholog_4573 g107780 BL48421_cuf1
ortholog_4574 g107785 BL50044_cuf0
ortholog_4575 g107790 BL06228_evm0
ortholog_4576 g107792 BL22367_evm0
ortholog_4577 g107804 BL71528_cuf0
ortholog_4578 g107904 BL17493_cuf4
ortholog_4579 g107915 BL06804_cuf12
ortholog_4580 g107928 BL17351_evm0
ortholog_4581 g107943 BL17497_cuf11
ortholog_4582 g107966 BL26662_evm0
ortholog_4583 g107970 BL19773_evm3
ortholog_4584 g107982 BL07733_cuf2
ortholog_4585 g107990 BL18523_evm0
ortholog_4586 g108103 BL11054_evm8
ortholog_4587 g108104 BL00804_cuf5
ortholog_4588 g108106 BL17562_evm0
ortholog_4589 g108113 BL77892_cuf1
ortholog_4590 g108118 BL17809_cuf20
ortholog_4591 g108145 BL15805_evm0
ortholog_4592 g108170 BL19255_cuf13
ortholog_4593 g108205 BL18750_evm1
ortholog_4594 g108217 BL67478_cuf0
ortholog_4595 g108218 BL05197_cuf2
ortholog_4596 g108220 BL16953_evm0
ortholog_4597 g108224 BL95434_evm1
ortholog_4598 g108247 BL14900_evm0
ortholog_4599 g108250 BL12362_cuf2
ortholog_4600 g108258 BL10412_cuf22
ortholog_4601 g108341 BL96159_evm1
ortholog_4602 g108398 BL05616_cuf0
ortholog_4603 g108417 BL04320_cuf6
ortholog_4604 g108441 BL17745_evm0
ortholog_4605 g108446 BL01493_evm5
ortholog_4606 g108450 BL11905_cuf7
ortholog_4607 g108530 BL20930_evm0
ortholog_4608 g108534 BL24363_cuf11
ortholog_4609 g108626 BL16026_cuf0
ortholog_4610 g108705 BL20912_evm0
ortholog_4611 g108713 BL14857_evm0
ortholog_4612 g108714 BL11899_evm0
ortholog_4613 g108731 BL95553_evm2
ortholog_4614 g108734 BL20186_evm6
ortholog_4615 g108747 BL01943_cuf1
ortholog_4616 g108770 BL22064_evm0
ortholog_4617 g108778 BL20185_cuf7
ortholog_4618 g108784 BL08884_cuf3
ortholog_4619 g108816 BL28677_evm0
ortholog_4620 g108837 BL19310_evm0
ortholog_4621 g108840 BL19563_evm0
ortholog_4622 g108877 BL05870_cuf12
ortholog_4623 g108906 BL11254_cuf29
ortholog_4624 g108913 BL10475_cuf0
ortholog_4625 g108915 BL20469_evm6
ortholog_4626 g108918 BL23025_cuf3
ortholog_4627 g108919 BL15166_evm0
ortholog_4628 g108928 BL15807_cuf0
ortholog_4629 g108934 BL23297_evm1
ortholog_4630 g109018 BL13869_cuf2
ortholog_4631 g109022 BL15803_evm5
ortholog_4632 g109033 BL15802_evm0
ortholog_4633 g109037 BL30356_evm0
ortholog_4634 g109052 BL00037_evm0
ortholog_4635 g109065 BL01466_evm7
ortholog_4636 g109095 BL12146_cuf3
ortholog_4637 g109097 BL43724_cuf0
ortholog_4638 g109314 BL11387_evm2
ortholog_4639 g109394 BL05780_cuf18
ortholog_4640 g109404 BL20349_evm0
ortholog_4641 g109440 BL20355_cuf1
ortholog_4642 g109441 BL32157_evm0
ortholog_4643 g109524 BL34147_cuf0
ortholog_4644 g109570 BL20353_cuf2
ortholog_4645 g109604 BL08548_evm0
ortholog_4646 g109607 BL21181_evm0
ortholog_4647 g109612 BL06176_evm0
ortholog_4648 g109614 BL17299_evm0
ortholog_4649 g109629 BL23929_cuf2
ortholog_4650 g109632 BL08138_evm0
ortholog_4651 g109637 BL04387_evm0
ortholog_4652 g109650 BL11630_cuf2
ortholog_4653 g109658 BL16106_cuf1
ortholog_4654 g109672 BL12734_cuf0
ortholog_4655 g109686 BL00107_cuf1
ortholog_4656 g109689 BL03119_cuf2
ortholog_4657 g109691 BL03121_cuf28
ortholog_4658 g109692 BL18627_cuf25
ortholog_4659 g109700 BL22333_evm8
ortholog_4660 g109770 BL15848_evm0
ortholog_4661 g109774 BL65416_cuf1
ortholog_4662 g109815 BL23624_cuf1
ortholog_4663 g109830 BL20223_evm0
ortholog_4664 g109843 BL10442_cuf4
ortholog_4665 g109915 BL02426_cuf1
ortholog_4666 g109926 BL20067_cuf0
ortholog_4667 g109932 BL20137_cuf25
ortholog_4668 g109956 BL10431_evm9
ortholog_4669 g109960 BL24080_cuf1
ortholog_4670 g109985 BL06589_cuf6
ortholog_4671 g110014 BL08560_cuf6
ortholog_4672 g110029 BL40965_cuf3
ortholog_4673 g110049 BL17301_evm0
ortholog_4674 g110070 BL05612_cuf1
ortholog_4675 g110128 BL04919_cuf6
ortholog_4676 g110146 BL15714_cuf8
ortholog_4677 g110149 BL24087_cuf35
ortholog_4678 g110155 BL12164_evm0
ortholog_4679 g110159 BL15393_cuf3
ortholog_4680 g110167 BL18130_evm0
ortholog_4681 g110197 BL06779_evm0
ortholog_4682 g110237 BL01614_evm32
ortholog_4683 g110238 BL23964_evm0
ortholog_4684 g110240 BL17266_evm3
ortholog_4685 g110245 BL15067_evm0
ortholog_4686 g110259 BL16070_cuf4
ortholog_4687 g110263 BL24086_evm6
ortholog_4688 g110265 BL18242_evm7
ortholog_4689 g110272 BL18243_evm0
ortholog_4690 g110289 BL00530_evm4
ortholog_4691 g110316 BL38251_cuf3
ortholog_4692 g110339 BL18239_cuf12
ortholog_4693 g110343 BL08637_evm0
ortholog_4694 g110378 BL08614_evm13
ortholog_4695 g110382 BL08614_evm14
ortholog_4696 g110389 BL01389_cuf10
ortholog_4697 g110391 BL10641_cuf1
ortholog_4698 g110428 BL07622_evm0
ortholog_4699 g110431 BL10739_evm2
ortholog_4700 g110442 BL71748_cuf0
ortholog_4701 g110458 BL14423_cuf0
ortholog_4702 g110487 BL17447_evm0
ortholog_4703 g110490 BL22571_evm2
ortholog_4704 g110496 BL25013_cuf6
ortholog_4705 g110499 BL08040_evm3
ortholog_4706 g110503 BL15244_cuf0
ortholog_4707 g110508 BL18240_cuf5
ortholog_4708 g110509 BL08516_cuf1
ortholog_4709 g110512 BL21504_evm0
ortholog_4710 g110514 BL11388_evm0
ortholog_4711 g110523 BL16760_cuf2
ortholog_4712 g110537 BL04134_evm0
ortholog_4713 g110576 BL22060_evm0
ortholog_4714 g110612 BL23936_evm0
ortholog_4715 g110615 BL08838_evm0
ortholog_4716 g110622 BL13667_evm24
ortholog_4717 g110628 BL03105_evm0
ortholog_4718 g110631 BL24600_evm0
ortholog_4719 g110633 BL22566_cuf7
ortholog_4720 g110667 BL34626_cuf0
ortholog_4721 g110680 BL22549_cuf8
ortholog_4722 g110681 BL02302_evm0
ortholog_4723 g110755 BL23684_cuf2
ortholog_4724 g110789 BL02299_evm0
ortholog_4725 g110799 BL17637_cuf2
ortholog_4726 g110806 BL09863_evm0
ortholog_4727 g110808 BL19041_cuf4
ortholog_4728 g110815 BL09607_cuf3
ortholog_4729 g110818 BL02543_cuf4
ortholog_4730 g110828 BL11194_evm0
ortholog_4731 g110829 BL05588_evm0
ortholog_4732 g110831 BL13320_cuf2
ortholog_4733 g110833 BL11189_evm1
ortholog_4734 g110848 BL23683_evm0
ortholog_4735 g110891 BL95916_evm1
ortholog_4736 g111024 BL18751_cuf3
ortholog_4737 g111025 BL24956_evm1
ortholog_4738 g111028 BL02885_evm4
ortholog_4739 g111039 BL20136_cuf3
ortholog_4740 g111042 BL21269_evm3
ortholog_4741 g111049 BL04821_evm0
ortholog_4742 g111055 BL22056_evm1
ortholog_4743 g111067 BL05896_evm11
ortholog_4744 g111072 BL17877_evm0
ortholog_4745 g111075 BL18031_evm0
ortholog_4746 g111082 BL02270_evm7
ortholog_4747 g111105 BL15399_evm5
ortholog_4748 g111115 BL01492_cuf1
ortholog_4749 g111118 BL18614_cuf2
ortholog_4750 g111120 BL23785_cuf33
ortholog_4751 g111123 BL15495_cuf1
ortholog_4752 g111140 BL06523_evm0
ortholog_4753 g111147 BL00831_cuf1
ortholog_4754 g111192 BL23879_cuf7
ortholog_4755 g111193 BL21687_evm0
ortholog_4756 g111205 BL05581_cuf1
ortholog_4757 g111223 BL21502_cuf1
ortholog_4758 g111229 BL17239_evm3
ortholog_4759 g111279 BL10273_evm0
ortholog_4760 g111295 BL06183_evm0
ortholog_4761 g111299 BL16986_evm2
ortholog_4762 g111310 BL06637_evm0
ortholog_4763 g111323 BL25007_evm0
ortholog_4764 g111335 BL03000_evm3
ortholog_4765 g111356 BL18752_evm0
ortholog_4766 g111357 BL17916_cuf5
ortholog_4767 g111360 BL13218_cuf11
ortholog_4768 g111379 BL24276_cuf5
ortholog_4769 g111391 BL23938_evm2
ortholog_4770 g111406 BL17486_evm16
ortholog_4771 g111431 BL03419_cuf0
ortholog_4772 g111449 BL23554_cuf4
ortholog_4773 g111450 BL23557_evm0
ortholog_4774 g111454 BL30048_evm0
ortholog_4775 g111457 BL19019_cuf0
ortholog_4776 g111459 BL07773_evm0
ortholog_4777 g111467 BL11915_evm7
ortholog_4778 g111471 BL95740_evm1
ortholog_4779 g111479 BL08038_cuf3
ortholog_4780 g111526 BL23472_evm7
ortholog_4781 g111547 BL19441_evm7
ortholog_4782 g111557 BL04460_evm6
ortholog_4783 g111562 BL04462_cuf16
ortholog_4784 g111567 BL04459_cuf1
ortholog_4785 g111576 BL01908_evm6
ortholog_4786 g111599 BL20141_evm1
ortholog_4787 g111603 BL06522_evm0
ortholog_4788 g111633 BL08623_evm0
ortholog_4789 g111643 BL11384_evm3
ortholog_4790 g111653 BL04776_cuf4
ortholog_4791 g111655 BL31123_evm0
ortholog_4792 g111660 BL11258_cuf9
ortholog_4793 g111661 BL18241_evm9
ortholog_4794 g111662 BL04137_evm0
ortholog_4795 g111666 BL06294_evm0
ortholog_4796 g111683 BL19432_evm1
ortholog_4797 g111698 BL05402_cuf0
ortholog_4798 g111710 BL01879_evm0
ortholog_4799 g111720 BL23937_evm0
ortholog_4800 g111749 BL19455_evm1
ortholog_4801 g111758 BL24523_cuf2
ortholog_4802 g111816 BL95099_evm1
ortholog_4803 g111820 BL00538_cuf4
ortholog_4804 g111850 BL54039_cuf0
ortholog_4805 g111869 BL08148_evm0
ortholog_4806 g111872 BL09011_evm0
ortholog_4807 g111874 BL17490_evm2
ortholog_4808 g111876 BL22553_cuf3
ortholog_4809 g111883 BL23558_evm1
ortholog_4810 g111894 BL09057_evm0
ortholog_4811 g111926 BL09305_evm37
ortholog_4812 g111932 BL13781_evm0
ortholog_4813 g111936 BL96115_evm1
ortholog_4814 g111946 BL20143_evm0
ortholog_4815 g111951 BL08143_cuf15
ortholog_4816 g111983 BL15452_cuf2
ortholog_4817 g111989 BL08042_evm1
ortholog_4818 g111995 BL16024_cuf1
ortholog_4819 g112013 BL05544_cuf1
ortholog_4820 g112027 BL18067_evm0
ortholog_4821 g112036 BL03235_evm0
ortholog_4822 g112044 BL21234_evm0
ortholog_4823 g112065 BL10680_evm0
ortholog_4824 g112081 BL89661_cuf0
ortholog_4825 g112092 BL12600_evm0
ortholog_4826 g112095 BL23071_evm0
ortholog_4827 g112103 BL25599_evm0
ortholog_4828 g112115 BL22507_evm0
ortholog_4829 g112145 BL96637_cuf17
ortholog_4830 g112155 BL22780_evm3
ortholog_4831 g112180 BL10436_evm0
ortholog_4832 g112195 BL08039_evm0
ortholog_4833 g112207 BL22966_evm5
ortholog_4834 g112231 BL12007_evm2
ortholog_4835 g112255 BL18458_evm0
ortholog_4836 g112282 BL31240_evm0
ortholog_4837 g112292 BL17678_evm0
ortholog_4838 g112299 BL20519_cuf2
ortholog_4839 g112301 BL19995_evm0
ortholog_4840 g112303 BL13559_evm1
ortholog_4841 g112312 BL08940_evm0
ortholog_4842 g112313 BL97136_cuf7
ortholog_4843 g112342 BL06690_evm0
ortholog_4844 g112352 BL25623_evm0
ortholog_4845 g112354 BL13060_evm0
ortholog_4846 g112357 BL21267_cuf1
ortholog_4847 g112359 BL17987_evm0
ortholog_4848 g112363 BL08063_evm7
ortholog_4849 g112391 BL12674_evm3
ortholog_4850 g112396 BL17064_cuf1
ortholog_4851 g112402 BL28478_evm0
ortholog_4852 g112404 BL04133_cuf20
ortholog_4853 g112411 BL96226_cuf5
ortholog_4854 g112422 BL18811_cuf14
ortholog_4855 g112425 BL96223_cuf1
ortholog_4856 g112446 BL11901_evm2
ortholog_4857 g112504 BL15749_cuf0
ortholog_4858 g112508 BL19904_cuf9
ortholog_4859 g112517 BL10268_evm12
ortholog_4860 g112534 BL10266_evm0
ortholog_4861 g112571 BL03142_evm0
ortholog_4862 g112589 BL95765_evm1
ortholog_4863 g112591 BL08565_cuf7
ortholog_4864 g112594 BL23725_evm0
ortholog_4865 g112605 BL08145_evm4
ortholog_4866 g112650 BL01540_evm0
ortholog_4867 g112661 BL17751_evm0
ortholog_4868 g112662 BL15753_evm0
ortholog_4869 g112665 BL27483_evm0
ortholog_4870 g112686 BL01386_cuf4
ortholog_4871 g112696 BL01390_cuf1
ortholog_4872 g112706 BL23567_evm0
ortholog_4873 g112708 BL14678_evm0
ortholog_4874 g112714 BL22458_evm1
ortholog_4875 g112740 BL02997_evm0
ortholog_4876 g112778 BL02190_evm0
ortholog_4877 g112786 BL09082_evm0
ortholog_4878 g112796 BL11871_evm37
ortholog_4879 g112797 BL11773_cuf0
ortholog_4880 g112886 BL04720_evm2
ortholog_4881 g112901 BL18987_evm0
ortholog_4882 g112908 BL03002_evm1
ortholog_4883 g112924 BL71479_cuf0
ortholog_4884 g112926 BL13059_evm0
ortholog_4885 g112991 BL29483_evm0
ortholog_4886 g113021 BL17536_evm4
ortholog_4887 g113040 BL14795_cuf11
ortholog_4888 g113043 BL19710_evm0
ortholog_4889 g113096 BL00958_evm0
ortholog_4890 g113111 BL02064_cuf3
ortholog_4891 g113145 BL02847_evm0
ortholog_4892 g113160 BL07056_evm0
ortholog_4893 g113171 BL22931_evm0
ortholog_4894 g113196 BL24436_cuf3
ortholog_4895 g113218 BL25287_evm0
ortholog_4896 g113271 BL06097_evm0
ortholog_4897 g113289 BL00099_evm16
ortholog_4898 g113312 BL66986_cuf0
ortholog_4899 g113334 BL07725_cuf6
ortholog_4900 g113340 BL07740_evm2
ortholog_4901 g113346 BL06952_evm1
ortholog_4902 g113396 BL06061_evm10
ortholog_4903 g113444 BL22807_evm0
ortholog_4904 g113475 BL23074_cuf3
ortholog_4905 g113496 BL23442_cuf20
ortholog_4906 g113593 BL12986_evm1
ortholog_4907 g113597 BL09288_evm0
ortholog_4908 g113614 BL13107_evm6
ortholog_4909 g113619 BL04028_evm2
ortholog_4910 g113622 BL09878_evm0
ortholog_4911 g113624 BL19196_evm0
ortholog_4912 g113666 BL97457_cuf1
ortholog_4913 g113681 BL07027_cuf6
ortholog_4914 g113689 BL00925_evm0
ortholog_4915 g113692 BL07483_evm1
ortholog_4916 g113705 BL05994_cuf6
ortholog_4917 g113710 BL01948_evm2
ortholog_4918 g113723 BL03128_cuf1
ortholog_4919 g113730 BL20763_evm1
ortholog_4920 g113737 BL04937_cuf0
ortholog_4921 g113764 BL04922_evm9
ortholog_4922 g113767 BL09879_cuf0
ortholog_4923 g113770 BL16361_cuf1
ortholog_4924 g113774 BL04155_evm0
ortholog_4925 g113785 BL12025_cuf2
ortholog_4926 g113790 BL08638_evm3
ortholog_4927 g113802 BL12932_cuf4
ortholog_4928 g113833 BL17532_cuf7
ortholog_4929 g113842 BL22765_evm0
ortholog_4930 g113847 BL12902_cuf4
ortholog_4931 g113855 BL00750_evm2
ortholog_4932 g113864 BL24679_cuf5
ortholog_4933 g113870 BL97392_cuf4
ortholog_4934 g113873 BL11503_cuf2
ortholog_4935 g113888 BL03856_evm0
ortholog_4936 g113906 BL24437_cuf5
ortholog_4937 g113919 BL00748_cuf14
ortholog_4938 g113994 BL75067_cuf5
ortholog_4939 g113995 BL06431_evm7
ortholog_4940 g114004 BL16690_evm6
ortholog_4941 g114009 BL07348_evm3
ortholog_4942 g114017 BL07339_evm3
ortholog_4943 g114024 BL12096_evm7
ortholog_4944 g114045 BL14106_evm0
ortholog_4945 g114051 BL06258_evm0
ortholog_4946 g114071 BL22836_cuf1
