ortholog_1 gene-HOLleu_00014 BL21936
ortholog_3503 gene-HOLleu_19680 BL04154
ortholog_3504 gene-HOLleu_19682 BL11288
ortholog_3505 gene-HOLleu_19683 BL11286
ortholog_3506 gene-HOLleu_19695 BL04350
ortholog_3507 gene-HOLleu_19696 BL03387
ortholog_3508 gene-HOLleu_19697 BL07366
ortholog_3509 gene-HOLleu_19701 BL11168
ortholog_3510 gene-HOLleu_19706 BL03383
ortholog_3511 gene-HOLleu_19707 BL10584
ortholog_3512 gene-HOLleu_19709 BL25076
ortholog_3513 gene-HOLleu_19735 BL26075
ortholog_3514 gene-HOLleu_19737 BL18686
ortholog_3515 gene-HOLleu_19738 BL02120
ortholog_3516 gene-HOLleu_19744 BL26311
ortholog_3517 gene-HOLleu_19745 BL15469
ortholog_3518 gene-HOLleu_19761 BL11112
ortholog_3519 gene-HOLleu_19770 BL11226
ortholog_3520 gene-HOLleu_19772 BL25047
ortholog_3521 gene-HOLleu_19776 BL00206
ortholog_3522 gene-HOLleu_19777 BL16849
ortholog_3523 gene-HOLleu_19778 BL10609
ortholog_3524 gene-HOLleu_19783 BL10652
ortholog_3525 gene-HOLleu_19812 BL19831
ortholog_3526 gene-HOLleu_19817 BL10590
ortholog_3527 gene-HOLleu_19819 BL11315
ortholog_3528 gene-HOLleu_19821 BL11305
ortholog_3529 gene-HOLleu_19823 BL27959
ortholog_3530 gene-HOLleu_19824 BL10653
ortholog_3531 gene-HOLleu_19825 BL06938
ortholog_3532 gene-HOLleu_19827 BL23604
ortholog_3533 gene-HOLleu_19836 BL00865
ortholog_3534 gene-HOLleu_19843 BL15532
ortholog_3535 gene-HOLleu_19844 BL20158
ortholog_3536 gene-HOLleu_19845 BL15805
ortholog_3537 gene-HOLleu_19854 BL15788
ortholog_3538 gene-HOLleu_19866 BL16762
ortholog_3539 gene-HOLleu_19868 BL15540
ortholog_3540 gene-HOLleu_19869 BL10597
ortholog_3541 gene-HOLleu_19870 BL15579
ortholog_3542 gene-HOLleu_19878 BL16829
ortholog_3543 gene-HOLleu_19890 BL24482
ortholog_3544 gene-HOLleu_19894 BL11137
ortholog_3545 gene-HOLleu_19899 BL10611
ortholog_3546 gene-HOLleu_19900 BL03919
ortholog_3547 gene-HOLleu_19902 BL00189
ortholog_3548 gene-HOLleu_19910 BL11382
ortholog_3549 gene-HOLleu_19915 BL13299
ortholog_3550 gene-HOLleu_19917 BL15680
ortholog_3551 gene-HOLleu_19919 BL20117
ortholog_3552 gene-HOLleu_19921 BL09243
ortholog_3553 gene-HOLleu_19925 BL16735
ortholog_3554 gene-HOLleu_19935 BL11348
ortholog_3555 gene-HOLleu_19936 BL12587
ortholog_3556 gene-HOLleu_19939 BL15667
ortholog_3557 gene-HOLleu_19940 BL02631
ortholog_3558 gene-HOLleu_19945 BL19781
ortholog_3559 gene-HOLleu_19947 BL11092
ortholog_3560 gene-HOLleu_19949 BL23631
ortholog_3561 gene-HOLleu_19950 BL18685
ortholog_3562 gene-HOLleu_19967 BL03318
ortholog_3563 gene-HOLleu_19983 BL15633
ortholog_3564 gene-HOLleu_19984 BL02969
ortholog_3565 gene-HOLleu_19986 BL15752
ortholog_3566 gene-HOLleu_19991 BL26972
ortholog_3567 gene-HOLleu_20000 BL15687
ortholog_3568 gene-HOLleu_20004 BL15525
ortholog_3569 gene-HOLleu_20006 BL06295
ortholog_3570 gene-HOLleu_20008 BL25077
ortholog_3571 gene-HOLleu_20011 BL25080
ortholog_3572 gene-HOLleu_20012 BL15566
ortholog_3573 gene-HOLleu_20013 BL25715
ortholog_3574 gene-HOLleu_20015 BL15642
ortholog_3575 gene-HOLleu_20018 BL07729
ortholog_3576 gene-HOLleu_20040 BL15753
ortholog_3577 gene-HOLleu_20044 BL18313
ortholog_3578 gene-HOLleu_20045 BL06296
ortholog_3579 gene-HOLleu_20048 BL03377
ortholog_3580 gene-HOLleu_20049 BL22888
ortholog_3581 gene-HOLleu_20051 BL21140
ortholog_3582 gene-HOLleu_20055 BL15806
ortholog_3583 gene-HOLleu_20056 BL15491
ortholog_3584 gene-HOLleu_20061 BL26176
ortholog_3585 gene-HOLleu_20103 BL15543
ortholog_3586 gene-HOLleu_20111 BL07266
ortholog_3587 gene-HOLleu_20113 BL07133
ortholog_3588 gene-HOLleu_20114 BL07132
ortholog_3589 gene-HOLleu_20119 BL23887
ortholog_3590 gene-HOLleu_20127 BL08851
ortholog_3591 gene-HOLleu_20128 BL05858
ortholog_3592 gene-HOLleu_20129 BL26079
ortholog_3593 gene-HOLleu_20139 BL20176
ortholog_3594 gene-HOLleu_20143 BL03653
ortholog_3595 gene-HOLleu_20144 BL06878
ortholog_3596 gene-HOLleu_20145 BL11347
ortholog_3597 gene-HOLleu_20146 BL15808
ortholog_3598 gene-HOLleu_20151 BL15665
ortholog_3599 gene-HOLleu_20154 BL15507
ortholog_3600 gene-HOLleu_20161 BL17750
ortholog_3601 gene-HOLleu_20162 BL06297
ortholog_3602 gene-HOLleu_20185 BL04472
ortholog_3603 gene-HOLleu_20189 BL03450
ortholog_3604 gene-HOLleu_20192 BL13083
ortholog_3605 gene-HOLleu_20213 BL25050
ortholog_3606 gene-HOLleu_20214 BL01662
ortholog_3607 gene-HOLleu_20215 BL15662
ortholog_3608 gene-HOLleu_20217 BL11085
ortholog_3609 gene-HOLleu_20220 BL10569
ortholog_3610 gene-HOLleu_20221 BL21191
ortholog_3611 gene-HOLleu_20223 BL19792
ortholog_3612 gene-HOLleu_20230 BL03389
ortholog_3613 gene-HOLleu_20233 BL03391
ortholog_3614 gene-HOLleu_20234 BL01067
ortholog_3615 gene-HOLleu_20238 BL11246
ortholog_3616 gene-HOLleu_20239 BL11317
ortholog_3617 gene-HOLleu_20240 BL11318
ortholog_3618 gene-HOLleu_20241 BL15535
ortholog_3619 gene-HOLleu_20242 BL15536
ortholog_3620 gene-HOLleu_20244 BL15537
ortholog_3621 gene-HOLleu_20261 BL18411
ortholog_3622 gene-HOLleu_20262 BL25885
ortholog_3623 gene-HOLleu_20264 BL11042
ortholog_3624 gene-HOLleu_20270 BL15698
ortholog_3625 gene-HOLleu_20276 BL19800
ortholog_3626 gene-HOLleu_20281 BL19801
ortholog_3627 gene-HOLleu_20285 BL17419
ortholog_3628 gene-HOLleu_20287 BL26070
ortholog_3629 gene-HOLleu_20290 BL10646
ortholog_3630 gene-HOLleu_20293 BL08748
ortholog_3631 gene-HOLleu_20300 BL16773
ortholog_3632 gene-HOLleu_20302 BL10604
ortholog_3633 gene-HOLleu_20304 BL11300
ortholog_3634 gene-HOLleu_20307 BL10588
ortholog_3635 gene-HOLleu_20308 BL10580
ortholog_3636 gene-HOLleu_20309 BL10581
ortholog_3637 gene-HOLleu_20310 BL20136
ortholog_3638 gene-HOLleu_20324 BL24885
ortholog_3639 gene-HOLleu_20326 BL15721
ortholog_3640 gene-HOLleu_20341 BL10577
ortholog_3641 gene-HOLleu_20352 BL15800
ortholog_3642 gene-HOLleu_20355 BL11030
ortholog_3643 gene-HOLleu_20356 BL26572
ortholog_3644 gene-HOLleu_20357 BL10655
ortholog_3645 gene-HOLleu_20359 BL15580
ortholog_3646 gene-HOLleu_20360 BL19563
ortholog_3647 gene-HOLleu_20362 BL14006
ortholog_3648 gene-HOLleu_20364 BL10598
ortholog_3649 gene-HOLleu_20366 BL11079
ortholog_3650 gene-HOLleu_20368 BL11078
ortholog_3651 gene-HOLleu_20369 BL10621
ortholog_3652 gene-HOLleu_20370 BL10620
ortholog_3653 gene-HOLleu_20374 BL03355
ortholog_3654 gene-HOLleu_20375 BL15674
ortholog_3655 gene-HOLleu_20377 BL11967
ortholog_3656 gene-HOLleu_20398 BL11377
ortholog_3657 gene-HOLleu_20400 BL15628
ortholog_3658 gene-HOLleu_20405 BL15668
ortholog_3659 gene-HOLleu_20416 BL16726
ortholog_3660 gene-HOLleu_20419 BL10619
ortholog_3661 gene-HOLleu_20424 BL10632
ortholog_3662 gene-HOLleu_20426 BL11375
ortholog_3663 gene-HOLleu_20429 BL11376
ortholog_3664 gene-HOLleu_20431 BL10719
ortholog_3665 gene-HOLleu_20435 BL22891
ortholog_3666 gene-HOLleu_20438 BL05666
ortholog_3667 gene-HOLleu_20455 BL15546
ortholog_3668 gene-HOLleu_20460 BL19862
ortholog_3669 gene-HOLleu_20467 BL14018
ortholog_3670 gene-HOLleu_20468 BL15791
ortholog_3671 gene-HOLleu_20480 BL11103
ortholog_3672 gene-HOLleu_20481 BL23607
ortholog_3673 gene-HOLleu_20483 BL11388
ortholog_3674 gene-HOLleu_20494 BL11365
ortholog_3675 gene-HOLleu_20503 BL11373
ortholog_3676 gene-HOLleu_20505 BL11044
ortholog_3677 gene-HOLleu_20508 BL20115
ortholog_3678 gene-HOLleu_20513 BL15745
ortholog_3679 gene-HOLleu_20514 BL17883
ortholog_3680 gene-HOLleu_20517 BL03394
ortholog_3681 gene-HOLleu_20518 BL11281
ortholog_3682 gene-HOLleu_20519 BL20157
ortholog_3683 gene-HOLleu_20520 BL15591
ortholog_3684 gene-HOLleu_20529 BL24253
ortholog_3685 gene-HOLleu_20532 BL13279
ortholog_3686 gene-HOLleu_20534 BL13288
ortholog_3687 gene-HOLleu_20543 BL11241
ortholog_3688 gene-HOLleu_20544 BL15534
ortholog_3689 gene-HOLleu_20554 BL08854
ortholog_3690 gene-HOLleu_20555 BL25886
ortholog_3691 gene-HOLleu_20557 BL11324
ortholog_3692 gene-HOLleu_20561 BL14621
ortholog_3693 gene-HOLleu_20562 BL19784
ortholog_3694 gene-HOLleu_20569 BL21399
ortholog_3695 gene-HOLleu_20570 BL11174
ortholog_3696 gene-HOLleu_20572 BL18152
ortholog_3697 gene-HOLleu_20575 BL21522
ortholog_3698 gene-HOLleu_20578 BL11295
ortholog_3699 gene-HOLleu_20582 BL07580
ortholog_3700 gene-HOLleu_20583 BL11776
ortholog_3701 gene-HOLleu_20587 BL15796
ortholog_3702 gene-HOLleu_20599 BL10667
ortholog_3703 gene-HOLleu_20601 BL01373
ortholog_3704 gene-HOLleu_20603 BL15512
ortholog_3705 gene-HOLleu_20604 BL00539
ortholog_3706 gene-HOLleu_20605 BL14927
ortholog_3707 gene-HOLleu_20607 BL08204
ortholog_3708 gene-HOLleu_20608 BL16846
ortholog_3709 gene-HOLleu_20610 BL06068
ortholog_3710 gene-HOLleu_20617 BL11114
ortholog_3711 gene-HOLleu_20618 BL25022
ortholog_3712 gene-HOLleu_20619 BL10721
ortholog_3713 gene-HOLleu_20620 BL15804
ortholog_3714 gene-HOLleu_20621 BL15803
ortholog_3715 gene-HOLleu_20624 BL19254
ortholog_3716 gene-HOLleu_20626 BL22331
ortholog_3717 gene-HOLleu_20627 BL28072
ortholog_3718 gene-HOLleu_20634 BL15468
ortholog_3719 gene-HOLleu_20641 BL15678
ortholog_3720 gene-HOLleu_20644 BL22250
ortholog_3721 gene-HOLleu_20645 BL11055
ortholog_3722 gene-HOLleu_20648 BL11053
ortholog_3723 gene-HOLleu_20652 BL15706
ortholog_3724 gene-HOLleu_20653 BL17851
ortholog_3725 gene-HOLleu_20670 BL15739
ortholog_3726 gene-HOLleu_20686 BL19773
ortholog_3727 gene-HOLleu_20699 BL11379
ortholog_3728 gene-HOLleu_20702 BL11196
ortholog_3729 gene-HOLleu_20705 BL11190
ortholog_3730 gene-HOLleu_20706 BL11285
ortholog_3731 gene-HOLleu_20707 BL20118
ortholog_3732 gene-HOLleu_20708 BL20116
ortholog_3733 gene-HOLleu_20716 BL25046
ortholog_3734 gene-HOLleu_20718 BL16747
ortholog_3735 gene-HOLleu_20721 BL10282
ortholog_3736 gene-HOLleu_20722 BL10398
ortholog_3737 gene-HOLleu_20725 BL26363
ortholog_3738 gene-HOLleu_20732 BL11316
ortholog_3739 gene-HOLleu_20734 BL11161
ortholog_3740 gene-HOLleu_20743 BL20551
ortholog_3741 gene-HOLleu_20748 BL16764
ortholog_3742 gene-HOLleu_20752 BL10701
ortholog_3743 gene-HOLleu_20762 BL15649
ortholog_3744 gene-HOLleu_20766 BL15609
ortholog_3745 gene-HOLleu_20773 BL15559
ortholog_3746 gene-HOLleu_20785 BL11082
ortholog_3747 gene-HOLleu_20787 BL11083
ortholog_3748 gene-HOLleu_20791 BL10633
ortholog_3749 gene-HOLleu_20799 BL10659
ortholog_3750 gene-HOLleu_20803 BL10660
ortholog_3751 gene-HOLleu_20804 BL15522
ortholog_3752 gene-HOLleu_20805 BL27816
ortholog_3753 gene-HOLleu_20807 BL04232
ortholog_3754 gene-HOLleu_20808 BL15663
ortholog_3755 gene-HOLleu_20875 BL06851
ortholog_3756 gene-HOLleu_20898 BL25521
ortholog_3757 gene-HOLleu_20914 BL19594
ortholog_3758 gene-HOLleu_20922 BL10243
ortholog_3759 gene-HOLleu_20940 BL01909
ortholog_3760 gene-HOLleu_20943 BL08442
ortholog_3761 gene-HOLleu_20944 BL11357
ortholog_3762 gene-HOLleu_21014 BL02143
ortholog_3763 gene-HOLleu_21017 BL24892
ortholog_3764 gene-HOLleu_21031 BL24301
ortholog_3765 gene-HOLleu_21034 BL06937
ortholog_3766 gene-HOLleu_21044 BL03214
ortholog_3767 gene-HOLleu_21052 BL01622
ortholog_3768 gene-HOLleu_21068 BL02854
ortholog_3769 gene-HOLleu_21078 BL01946
ortholog_3770 gene-HOLleu_21080 BL01930
ortholog_3771 gene-HOLleu_21088 BL16069
ortholog_3772 gene-HOLleu_21093 BL01683
ortholog_3773 gene-HOLleu_21094 BL14690
ortholog_3774 gene-HOLleu_21099 BL27419
ortholog_3775 gene-HOLleu_21101 BL18285
ortholog_3776 gene-HOLleu_21152 BL25358
ortholog_3777 gene-HOLleu_21218 BL04752
ortholog_3778 gene-HOLleu_21271 BL11026
ortholog_3779 gene-HOLleu_21281 BL25366
ortholog_3780 gene-HOLleu_21298 BL03525
ortholog_3781 gene-HOLleu_21306 BL06846
ortholog_3782 gene-HOLleu_21312 BL10083
ortholog_3783 gene-HOLleu_21313 BL26911
ortholog_3784 gene-HOLleu_21315 BL19277
ortholog_3785 gene-HOLleu_21317 BL01945
ortholog_3786 gene-HOLleu_21318 BL01080
ortholog_3787 gene-HOLleu_21319 BL00680
ortholog_3788 gene-HOLleu_21334 BL02455
ortholog_3789 gene-HOLleu_21354 BL01436
ortholog_3790 gene-HOLleu_21369 BL14224
ortholog_3791 gene-HOLleu_21385 BL06420
ortholog_3792 gene-HOLleu_21403 BL01224
ortholog_3793 gene-HOLleu_21404 BL12974
ortholog_3794 gene-HOLleu_21414 BL01066
ortholog_3795 gene-HOLleu_21421 BL01498
ortholog_3796 gene-HOLleu_21427 BL09434
ortholog_3797 gene-HOLleu_21428 BL13514
ortholog_3798 gene-HOLleu_21437 BL05207
ortholog_3799 gene-HOLleu_21438 BL25530
ortholog_3800 gene-HOLleu_21440 BL14516
ortholog_3801 gene-HOLleu_21493 BL15474
ortholog_3802 gene-HOLleu_21512 BL23699
ortholog_3803 gene-HOLleu_21521 BL22053
ortholog_3804 gene-HOLleu_21523 BL14684
ortholog_3805 gene-HOLleu_21524 BL11988
ortholog_3806 gene-HOLleu_21528 BL15593
ortholog_3807 gene-HOLleu_21529 BL01634
ortholog_3808 gene-HOLleu_21546 BL13094
ortholog_3809 gene-HOLleu_21567 BL27397
ortholog_3810 gene-HOLleu_21568 BL01083
ortholog_3811 gene-HOLleu_21601 BL12803
ortholog_3812 gene-HOLleu_21615 BL10274
ortholog_3813 gene-HOLleu_21630 BL14877
ortholog_3814 gene-HOLleu_21643 BL00987
ortholog_3815 gene-HOLleu_21645 BL03172
ortholog_3816 gene-HOLleu_21657 BL01960
ortholog_3817 gene-HOLleu_21658 BL24525
ortholog_3818 gene-HOLleu_21659 BL01734
ortholog_3819 gene-HOLleu_21710 BL00657
ortholog_3820 gene-HOLleu_21729 BL17594
ortholog_3821 gene-HOLleu_21730 BL07260
ortholog_3822 gene-HOLleu_21735 BL10802
ortholog_3823 gene-HOLleu_21739 BL24671
ortholog_3824 gene-HOLleu_21740 BL10715
ortholog_3825 gene-HOLleu_21745 BL25357
ortholog_3826 gene-HOLleu_21746 BL14256
ortholog_3827 gene-HOLleu_21748 BL14686
ortholog_3828 gene-HOLleu_21750 BL05050
ortholog_3829 gene-HOLleu_21780 BL13165
ortholog_3830 gene-HOLleu_21786 BL00636
ortholog_3831 gene-HOLleu_21793 BL14242
ortholog_3832 gene-HOLleu_21803 BL15899
ortholog_3833 gene-HOLleu_21816 BL24979
ortholog_3834 gene-HOLleu_21824 BL14692
ortholog_3835 gene-HOLleu_21825 BL18893
ortholog_3836 gene-HOLleu_21845 BL04027
ortholog_3837 gene-HOLleu_21847 BL02840
ortholog_3838 gene-HOLleu_21850 BL00814
ortholog_3839 gene-HOLleu_21851 BL01054
ortholog_3840 gene-HOLleu_21853 BL01457
ortholog_3841 gene-HOLleu_21857 BL14683
ortholog_3842 gene-HOLleu_21859 BL01942
ortholog_3843 gene-HOLleu_21871 BL22257
ortholog_3844 gene-HOLleu_21881 BL01685
ortholog_3845 gene-HOLleu_21892 BL01736
ortholog_3846 gene-HOLleu_21893 BL08100
ortholog_3847 gene-HOLleu_21897 BL19247
ortholog_3848 gene-HOLleu_21906 BL01177
ortholog_3849 gene-HOLleu_21917 BL24341
ortholog_3850 gene-HOLleu_21919 BL07171
ortholog_3851 gene-HOLleu_21930 BL21190
ortholog_3852 gene-HOLleu_21931 BL01176
ortholog_3853 gene-HOLleu_21934 BL01055
ortholog_3854 gene-HOLleu_21936 BL00784
ortholog_3855 gene-HOLleu_21938 BL00815
ortholog_3856 gene-HOLleu_21940 BL00837
ortholog_3857 gene-HOLleu_21952 BL00988
ortholog_3858 gene-HOLleu_21953 BL23354
ortholog_3859 gene-HOLleu_22000 BL25013
ortholog_3860 gene-HOLleu_22020 BL01107
ortholog_3861 gene-HOLleu_22041 BL17181
ortholog_3862 gene-HOLleu_22076 BL02489
ortholog_3863 gene-HOLleu_22077 BL07255
ortholog_3864 gene-HOLleu_22086 BL06525
ortholog_3865 gene-HOLleu_22116 BL19435
ortholog_3866 gene-HOLleu_22121 BL02885
ortholog_3867 gene-HOLleu_22122 BL01697
ortholog_3868 gene-HOLleu_22124 BL01698
ortholog_3869 gene-HOLleu_22125 BL13185
ortholog_3870 gene-HOLleu_22139 BL15470
ortholog_3871 gene-HOLleu_22161 BL01944
ortholog_3872 gene-HOLleu_22168 BL25250
ortholog_3873 gene-HOLleu_22241 BL03962
ortholog_3874 gene-HOLleu_22256 BL08334
ortholog_3875 gene-HOLleu_22279 BL21614
ortholog_3876 gene-HOLleu_22286 BL01068
ortholog_3877 gene-HOLleu_22287 BL00816
ortholog_3878 gene-HOLleu_22303 BL06155
ortholog_3879 gene-HOLleu_22314 BL01943
ortholog_3880 gene-HOLleu_22329 BL16459
ortholog_3881 gene-HOLleu_22357 BL15385
ortholog_3882 gene-HOLleu_22358 BL01953
ortholog_3883 gene-HOLleu_22361 BL01096
ortholog_3884 gene-HOLleu_22400 BL27743
ortholog_3885 gene-HOLleu_22401 BL04155
ortholog_3886 gene-HOLleu_22405 BL11145
ortholog_3887 gene-HOLleu_22408 BL04101
ortholog_3888 gene-HOLleu_22420 BL01142
ortholog_3889 gene-HOLleu_22422 BL14691
ortholog_3890 gene-HOLleu_22424 BL15156
ortholog_3891 gene-HOLleu_22425 BL09543
ortholog_3892 gene-HOLleu_22434 BL04115
ortholog_3893 gene-HOLleu_22439 BL25787
ortholog_3894 gene-HOLleu_22441 BL00724
ortholog_3895 gene-HOLleu_22443 BL01115
ortholog_3896 gene-HOLleu_22445 BL00825
ortholog_3897 gene-HOLleu_22446 BL20527
ortholog_3898 gene-HOLleu_22457 BL01467
ortholog_3899 gene-HOLleu_22461 BL01910
ortholog_3900 gene-HOLleu_22464 BL06387
ortholog_3901 gene-HOLleu_22466 BL01927
ortholog_3902 gene-HOLleu_22476 BL10543
ortholog_3903 gene-HOLleu_22497 BL27100
ortholog_3904 gene-HOLleu_22498 BL06850
ortholog_3905 gene-HOLleu_22502 BL01182
ortholog_3906 gene-HOLleu_22504 BL01911
ortholog_3907 gene-HOLleu_22510 BL25998
ortholog_3908 gene-HOLleu_22516 BL07860
ortholog_3909 gene-HOLleu_22523 BL01278
ortholog_3910 gene-HOLleu_22528 BL00790
ortholog_3911 gene-HOLleu_22531 BL04277
ortholog_3912 gene-HOLleu_22551 BL01118
ortholog_3913 gene-HOLleu_22552 BL22935
ortholog_3914 gene-HOLleu_22558 BL00952
ortholog_3915 gene-HOLleu_22561 BL09070
ortholog_3916 gene-HOLleu_22564 BL06906
ortholog_3917 gene-HOLleu_22565 BL01584
ortholog_3918 gene-HOLleu_22649 BL01962
ortholog_3919 gene-HOLleu_22652 BL26243
ortholog_3920 gene-HOLleu_22653 BL01961
ortholog_3921 gene-HOLleu_22654 BL12700
ortholog_3922 gene-HOLleu_22656 BL15305
ortholog_3923 gene-HOLleu_22665 BL22977
ortholog_3924 gene-HOLleu_22668 BL01737
ortholog_3925 gene-HOLleu_22671 BL05080
ortholog_3926 gene-HOLleu_22676 BL18195
ortholog_3927 gene-HOLleu_22677 BL08544
ortholog_3928 gene-HOLleu_22704 BL12365
ortholog_3929 gene-HOLleu_22750 BL00689
ortholog_3930 gene-HOLleu_22758 BL19276
ortholog_3931 gene-HOLleu_22762 BL23451
ortholog_3932 gene-HOLleu_22835 BL07400
ortholog_3933 gene-HOLleu_22836 BL08392
ortholog_3934 gene-HOLleu_22837 BL16901
ortholog_3935 gene-HOLleu_22851 BL07070
ortholog_3936 gene-HOLleu_22855 BL15046
ortholog_3937 gene-HOLleu_22862 BL07660
ortholog_3938 gene-HOLleu_22863 BL03453
ortholog_3939 gene-HOLleu_22865 BL07639
ortholog_3940 gene-HOLleu_22870 BL07074
ortholog_3941 gene-HOLleu_22871 BL25325
ortholog_3942 gene-HOLleu_22873 BL06879
ortholog_3943 gene-HOLleu_22891 BL02889
ortholog_3944 gene-HOLleu_22894 BL23183
ortholog_3945 gene-HOLleu_22896 BL07239
ortholog_3946 gene-HOLleu_22904 BL18563
ortholog_3947 gene-HOLleu_22916 BL21237
ortholog_3948 gene-HOLleu_22917 BL28176
ortholog_3949 gene-HOLleu_22918 BL06954
ortholog_3950 gene-HOLleu_22933 BL18132
ortholog_3951 gene-HOLleu_22937 BL16559
ortholog_3952 gene-HOLleu_22938 BL21100
ortholog_3953 gene-HOLleu_22940 BL15891
ortholog_3954 gene-HOLleu_22941 BL06854
ortholog_3955 gene-HOLleu_22948 BL02282
ortholog_3956 gene-HOLleu_22954 BL07655
ortholog_3957 gene-HOLleu_22957 BL07653
ortholog_3958 gene-HOLleu_22959 BL07704
ortholog_3959 gene-HOLleu_22967 BL07699
ortholog_3960 gene-HOLleu_22974 BL07722
ortholog_3961 gene-HOLleu_22992 BL11001
ortholog_3962 gene-HOLleu_22993 BL07332
ortholog_3963 gene-HOLleu_22997 BL15892
ortholog_3964 gene-HOLleu_22998 BL07697
ortholog_3965 gene-HOLleu_23000 BL07624
ortholog_3966 gene-HOLleu_23006 BL25901
ortholog_3967 gene-HOLleu_23019 BL03276
ortholog_3968 gene-HOLleu_23020 BL03275
ortholog_3969 gene-HOLleu_23021 BL03277
ortholog_3970 gene-HOLleu_23028 BL21733
ortholog_3971 gene-HOLleu_23041 BL03418
ortholog_3972 gene-HOLleu_23044 BL07755
ortholog_3973 gene-HOLleu_23046 BL25331
ortholog_3974 gene-HOLleu_23058 BL17072
ortholog_3975 gene-HOLleu_23059 BL14468
ortholog_3976 gene-HOLleu_23060 BL07685
ortholog_3977 gene-HOLleu_23062 BL07691
ortholog_3978 gene-HOLleu_23066 BL07692
ortholog_3979 gene-HOLleu_23083 BL02971
ortholog_3980 gene-HOLleu_23088 BL07049
ortholog_3981 gene-HOLleu_23090 BL06923
ortholog_3982 gene-HOLleu_23091 BL07071
ortholog_3983 gene-HOLleu_23099 BL21240
ortholog_3984 gene-HOLleu_23108 BL07711
ortholog_3985 gene-HOLleu_23110 BL18029
ortholog_3986 gene-HOLleu_23113 BL07750
ortholog_3987 gene-HOLleu_23114 BL07751
ortholog_3988 gene-HOLleu_23120 BL07667
ortholog_3989 gene-HOLleu_23121 BL07712
ortholog_3990 gene-HOLleu_23124 BL07709
ortholog_3991 gene-HOLleu_23128 BL07634
ortholog_3992 gene-HOLleu_23133 BL15877
ortholog_3993 gene-HOLleu_23135 BL13278
ortholog_3994 gene-HOLleu_23137 BL07241
ortholog_3995 gene-HOLleu_23139 BL03478
ortholog_3996 gene-HOLleu_23158 BL04168
ortholog_3997 gene-HOLleu_23164 BL19049
ortholog_3998 gene-HOLleu_23212 BL07644
ortholog_3999 gene-HOLleu_23213 BL21183
ortholog_4000 gene-HOLleu_23215 BL07713
ortholog_4001 gene-HOLleu_23216 BL07714
ortholog_4002 gene-HOLleu_23217 BL07715
ortholog_4003 gene-HOLleu_23220 BL03270
ortholog_4004 gene-HOLleu_23222 BL09966
ortholog_4005 gene-HOLleu_23227 BL07027
ortholog_4006 gene-HOLleu_23231 BL07409
ortholog_4007 gene-HOLleu_23254 BL28018
ortholog_4008 gene-HOLleu_23279 BL15909
ortholog_4009 gene-HOLleu_23283 BL06868
ortholog_4010 gene-HOLleu_23284 BL25326
ortholog_4011 gene-HOLleu_23285 BL25328
ortholog_4012 gene-HOLleu_23300 BL22042
ortholog_4013 gene-HOLleu_23333 BL07706
ortholog_4014 gene-HOLleu_23334 BL07705
ortholog_4015 gene-HOLleu_23338 BL07235
ortholog_4016 gene-HOLleu_23343 BL15914
ortholog_4017 gene-HOLleu_23341 BL07573
ortholog_4018 gene-HOLleu_23344 BL07574
ortholog_4019 gene-HOLleu_23345 BL07019
ortholog_4020 gene-HOLleu_23348 BL07718
ortholog_4021 gene-HOLleu_23351 BL10056
ortholog_4022 gene-HOLleu_23354 BL00471
ortholog_4023 gene-HOLleu_23366 BL05669
ortholog_4024 gene-HOLleu_23367 BL06902
ortholog_4025 gene-HOLleu_23368 BL07492
ortholog_4026 gene-HOLleu_23369 BL07032
ortholog_4027 gene-HOLleu_23370 BL07333
ortholog_4028 gene-HOLleu_23376 BL07013
ortholog_4029 gene-HOLleu_23385 BL07392
ortholog_4030 gene-HOLleu_23390 BL07402
ortholog_4031 gene-HOLleu_23395 BL07701
ortholog_4032 gene-HOLleu_23399 BL03417
ortholog_4033 gene-HOLleu_23404 BL06853
ortholog_4034 gene-HOLleu_23406 BL07036
ortholog_4035 gene-HOLleu_23414 BL20525
ortholog_4036 gene-HOLleu_23432 BL09967
ortholog_4037 gene-HOLleu_23440 BL17354
ortholog_4038 gene-HOLleu_23447 BL05488
ortholog_4039 gene-HOLleu_23449 BL03836
ortholog_4040 gene-HOLleu_23452 BL07441
ortholog_4041 gene-HOLleu_23458 BL22164
ortholog_4042 gene-HOLleu_23463 BL23390
ortholog_4043 gene-HOLleu_23484 BL21805
ortholog_4044 gene-HOLleu_23494 BL07081
ortholog_4045 gene-HOLleu_23504 BL07021
ortholog_4046 gene-HOLleu_23505 BL19459
ortholog_4047 gene-HOLleu_23512 BL16784
ortholog_4048 gene-HOLleu_23522 BL07022
ortholog_4049 gene-HOLleu_23524 BL06876
ortholog_4050 gene-HOLleu_23526 BL15890
ortholog_4051 gene-HOLleu_23529 BL11238
ortholog_4052 gene-HOLleu_23531 BL03481
ortholog_4053 gene-HOLleu_23536 BL03426
ortholog_4054 gene-HOLleu_23537 BL06959
ortholog_4055 gene-HOLleu_23539 BL13563
ortholog_4056 gene-HOLleu_23555 BL07578
ortholog_4057 gene-HOLleu_23556 BL20593
ortholog_4058 gene-HOLleu_23558 BL20592
ortholog_4059 gene-HOLleu_23559 BL07243
ortholog_4060 gene-HOLleu_23561 BL25344
ortholog_4061 gene-HOLleu_23563 BL06911
