ortholog_1 g178 gene-HOLleu_44920
ortholog_3639 g97218 gene-HOLleu_18869
ortholog_3640 g97229 gene-HOLleu_06380
ortholog_3641 g97236 gene-HOLleu_18002
ortholog_3642 g97241 gene-HOLleu_18144
ortholog_3643 g97248 gene-HOLleu_18652
ortholog_3644 g97271 gene-HOLleu_19113
ortholog_3645 g97339 gene-HOLleu_37435
ortholog_3646 g97344 gene-HOLleu_18933
ortholog_3647 g97345 gene-HOLleu_17700
ortholog_3648 g97346 gene-HOLleu_17699
ortholog_3649 g97350 gene-HOLleu_18334
ortholog_3650 g97365 gene-HOLleu_35345
ortholog_3651 g97373 gene-HOLleu_18383
ortholog_3652 g97392 gene-HOLleu_37962
ortholog_3653 g97404 gene-HOLleu_18442
ortholog_3654 g97436 gene-HOLleu_18075
ortholog_3655 g97452 gene-HOLleu_17642
ortholog_3656 g97460 gene-HOLleu_18165
ortholog_3657 g97464 gene-HOLleu_37992
ortholog_3658 g97505 gene-HOLleu_18604
ortholog_3659 g97517 gene-HOLleu_17770
ortholog_3660 g97562 gene-HOLleu_18033
ortholog_3661 g97678 gene-HOLleu_39124
ortholog_3662 g97680 gene-HOLleu_17477
ortholog_3663 g97686 gene-HOLleu_18260
ortholog_3664 g97703 gene-HOLleu_12436
ortholog_3665 g97788 gene-HOLleu_37158
ortholog_3666 g97794 gene-HOLleu_17956
ortholog_3667 g97804 gene-HOLleu_17612
ortholog_3668 g97806 gene-HOLleu_19179
ortholog_3669 g97808 gene-HOLleu_18244
ortholog_3670 g97827 gene-HOLleu_38130
ortholog_3671 g97853 gene-HOLleu_34175
ortholog_3672 g97871 gene-HOLleu_37645
ortholog_3673 g97899 gene-HOLleu_17726
ortholog_3674 g97906 gene-HOLleu_17821
ortholog_3675 g97915 gene-HOLleu_17720
ortholog_3676 g97922 gene-HOLleu_17796
ortholog_3677 g97923 gene-HOLleu_18501
ortholog_3678 g97932 gene-HOLleu_18910
ortholog_3679 g97945 gene-HOLleu_38151
ortholog_3680 g97990 gene-HOLleu_18169
ortholog_3681 g98016 gene-HOLleu_38152
ortholog_3682 g98042 gene-HOLleu_34768
ortholog_3683 g98053 gene-HOLleu_37222
ortholog_3684 g98056 gene-HOLleu_22758
ortholog_3685 g98073 gene-HOLleu_23999
ortholog_3686 g98086 gene-HOLleu_16033
ortholog_3687 g98111 gene-HOLleu_23268
ortholog_3688 g98116 gene-HOLleu_18489
ortholog_3689 g98117 gene-HOLleu_15920
ortholog_3690 g98119 gene-HOLleu_13143
ortholog_3691 g98127 gene-HOLleu_18538
ortholog_3692 g98162 gene-HOLleu_08781
ortholog_3693 g98178 gene-HOLleu_18229
ortholog_3694 g98188 gene-HOLleu_18143
ortholog_3695 g98226 gene-HOLleu_37568
ortholog_3696 g98234 gene-HOLleu_38027
ortholog_3697 g98260 gene-HOLleu_17592
ortholog_3698 g98283 gene-HOLleu_18868
ortholog_3699 g98290 gene-HOLleu_18403
ortholog_3700 g98312 gene-HOLleu_37333
ortholog_3701 g98330 gene-HOLleu_18015
ortholog_3702 g98366 gene-HOLleu_18467
ortholog_3703 g98374 gene-HOLleu_37558
ortholog_3704 g98376 gene-HOLleu_17941
ortholog_3705 g98386 gene-HOLleu_18044
ortholog_3706 g98387 gene-HOLleu_18043
ortholog_3707 g98391 gene-HOLleu_18297
ortholog_3708 g98408 gene-HOLleu_17578
ortholog_3709 g98432 gene-HOLleu_18216
ortholog_3710 g98436 gene-HOLleu_37718
ortholog_3711 g98440 gene-HOLleu_18706
ortholog_3712 g98526 gene-HOLleu_37640
ortholog_3713 g98533 gene-HOLleu_18976
ortholog_3714 g98547 gene-HOLleu_17473
ortholog_3715 g98621 gene-HOLleu_18826
ortholog_3716 g98641 gene-HOLleu_18581
ortholog_3717 g98649 gene-HOLleu_16792
ortholog_3718 g98656 gene-HOLleu_18773
ortholog_3719 g98660 gene-HOLleu_18822
ortholog_3720 g98661 gene-HOLleu_43094
ortholog_3721 g98662 gene-HOLleu_18088
ortholog_3722 g98673 gene-HOLleu_18658
ortholog_3723 g98674 gene-HOLleu_18660
ortholog_3724 g98679 gene-HOLleu_17849
ortholog_3725 g98688 gene-HOLleu_18764
ortholog_3726 g98697 gene-HOLleu_18748
ortholog_3727 g98705 gene-HOLleu_19866
ortholog_3728 g98713 gene-HOLleu_38156
ortholog_3729 g98730 gene-HOLleu_37556
ortholog_3730 g98783 gene-HOLleu_18217
ortholog_3731 g98787 gene-HOLleu_18377
ortholog_3732 g98818 gene-HOLleu_37602
ortholog_3733 g98826 gene-HOLleu_06700
ortholog_3734 g98830 gene-HOLleu_17887
ortholog_3735 g98842 gene-HOLleu_17780
ortholog_3736 g98843 gene-HOLleu_17783
ortholog_3737 g98846 gene-HOLleu_18359
ortholog_3738 g98848 gene-HOLleu_17424
ortholog_3739 g98860 gene-HOLleu_15325
ortholog_3740 g98863 gene-HOLleu_15324
ortholog_3741 g98864 gene-HOLleu_37123
ortholog_3742 g98868 gene-HOLleu_37124
ortholog_3743 g98904 gene-HOLleu_16305
ortholog_3744 g98939 gene-HOLleu_37828
ortholog_3745 g98958 gene-HOLleu_38053
ortholog_3746 g98964 gene-HOLleu_18219
ortholog_3747 g98971 gene-HOLleu_37955
ortholog_3748 g99017 gene-HOLleu_18547
ortholog_3749 g99057 gene-HOLleu_12912
ortholog_3750 g99067 gene-HOLleu_18700
ortholog_3751 g99069 gene-HOLleu_17641
ortholog_3752 g99102 gene-HOLleu_18387
ortholog_3753 g99142 gene-HOLleu_19069
ortholog_3754 g99154 gene-HOLleu_18324
ortholog_3755 g99169 gene-HOLleu_37262
ortholog_3756 g99175 gene-HOLleu_18191
ortholog_3757 g99187 gene-HOLleu_19016
ortholog_3758 g99188 gene-HOLleu_17480
ortholog_3759 g99191 gene-HOLleu_26814
ortholog_3760 g99195 gene-HOLleu_26449
ortholog_3761 g99199 gene-HOLleu_17433
ortholog_3762 g99200 gene-HOLleu_18381
ortholog_3763 g99218 gene-HOLleu_37243
ortholog_3764 g99254 gene-HOLleu_36811
ortholog_3765 g99267 gene-HOLleu_17615
ortholog_3766 g99303 gene-HOLleu_38177
ortholog_3767 g99330 gene-HOLleu_19058
ortholog_3768 g99444 gene-HOLleu_37649
ortholog_3769 g99448 gene-HOLleu_38032
ortholog_3770 g99450 gene-HOLleu_17778
ortholog_3771 g99467 gene-HOLleu_37894
ortholog_3772 g99469 gene-HOLleu_38050
ortholog_3773 g99486 gene-HOLleu_17834
ortholog_3774 g99489 gene-HOLleu_18606
ortholog_3775 g99500 gene-HOLleu_38003
ortholog_3776 g99544 gene-HOLleu_18697
ortholog_3777 g99571 gene-HOLleu_37517
ortholog_3778 g99575 gene-HOLleu_37985
ortholog_3779 g99580 gene-HOLleu_17758
ortholog_3780 g99595 gene-HOLleu_19073
ortholog_3781 g99613 gene-HOLleu_18555
ortholog_3782 g99615 gene-HOLleu_37593
ortholog_3783 g99618 gene-HOLleu_17476
ortholog_3784 g99623 gene-HOLleu_18323
ortholog_3785 g99633 gene-HOLleu_27514
ortholog_3786 g99656 gene-HOLleu_17893
ortholog_3787 g99665 gene-HOLleu_25980
ortholog_3788 g99683 gene-HOLleu_17090
ortholog_3789 g99722 gene-HOLleu_18989
ortholog_3790 g99732 gene-HOLleu_38119
ortholog_3791 g99744 gene-HOLleu_18784
ortholog_3792 g99951 gene-HOLleu_20539
ortholog_3793 g99952 gene-HOLleu_37993
ortholog_3794 g99991 gene-HOLleu_18194
ortholog_3795 g100069 gene-HOLleu_18656
ortholog_3796 g100231 gene-HOLleu_39114
ortholog_3797 g100247 gene-HOLleu_37941
ortholog_3798 g100250 gene-HOLleu_37942
ortholog_3799 g100253 gene-HOLleu_18928
ortholog_3800 g100257 gene-HOLleu_13570
ortholog_3801 g100261 gene-HOLleu_37150
ortholog_3802 g100310 gene-HOLleu_36348
ortholog_3803 g100335 gene-HOLleu_17968
ortholog_3804 g100337 gene-HOLleu_11299
ortholog_3805 g100339 gene-HOLleu_17569
ortholog_3806 g100397 gene-HOLleu_18458
ortholog_3807 g100414 gene-HOLleu_06210
ortholog_3808 g100422 gene-HOLleu_07977
ortholog_3809 g100437 gene-HOLleu_26078
ortholog_3810 g100458 gene-HOLleu_17822
ortholog_3811 g100464 gene-HOLleu_37761
ortholog_3812 g100469 gene-HOLleu_37237
ortholog_3813 g100475 gene-HOLleu_37240
ortholog_3814 g100560 gene-HOLleu_19181
ortholog_3815 g100570 gene-HOLleu_17724
ortholog_3816 g100580 gene-HOLleu_17725
ortholog_3817 g100594 gene-HOLleu_17654
ortholog_3818 g100607 gene-HOLleu_18319
ortholog_3819 g100666 gene-HOLleu_18014
ortholog_3820 g100673 gene-HOLleu_17925
ortholog_3821 g100734 gene-HOLleu_38217
ortholog_3822 g100737 gene-HOLleu_37997
ortholog_3823 g100745 gene-HOLleu_37995
ortholog_3824 g100775 gene-HOLleu_43236
ortholog_3825 g100781 gene-HOLleu_43238
ortholog_3826 g100849 gene-HOLleu_32968
ortholog_3827 g100851 gene-HOLleu_18250
ortholog_3828 g100864 gene-HOLleu_37551
ortholog_3829 g100870 gene-HOLleu_44649
ortholog_3830 g100873 gene-HOLleu_17762
ortholog_3831 g100932 gene-HOLleu_37098
ortholog_3832 g100975 gene-HOLleu_37763
ortholog_3833 g101012 gene-HOLleu_35905
ortholog_3834 g101031 gene-HOLleu_28317
ortholog_3835 g101035 gene-HOLleu_33038
ortholog_3836 g101167 gene-HOLleu_38278
ortholog_3837 g101186 gene-HOLleu_38275
ortholog_3838 g101194 gene-HOLleu_38306
ortholog_3839 g101199 gene-HOLleu_08106
ortholog_3840 g101217 gene-HOLleu_37201
ortholog_3841 g101225 gene-HOLleu_37950
ortholog_3842 g101246 gene-HOLleu_17856
ortholog_3843 g101275 gene-HOLleu_18702
ortholog_3844 g101348 gene-HOLleu_18825
ortholog_3845 g101360 gene-HOLleu_17645
ortholog_3846 g101384 gene-HOLleu_37234
ortholog_3847 g101389 gene-HOLleu_08360
ortholog_3848 g101393 gene-HOLleu_37639
ortholog_3849 g101467 gene-HOLleu_18589
ortholog_3850 g101477 gene-HOLleu_37423
ortholog_3851 g101495 gene-HOLleu_37422
ortholog_3852 g101497 gene-HOLleu_30128
ortholog_3853 g101498 gene-HOLleu_35125
ortholog_3854 g101513 gene-HOLleu_18009
ortholog_3855 g101566 gene-HOLleu_37125
ortholog_3856 g101575 gene-HOLleu_18496
ortholog_3857 g101579 gene-HOLleu_17709
ortholog_3858 g101590 gene-HOLleu_18267
ortholog_3859 g101670 gene-HOLleu_33910
ortholog_3860 g101742 gene-HOLleu_19051
ortholog_3861 g101755 gene-HOLleu_18410
ortholog_3862 g101767 gene-HOLleu_18271
ortholog_3863 g102088 gene-HOLleu_13100
ortholog_3864 g102090 gene-HOLleu_06562
ortholog_3865 g102137 gene-HOLleu_11765
ortholog_3866 g102299 gene-HOLleu_29768
ortholog_3867 g102317 gene-HOLleu_32537
ortholog_3868 g102378 gene-HOLleu_31918
ortholog_3869 g102403 gene-HOLleu_32522
ortholog_3870 g102407 gene-HOLleu_26490
ortholog_3871 g102431 gene-HOLleu_26068
ortholog_3872 g102469 gene-HOLleu_13781
ortholog_3873 g102482 gene-HOLleu_31789
ortholog_3874 g102521 gene-HOLleu_25500
ortholog_3875 g102530 gene-HOLleu_25502
ortholog_3876 g102593 gene-HOLleu_32599
ortholog_3877 g102626 gene-HOLleu_32403
ortholog_3878 g102685 gene-HOLleu_25499
ortholog_3879 g102724 gene-HOLleu_32742
ortholog_3880 g102737 gene-HOLleu_32748
ortholog_3881 g102772 gene-HOLleu_16490
ortholog_3882 g102810 gene-HOLleu_31587
ortholog_3883 g102829 gene-HOLleu_25299
ortholog_3884 g102844 gene-HOLleu_38030
ortholog_3885 g102881 gene-HOLleu_18047
ortholog_3886 g102926 gene-HOLleu_15077
ortholog_3887 g102994 gene-HOLleu_32682
ortholog_3888 g103081 gene-HOLleu_26062
ortholog_3889 g103135 gene-HOLleu_25423
ortholog_3890 g103170 gene-HOLleu_32164
ortholog_3891 g103192 gene-HOLleu_29288
ortholog_3892 g103227 gene-HOLleu_25790
ortholog_3893 g103253 gene-HOLleu_25331
ortholog_3894 g103285 gene-HOLleu_31610
ortholog_3895 g103325 gene-HOLleu_21819
ortholog_3896 g103342 gene-HOLleu_26039
ortholog_3897 g103354 gene-HOLleu_25676
ortholog_3898 g103400 gene-HOLleu_24415
ortholog_3899 g103423 gene-HOLleu_25254
ortholog_3900 g103434 gene-HOLleu_24560
ortholog_3901 g103521 gene-HOLleu_32483
ortholog_3902 g103539 gene-HOLleu_25359
ortholog_3903 g103543 gene-HOLleu_31567
ortholog_3904 g103563 gene-HOLleu_26310
ortholog_3905 g103572 gene-HOLleu_25436
ortholog_3906 g103589 gene-HOLleu_25253
ortholog_3907 g103629 gene-HOLleu_24577
ortholog_3908 g103671 gene-HOLleu_07487
ortholog_3909 g103682 gene-HOLleu_19850
ortholog_3910 g103687 gene-HOLleu_25973
ortholog_3911 g103709 gene-HOLleu_31749
ortholog_3912 g103730 gene-HOLleu_32636
ortholog_3913 g103750 gene-HOLleu_25909
ortholog_3914 g103751 gene-HOLleu_25148
ortholog_3915 g103758 gene-HOLleu_24571
ortholog_3916 g103762 gene-HOLleu_24572
ortholog_3917 g103769 gene-HOLleu_18782
ortholog_3918 g103781 gene-HOLleu_18783
ortholog_3919 g103806 gene-HOLleu_25911
ortholog_3920 g103816 gene-HOLleu_25090
ortholog_3921 g103824 gene-HOLleu_26037
ortholog_3922 g103832 gene-HOLleu_28544
ortholog_3923 g103905 gene-HOLleu_24633
ortholog_3924 g103927 gene-HOLleu_26162
ortholog_3925 g103932 gene-HOLleu_24788
ortholog_3926 g103938 gene-HOLleu_41229
ortholog_3927 g103985 gene-HOLleu_25668
ortholog_3928 g103986 gene-HOLleu_25670
ortholog_3929 g103995 gene-HOLleu_31644
ortholog_3930 g104003 gene-HOLleu_25324
ortholog_3931 g104008 gene-HOLleu_33685
ortholog_3932 g104030 gene-HOLleu_24794
ortholog_3933 g104034 gene-HOLleu_25793
ortholog_3934 g104077 gene-HOLleu_25228
ortholog_3935 g104099 gene-HOLleu_24784
ortholog_3936 g104102 gene-HOLleu_24783
ortholog_3937 g104107 gene-HOLleu_24968
ortholog_3938 g104111 gene-HOLleu_31890
ortholog_3939 g104114 gene-HOLleu_31155
ortholog_3940 g104117 gene-HOLleu_25896
ortholog_3941 g104121 gene-HOLleu_25871
ortholog_3942 g104142 gene-HOLleu_32488
ortholog_3943 g104217 gene-HOLleu_25919
ortholog_3944 g104229 gene-HOLleu_32692
ortholog_3945 g104230 gene-HOLleu_31730
ortholog_3946 g104239 gene-HOLleu_36633
ortholog_3947 g104245 gene-HOLleu_39740
ortholog_3948 g104251 gene-HOLleu_20552
ortholog_3949 g104259 gene-HOLleu_12211
ortholog_3950 g104492 gene-HOLleu_31321
ortholog_3951 g104498 gene-HOLleu_31898
ortholog_3952 g104527 gene-HOLleu_04638
ortholog_3953 g104528 gene-HOLleu_23530
ortholog_3954 g104558 gene-HOLleu_31214
ortholog_3955 g104562 gene-HOLleu_32362
ortholog_3956 g104579 gene-HOLleu_31391
ortholog_3957 g104587 gene-HOLleu_31423
ortholog_3958 g104590 gene-HOLleu_25427
ortholog_3959 g104598 gene-HOLleu_25352
ortholog_3960 g104606 gene-HOLleu_25351
ortholog_3961 g104677 gene-HOLleu_05733
ortholog_3962 g104680 gene-HOLleu_32309
ortholog_3963 g104688 gene-HOLleu_24655
ortholog_3964 g104694 gene-HOLleu_25214
ortholog_3965 g104711 gene-HOLleu_25712
ortholog_3966 g104728 gene-HOLleu_28852
ortholog_3967 g104745 gene-HOLleu_31560
ortholog_3968 g104759 gene-HOLleu_27177
ortholog_3969 g104775 gene-HOLleu_32392
ortholog_3970 g104783 gene-HOLleu_31336
ortholog_3971 g104793 gene-HOLleu_32847
ortholog_3972 g104828 gene-HOLleu_32479
ortholog_3973 g104872 gene-HOLleu_08933
ortholog_3974 g104899 gene-HOLleu_25895
ortholog_3975 g105002 gene-HOLleu_31744
ortholog_3976 g105116 gene-HOLleu_41113
ortholog_3977 g105177 gene-HOLleu_32695
ortholog_3978 g105224 gene-HOLleu_32438
ortholog_3979 g105227 gene-HOLleu_32604
ortholog_3980 g105228 gene-HOLleu_32603
ortholog_3981 g105299 gene-HOLleu_32751
ortholog_3982 g105302 gene-HOLleu_12468
ortholog_3983 g105310 gene-HOLleu_26072
ortholog_3984 g105322 gene-HOLleu_41167
ortholog_3985 g105371 gene-HOLleu_32151
ortholog_3986 g105379 gene-HOLleu_32152
ortholog_3987 g105388 gene-HOLleu_09649
ortholog_3988 g105398 gene-HOLleu_32592
ortholog_3989 g105403 gene-HOLleu_32606
ortholog_3990 g105426 gene-HOLleu_31394
ortholog_3991 g105432 gene-HOLleu_35273
ortholog_3992 g105436 gene-HOLleu_25713
ortholog_3993 g105438 gene-HOLleu_06946
ortholog_3994 g105466 gene-HOLleu_31548
ortholog_3995 g105515 gene-HOLleu_25041
ortholog_3996 g105626 gene-HOLleu_26939
ortholog_3997 g105639 gene-HOLleu_31686
ortholog_3998 g105645 gene-HOLleu_12776
ortholog_3999 g105654 gene-HOLleu_32414
ortholog_4000 g105660 gene-HOLleu_25226
ortholog_4001 g105666 gene-HOLleu_32664
ortholog_4002 g105672 gene-HOLleu_31701
ortholog_4003 g105688 gene-HOLleu_31702
ortholog_4004 g105733 gene-HOLleu_31516
ortholog_4005 g105741 gene-HOLleu_32314
ortholog_4006 g105784 gene-HOLleu_31542
ortholog_4007 g105858 gene-HOLleu_31919
ortholog_4008 g105860 gene-HOLleu_32312
ortholog_4009 g105902 gene-HOLleu_31653
ortholog_4010 g105911 gene-HOLleu_31395
ortholog_4011 g105915 gene-HOLleu_31842
ortholog_4012 g105916 gene-HOLleu_45254
ortholog_4013 g105917 gene-HOLleu_27931
ortholog_4014 g105973 gene-HOLleu_31668
ortholog_4015 g105978 gene-HOLleu_37840
ortholog_4016 g105979 gene-HOLleu_32768
ortholog_4017 g105985 gene-HOLleu_32770
ortholog_4018 g105989 gene-HOLleu_32843
ortholog_4019 g106015 gene-HOLleu_31699
ortholog_4020 g106019 gene-HOLleu_31740
ortholog_4021 g106026 gene-HOLleu_31682
ortholog_4022 g106035 gene-HOLleu_32635
ortholog_4023 g106044 gene-HOLleu_32634
ortholog_4024 g106048 gene-HOLleu_32130
ortholog_4025 g106049 gene-HOLleu_33423
ortholog_4026 g106088 gene-HOLleu_41710
ortholog_4027 g106119 gene-HOLleu_25516
ortholog_4028 g106122 gene-HOLleu_27786
ortholog_4029 g106137 gene-HOLleu_31888
ortholog_4030 g106139 gene-HOLleu_31889
ortholog_4031 g106145 gene-HOLleu_31868
ortholog_4032 g106158 gene-HOLleu_06569
ortholog_4033 g106241 gene-HOLleu_32095
ortholog_4034 g106255 gene-HOLleu_11865
ortholog_4035 g106296 gene-HOLleu_33209
ortholog_4036 g106299 gene-HOLleu_32490
ortholog_4037 g106310 gene-HOLleu_25765
ortholog_4038 g106318 gene-HOLleu_25927
ortholog_4039 g106335 gene-HOLleu_32676
ortholog_4040 g106416 gene-HOLleu_31695
ortholog_4041 g106427 gene-HOLleu_31694
ortholog_4042 g106450 gene-HOLleu_29806
ortholog_4043 g106456 gene-HOLleu_32672
ortholog_4044 g106467 gene-HOLleu_32670
ortholog_4045 g106495 gene-HOLleu_08182
ortholog_4046 g106571 gene-HOLleu_25326
ortholog_4047 g106576 gene-HOLleu_32574
ortholog_4048 g106577 gene-HOLleu_32572
ortholog_4049 g106640 gene-HOLleu_31663
ortholog_4050 g106667 gene-HOLleu_26104
ortholog_4051 g106703 gene-HOLleu_26196
ortholog_4052 g106708 gene-HOLleu_25996
ortholog_4053 g106715 gene-HOLleu_26165
ortholog_4054 g106719 gene-HOLleu_26197
ortholog_4055 g106759 gene-HOLleu_00863
ortholog_4056 g106800 gene-HOLleu_03426
ortholog_4057 g106802 gene-HOLleu_11166
ortholog_4058 g106918 gene-HOLleu_03041
ortholog_4059 g107004 gene-HOLleu_31777
ortholog_4060 g107028 gene-HOLleu_25219
ortholog_4061 g107034 gene-HOLleu_20014
ortholog_4062 g107063 gene-HOLleu_31426
ortholog_4063 g107092 gene-HOLleu_25051
ortholog_4064 g107104 gene-HOLleu_32194
ortholog_4065 g107119 gene-HOLleu_38765
ortholog_4066 g107127 gene-HOLleu_31312
ortholog_4067 g107189 gene-HOLleu_32173
ortholog_4068 g107208 gene-HOLleu_31639
ortholog_4069 g107210 gene-HOLleu_32220
ortholog_4070 g107214 gene-HOLleu_31768
ortholog_4071 g107220 gene-HOLleu_32219
ortholog_4072 g107246 gene-HOLleu_31334
ortholog_4073 g107270 gene-HOLleu_17880
ortholog_4074 g107280 gene-HOLleu_32182
ortholog_4075 g107296 gene-HOLleu_32420
ortholog_4076 g107306 gene-HOLleu_31837
ortholog_4077 g107308 gene-HOLleu_32245
ortholog_4078 g107316 gene-HOLleu_39624
ortholog_4079 g107330 gene-HOLleu_36606
ortholog_4080 g107332 gene-HOLleu_32520
ortholog_4081 g107333 gene-HOLleu_32524
ortholog_4082 g107347 gene-HOLleu_23701
ortholog_4083 g107355 gene-HOLleu_14478
ortholog_4084 g107374 gene-HOLleu_31044
ortholog_4085 g107383 gene-HOLleu_32165
ortholog_4086 g107384 gene-HOLleu_32166
ortholog_4087 g107386 gene-HOLleu_32408
ortholog_4088 g107389 gene-HOLleu_32096
ortholog_4089 g107400 gene-HOLleu_32091
ortholog_4090 g107407 gene-HOLleu_32146
ortholog_4091 g107412 gene-HOLleu_29285
ortholog_4092 g107413 gene-HOLleu_31562
ortholog_4093 g107416 gene-HOLleu_32300
ortholog_4094 g107419 gene-HOLleu_32713
ortholog_4095 g107420 gene-HOLleu_31230
ortholog_4096 g107423 gene-HOLleu_44008
ortholog_4097 g107426 gene-HOLleu_24561
ortholog_4098 g107437 gene-HOLleu_26176
ortholog_4099 g107455 gene-HOLleu_26175
ortholog_4100 g107459 gene-HOLleu_25209
ortholog_4101 g107463 gene-HOLleu_04341
ortholog_4102 g107488 gene-HOLleu_07431
ortholog_4103 g107506 gene-HOLleu_25934
ortholog_4104 g107545 gene-HOLleu_25364
ortholog_4105 g107555 gene-HOLleu_24839
ortholog_4106 g107556 gene-HOLleu_31242
ortholog_4107 g107563 gene-HOLleu_38737
ortholog_4108 g107578 gene-HOLleu_38735
ortholog_4109 g107579 gene-HOLleu_31327
ortholog_4110 g107604 gene-HOLleu_02614
ortholog_4111 g107612 gene-HOLleu_31803
ortholog_4112 g107640 gene-HOLleu_31801
ortholog_4113 g107657 gene-HOLleu_13623
ortholog_4114 g107660 gene-HOLleu_26167
ortholog_4115 g107694 gene-HOLleu_13257
ortholog_4116 g107696 gene-HOLleu_32378
ortholog_4117 g107700 gene-HOLleu_32381
ortholog_4118 g107701 gene-HOLleu_32382
ortholog_4119 g107720 gene-HOLleu_32647
ortholog_4120 g107731 gene-HOLleu_26193
ortholog_4121 g107756 gene-HOLleu_26093
ortholog_4122 g107761 gene-HOLleu_26092
ortholog_4123 g107790 gene-HOLleu_32186
ortholog_4124 g107914 gene-HOLleu_32128
ortholog_4125 g107931 gene-HOLleu_14792
ortholog_4126 g107943 gene-HOLleu_32595
ortholog_4127 g107970 gene-HOLleu_41782
ortholog_4128 g107990 gene-HOLleu_31975
ortholog_4129 g108104 gene-HOLleu_02908
ortholog_4130 g108106 gene-HOLleu_31613
ortholog_4131 g108113 gene-HOLleu_26067
ortholog_4132 g108118 gene-HOLleu_44422
ortholog_4133 g108119 gene-HOLleu_43193
ortholog_4134 g108151 gene-HOLleu_31579
ortholog_4135 g108199 gene-HOLleu_25792
ortholog_4136 g108218 gene-HOLleu_34093
ortholog_4137 g108224 gene-HOLleu_31549
ortholog_4138 g108247 gene-HOLleu_26159
ortholog_4139 g108250 gene-HOLleu_39407
ortholog_4140 g108277 gene-HOLleu_25550
ortholog_4141 g108334 gene-HOLleu_25672
ortholog_4142 g108341 gene-HOLleu_31958
ortholog_4143 g108400 gene-HOLleu_32612
ortholog_4144 g108404 gene-HOLleu_25969
ortholog_4145 g108422 gene-HOLleu_38175
ortholog_4146 g108441 gene-HOLleu_32154
ortholog_4147 g108446 gene-HOLleu_32591
ortholog_4148 g108451 gene-HOLleu_24675
ortholog_4149 g108530 gene-HOLleu_31574
ortholog_4150 g108534 gene-HOLleu_25078
ortholog_4151 g108553 gene-HOLleu_31238
ortholog_4152 g108705 gene-HOLleu_32630
ortholog_4153 g108713 gene-HOLleu_32390
ortholog_4154 g108734 gene-HOLleu_31605
ortholog_4155 g108741 gene-HOLleu_37911
ortholog_4156 g108764 gene-HOLleu_32562
ortholog_4157 g108772 gene-HOLleu_32552
ortholog_4158 g108774 gene-HOLleu_32553
ortholog_4159 g108784 gene-HOLleu_31900
ortholog_4160 g108837 gene-HOLleu_32043
ortholog_4161 g108840 gene-HOLleu_31652
ortholog_4162 g108877 gene-HOLleu_31666
ortholog_4163 g108897 gene-HOLleu_31543
ortholog_4164 g108915 gene-HOLleu_31700
ortholog_4165 g108919 gene-HOLleu_31692
ortholog_4166 g109014 gene-HOLleu_13095
ortholog_4167 g109019 gene-HOLleu_32805
ortholog_4168 g109022 gene-HOLleu_32807
ortholog_4169 g109037 gene-HOLleu_31982
ortholog_4170 g109039 gene-HOLleu_31978
ortholog_4171 g109052 gene-HOLleu_31979
ortholog_4172 g109065 gene-HOLleu_31485
ortholog_4173 g109072 gene-HOLleu_00185
ortholog_4174 g109093 gene-HOLleu_32179
ortholog_4175 g109292 gene-HOLleu_45163
ortholog_4176 g109314 gene-HOLleu_32680
ortholog_4177 g109381 gene-HOLleu_44634
ortholog_4178 g109533 gene-HOLleu_06997
ortholog_4179 g109612 gene-HOLleu_32598
ortholog_4180 g109614 gene-HOLleu_32646
ortholog_4181 g109631 gene-HOLleu_31824
ortholog_4182 g109632 gene-HOLleu_32638
ortholog_4183 g109637 gene-HOLleu_32639
ortholog_4184 g109658 gene-HOLleu_32697
ortholog_4185 g109672 gene-HOLleu_32278
ortholog_4186 g109686 gene-HOLleu_31698
ortholog_4187 g109689 gene-HOLleu_32668
ortholog_4188 g109691 gene-HOLleu_32667
ortholog_4189 g109700 gene-HOLleu_31705
ortholog_4190 g109770 gene-HOLleu_17794
ortholog_4191 g109771 gene-HOLleu_17022
ortholog_4192 g109777 gene-HOLleu_14325
ortholog_4193 g109843 gene-HOLleu_24792
ortholog_4194 g109866 gene-HOLleu_32693
ortholog_4195 g109912 gene-HOLleu_31576
ortholog_4196 g109926 gene-HOLleu_37951
ortholog_4197 g109960 gene-HOLleu_24640
ortholog_4198 g110001 gene-HOLleu_29639
ortholog_4199 g110013 gene-HOLleu_18778
ortholog_4200 g110029 gene-HOLleu_39409
ortholog_4201 g110031 gene-HOLleu_39568
ortholog_4202 g110052 gene-HOLleu_32185
ortholog_4203 g110070 gene-HOLleu_31899
ortholog_4204 g110133 gene-HOLleu_27456
ortholog_4205 g110146 gene-HOLleu_25504
ortholog_4206 g110149 gene-HOLleu_25505
ortholog_4207 g110159 gene-HOLleu_32411
ortholog_4208 g110162 gene-HOLleu_32413
ortholog_4209 g110194 gene-HOLleu_32546
ortholog_4210 g110206 gene-HOLleu_31614
ortholog_4211 g110224 gene-HOLleu_31617
ortholog_4212 g110235 gene-HOLleu_19737
ortholog_4213 g110237 gene-HOLleu_19950
ortholog_4214 g110238 gene-HOLleu_26045
ortholog_4215 g110240 gene-HOLleu_26044
ortholog_4216 g110259 gene-HOLleu_26022
ortholog_4217 g110263 gene-HOLleu_26021
ortholog_4218 g110272 gene-HOLleu_32155
ortholog_4219 g110275 gene-HOLleu_10048
ortholog_4220 g110289 gene-HOLleu_11070
