ortholog_1 Parliv_PL00053 gene-HOLleu_28958
ortholog_4715 Parliv_PL20678 gene-HOLleu_23092
ortholog_4716 Parliv_PL19190 gene-HOLleu_24010
ortholog_4717 Parliv_PL19053 gene-HOLleu_23714
ortholog_4718 Parliv_PL20159 gene-HOLleu_23713
ortholog_4719 Parliv_PL20026 gene-HOLleu_23966
ortholog_4720 Parliv_PL19178 gene-HOLleu_23708
ortholog_4721 Parliv_PL19259 gene-HOLleu_23367
ortholog_4722 Parliv_PL20384 gene-HOLleu_15409
ortholog_4723 Parliv_PL19299 gene-HOLleu_17015
ortholog_4724 Parliv_PL19452 gene-HOLleu_22974
ortholog_4725 Parliv_PL19212 gene-HOLleu_23062
ortholog_4726 Parliv_PL19336 gene-HOLleu_23060
ortholog_4727 Parliv_PL20826 gene-HOLleu_24362
ortholog_4728 Parliv_PL19157 gene-HOLleu_23484
ortholog_4729 Parliv_PL19933 gene-HOLleu_22894
ortholog_4730 Parliv_PL19438 gene-HOLleu_23943
ortholog_4731 Parliv_PL20523 gene-HOLleu_22497
ortholog_4732 Parliv_PL20749 gene-HOLleu_24502
ortholog_4733 Parliv_PL19918 gene-HOLleu_22941
ortholog_4734 Parliv_PL20465 gene-HOLleu_22940
ortholog_4735 Parliv_PL19341 gene-HOLleu_22836
ortholog_4736 Parliv_PL20031 gene-HOLleu_23648
ortholog_4737 Parliv_PL20868 gene-HOLleu_24025
ortholog_4738 Parliv_PL20588 gene-HOLleu_24038
ortholog_4739 Parliv_PL19975 gene-HOLleu_23414
ortholog_4740 Parliv_PL19684 gene-HOLleu_23412
ortholog_4741 Parliv_PL20712 gene-HOLleu_22954
ortholog_4742 Parliv_PL19401 gene-HOLleu_22912
ortholog_4743 Parliv_PL20121 gene-HOLleu_23552
ortholog_4744 Parliv_PL19669 gene-HOLleu_23554
ortholog_4745 Parliv_PL20293 gene-HOLleu_39124
ortholog_4746 Parliv_PL20522 gene-HOLleu_24023
ortholog_4747 Parliv_PL20266 gene-HOLleu_24012
ortholog_4748 Parliv_PL19022 gene-HOLleu_23434
ortholog_4749 Parliv_PL19712 gene-HOLleu_41616
ortholog_4750 Parliv_PL20181 gene-HOLleu_14408
ortholog_4751 Parliv_PL20602 gene-HOLleu_23088
ortholog_4752 Parliv_PL19273 gene-HOLleu_23090
ortholog_4753 Parliv_PL20819 gene-HOLleu_24232
ortholog_4754 Parliv_PL20232 gene-HOLleu_20144
ortholog_4755 Parliv_PL19472 gene-HOLleu_22873
ortholog_4756 Parliv_PL20065 gene-HOLleu_16932
ortholog_4757 Parliv_PL19165 gene-HOLleu_23494
ortholog_4758 Parliv_PL20467 gene-HOLleu_24016
ortholog_4759 Parliv_PL19268 gene-HOLleu_24015
ortholog_4760 Parliv_PL19948 gene-HOLleu_22870
ortholog_4761 Parliv_PL20391 gene-HOLleu_23370
ortholog_4762 Parliv_PL19368 gene-HOLleu_22997
ortholog_4763 Parliv_PL19748 gene-HOLleu_23217
ortholog_4764 Parliv_PL19250 gene-HOLleu_23216
ortholog_4765 Parliv_PL20099 gene-HOLleu_23215
ortholog_4766 Parliv_PL20695 gene-HOLleu_38671
ortholog_4767 Parliv_PL20820 gene-HOLleu_39457
ortholog_4768 Parliv_PL20246 gene-HOLleu_24404
ortholog_4769 Parliv_PL19866 gene-HOLleu_24403
ortholog_4770 Parliv_PL20111 gene-HOLleu_23967
ortholog_4771 Parliv_PL19896 gene-HOLleu_09637
ortholog_4772 Parliv_PL20341 gene-HOLleu_23969
ortholog_4773 Parliv_PL19508 gene-HOLleu_24360
ortholog_4774 Parliv_PL20862 gene-HOLleu_23285
ortholog_4775 Parliv_PL20671 gene-HOLleu_24070
ortholog_4776 Parliv_PL20144 gene-HOLleu_24071
ortholog_4777 Parliv_PL19015 gene-HOLleu_23187
ortholog_4778 Parliv_PL19393 gene-HOLleu_23366
ortholog_4779 Parliv_PL20004 gene-HOLleu_14217
ortholog_4780 Parliv_PL19013 gene-HOLleu_02337
ortholog_4781 Parliv_PL20157 gene-HOLleu_30831
ortholog_4782 Parliv_PL19441 gene-HOLleu_23059
ortholog_4783 Parliv_PL19998 gene-HOLleu_23058
ortholog_4784 Parliv_PL20303 gene-HOLleu_22891
ortholog_4785 Parliv_PL20560 gene-HOLleu_18723
ortholog_4786 Parliv_PL19229 gene-HOLleu_22933
ortholog_4787 Parliv_PL20010 gene-HOLleu_23737
ortholog_4788 Parliv_PL19103 gene-HOLleu_23696
ortholog_4789 Parliv_PL19869 gene-HOLleu_24115
ortholog_4790 Parliv_PL19666 gene-HOLleu_34177
ortholog_4791 Parliv_PL20660 gene-HOLleu_23834
ortholog_4792 Parliv_PL19819 gene-HOLleu_23500
ortholog_4793 Parliv_PL19316 gene-HOLleu_22863
ortholog_4794 Parliv_PL20807 gene-HOLleu_16913
ortholog_4795 Parliv_PL19648 gene-HOLleu_23071
ortholog_4796 Parliv_PL19561 gene-HOLleu_23189
ortholog_4797 Parliv_PL20852 gene-HOLleu_23525
ortholog_4798 Parliv_PL20287 gene-HOLleu_23449
ortholog_4799 Parliv_PL19816 gene-HOLleu_23372
ortholog_4800 Parliv_PL19046 gene-HOLleu_23373
ortholog_4801 Parliv_PL20015 gene-HOLleu_23376
ortholog_4802 Parliv_PL20097 gene-HOLleu_22918
ortholog_4803 Parliv_PL19929 gene-HOLleu_24319
ortholog_4804 Parliv_PL19459 gene-HOLleu_24518
ortholog_4805 Parliv_PL20019 gene-HOLleu_13644
ortholog_4806 Parliv_PL19346 gene-HOLleu_24318
ortholog_4807 Parliv_PL19554 gene-HOLleu_23284
ortholog_4808 Parliv_PL19991 gene-HOLleu_23283
ortholog_4809 Parliv_PL20439 gene-HOLleu_23445
ortholog_4810 Parliv_PL19218 gene-HOLleu_23348
ortholog_4811 Parliv_PL19453 gene-HOLleu_23447
ortholog_4812 Parliv_PL19823 gene-HOLleu_24006
ortholog_4813 Parliv_PL20472 gene-HOLleu_23262
ortholog_4814 Parliv_PL19720 gene-HOLleu_08486
ortholog_4815 Parliv_PL19546 gene-HOLleu_23277
ortholog_4816 Parliv_PL19213 gene-HOLleu_23854
ortholog_4817 Parliv_PL19707 gene-HOLleu_24034
ortholog_4818 Parliv_PL20001 gene-HOLleu_24033
ortholog_4819 Parliv_PL20798 gene-HOLleu_24031
ortholog_4820 Parliv_PL19699 gene-HOLleu_23945
ortholog_4821 Parliv_PL20376 gene-HOLleu_23944
ortholog_4822 Parliv_PL19828 gene-HOLleu_22945
ortholog_4823 Parliv_PL20616 gene-HOLleu_24316
ortholog_4824 Parliv_PL20432 gene-HOLleu_02315
ortholog_4825 Parliv_PL19911 gene-HOLleu_29460
ortholog_4826 Parliv_PL20629 gene-HOLleu_11787
ortholog_4827 Parliv_PL20274 gene-HOLleu_23212
ortholog_4828 Parliv_PL19076 gene-HOLleu_24144
ortholog_4829 Parliv_PL20869 gene-HOLleu_24355
ortholog_4830 Parliv_PL19266 gene-HOLleu_15183
ortholog_4831 Parliv_PL20311 gene-HOLleu_14514
ortholog_4832 Parliv_PL20906 gene-HOLleu_37501
ortholog_4833 Parliv_PL20943 gene-HOLleu_37818
ortholog_4834 Parliv_PL20946 gene-HOLleu_14500
ortholog_4835 Parliv_PL20962 gene-HOLleu_19312
ortholog_4836 Parliv_PL20960 gene-HOLleu_41400
ortholog_4837 Parliv_PL21017 gene-HOLleu_01849
ortholog_4838 Parliv_PL21002 gene-HOLleu_24271
ortholog_4839 Parliv_PL21035 gene-HOLleu_19381
ortholog_4840 Parliv_PL21036 gene-HOLleu_12707
ortholog_4841 Parliv_PL21047 gene-HOLleu_32832
ortholog_4842 Parliv_PL21067 gene-HOLleu_20752
ortholog_4843 Parliv_PL21071 gene-HOLleu_30005
ortholog_4844 Parliv_PL21083 gene-HOLleu_35440
ortholog_4845 Parliv_PL21090 gene-HOLleu_44210
ortholog_4846 Parliv_PL21099 gene-HOLleu_43874
ortholog_4847 Parliv_PL21089 gene-HOLleu_26917
ortholog_4848 Parliv_PL21094 gene-HOLleu_02102
ortholog_4849 Parliv_PL21117 gene-HOLleu_10647
ortholog_4850 Parliv_PL21126 gene-HOLleu_39896
ortholog_4851 Parliv_PL21132 gene-HOLleu_04103
ortholog_4852 Parliv_PL21144 gene-HOLleu_37231
ortholog_4853 Parliv_PL21170 gene-HOLleu_30102
ortholog_4854 Parliv_PL21179 gene-HOLleu_42827
ortholog_4855 Parliv_PL21180 gene-HOLleu_10079
ortholog_4856 Parliv_PL21222 gene-HOLleu_08985
ortholog_4857 Parliv_PL21265 gene-HOLleu_08649
ortholog_4858 Parliv_PL21291 gene-HOLleu_10563
ortholog_4859 Parliv_PL21536 gene-HOLleu_01329
ortholog_4860 Parliv_PL22855 gene-HOLleu_00845
ortholog_4861 Parliv_PL23569 gene-HOLleu_01405
ortholog_4862 Parliv_PL23610 gene-HOLleu_01404
ortholog_4863 Parliv_PL22930 gene-HOLleu_03064
ortholog_4864 Parliv_PL21914 gene-HOLleu_22116
ortholog_4865 Parliv_PL22624 gene-HOLleu_00053
ortholog_4866 Parliv_PL21986 gene-HOLleu_00052
ortholog_4867 Parliv_PL22268 gene-HOLleu_00051
ortholog_4868 Parliv_PL23642 gene-HOLleu_21198
ortholog_4869 Parliv_PL21886 gene-HOLleu_00050
ortholog_4870 Parliv_PL22493 gene-HOLleu_23841
ortholog_4871 Parliv_PL22231 gene-HOLleu_03565
ortholog_4872 Parliv_PL21950 gene-HOLleu_03567
ortholog_4873 Parliv_PL21593 gene-HOLleu_00019
ortholog_4874 Parliv_PL23451 gene-HOLleu_19846
ortholog_4875 Parliv_PL23588 gene-HOLleu_00369
ortholog_4876 Parliv_PL22600 gene-HOLleu_38520
ortholog_4877 Parliv_PL23170 gene-HOLleu_36300
ortholog_4878 Parliv_PL23476 gene-HOLleu_04607
ortholog_4879 Parliv_PL22810 gene-HOLleu_04561
ortholog_4880 Parliv_PL22838 gene-HOLleu_02197
ortholog_4881 Parliv_PL23150 gene-HOLleu_02194
ortholog_4882 Parliv_PL21492 gene-HOLleu_11849
ortholog_4883 Parliv_PL21657 gene-HOLleu_04331
ortholog_4884 Parliv_PL22050 gene-HOLleu_18674
ortholog_4885 Parliv_PL23245 gene-HOLleu_23961
ortholog_4886 Parliv_PL23365 gene-HOLleu_00847
ortholog_4887 Parliv_PL22685 gene-HOLleu_00376
ortholog_4888 Parliv_PL22249 gene-HOLleu_01694
ortholog_4889 Parliv_PL23010 gene-HOLleu_22066
ortholog_4890 Parliv_PL21580 gene-HOLleu_22071
ortholog_4891 Parliv_PL21613 gene-HOLleu_02483
ortholog_4892 Parliv_PL21652 gene-HOLleu_38166
ortholog_4893 Parliv_PL22062 gene-HOLleu_37282
ortholog_4894 Parliv_PL21722 gene-HOLleu_06210
ortholog_4895 Parliv_PL22593 gene-HOLleu_22810
ortholog_4896 Parliv_PL23291 gene-HOLleu_37581
ortholog_4897 Parliv_PL21834 gene-HOLleu_38167
ortholog_4898 Parliv_PL22509 gene-HOLleu_36474
ortholog_4899 Parliv_PL22623 gene-HOLleu_37647
ortholog_4900 Parliv_PL22077 gene-HOLleu_37269
ortholog_4901 Parliv_PL23159 gene-HOLleu_00075
ortholog_4902 Parliv_PL22415 gene-HOLleu_01803
ortholog_4903 Parliv_PL22049 gene-HOLleu_00083
ortholog_4904 Parliv_PL21949 gene-HOLleu_02669
ortholog_4905 Parliv_PL22342 gene-HOLleu_00231
ortholog_4906 Parliv_PL21616 gene-HOLleu_00230
ortholog_4907 Parliv_PL21693 gene-HOLleu_38156
ortholog_4908 Parliv_PL23069 gene-HOLleu_38155
ortholog_4909 Parliv_PL23087 gene-HOLleu_04011
ortholog_4910 Parliv_PL21998 gene-HOLleu_03815
ortholog_4911 Parliv_PL22183 gene-HOLleu_00287
ortholog_4912 Parliv_PL21514 gene-HOLleu_00286
ortholog_4913 Parliv_PL22601 gene-HOLleu_14855
ortholog_4914 Parliv_PL22466 gene-HOLleu_33206
ortholog_4915 Parliv_PL21711 gene-HOLleu_40122
ortholog_4916 Parliv_PL22714 gene-HOLleu_19862
ortholog_4917 Parliv_PL23452 gene-HOLleu_32873
ortholog_4918 Parliv_PL22282 gene-HOLleu_04072
ortholog_4919 Parliv_PL23617 gene-HOLleu_04071
ortholog_4920 Parliv_PL22253 gene-HOLleu_03636
ortholog_4921 Parliv_PL21402 gene-HOLleu_03634
ortholog_4922 Parliv_PL22686 gene-HOLleu_03749
ortholog_4923 Parliv_PL22380 gene-HOLleu_37948
ortholog_4924 Parliv_PL23445 gene-HOLleu_37947
ortholog_4925 Parliv_PL21499 gene-HOLleu_37366
ortholog_4926 Parliv_PL23005 gene-HOLleu_03623
ortholog_4927 Parliv_PL23549 gene-HOLleu_02286
ortholog_4928 Parliv_PL22258 gene-HOLleu_38182
ortholog_4929 Parliv_PL22456 gene-HOLleu_38184
ortholog_4930 Parliv_PL21629 gene-HOLleu_38183
ortholog_4931 Parliv_PL22136 gene-HOLleu_37959
ortholog_4932 Parliv_PL21955 gene-HOLleu_37962
ortholog_4933 Parliv_PL23429 gene-HOLleu_40952
ortholog_4934 Parliv_PL22391 gene-HOLleu_38061
ortholog_4935 Parliv_PL22510 gene-HOLleu_37588
ortholog_4936 Parliv_PL21845 gene-HOLleu_38161
ortholog_4937 Parliv_PL23077 gene-HOLleu_38157
ortholog_4938 Parliv_PL22393 gene-HOLleu_04908
ortholog_4939 Parliv_PL23522 gene-HOLleu_37107
ortholog_4940 Parliv_PL23135 gene-HOLleu_37613
ortholog_4941 Parliv_PL21755 gene-HOLleu_18213
ortholog_4942 Parliv_PL23375 gene-HOLleu_37297
ortholog_4943 Parliv_PL22463 gene-HOLleu_37556
ortholog_4944 Parliv_PL21963 gene-HOLleu_37279
ortholog_4945 Parliv_PL22661 gene-HOLleu_37275
ortholog_4946 Parliv_PL23204 gene-HOLleu_37822
ortholog_4947 Parliv_PL22424 gene-HOLleu_37941
ortholog_4948 Parliv_PL23581 gene-HOLleu_37761
ortholog_4949 Parliv_PL22516 gene-HOLleu_38121
ortholog_4950 Parliv_PL22536 gene-HOLleu_38052
ortholog_4951 Parliv_PL22333 gene-HOLleu_37341
ortholog_4952 Parliv_PL22965 gene-HOLleu_37744
ortholog_4953 Parliv_PL21427 gene-HOLleu_37743
ortholog_4954 Parliv_PL23261 gene-HOLleu_38168
ortholog_4955 Parliv_PL23603 gene-HOLleu_09757
ortholog_4956 Parliv_PL22586 gene-HOLleu_38188
ortholog_4957 Parliv_PL23524 gene-HOLleu_37448
ortholog_4958 Parliv_PL23525 gene-HOLleu_37602
ortholog_4959 Parliv_PL22426 gene-HOLleu_37112
ortholog_4960 Parliv_PL22059 gene-HOLleu_37111
ortholog_4961 Parliv_PL23510 gene-HOLleu_37151
ortholog_4962 Parliv_PL21992 gene-HOLleu_38017
ortholog_4963 Parliv_PL21923 gene-HOLleu_37363
ortholog_4964 Parliv_PL22221 gene-HOLleu_37344
ortholog_4965 Parliv_PL21713 gene-HOLleu_37747
ortholog_4966 Parliv_PL23337 gene-HOLleu_37686
ortholog_4967 Parliv_PL23341 gene-HOLleu_37685
ortholog_4968 Parliv_PL21628 gene-HOLleu_37634
ortholog_4969 Parliv_PL21595 gene-HOLleu_30017
ortholog_4970 Parliv_PL23072 gene-HOLleu_35531
ortholog_4971 Parliv_PL22027 gene-HOLleu_37291
ortholog_4972 Parliv_PL22967 gene-HOLleu_37123
ortholog_4973 Parliv_PL22367 gene-HOLleu_37124
ortholog_4974 Parliv_PL22806 gene-HOLleu_37125
ortholog_4975 Parliv_PL22839 gene-HOLleu_11345
ortholog_4976 Parliv_PL21772 gene-HOLleu_37161
ortholog_4977 Parliv_PL22023 gene-HOLleu_37436
ortholog_4978 Parliv_PL21882 gene-HOLleu_38239
ortholog_4979 Parliv_PL22571 gene-HOLleu_37450
ortholog_4980 Parliv_PL21653 gene-HOLleu_37999
ortholog_4981 Parliv_PL22679 gene-HOLleu_37473
ortholog_4982 Parliv_PL23459 gene-HOLleu_37474
ortholog_4983 Parliv_PL21612 gene-HOLleu_37475
ortholog_4984 Parliv_PL21481 gene-HOLleu_37837
ortholog_4985 Parliv_PL22545 gene-HOLleu_37330
ortholog_4986 Parliv_PL21929 gene-HOLleu_37384
ortholog_4987 Parliv_PL22109 gene-HOLleu_38053
ortholog_4988 Parliv_PL21980 gene-HOLleu_38233
ortholog_4989 Parliv_PL21362 gene-HOLleu_38234
ortholog_4990 Parliv_PL22717 gene-HOLleu_37716
ortholog_4991 Parliv_PL22278 gene-HOLleu_37293
ortholog_4992 Parliv_PL22226 gene-HOLleu_37551
ortholog_4993 Parliv_PL23594 gene-HOLleu_37640
ortholog_4994 Parliv_PL23078 gene-HOLleu_37172
ortholog_4995 Parliv_PL22581 gene-HOLleu_37166
ortholog_4996 Parliv_PL23017 gene-HOLleu_38232
ortholog_4997 Parliv_PL21736 gene-HOLleu_38241
ortholog_4998 Parliv_PL22594 gene-HOLleu_38243
ortholog_4999 Parliv_PL22485 gene-HOLleu_38217
ortholog_5000 Parliv_PL21797 gene-HOLleu_38216
ortholog_5001 Parliv_PL22055 gene-HOLleu_37550
ortholog_5002 Parliv_PL21552 gene-HOLleu_37517
ortholog_5003 Parliv_PL23254 gene-HOLleu_15805
ortholog_5004 Parliv_PL21645 gene-HOLleu_37639
ortholog_5005 Parliv_PL23321 gene-HOLleu_38306
ortholog_5006 Parliv_PL23084 gene-HOLleu_37240
ortholog_5007 Parliv_PL23339 gene-HOLleu_37237
ortholog_5008 Parliv_PL21684 gene-HOLleu_33754
ortholog_5009 Parliv_PL23211 gene-HOLleu_10048
ortholog_5010 Parliv_PL22346 gene-HOLleu_37768
ortholog_5011 Parliv_PL21854 gene-HOLleu_37771
ortholog_5012 Parliv_PL22418 gene-HOLleu_38299
ortholog_5013 Parliv_PL22235 gene-HOLleu_38286
ortholog_5014 Parliv_PL22966 gene-HOLleu_37569
ortholog_5015 Parliv_PL21793 gene-HOLleu_38153
ortholog_5016 Parliv_PL23554 gene-HOLleu_37657
ortholog_5017 Parliv_PL21677 gene-HOLleu_37656
ortholog_5018 Parliv_PL22099 gene-HOLleu_38190
ortholog_5019 Parliv_PL23449 gene-HOLleu_37655
ortholog_5020 Parliv_PL22121 gene-HOLleu_37468
ortholog_5021 Parliv_PL23415 gene-HOLleu_37433
ortholog_5022 Parliv_PL23241 gene-HOLleu_37251
ortholog_5023 Parliv_PL23584 gene-HOLleu_37609
ortholog_5024 Parliv_PL23012 gene-HOLleu_37608
ortholog_5025 Parliv_PL21706 gene-HOLleu_38250
ortholog_5026 Parliv_PL21937 gene-HOLleu_38132
ortholog_5027 Parliv_PL22576 gene-HOLleu_37995
ortholog_5028 Parliv_PL21557 gene-HOLleu_00822
ortholog_5029 Parliv_PL22234 gene-HOLleu_37992
ortholog_5030 Parliv_PL21867 gene-HOLleu_37720
ortholog_5031 Parliv_PL21535 gene-HOLleu_11923
ortholog_5032 Parliv_PL22975 gene-HOLleu_12186
ortholog_5033 Parliv_PL22501 gene-HOLleu_37585
ortholog_5034 Parliv_PL22484 gene-HOLleu_37586
ortholog_5035 Parliv_PL22406 gene-HOLleu_37935
ortholog_5036 Parliv_PL23057 gene-HOLleu_37508
ortholog_5037 Parliv_PL23276 gene-HOLleu_37507
ortholog_5038 Parliv_PL22006 gene-HOLleu_37825
ortholog_5039 Parliv_PL21739 gene-HOLleu_37997
ortholog_5040 Parliv_PL22931 gene-HOLleu_38117
ortholog_5041 Parliv_PL21414 gene-HOLleu_32053
ortholog_5042 Parliv_PL22747 gene-HOLleu_03510
ortholog_5043 Parliv_PL22892 gene-HOLleu_32193
ortholog_5044 Parliv_PL22267 gene-HOLleu_24669
ortholog_5045 Parliv_PL22245 gene-HOLleu_35260
ortholog_5046 Parliv_PL23347 gene-HOLleu_35261
ortholog_5047 Parliv_PL21897 gene-HOLleu_37452
ortholog_5048 Parliv_PL21502 gene-HOLleu_37908
ortholog_5049 Parliv_PL21327 gene-HOLleu_37409
ortholog_5050 Parliv_PL22960 gene-HOLleu_37202
ortholog_5051 Parliv_PL23376 gene-HOLleu_37542
ortholog_5052 Parliv_PL22310 gene-HOLleu_37607
ortholog_5053 Parliv_PL22025 gene-HOLleu_37606
ortholog_5054 Parliv_PL22915 gene-HOLleu_37262
ortholog_5055 Parliv_PL22871 gene-HOLleu_37977
ortholog_5056 Parliv_PL23178 gene-HOLleu_38272
ortholog_5057 Parliv_PL21479 gene-HOLleu_37703
ortholog_5058 Parliv_PL22827 gene-HOLleu_37157
ortholog_5059 Parliv_PL21999 gene-HOLleu_35447
ortholog_5060 Parliv_PL21910 gene-HOLleu_37158
ortholog_5061 Parliv_PL23059 gene-HOLleu_37402
ortholog_5062 Parliv_PL21380 gene-HOLleu_04299
ortholog_5063 Parliv_PL23458 gene-HOLleu_37222
ortholog_5064 Parliv_PL23066 gene-HOLleu_20605
ortholog_5065 Parliv_PL22119 gene-HOLleu_38186
ortholog_5066 Parliv_PL23103 gene-HOLleu_38187
ortholog_5067 Parliv_PL23505 gene-HOLleu_37299
ortholog_5068 Parliv_PL22125 gene-HOLleu_37896
ortholog_5069 Parliv_PL21404 gene-HOLleu_38118
ortholog_5070 Parliv_PL21754 gene-HOLleu_32486
ortholog_5071 Parliv_PL22657 gene-HOLleu_37415
ortholog_5072 Parliv_PL21859 gene-HOLleu_37419
ortholog_5073 Parliv_PL22218 gene-HOLleu_38003
ortholog_5074 Parliv_PL21376 gene-HOLleu_37991
ortholog_5075 Parliv_PL21773 gene-HOLleu_04900
ortholog_5076 Parliv_PL22002 gene-HOLleu_37894
ortholog_5077 Parliv_PL21342 gene-HOLleu_08961
ortholog_5078 Parliv_PL21444 gene-HOLleu_37933
ortholog_5079 Parliv_PL23300 gene-HOLleu_10640
ortholog_5080 Parliv_PL22154 gene-HOLleu_37752
ortholog_5081 Parliv_PL21973 gene-HOLleu_37760
ortholog_5082 Parliv_PL21699 gene-HOLleu_38169
ortholog_5083 Parliv_PL22895 gene-HOLleu_37921
ortholog_5084 Parliv_PL23600 gene-HOLleu_37924
ortholog_5085 Parliv_PL22272 gene-HOLleu_37154
ortholog_5086 Parliv_PL22787 gene-HOLleu_37982
ortholog_5087 Parliv_PL23089 gene-HOLleu_37983
ortholog_5088 Parliv_PL21635 gene-HOLleu_37690
ortholog_5089 Parliv_PL21435 gene-HOLleu_38214
ortholog_5090 Parliv_PL22699 gene-HOLleu_37942
ortholog_5091 Parliv_PL22184 gene-HOLleu_37576
ortholog_5092 Parliv_PL22820 gene-HOLleu_37929
ortholog_5093 Parliv_PL22790 gene-HOLleu_37931
ortholog_5094 Parliv_PL21964 gene-HOLleu_37268
ortholog_5095 Parliv_PL23472 gene-HOLleu_21498
ortholog_5096 Parliv_PL22243 gene-HOLleu_01383
ortholog_5097 Parliv_PL21596 gene-HOLleu_00088
ortholog_5098 Parliv_PL23006 gene-HOLleu_02619
ortholog_5099 Parliv_PL22446 gene-HOLleu_02646
ortholog_5100 Parliv_PL22297 gene-HOLleu_00283
ortholog_5101 Parliv_PL23217 gene-HOLleu_02242
ortholog_5102 Parliv_PL21697 gene-HOLleu_18136
ortholog_5103 Parliv_PL22559 gene-HOLleu_01387
ortholog_5104 Parliv_PL22853 gene-HOLleu_12718
ortholog_5105 Parliv_PL22472 gene-HOLleu_00113
ortholog_5106 Parliv_PL21995 gene-HOLleu_12456
ortholog_5107 Parliv_PL21641 gene-HOLleu_02660
ortholog_5108 Parliv_PL22481 gene-HOLleu_00278
ortholog_5109 Parliv_PL21401 gene-HOLleu_00280
ortholog_5110 Parliv_PL21874 gene-HOLleu_03566
ortholog_5111 Parliv_PL23424 gene-HOLleu_04480
ortholog_5112 Parliv_PL21476 gene-HOLleu_04005
ortholog_5113 Parliv_PL23050 gene-HOLleu_04007
ortholog_5114 Parliv_PL23331 gene-HOLleu_07796
ortholog_5115 Parliv_PL22782 gene-HOLleu_04010
ortholog_5116 Parliv_PL21418 gene-HOLleu_00275
ortholog_5117 Parliv_PL21799 gene-HOLleu_03570
ortholog_5118 Parliv_PL21474 gene-HOLleu_02526
ortholog_5119 Parliv_PL21356 gene-HOLleu_03542
ortholog_5120 Parliv_PL22362 gene-HOLleu_02207
ortholog_5121 Parliv_PL21640 gene-HOLleu_01403
ortholog_5122 Parliv_PL21771 gene-HOLleu_02484
ortholog_5123 Parliv_PL21719 gene-HOLleu_01380
ortholog_5124 Parliv_PL23004 gene-HOLleu_01379
ortholog_5125 Parliv_PL22831 gene-HOLleu_02253
ortholog_5126 Parliv_PL22939 gene-HOLleu_04578
ortholog_5127 Parliv_PL22875 gene-HOLleu_03988
ortholog_5128 Parliv_PL23558 gene-HOLleu_01401
ortholog_5129 Parliv_PL23632 gene-HOLleu_01400
ortholog_5130 Parliv_PL21820 gene-HOLleu_00918
ortholog_5131 Parliv_PL21707 gene-HOLleu_00579
ortholog_5132 Parliv_PL23021 gene-HOLleu_08910
ortholog_5133 Parliv_PL21475 gene-HOLleu_02075
ortholog_5134 Parliv_PL21762 gene-HOLleu_00276
ortholog_5135 Parliv_PL21847 gene-HOLleu_04862
ortholog_5136 Parliv_PL23627 gene-HOLleu_27475
ortholog_5137 Parliv_PL21804 gene-HOLleu_02557
ortholog_5138 Parliv_PL23189 gene-HOLleu_03814
ortholog_5139 Parliv_PL22091 gene-HOLleu_02617
ortholog_5140 Parliv_PL21842 gene-HOLleu_00112
ortholog_5141 Parliv_PL22479 gene-HOLleu_02629
ortholog_5142 Parliv_PL22422 gene-HOLleu_02522
ortholog_5143 Parliv_PL22441 gene-HOLleu_02697
ortholog_5144 Parliv_PL23636 gene-HOLleu_02852
ortholog_5145 Parliv_PL21761 gene-HOLleu_02077
ortholog_5146 Parliv_PL23590 gene-HOLleu_14726
ortholog_5147 Parliv_PL21631 gene-HOLleu_14727
ortholog_5148 Parliv_PL21856 gene-HOLleu_44737
ortholog_5149 Parliv_PL21482 gene-HOLleu_02167
ortholog_5150 Parliv_PL22682 gene-HOLleu_00532
ortholog_5151 Parliv_PL21765 gene-HOLleu_43845
ortholog_5152 Parliv_PL21345 gene-HOLleu_00533
ortholog_5153 Parliv_PL23369 gene-HOLleu_24920
ortholog_5154 Parliv_PL22295 gene-HOLleu_27649
ortholog_5155 Parliv_PL22004 gene-HOLleu_25050
ortholog_5156 Parliv_PL21695 gene-HOLleu_02914
ortholog_5157 Parliv_PL22018 gene-HOLleu_04189
ortholog_5158 Parliv_PL22995 gene-HOLleu_02516
ortholog_5159 Parliv_PL21439 gene-HOLleu_04552
ortholog_5160 Parliv_PL22934 gene-HOLleu_01455
ortholog_5161 Parliv_PL21318 gene-HOLleu_01406
ortholog_5162 Parliv_PL22442 gene-HOLleu_02015
ortholog_5163 Parliv_PL22358 gene-HOLleu_02553
ortholog_5164 Parliv_PL21727 gene-HOLleu_04025
ortholog_5165 Parliv_PL23343 gene-HOLleu_01384
ortholog_5166 Parliv_PL22976 gene-HOLleu_00385
ortholog_5167 Parliv_PL23125 gene-HOLleu_04479
ortholog_5168 Parliv_PL22011 gene-HOLleu_04689
ortholog_5169 Parliv_PL23239 gene-HOLleu_02652
ortholog_5170 Parliv_PL21607 gene-HOLleu_02653
ortholog_5171 Parliv_PL22619 gene-HOLleu_38757
ortholog_5172 Parliv_PL21485 gene-HOLleu_15313
ortholog_5173 Parliv_PL23390 gene-HOLleu_00573
ortholog_5174 Parliv_PL22802 gene-HOLleu_04339
ortholog_5175 Parliv_PL23107 gene-HOLleu_00440
ortholog_5176 Parliv_PL23470 gene-HOLleu_37865
ortholog_5177 Parliv_PL21357 gene-HOLleu_38521
ortholog_5178 Parliv_PL22729 gene-HOLleu_04053
ortholog_5179 Parliv_PL22800 gene-HOLleu_14651
