ortholog_1 g320 BL22201
ortholog_4203 g106309 BL09816
ortholog_4204 g106335 BL13486
ortholog_4205 g106378 BL26325
ortholog_4206 g106416 BL20997
ortholog_4207 g106439 BL17544
ortholog_4208 g106450 BL17543
ortholog_4209 g106459 BL06614
ortholog_4210 g106490 BL25129
ortholog_4211 g106495 BL24395
ortholog_4212 g106544 BL07683
ortholog_4213 g106576 BL13445
ortholog_4214 g106640 BL13502
ortholog_4215 g106665 BL23706
ortholog_4216 g106703 BL16390
ortholog_4217 g106708 BL18626
ortholog_4218 g106715 BL09837
ortholog_4219 g106719 BL25495
ortholog_4220 g106723 BL25519
ortholog_4221 g106747 BL10513
ortholog_4222 g106813 BL27822
ortholog_4223 g106930 BL07142
ortholog_4224 g106964 BL22752
ortholog_4225 g107004 BL14948
ortholog_4226 g107028 BL17940
ortholog_4227 g107102 BL13592
ortholog_4228 g107119 BL13593
ortholog_4229 g107127 BL00037
ortholog_4230 g107186 BL13636
ortholog_4231 g107188 BL12386
ortholog_4232 g107189 BL13637
ortholog_4233 g107190 BL11892
ortholog_4234 g107205 BL26287
ortholog_4235 g107208 BL13574
ortholog_4236 g107210 BL13579
ortholog_4237 g107215 BL13561
ortholog_4238 g107220 BL13562
ortholog_4239 g107232 BL21317
ortholog_4240 g107246 BL13710
ortholog_4241 g107280 BL13550
ortholog_4242 g107296 BL13555
ortholog_4243 g107308 BL20978
ortholog_4244 g107316 BL18194
ortholog_4245 g107330 BL22103
ortholog_4246 g107332 BL16297
ortholog_4247 g107383 BL13491
ortholog_4248 g107384 BL23314
ortholog_4249 g107386 BL23312
ortholog_4250 g107389 BL23313
ortholog_4251 g107400 BL23396
ortholog_4252 g107412 BL13520
ortholog_4253 g107413 BL23540
ortholog_4254 g107414 BL06942
ortholog_4255 g107416 BL04760
ortholog_4256 g107419 BL13675
ortholog_4257 g107423 BL23567
ortholog_4258 g107431 BL09706
ortholog_4259 g107455 BL11570
ortholog_4260 g107459 BL09736
ortholog_4261 g107460 BL11630
ortholog_4262 g107463 BL21769
ortholog_4263 g107498 BL13160
ortholog_4264 g107505 BL27932
ortholog_4265 g107506 BL18618
ortholog_4266 g107519 BL01673
ortholog_4267 g107534 BL19452
ortholog_4268 g107540 BL19682
ortholog_4269 g107546 BL18656
ortholog_4270 g107554 BL15458
ortholog_4271 g107555 BL20112
ortholog_4272 g107556 BL07050
ortholog_4273 g107560 BL01071
ortholog_4274 g107576 BL14355
ortholog_4275 g107579 BL06579
ortholog_4276 g107612 BL23381
ortholog_4277 g107649 BL16738
ortholog_4278 g107657 BL23435
ortholog_4279 g107684 BL12313
ortholog_4280 g107694 BL03997
ortholog_4281 g107696 BL20963
ortholog_4282 g107700 BL20970
ortholog_4283 g107720 BL20959
ortholog_4284 g107731 BL03051
ortholog_4285 g107756 BL09854
ortholog_4286 g107790 BL20986
ortholog_4287 g107804 BL16259
ortholog_4288 g107805 BL16260
ortholog_4289 g107904 BL16311
ortholog_4290 g107914 BL20826
ortholog_4291 g107928 BL20827
ortholog_4292 g107934 BL27249
ortholog_4293 g107943 BL18804
ortholog_4294 g107970 BL22469
ortholog_4295 g107982 BL10529
ortholog_4296 g107990 BL13634
ortholog_4297 g108103 BL20969
ortholog_4298 g108104 BL20803
ortholog_4299 g108106 BL20974
ortholog_4300 g108113 BL09747
ortholog_4301 g108119 BL15304
ortholog_4302 g108145 BL23315
ortholog_4303 g108170 BL11635
ortholog_4304 g108199 BL23767
ortholog_4305 g108205 BL11543
ortholog_4306 g108217 BL08200
ortholog_4307 g108218 BL12044
ortholog_4308 g108224 BL13703
ortholog_4309 g108247 BL23779
ortholog_4310 g108250 BL12154
ortholog_4311 g108268 BL09782
ortholog_4312 g108334 BL09783
ortholog_4313 g108341 BL23482
ortholog_4314 g108370 BL24548
ortholog_4315 g108398 BL07957
ortholog_4316 g108441 BL13462
ortholog_4317 g108446 BL23324
ortholog_4318 g108450 BL09827
ortholog_4319 g108480 BL16296
ortholog_4320 g108517 BL25125
ortholog_4321 g108530 BL06531
ortholog_4322 g108534 BL05704
ortholog_4323 g108546 BL08396
ortholog_4324 g108626 BL24205
ortholog_4325 g108705 BL16302
ortholog_4326 g108713 BL13512
ortholog_4327 g108714 BL17939
ortholog_4328 g108731 BL03846
ortholog_4329 g108734 BL13663
ortholog_4330 g108743 BL13444
ortholog_4331 g108770 BL20903
ortholog_4332 g108774 BL20906
ortholog_4333 g108784 BL09059
ortholog_4334 g108837 BL23569
ortholog_4335 g108840 BL23625
ortholog_4336 g108877 BL23594
ortholog_4337 g108899 BL08361
ortholog_4338 g108915 BL06692
ortholog_4339 g108919 BL06689
ortholog_4340 g109019 BL06583
ortholog_4341 g109037 BL06585
ortholog_4342 g109052 BL06586
ortholog_4343 g109065 BL13567
ortholog_4344 g109095 BL13548
ortholog_4345 g109097 BL13527
ortholog_4346 g109183 BL05325
ortholog_4347 g109250 BL01844
ortholog_4348 g109300 BL09140
ortholog_4349 g109381 BL20222
ortholog_4350 g109395 BL22992
ortholog_4351 g109439 BL09035
ortholog_4352 g109440 BL21127
ortholog_4353 g109451 BL06518
ortholog_4354 g109604 BL00932
ortholog_4355 g109607 BL14745
ortholog_4356 g109612 BL21023
ortholog_4357 g109614 BL23349
ortholog_4358 g109620 BL10500
ortholog_4359 g109631 BL23430
ortholog_4360 g109632 BL23429
ortholog_4361 g109637 BL23427
ortholog_4362 g109650 BL08431
ortholog_4363 g109658 BL08430
ortholog_4364 g109659 BL24615
ortholog_4365 g109685 BL13509
ortholog_4366 g109689 BL13515
ortholog_4367 g109691 BL13516
ortholog_4368 g109695 BL13589
ortholog_4369 g109700 BL13588
ortholog_4370 g109765 BL02073
ortholog_4371 g109770 BL23519
ortholog_4372 g109774 BL23666
ortholog_4373 g109804 BL08401
ortholog_4374 g109810 BL23728
ortholog_4375 g109843 BL11499
ortholog_4376 g109866 BL23511
ortholog_4377 g109912 BL26921
ortholog_4378 g109926 BL08454
ortholog_4379 g109932 BL25454
ortholog_4380 g109949 BL13667
ortholog_4381 g109956 BL09861
ortholog_4382 g110014 BL23539
ortholog_4383 g110049 BL23336
ortholog_4384 g110070 BL07958
ortholog_4385 g110128 BL13890
ortholog_4386 g110146 BL17915
ortholog_4387 g110147 BL17917
ortholog_4388 g110155 BL13594
ortholog_4389 g110159 BL06564
ortholog_4390 g110167 BL06563
ortholog_4391 g110187 BL23451
ortholog_4392 g110197 BL08405
ortholog_4393 g110224 BL20977
ortholog_4394 g110237 BL18685
ortholog_4395 g110238 BL09826
ortholog_4396 g110245 BL24826
ortholog_4397 g110259 BL18648
ortholog_4398 g110263 BL18649
ortholog_4399 g110265 BL23477
ortholog_4400 g110272 BL23476
ortholog_4401 g110316 BL23493
ortholog_4402 g110325 BL08411
ortholog_4403 g110333 BL23464
ortholog_4404 g110339 BL23463
ortholog_4405 g110378 BL11634
ortholog_4406 g110389 BL23528
ortholog_4407 g110391 BL23529
ortholog_4408 g110431 BL13560
ortholog_4409 g110458 BL21011
ortholog_4410 g110472 BL20168
ortholog_4411 g110490 BL20823
ortholog_4412 g110499 BL23479
ortholog_4413 g110503 BL23481
ortholog_4414 g110508 BL23478
ortholog_4415 g110509 BL23486
ortholog_4416 g110510 BL09411
ortholog_4417 g110514 BL23487
ortholog_4418 g110531 BL26141
ortholog_4419 g110537 BL09831
ortholog_4420 g110553 BL09201
ortholog_4421 g110568 BL26973
ortholog_4422 g110576 BL20876
ortholog_4423 g110611 BL16325
ortholog_4424 g110615 BL00051
ortholog_4425 g110622 BL00053
ortholog_4426 g110628 BL00048
ortholog_4427 g110631 BL23405
ortholog_4428 g110633 BL20843
ortholog_4429 g110680 BL08397
ortholog_4430 g110681 BL13620
ortholog_4431 g110755 BL13618
ortholog_4432 g110789 BL13617
ortholog_4433 g110799 BL08379
ortholog_4434 g110809 BL18616
ortholog_4435 g110818 BL19103
ortholog_4436 g110828 BL06787
ortholog_4437 g110829 BL06693
ortholog_4438 g110833 BL10466
ortholog_4439 g110848 BL13623
ortholog_4440 g110891 BL13582
ortholog_4441 g111024 BL11534
ortholog_4442 g111025 BL23771
ortholog_4443 g111028 BL14521
ortholog_4444 g111040 BL21029
ortholog_4445 g111042 BL16941
ortholog_4446 g111066 BL13537
ortholog_4447 g111075 BL23442
ortholog_4448 g111082 BL23448
ortholog_4449 g111105 BL23321
ortholog_4450 g111114 BL23320
ortholog_4451 g111115 BL23318
ortholog_4452 g111119 BL13278
ortholog_4453 g111120 BL08829
ortholog_4454 g111140 BL09735
ortholog_4455 g111147 BL00662
ortholog_4456 g111202 BL19090
ortholog_4457 g111206 BL19091
ortholog_4458 g111219 BL07267
ortholog_4459 g111222 BL23492
ortholog_4460 g111229 BL17255
ortholog_4461 g111279 BL23622
ortholog_4462 g111282 BL17331
ortholog_4463 g111299 BL18346
ortholog_4464 g111310 BL21019
ortholog_4465 g111323 BL06634
ortholog_4466 g111335 BL05654
ortholog_4467 g111356 BL10081
ortholog_4468 g111357 BL05672
ortholog_4469 g111361 BL10063
ortholog_4470 g111377 BL09832
ortholog_4471 g111391 BL16312
ortholog_4472 g111394 BL23431
ortholog_4473 g111426 BL25743
ortholog_4474 g111450 BL23385
ortholog_4475 g111454 BL16305
ortholog_4476 g111457 BL16298
ortholog_4477 g111458 BL23363
ortholog_4478 g111466 BL20927
ortholog_4479 g111471 BL23388
ortholog_4480 g111479 BL23462
ortholog_4481 g111526 BL23544
ortholog_4482 g111557 BL20946
ortholog_4483 g111562 BL20945
ortholog_4484 g111567 BL20944
ortholog_4485 g111576 BL18629
ortholog_4486 g111633 BL07739
ortholog_4487 g111643 BL23491
ortholog_4488 g111653 BL21015
ortholog_4489 g111655 BL16307
ortholog_4490 g111660 BL08369
ortholog_4491 g111661 BL23467
ortholog_4492 g111664 BL09844
ortholog_4493 g111666 BL17790
ortholog_4494 g111683 BL23558
ortholog_4495 g111698 BL20982
ortholog_4496 g111710 BL06857
ortholog_4497 g111749 BL03506
ortholog_4498 g111758 BL16326
ortholog_4499 g111809 BL13549
ortholog_4500 g111816 BL05470
ortholog_4501 g111820 BL09838
ortholog_4502 g111869 BL20874
ortholog_4503 g111872 BL19105
ortholog_4504 g111874 BL20873
ortholog_4505 g111875 BL23403
ortholog_4506 g111883 BL23391
ortholog_4507 g111936 BL11424
ortholog_4508 g111946 BL10087
ortholog_4509 g111978 BL18705
ortholog_4510 g111989 BL23475
ortholog_4511 g111995 BL05127
ortholog_4512 g112013 BL15511
ortholog_4513 g112027 BL06687
ortholog_4514 g112036 BL23597
ortholog_4515 g112044 BL23605
ortholog_4516 g112061 BL23555
ortholog_4517 g112081 BL13583
ortholog_4518 g112084 BL13584
ortholog_4519 g112092 BL21012
ortholog_4520 g112115 BL08752
ortholog_4521 g112152 BL20956
ortholog_4522 g112180 BL11510
ortholog_4523 g112195 BL23474
ortholog_4524 g112231 BL10514
ortholog_4525 g112255 BL10086
ortholog_4526 g112292 BL18505
ortholog_4527 g112294 BL20791
ortholog_4528 g112297 BL13698
ortholog_4529 g112299 BL13456
ortholog_4530 g112301 BL20926
ortholog_4531 g112315 BL20793
ortholog_4532 g112342 BL13488
ortholog_4533 g112354 BL18634
ortholog_4534 g112357 BL25470
ortholog_4535 g112359 BL08912
ortholog_4536 g112363 BL25492
ortholog_4537 g112369 BL22410
ortholog_4538 g112384 BL18809
ortholog_4539 g112391 BL11669
ortholog_4540 g112396 BL09750
ortholog_4541 g112403 BL09820
ortholog_4542 g112411 BL11610
ortholog_4543 g112446 BL09847
ortholog_4544 g112449 BL17902
ortholog_4545 g112454 BL04534
ortholog_4546 g112504 BL23556
ortholog_4547 g112508 BL09723
ortholog_4548 g112517 BL06707
ortholog_4549 g112534 BL06708
ortholog_4550 g112571 BL01938
ortholog_4551 g112589 BL08359
ortholog_4552 g112594 BL10815
ortholog_4553 g112605 BL13672
ortholog_4554 g112650 BL10290
ortholog_4555 g112661 BL13453
ortholog_4556 g112665 BL13447
ortholog_4557 g112686 BL23533
ortholog_4558 g112696 BL23534
ortholog_4559 g112706 BL23543
ortholog_4560 g112714 BL13467
ortholog_4561 g112740 BL18678
ortholog_4562 g112778 BL20985
ortholog_4563 g112782 BL23748
ortholog_4564 g112796 BL18049
ortholog_4565 g112811 BL17525
ortholog_4566 g112886 BL18617
ortholog_4567 g112901 BL22791
ortholog_4568 g112908 BL08897
ortholog_4569 g112926 BL18632
ortholog_4570 g113021 BL23341
ortholog_4571 g113040 BL23723
ortholog_4572 g113043 BL09772
ortholog_4573 g113096 BL26829
ortholog_4574 g113103 BL16421
ortholog_4575 g113166 BL21976
ortholog_4576 g113196 BL21873
ortholog_4577 g113218 BL21494
ortholog_4578 g113224 BL10140
ortholog_4579 g113268 BL09660
ortholog_4580 g113289 BL21778
ortholog_4581 g113346 BL21495
ortholog_4582 g113388 BL17533
ortholog_4583 g113444 BL12028
ortholog_4584 g113475 BL27123
ortholog_4585 g113493 BL14766
ortholog_4586 g113593 BL21910
ortholog_4587 g113614 BL21771
ortholog_4588 g113618 BL21782
ortholog_4589 g113622 BL21950
ortholog_4590 g113666 BL16202
ortholog_4591 g113681 BL09599
ortholog_4592 g113689 BL21360
ortholog_4593 g113692 BL21086
ortholog_4594 g113705 BL21487
ortholog_4595 g113710 BL08130
ortholog_4596 g113727 BL21471
ortholog_4597 g113737 BL14216
ortholog_4598 g113760 BL08091
ortholog_4599 g113770 BL21972
ortholog_4600 g113780 BL18780
ortholog_4601 g113785 BL14502
ortholog_4602 g113790 BL21307
ortholog_4603 g113804 BL00189
ortholog_4604 g113833 BL02933
ortholog_4605 g113842 BL21672
ortholog_4606 g113848 BL09658
ortholog_4607 g113855 BL08102
ortholog_4608 g113867 BL21702
ortholog_4609 g113878 BL21476
ortholog_4610 g113906 BL08105
ortholog_4611 g113919 BL21817
ortholog_4612 g113995 BL18781
ortholog_4613 g114007 BL21377
ortholog_4614 g114010 BL21916
ortholog_4615 g114017 BL21918
ortholog_4616 g114024 BL21400
ortholog_4617 g114045 BL21726
ortholog_4618 g114051 BL21416
ortholog_4619 g114073 BL16524
ortholog_4620 g114089 BL21767
ortholog_4621 g114095 BL21766
ortholog_4622 g114104 BL21436
ortholog_4623 g114134 BL10145
ortholog_4624 g114152 BL21499
ortholog_4625 g114167 BL21652
ortholog_4626 g114177 BL27508
ortholog_4627 g114232 BL07535
ortholog_4628 g114379 BL03964
ortholog_4629 g114381 BL20450
ortholog_4630 g114479 BL13599
ortholog_4631 g114486 BL27090
ortholog_4632 g114492 BL02996
ortholog_4633 g114495 BL21401
ortholog_4634 g114505 BL21352
ortholog_4635 g114539 BL21959
ortholog_4636 g114546 BL16893
ortholog_4637 g114554 BL17214
ortholog_4638 g114568 BL16420
ortholog_4639 g114574 BL08119
ortholog_4640 g114620 BL21505
ortholog_4641 g114634 BL21887
ortholog_4642 g114641 BL21760
ortholog_4643 g114653 BL16437
ortholog_4644 g114656 BL21363
ortholog_4645 g114663 BL21718
ortholog_4646 g114731 BL21315
ortholog_4647 g114737 BL13381
ortholog_4648 g114741 BL21977
ortholog_4649 g114743 BL22351
ortholog_4650 g114763 BL05648
ortholog_4651 g114831 BL20063
ortholog_4652 g114841 BL08086
ortholog_4653 g114858 BL12474
ortholog_4654 g114864 BL21838
ortholog_4655 g114889 BL27025
ortholog_4656 g114896 BL21722
ortholog_4657 g114904 BL15561
ortholog_4658 g114910 BL21713
ortholog_4659 g114960 BL16895
ortholog_4660 g114971 BL21428
ortholog_4661 g114972 BL21382
ortholog_4662 g114981 BL21962
ortholog_4663 g114992 BL18825
ortholog_4664 g115012 BL17597
ortholog_4665 g115061 BL10139
ortholog_4666 g115080 BL21965
ortholog_4667 g115119 BL21449
ortholog_4668 g115212 BL21709
ortholog_4669 g115242 BL21893
ortholog_4670 g115244 BL21894
ortholog_4671 g115245 BL24884
ortholog_4672 g115268 BL21408
ortholog_4673 g115311 BL21854
ortholog_4674 g115330 BL23914
ortholog_4675 g115331 BL22845
ortholog_4676 g115343 BL21912
ortholog_4677 g115362 BL21729
ortholog_4678 g115372 BL21795
ortholog_4679 g115396 BL21468
ortholog_4680 g115400 BL27116
ortholog_4681 g115407 BL10751
ortholog_4682 g115565 BL00004
ortholog_4683 g115574 BL09670
ortholog_4684 g115664 BL21475
ortholog_4685 g115805 BL21517
ortholog_4686 g115810 BL21516
ortholog_4687 g115822 BL17617
ortholog_4688 g115836 BL15291
ortholog_4689 g115881 BL01198
ortholog_4690 g115882 BL09691
ortholog_4691 g115913 BL09212
ortholog_4692 g115914 BL15711
ortholog_4693 g115920 BL21934
ortholog_4694 g115934 BL21779
ortholog_4695 g115940 BL18803
ortholog_4696 g115945 BL21345
ortholog_4697 g115956 BL21875
ortholog_4698 g116020 BL17608
ortholog_4699 g116039 BL21260
ortholog_4700 g116054 BL15152
ortholog_4701 g116070 BL17607
ortholog_4702 g116090 BL16279
ortholog_4703 g116126 BL10156
ortholog_4704 g116155 BL21878
ortholog_4705 g116169 BL21880
ortholog_4706 g116171 BL21399
ortholog_4707 g116178 BL21945
ortholog_4708 g116201 BL06987
ortholog_4709 g116243 BL03825
ortholog_4710 g116283 BL21708
ortholog_4711 g116331 BL21194
ortholog_4712 g116336 BL16422
ortholog_4713 g116352 BL18205
ortholog_4714 g116354 BL20622
ortholog_4715 g116367 BL21935
ortholog_4716 g116369 BL21937
ortholog_4717 g116372 BL21902
ortholog_4718 g116391 BL21440
ortholog_4719 g116397 BL21693
ortholog_4720 g116411 BL21353
ortholog_4721 g116414 BL18807
ortholog_4722 g116450 BL21980
ortholog_4723 g116700 BL21781
ortholog_4724 g116741 BL21330
ortholog_4725 g116752 BL21799
ortholog_4726 g116798 BL17614
ortholog_4727 g116803 BL16425
ortholog_4728 g116808 BL23987
ortholog_4729 g116823 BL25148
ortholog_4730 g116832 BL21321
ortholog_4731 g116852 BL12107
ortholog_4732 g116871 BL07928
ortholog_4733 g116874 BL20770
ortholog_4734 g116887 BL21398
ortholog_4735 g116893 BL21924
ortholog_4736 g116898 BL08173
ortholog_4737 g117010 BL21812
ortholog_4738 g117038 BL06730
ortholog_4739 g117040 BL06731
ortholog_4740 g117042 BL17601
ortholog_4741 g117088 BL21968
ortholog_4742 g117089 BL22941
ortholog_4743 g117101 BL00799
ortholog_4744 g117114 BL21481
ortholog_4745 g117119 BL21411
ortholog_4746 g117131 BL21669
ortholog_4747 g117147 BL21992
ortholog_4748 g117157 BL21441
ortholog_4749 g117170 BL06720
ortholog_4750 g117189 BL21327
ortholog_4751 g117252 BL10662
ortholog_4752 g117258 BL09321
ortholog_4753 g117265 BL21984
ortholog_4754 g117277 BL21884
ortholog_4755 g117295 BL21952
ortholog_4756 g117300 BL21953
ortholog_4757 g117310 BL21448
ortholog_4758 g117314 BL26094
ortholog_4759 g117338 BL21930
ortholog_4760 g117382 BL05649
ortholog_4761 g117385 BL25374
ortholog_4762 g117388 BL27026
ortholog_4763 g117403 BL21500
ortholog_4764 g117416 BL21639
ortholog_4765 g117451 BL10101
ortholog_4766 g117454 BL21963
ortholog_4767 g117489 BL27093
ortholog_4768 g117520 BL06415
ortholog_4769 g117541 BL17753
ortholog_4770 g117542 BL06510
ortholog_4771 g117565 BL07506
ortholog_4772 g117587 BL27382
ortholog_4773 g117641 BL21874
ortholog_4774 g117649 BL17578
ortholog_4775 g117657 BL21717
ortholog_4776 g117680 BL17329
ortholog_4777 g117701 BL21379
ortholog_4778 g117705 BL17606
ortholog_4779 g117733 BL21630
ortholog_4780 g117761 BL08180
ortholog_4781 g117766 BL21478
ortholog_4782 g117772 BL19422
ortholog_4783 g117784 BL06726
ortholog_4784 g117791 BL21749
ortholog_4785 g117798 BL21368
ortholog_4786 g117807 BL10143
ortholog_4787 g117826 BL20085
ortholog_4788 g117845 BL09903
ortholog_4789 g117857 BL21417
ortholog_4790 g117862 BL08783
ortholog_4791 g117865 BL08782
ortholog_4792 g117867 BL08785
ortholog_4793 g117891 BL21913
ortholog_4794 g117901 BL21670
ortholog_4795 g117946 BL12972
ortholog_4796 g117951 BL21482
ortholog_4797 g117958 BL21480
ortholog_4798 g117961 BL21479
ortholog_4799 g117977 BL25999
ortholog_4800 g117983 BL00552
ortholog_4801 g118000 BL08108
ortholog_4802 g118006 BL08121
ortholog_4803 g118014 BL03949
ortholog_4804 g118019 BL21837
ortholog_4805 g118022 BL23027
ortholog_4806 g118023 BL15951
ortholog_4807 g118028 BL21961
ortholog_4808 g118033 BL21776
ortholog_4809 g118045 BL09666
ortholog_4810 g118059 BL06723
ortholog_4811 g118136 BL08103
ortholog_4812 g118196 BL21746
ortholog_4813 g118198 BL21296
ortholog_4814 g118208 BL08078
ortholog_4815 g118231 BL21429
ortholog_4816 g118236 BL21427
ortholog_4817 g118266 BL21906
ortholog_4818 g118271 BL21329
ortholog_4819 g118296 BL14639
ortholog_4820 g118333 BL21931
ortholog_4821 g118344 BL21932
ortholog_4822 g118367 BL06732
ortholog_4823 g118372 BL17600
ortholog_4824 g118385 BL03942
ortholog_4825 g118397 BL21511
ortholog_4826 g118469 BL21826
ortholog_4827 g118541 BL14297
ortholog_4828 g118619 BL21430
ortholog_4829 g118620 BL13693
ortholog_4830 g118625 BL21431
ortholog_4831 g118630 BL21714
ortholog_4832 g118640 BL21463
ortholog_4833 g118645 BL08104
ortholog_4834 g118659 BL06724
ortholog_4835 g118679 BL09689
ortholog_4836 g118720 BL21447
ortholog_4837 g118771 BL21437
ortholog_4838 g118774 BL21185
ortholog_4839 g118777 BL02274
ortholog_4840 g118789 BL16424
ortholog_4841 g118806 BL17605
ortholog_4842 g118813 BL21445
ortholog_4843 g118825 BL16433
ortholog_4844 g118828 BL07847
ortholog_4845 g118837 BL24828
ortholog_4846 g118850 BL21765
ortholog_4847 g118878 BL11145
ortholog_4848 g118883 BL17568
ortholog_4849 g118890 BL21966
ortholog_4850 g118916 BL01528
ortholog_4851 g118940 BL23060
ortholog_4852 g118945 BL19740
ortholog_4853 g118961 BL01553
ortholog_4854 g118962 BL09653
ortholog_4855 g119073 BL13068
ortholog_4856 g119091 BL21446
ortholog_4857 g119127 BL21835
ortholog_4858 g119133 BL26696
ortholog_4859 g119162 BL21705
ortholog_4860 g119254 BL21683
ortholog_4861 g119290 BL21654
ortholog_4862 g119292 BL26021
ortholog_4863 g119295 BL18817
ortholog_4864 g119308 BL09822
ortholog_4865 g119309 BL18784
ortholog_4866 g119326 BL08178
ortholog_4867 g119350 BL08827
ortholog_4868 g119356 BL04720
ortholog_4869 g119387 BL21402
ortholog_4870 g119400 BL13858
ortholog_4871 g119431 BL21947
ortholog_4872 g119451 BL21381
ortholog_4873 g119465 BL21784
ortholog_4874 g119624 BL21901
ortholog_4875 g119694 BL21384
ortholog_4876 g119697 BL17603
ortholog_4877 g119706 BL17602
ortholog_4878 g119773 BL00656
ortholog_4879 g119828 BL07127
ortholog_4880 g119872 BL09597
ortholog_4881 g119889 BL21761
ortholog_4882 g119900 BL21763
ortholog_4883 g119948 BL09794
ortholog_4884 g119975 BL03533
ortholog_4885 g119992 BL21389
ortholog_4886 g120028 BL16888
ortholog_4887 g120033 BL08176
ortholog_4888 g120060 BL21821
ortholog_4889 g120257 BL27793
ortholog_4890 g120269 BL18829
ortholog_4891 g120286 BL24083
ortholog_4892 g120293 BL08124
ortholog_4893 g120297 BL08123
ortholog_4894 g120309 BL17579
ortholog_4895 g120311 BL07238
ortholog_4896 g120326 BL21412
ortholog_4897 g120331 BL21193
ortholog_4898 g120353 BL23038
ortholog_4899 g120362 BL06850
ortholog_4900 g120366 BL21312
ortholog_4901 g120367 BL17564
ortholog_4902 g120382 BL21987
ortholog_4903 g120412 BL11015
ortholog_4904 g120446 BL21845
ortholog_4905 g120458 BL21198
ortholog_4906 g120503 BL18806
ortholog_4907 g120620 BL06683
ortholog_4908 g120637 BL09276
ortholog_4909 g120675 BL27909
ortholog_4910 g120721 BL21375
ortholog_4911 g120821 BL08835
ortholog_4912 g120845 BL21359
ortholog_4913 g120874 BL21684
ortholog_4914 g120890 BL08114
ortholog_4915 g120900 BL08113
ortholog_4916 g120962 BL18824
ortholog_4917 g121000 BL16417
ortholog_4918 g121123 BL03967
ortholog_4919 g121130 BL06744
ortholog_4920 g121152 BL06745
ortholog_4921 g121176 BL17565
ortholog_4922 g121195 BL01203
ortholog_4923 g121222 BL08085
ortholog_4924 g121267 BL02484
ortholog_4925 g121288 BL18088
ortholog_4926 g121358 BL12974
ortholog_4927 g121367 BL21297
ortholog_4928 g121388 BL07469
ortholog_4929 g121407 BL21688
ortholog_4930 g121408 BL21687
ortholog_4931 g121425 BL13616
ortholog_4932 g121442 BL17749
ortholog_4933 g121444 BL09034
ortholog_4934 g121479 BL18826
ortholog_4935 g121542 BL21638
ortholog_4936 g121549 BL21419
ortholog_4937 g121569 BL02559
ortholog_4938 g121619 BL21991
ortholog_4939 g121713 BL21982
ortholog_4940 g121719 BL21738
ortholog_4941 g121722 BL21928
ortholog_4942 g121743 BL16505
ortholog_4943 g121749 BL21794
ortholog_4944 g121757 BL21792
ortholog_4945 g121759 BL21195
ortholog_4946 g121782 BL21823
ortholog_4947 g121821 BL10093
ortholog_4948 g121834 BL21833
ortholog_4949 g121839 BL21832
ortholog_4950 g121852 BL06739
ortholog_4951 g121853 BL06097
ortholog_4952 g121861 BL13587
ortholog_4953 g121865 BL01177
ortholog_4954 g121937 BL10251
ortholog_4955 g122023 BL21886
ortholog_4956 g122055 BL21927
ortholog_4957 g122108 BL10852
ortholog_4958 g122133 BL21305
ortholog_4959 g122144 BL21192
ortholog_4960 g122147 BL21451
ortholog_4961 g122149 BL06719
ortholog_4962 g122152 BL18782
ortholog_4963 g122154 BL21414
ortholog_4964 g122201 BL21493
ortholog_4965 g122303 BL10562
ortholog_4966 g122323 BL09646
ortholog_4967 g122333 BL21865
ortholog_4968 g122335 BL21864
ortholog_4969 g122340 BL21863
ortholog_4970 g122341 BL15981
ortholog_4971 g122384 BL21466
ortholog_4972 g122417 BL01058
ortholog_4973 g122438 BL21458
ortholog_4974 g122444 BL21636
ortholog_4975 g122456 BL21764
ortholog_4976 g122487 BL21309
ortholog_4977 g122515 BL21308
ortholog_4978 g122532 BL12337
ortholog_4979 g122542 BL21347
ortholog_4980 g122664 BL21877
ortholog_4981 g122703 BL08095
ortholog_4982 g123077 BL05916
ortholog_4983 g123294 BL17224
ortholog_4984 g123561 BL09481
ortholog_4985 g123577 BL23488
ortholog_4986 g123620 BL24665
ortholog_4987 g123776 BL15916
ortholog_4988 g123861 BL15826
ortholog_4989 g123926 BL08496
ortholog_4990 g123936 BL15607
ortholog_4991 g123965 BL04891
ortholog_4992 g124093 BL04719
ortholog_4993 g124155 BL13717
ortholog_4994 g124184 BL09768
ortholog_4995 g124250 BL03126
ortholog_4996 g124295 BL04546
ortholog_4997 g124330 BL00900
ortholog_4998 g124469 BL15971
ortholog_4999 g124618 BL25811
ortholog_5000 g124755 BL13551
ortholog_5001 g124794 BL00875
ortholog_5002 g124865 BL25910
ortholog_5003 g125009 BL02040
ortholog_5004 g125027 BL19977
ortholog_5005 g125059 BL24773
ortholog_5006 g125208 BL02939
ortholog_5007 g125218 BL13093
ortholog_5008 g125230 BL08631
ortholog_5009 g125243 BL19463
ortholog_5010 g125267 BL19896
ortholog_5011 g125273 BL19898
ortholog_5012 g125385 BL19751
ortholog_5013 g125407 BL15244
ortholog_5014 g125602 BL06595
ortholog_5015 g125660 BL16442
ortholog_5016 g125766 BL06876
ortholog_5017 g126136 BL16321
ortholog_5018 g126236 BL11843
ortholog_5019 g126283 BL17787
ortholog_5020 g126338 BL06751
ortholog_5021 g126342 BL20059
ortholog_5022 g126348 BL05716
ortholog_5023 g126514 BL06181
ortholog_5024 g126624 BL08447
